"DscRecID","Full_citation","Authors","Year","Title","Source","Volume","Number","Publisher"
2224,"Ferguson, H.L. 1979. The goats of San Clemente Island. _Fremontia_ 7(3):3-8. Illus.","Ferguson, H.L.",1979,"The goats of San Clemente Island.","_Fremontia_",7,3,
2225,"Howard, A. 1979. Conservation briefs. _Fremontia_ 7(3):16-19. Illus.","Howard, A.",1979,"Conservation briefs.","_Fremontia_",7,3,
2228,"Libby, J. 1979. _Cupressus abramsiana_ goes to court. _Fremontia_ 7(3):15. Illus.","Libby, J.",1979,"_Cupressus abramsiana_ goes to court.","_Fremontia_",7,3,
2268,"Abraham, Z., B.N. Mehrotra 1983. Some observations on endemic species and rare plants of the montane flora of the Nilgiris, South India. _J. Econ. Taxon. Bot._ 3(3):863-867. 1982 publ. 1983.","Abraham, Z., B.N. Mehrotra",1983,"Some observations on endemic species and rare plants of the montane flora of the Nilgiris, South India.","_J. Econ. Taxon. Bot._",3,3,
2327,"Anon. 1983. Rediscovered! The black orchid. _S. Afr. Gard. Home_ April 1983:53,55. Col. illus. _Disa bodkinii_.","Anon.",1983,"Rediscovered! The black orchid.","_S. Afr. Gard. Home_","Apr-83",,
2350,"Walker, K. 1983. Death of the Murray. _Austral. Nat. Hist._ 21(1):23-28. Illus., col. illus.","Walker, K.",1983,"Death of the Murray.","_Austral. Nat. Hist._",21,1,
2373,"Corbetta, F., A.L. Zanotti Censoni & R. Zarrelli 1983. Antropizzazione e depauperamento floristico-vegetazionale nella ""Bassa"" Bolognese. _Arch. Bot. Biogeogr. Ital._ 57(3-4):113-132. It (En). Maps. (1981 publ. 1983).","Corbetta, F., A.L. Zanotti Censoni, R. Zarrelli",1983,"Antropizzazione e depauperamento floristico-vegetazionale nella ""Bassa"" Bolognese.","_Arch. Bot. Biogeogr. Ital._",57,"03-Apr",
2380,"U.S. Department of the Interior. Fish and Wildlife Service 1983. A Colorado wild-buckwheat proposed with critical habitat. _Endangered Species Tech. Bull._ 8(7):3-5. Illus.","U.S. Department of the Interior. Fish and Wildlife Service",1983,"A Colorado wild-buckwheat proposed with critical habitat.","_Endangered Species Tech. Bull._",8,7,
2399,"Austin, D.F. 1983. Endangered plants: lessons in survival. _Bull. Fairchild Trop. Gard._ 38(3):32-35. Illus.","Austin, D.F.",1983,"Endangered plants: lessons in survival.","_Bull. Fairchild Trop. Gard._",38,3,
2443,"Dragun, A.K. 1983. Hydroelectric development and wilderness conflict in South-West Tasmania. _Envir. Conserv._ 10(3):197-204. Illus., map.","Dragun, A.K.",1983,"Hydroelectric development and wilderness conflict in South-West Tasmania.","_Envir. Conserv._",10,3,
2604,"Hopper, S. 1983. Orchid conservation in Western Australia. _In_ Robinson, R. (ed.). Proceedings of the 8th Australian Orchid Conference, Townsville, 27 August-4 September 1983. Townsville Orchid Society. 123-126. Illus.","Hopper, S.",1983,"Orchid conservation in Western Australia.","_In_ Robinson, R. (ed.). Proceedings of the 8th Australian Orchid Conference, Townsville, 27 August-4 September 1983. Townsville Orchid Society. 123-126.",,,
2606,"Tarr, B. 1984. Endangered species: _Peristeria elata_ taken from _The Orchid World_, Volume 5 (1914). _Orchid Rev._ 92(1083):33.","Tarr, B.",1984,"Endangered species: _Peristeria elata_ taken from _The Orchid World_, Volume 5 (1914).","_Orchid Rev._",92,1083,
2607,"Uotila, P. 1983. Projektet hotade vaxter i Nylands lan. (The threatened plants project in the Province of Uusimaa, S. Finland.). _Mem. Soc. Fauna Flora Fennica_ 59(3):106-112. Sw (En). Maps.","Uotila, P.",1983,"Projektet hotade vaxter i Nylands lan. (The threatened plants project in the Province of Uusimaa, S. Finland.)","_Mem. Soc. Fauna Flora Fennica_",59,3,
2790,"Ayensu, E.S. & R.A. DeFilipps 1978. Endangered and threatened plants of the United States. Washington, DC: Smithsonian Institution and World Wildlife Fund Inc. 403 pp. Lists 90 Extinct, 839 Endangered and 1211 Threatened taxa for the continental U.S. Also covers Hawaii, Puerto Rico and Virgin Is.","Ayensu, E.S., R.A. DeFilipps",1978,"Endangered and threatened plants of the United States.",,,,"Smithsonian Institution and World Wildlife Fund Inc."
2805,"Pittillo, J.D. 1979. Southern Appalachian endangered and threatened flowering plants. _ASB Bull._ 26(2):101. Abstract.","Pittillo, J.D.",1979,"Southern Appalachian endangered and threatened flowering plants.","_ASB Bull._",26,2,
2806,"Stanley, J. 1980. Nurse logs and horsetails. _GC & HTJ_ 187(6):18-19. Illus., map.","Stanley, J.",1980,"Nurse logs and horsetails.","_GC & HTJ_",187,6,
2807,"Zee, D. 1979. The vascular flora of Gitchie Manitou State Preserve, Lyon County, Iowa. _Proc. Iowa Acad. Sci._ 86(2):66-75. Map.","Zee, D.",1979,"The vascular flora of Gitchie Manitou State Preserve, Lyon County, Iowa.","_Proc. Iowa Acad. Sci._",86,2,
2810,"MacKinnon, J. 1979. Conservation of wildlife and forests in Southeast Asia. _Tigerpaper_ 6(4):2-5. Illus.","MacKinnon, J.",1979,"Conservation of wildlife and forests in Southeast Asia.","_Tigerpaper_",6,4,
2811,"Weevers-Carter, W. 1978. Nature conservation in Indonesia. Jakarta, Pt Intermasa. 86p. Col. illus., maps.","Weevers-Carter, W.",1978,"Nature conservation in Indonesia.",,,,"Jakarta, Pt Intermasa. 86p."
2812,"Ng, F.S.P. 1979. Gunung Jerai - mountain resort of Kedah. _Nat. Malay._ 3(4):4-9. Col. illus.","Ng, F.S.P.",1979,"Gunung Jerai - mountain resort of Kedah.","_Nat. Malay._",3,4,
2813,"Rubeli, K. 1979. Taman Negara. _Tigerpaper_ 6(4):6.","Rubeli, K.",1979,"Taman Negara.","_Tigerpaper_",6,4,
2814,"Mendoza, V.B. 1979. Deteriorating forest environment: a serious ecological problem. _Canopy_, 5(9): 3, 14. Illus.","Mendoza, V.B.",1979,"Deteriorating forest environment: a serious ecological problem.","_Canopy_, 5(9): 3, 14.",,,
2815,"Depierre, D. 1978. Les biocenoses au Cameroun: richesse et fragilite. (The biocenoses of Cameroun: their richness and fragility.). _Bois Forets Trop._ 182:72-76. Illus.","Depierre, D.",1978,"Les biocenoses au Cameroun: richesse et fragilite. (The biocenoses of Cameroun: their richness and fragility.)","_Bois Forets Trop._",182,,
2816,"Khrokov, V.V. 1980. Zapovednik Kurgal'dzhino. (The Kurgal'dzhino Nature Reserve.). KazSSR, Kainar. Rus.","Khrokov, V.V.",1980,"Zapovednik Kurgal'dzhino. (The Kurgal'dzhino Nature Reserve.)",,,,"KazSSR, Kainar."
2818,"Priimak, D.P. 1980. Bayanaul Zapovednik. (Bayanaul Nature Reserve.). KazSSR, Kazakhstan. Rus.","Priimak, D.P.",1980,"Bayanaul Zapovednik. (Bayanaul Nature Reserve.)",,,,"KazSSR, Kazakhstan."
2820,"Anon. 1979. Getting better - or getting worse? _African Wildlife_ 33(1):8-11. Illus. Extracts from IUCN Bulletin. 14th General Assembly of IUCN, Ashkhabad.","Anon.",1979,"Getting better - or getting worse?","_African Wildlife_",33,1,
2821,"Banks, L. 1980. Saving gardens and garden plants. _Garden_ (London) 105(3):89-93. Col. illus.","Banks, L.",1980,"Saving gardens and garden plants.","_Garden_ (London)",105,3,
2822,"Drury, W.H. 1980. Rare species of plants. _Rhodora_ 82(829):3-48. Illus., map.","Drury, W.H.",1980,"Rare species of plants.","_Rhodora_",82,829,
2823,"Elliott, R. 1979. Should we preserve species? _Habitat_ 7(5):9-10. Illus.","Elliott, R.",1979,"Should we preserve species?","_Habitat_",7,5,
2827,"Nickerson, N.H. 1980. Habitat protection. _Rhodora_ 82(829):201-206.","Nickerson, N.H.",1980,"Habitat protection.","_Rhodora_",82,829,
2828,"Stebbins, G.L. 1980. Rarity of plant species: a synthetic viewpoint. _Rhodora_ 82(829):77-86.","Stebbins, G.L.",1980,"Rarity of plant species: a synthetic viewpoint.","_Rhodora_",82,829,
2829,"Synge, A.H.M. 1979. Botanic gardens and island plant conservation. _In_ Bramwell, D. (ed.). Plants and islands. London, Academic Press. 379-390. (Sp).","Synge, A.H.M.",1979,"Botanic gardens and island plant conservation.","_In_ Bramwell, D. (ed.). Plants and islands. London, Academic Press. 379-390.",,,
2830,"Tijmens, W.J. 1979. Plants in the landscape. _Newsl. Soc. Protect. Envir._ 9(2):3-6.","Tijmens, W.J.",1979,"Plants in the landscape.","_Newsl. Soc. Protect. Envir._",9,2,
2831,"Anon. 1980. ""Extinct"" species found in botanic gardens. _Threatened Pl. Committ. Newsl._ 5:1-2.","Anon.",1980,"Extinct species found in botanic gardens.","_Threatened Pl. Committ. Newsl._",5,,
2832,"Anon. 1979. New sites on the World Heritage List. _Nat. Resources_ 15(4):21-23.","Anon.",1979,"New sites on the World Heritage List.","_Nat. Resources_",15,4,
2833,"Dodson, C.H. 1979. Orchids, a threatened family? _Bull. Marie Selby Bot. Gard._ 6(5):38-40. Illus.","Dodson, C.H.",1979,"Orchids, a threatened family?","_Bull. Marie Selby Bot. Gard._",6,5,
2836,"IUCN, UNEP, WWF 1980. World Conservation Strategy: living resource conservation for sustainable development. Morges, IUCN, WWF, UNEP. Illus., maps.","IUCN, UNEP, WWF",1980,"World Conservation Strategy: living resource conservation for sustainable development.",,,,"Morges, IUCN, WWF, UNEP."
2840,"Simberloff, D. 1978. Our fragile evolutionary heritage: islands and their species. _Nat. Conserv. News_ 28(4):4-10. Illus., col. illus.","Simberloff, D.",1978,"Our fragile evolutionary heritage: islands and their species.","_Nat. Conserv. News_",28,4,
2841,"Worrall, J. 1979. Trees: a Third World crisis. _Newsl. Soc. Protect. Environ._ 9(2):7-8.","Worrall, J.",1979,"Trees: a Third World crisis.","_Newsl. Soc. Protect. Environ._",9,2,
2842,"Anon. 1979. National parks - Australia. _Parks and Wildlife_ 2(3-4):92-160. Illus., col. illus., maps.","Anon.",1979,"National parks - Australia.","_Parks and Wildlife_",2,"03-Apr",
2844,"Dunphy, M.J. 1979. The bushwalking conservation movement, 1914-1965. _Parks and Wildlife_ 2(3-4):54-64. Illus., map.","Dunphy, M.J.",1979,"The bushwalking conservation movement, 1914-1965.","_Parks and Wildlife_",2,"03-Apr",
2845,"Dunphy, M. 1979. The deforestation of Australia. _Habitat_ 7(4):14-18.","Dunphy, M.",1979,"The deforestation of Australia.","_Habitat_",7,4,
2846,"Gasteen, J. 1979. The discovery that caused a land rush. _Habitat_ 7(5):6-8. Illus. Dawson Valley.","Gasteen, J.",1979,"The discovery that caused a land rush.","_Habitat_",7,5,
2847,"Giles, J. 1979. Research in national parks. _Parks and Wildlife_ 2(3-4):86-88. Illus.","Giles, J.",1979,"Research in national parks.","_Parks and Wildlife_",2,"03-Apr",
2848,"Mosley, J.G. 1979. People and parks. _Habitat_ 7(4):3-5. Col. illus.","Mosley, J.G.",1979,"People and parks.","_Habitat_",7,4,
2849,"Murdoch, B. 1979. Letters to the Editor: conservation of native orchids. _Orchadian_ 6(6):129.","Murdoch, B.",1979,"Letters to the Editor: conservation of native orchids.","_Orchadian_",6,6,
2850,"Nevill, J. 1979. Preserving native wildlife in the rural landscape. _Habitat_ 7(1):22-26. Col. illus.","Nevill, J.",1979,"Preserving native wildlife in the rural landscape.","_Habitat_",7,1,
2851,"Ripley, S.D. & T.E. Lovejoy 1979. Threatened and endangered species. _Habitat_ 7(4):21-28. Illus., col. illus.","Ripley, S.D., T.E. Lovejoy",1979,"Threatened and endangered species.","_Habitat_",7,4,
2852,"Strom, A.A. 1979. Impressions of a developing conservation ethic, 1870-1930. _Parks and Wildlife_ 2(3-4):45-53. Illus.","Strom, A.A.",1979,"Impressions of a developing conservation ethic, 1870-1930.","_Parks and Wildlife_",2,"03-Apr",
2853,"Strom, A.A. 1979. Some events in nature conservation over the last forty years. _Parks and Wildlife_ 2(3-4):65-73. Illus.","Strom, A.A.",1979,"Some events in nature conservation over the last forty years.","_Parks and Wildlife_",2,"03-Apr",
2854,"Townsend, D. 1979. Management of parks - a planning perspective. _Parks and Wildlife_ 2(3-4):89-91.","Townsend, D.",1979,"Management of parks - a planning perspective.","_Parks and Wildlife_",2,"03-Apr",
2855,"Anon. 1979. The Kosciusko environment. _Habitat_ 7(3):12-19. Illus., col. illus. Edited abstract from Costin, A., Wimbush, D., Gray, M. and Totterdell, C., _Kosciusko Alpine Flora_, Melbourne, CSIRO Division of Plant Industry.","Anon.",1979,"The Kosciusko environment.","_Habitat_",7,3,
2856,"Anon. 1979. Royal National Park. _Habitat_ 7(2):3-6. Illus., col. illus.","Anon.",1979,"Royal National Park.","_Habitat_",7,2,
2858,"Washington, H. 1979. Wollemi - a new park for all seasons. _Habitat_ 7(4):6. Illus., col. illus.","Washington, H.",1979,"Wollemi - a new park for all seasons.","_Habitat_",7,4,
2859,"Anon. 1979. Corio Bay: a place of beauty and natural abundance. _Habitat_ 7(1):12-15. Col. illus.","Anon.",1979,"Corio Bay: a place of beauty and natural abundance.","_Habitat_",7,1,
2861,"McCabe, J. 1979. The Iwasaki Resort proposal - some background on a resource conflict. _Habitat_ 7(1):16-17.","McCabe, J.",1979,"The Iwasaki Resort proposal - some background on a resource conflict.","_Habitat_",7,1,
2862,"Anon. 1979. Flora conservation. _S.W.A.N.S._ 9(1):15. Brief notes.","Anon.",1979,"Flora conservation.","_S.W.A.N.S._",9,1,
2863,"Anon. 1979. Nature reserves. _S.W.A.N.S._ 9(1):31-32.","Anon.",1979,"Nature reserves.","_S.W.A.N.S._",9,1,
2864,"George, A.S. 1979. _Hakea aculeata_ (Proteaceae), a rare and endangered new species from Western Australia. _Nuytsia_ 2(6):375-377. Illus.","George, A.S.",1979,"_Hakea aculeata_ (Proteaceae), a rare and endangered new species from Western Australia.","_Nuytsia_",2,6,
2865,"Shugg, H.B. 1979. Fire control and nature reserves. _S.W.A.N.S._ 9(1):9-11.","Shugg, H.B.",1979,"Fire control and nature reserves.","_S.W.A.N.S._",9,1,
2866,"Anon. 1979. First Regional Conference of Central American Nongovernmental Conservation Associations, 4-7 December 1978, Guatemala City. _Caribbean Conserv. News_ 1(16):10.","Anon.",1979,"First Regional Conference of Central American Nongovernmental Conservation Associations, 4-7 December 1978, Guatemala City.","_Caribbean Conserv. News_",1,16,
2868,"Anon. 1979. The Belize Audubon Society. _Caribbean Conserv. News_ 1(16):10-12.","Anon.",1979,"The Belize Audubon Society.","_Caribbean Conserv. News_",1,16,
2870,"Zamora Serrano, C. 1977. _Pinus strobus_ var. _chiapensis_, una especie en peligro de extincion en el estado de Chiapas. (_Pinus strobus_ var. _chiapensis_, a species in danger of extinction in the State of Chiapas.). _Cienc. Forest._ 2(8):3-23. Sp. Illus.","Zamora Serrano, C.",1977,"_Pinus strobus_ var. _chiapensis_, una especie en peligro de extincion en el estado de Chiapas. (_Pinus strobus_ var. _chiapensis_, a species in danger of extinction in the State of Chiapas.)","_Cienc. Forest._",2,8,
