Scientific name,Rank,RecID,ParentRank,ParentID,Status,Species Author,Notes,Designation
petrae,SPECIES,,GENUS,13569,A,"G.A.Fisch., Sieder & P.J.Cribb",,CITES_EU
duyana,SPECIES,,GENUS,13348,A,Aver.,,CITES_EU
maxii,SPECIES,,GENUS,13348,A,P.O'Byrne,,CITES_EU
bertioguense,SPECIES,,GENUS,13515,A,G.A.Romero & Campacci,,CITES_EU
dejeaniorum,SPECIES,,GENUS,13515,A,Chiron,,CITES_EU
calimaniana,SPECIES,,GENUS,13644,A,Campacci,,CITES_EU
gaezeriana,SPECIES,,GENUS,13644,A,Campacci,,CITES_EU
labendziana,SPECIES,,GENUS,13644,A,L.C.Menezes & Braem,,CITES_EU
schunkiana,SPECIES,,GENUS,13644,A,Campacci,,CITES_EU
alvinlokii,SPECIES,,GENUS,12780,A,P.O'Byrne & J.J.Verm.,,CITES_EU
sudora,SPECIES,,GENUS,12780,A,Schuit. & de Vogel,,CITES_EU
concinnum,SPECIES,,GENUS,13014,A,Z.J.Liu & S.C.Chen,,CITES_EU
cymbicallum,SPECIES,,GENUS,13382,A,P.O'Byrne & J.J.Wood,,CITES_EU
heokhuii,SPECIES,,GENUS,13382,A,P.O'Byrne & J.J.Wood,,CITES_EU
ochthochilum,SPECIES,,GENUS,13382,A,P.O'Byrne & J.J.Verm.,,CITES_EU
optimuspatruus,SPECIES,,GENUS,13382,A,P.O'Byrne & J.J.Verm.,,CITES_EU
pleasancium,SPECIES,,GENUS,13382,A,P.O'Byrne & J.J.Verm.,,CITES_EU
reginanivis,SPECIES,,GENUS,13382,A,P.O'Byrne & J.J.Verm.,,CITES_EU
rickscottianum,SPECIES,,GENUS,13382,A,P.O'Byrne & J.J.Verm.,,CITES_EU
roseosparsum,SPECIES,,GENUS,13382,A,P.O'Byrne & J.J.Verm.,,CITES_EU
remota,SPECIES,,GENUS,13380,A,H.P.Linder,,CITES_EU
vigilans,SPECIES,,GENUS,13380,A,McMurtry & T.J.Edwards,,CITES_EU
ossenbachiana,SPECIES,,GENUS,12822,A,Pupulin,,CITES_EU
gastrodes,SPECIES,,GENUS,12723,A,Luer & Sijm,,CITES_EU
listroglossa,SPECIES,,GENUS,12723,A,Luer & Dalström,,CITES_EU
nijhuisiae,SPECIES,,GENUS,12723,A,Luer & Sijm,,CITES_EU
nunezii,SPECIES,,GENUS,12723,A,Luer & Dalström,,CITES_EU
silvanoi,SPECIES,,GENUS,12723,A,Luer & Dalström,,CITES_EU
venulosum,SPECIES,,GENUS,13569,A,J.J.Verm. & A.L.Lamb,,CITES_EU
clavuliflorum,SPECIES,,GENUS,13569,A,J.J.Verm. & A.L.Lamb,,CITES_EU
retrorsum,SPECIES,,GENUS,13569,A,J.J.Verm. & A.L.Lamb,,CITES_EU
emunitum,SPECIES,,GENUS,13569,A,J.J.Verm. & A.L.Lamb,,CITES_EU
cyrtognomom,SPECIES,,GENUS,13569,A,J.J.Verm. & A.L.Lamb,,CITES_EU
bruneiense,SPECIES,,GENUS,13569,A,J.J.Verm. & A.L.Lamb,,CITES_EU
sinhoense,SPECIES,,GENUS,13569,A,Aver.,,CITES_EU
paraemarginatum,SPECIES,,GENUS,13569,A,Aver.,,CITES_EU
bakoense,SPECIES,,GENUS,13569,A,J.J.Verm. & A.L.Lamb,,CITES_EU
belonaeglossum,SPECIES,,GENUS,13569,A,J.J.Verm. & A.L.Lamb,,CITES_EU
leptoglossum,SPECIES,,GENUS,13569,A,J.J.Verm. & A.L.Lamb,,CITES_EU
brevipedunculatum,SPECIES,,GENUS,13569,A,T.C.Hsu & S.W.Chung,,CITES_EU
aschemon,SPECIES,,GENUS,13569,A,J.J.Verm. & A.L.Lamb,,CITES_EU
simii,SPECIES,,GENUS,13569,A,J.J.Verm. & A.L.Lamb,,CITES_EU
haematostictum,SPECIES,,GENUS,13569,A,J.J.Verm. & A.L.Lamb,,CITES_EU
rutilans,SPECIES,,GENUS,13569,A,J.J.Verm. & A.L.Lamb,,CITES_EU
tianguii,SPECIES,,GENUS,13569,A,K.Y.Lang & D.Luo,,CITES_EU
fendlerianum,SPECIES,,GENUS,13569,A,E.C.Smidt & P.J.Cribb,,CITES_EU
corrugatum,SPECIES,,GENUS,13563,A,(Cordem.) Micheneau,,CITES_EU
hoehnei,SPECIES,,GENUS,13569,A,E.C.Smidt & Borba,,CITES_EU
hopkinsonianum,SPECIES,,GENUS,13515,A,G.F.Carr & V.P.Castro,,CITES_EU
villegasii,SPECIES,,GENUS,13515,A,G.F.Carr,,CITES_EU
hummeliana,SPECIES,,GENUS,13644,A,L.C.Menezes & V.P.Castro,,CITES_EU
schunkii,SPECIES,,GENUS,13644,A,V.P.Castro,,CITES_EU
moroniae,SPECIES,,GENUS,12748,A,D.E.Benn. & Christenson,,CITES_EU
apolloi,SPECIES,,GENUS,13515,A,Benelli & Grade,,CITES_EU
fugongensis,SPECIES,,GENUS,13348,A,X.H.Jin & S.C.Chen,,CITES_EU
catarinense,SPECIES,,GENUS,13515,A,G.F.Carr & V.P.Castro,,CITES_EU
lucasianum,SPECIES,,GENUS,13515,A,L.C.Menezes & V.P.Castro,,CITES_EU
cowenii,SPECIES,,GENUS,13382,A,P.O'Byrne & J.J.Verm.,,CITES_EU
arunachalense,SPECIES,,GENUS,13382,A,"C.Deori, S.K.Sarma, Phukan & A.A.Mao",,CITES_EU
jiajiangense,SPECIES,,GENUS,13382,A,"Z.Y.Zhu, S.J.Zhu & H.B.Wang",,CITES_EU
josephinae,SPECIES,,GENUS,13382,A,Cootes,,CITES_EU
kotanicanum,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
linderiana,SPECIES,,GENUS,13380,A,Bytebier & E.G.H.Oliv.,,CITES_EU
hirsutifolium,SPECIES,,GENUS,13382,A,J.J.Wood,,CITES_EU
muluense,SPECIES,,GENUS,13382,A,J.J.Wood,,CITES_EU
montis-hosei,SPECIES,,GENUS,13382,A,J.J.Wood,,CITES_EU
lumakuense,SPECIES,,GENUS,13382,A,J.J.Wood,,CITES_EU
imitator,SPECIES,,GENUS,13382,A,J.J.Wood,,CITES_EU
sabahense,SPECIES,,GENUS,13382,A,J.J.Wood,,CITES_EU
devogelii,SPECIES,,GENUS,13382,A,J.J.Wood,,CITES_EU
corydaliflorum,SPECIES,,GENUS,13382,A,J.J.Wood,,CITES_EU
barioense,SPECIES,,GENUS,13382,A,J.J.Wood,,CITES_EU
bakoense,SPECIES,,GENUS,13382,A,J.J.Wood,,CITES_EU
lohokii,SPECIES,,GENUS,13382,A,J.J.Wood & A.L.Lamb,,CITES_EU
hooglandianum,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
hooveri,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
pullenianum,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
vogelpoelii,SPECIES,,GENUS,13380,A,(H.P.Linder) Bytebier,,CITES_EU
punbatuense,SPECIES,,GENUS,13382,A,J.J.Wood,,CITES_EU
yongii,SPECIES,,GENUS,13382,A,J.J.Wood,,CITES_EU
strongyloflorum,SPECIES,,GENUS,13382,A,J.J.Wood,,CITES_EU
procera,SPECIES,,GENUS,13380,A,H.P.Linder,,CITES_EU
chewiorum,SPECIES,,GENUS,13382,A,J.J.Wood & A.L.Lamb,,CITES_EU
deflexilobum,SPECIES,,GENUS,13382,A,J.J.Wood & A.L.Lamb,,CITES_EU
jamirusii,SPECIES,,GENUS,13382,A,J.J.Wood & A.L.Lamb,,CITES_EU
pseudostriatellum,SPECIES,,GENUS,13382,A,J.J.Wood & P.O'Byrne,,CITES_EU
joaosaiana,SPECIES,,GENUS,12822,A,Campacci & Bohnke,,CITES_EU
mirabilis,SPECIES,,GENUS,12827,A,(Seidenf.) Schuit.,,CITES_EU
viridiflora,SPECIES,,GENUS,13644,A,(Verola & Semir) Van den Berg,,CITES_EU
verboonenii,SPECIES,,GENUS,13644,A,(F.E.L.Miranda) Van den Berg,,CITES_EU
kautskyana,SPECIES,,GENUS,13644,A,(V.P.Castro & Chiron) Van den Berg,,CITES_EU
hegeriana,SPECIES,,GENUS,13644,A,(Campacci) Van den Berg,,CITES_EU
pendula,SPECIES,,GENUS,13644,A,"(R.C.Mota, P.L.Viana & K.G.Lacerda) Van den Berg",,CITES_EU
presidentensis,SPECIES,,GENUS,13644,A,(Campacci) Van den Berg,,CITES_EU
pabstii,SPECIES,,GENUS,13644,A,(F.E.L.Miranda & K.G.Lacerda) Van den Berg,,CITES_EU
munchowiana,SPECIES,,GENUS,13644,A,(F.E.L.Miranda) Van den Berg,,CITES_EU
flavasulina,SPECIES,,GENUS,13644,A,(F.E.L.Miranda & K.G.Lacerda) Van den Berg,,CITES_EU
conceicionensis,SPECIES,,GENUS,13644,A,(V.P.Castro & Campacci) Van den Berg,,CITES_EU
bicristatum,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
widjajanum,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
efogiense,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
fabianae,SPECIES,,GENUS,12822,A,"B.P.Faria, A.D.Santana & Péres Junior",,CITES_EU
vilcabambensis,SPECIES,,GENUS,12723,A,L.Valenz. & E.Suclli,,CITES_EU
nujiangense,SPECIES,,GENUS,13014,A,"X.P.Zhou, S.P.Lei & Z.J.Liu",,CITES_EU
oblancifolium,SPECIES,,GENUS,13014,A,Z.J.Liu & S.C.Chen,,CITES_EU
acutilobum,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
allotrion,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
amauroloma,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
ankylodon,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
argoxanthum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
ascochilum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
atroviride,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
auritum,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
barbasapientis,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
barbavagabundum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
biserratum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
bohnkeanum,SPECIES,,GENUS,13569,A,Campacci,,CITES_EU
bombycinum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
brachytriche,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
chalcochloron,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
chlorolirion,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
chrysanthum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
clinopus,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
condensatum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
condylochilum,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
consimile,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
corrugatum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
croceodon,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
cymbidioides,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
cymbochilum,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
cyrtophyllum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
deviantiae,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
ecristatum,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
entobaptum,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
erythrosema,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
eutoreton,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
fallacinum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
fibristectum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
fionae,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
fraternum,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
fruticulum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
gamandrum,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
gehrtii,SPECIES,,GENUS,13569,A,E.C.Smidt & Borba,,CITES_EU
hatschbachianum,SPECIES,,GENUS,13569,A,E.C.Smidt & Borba,,CITES_EU
hemisterranthum,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
ichthyosme,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
inhaiense,SPECIES,,GENUS,13569,A,V.P.Castro & K.G.Lacerda,,CITES_EU
insipidum,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
intonsum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
kiamfeeanum,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
lagaroglossum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
luteum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
molle,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
myodes,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
odontostigma,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
oncopus,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
pendens,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
planiplexum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
ptychostigma,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
reginaldoi,SPECIES,,GENUS,13569,A,Campacci,,CITES_EU
rhodophyllum,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
sannio,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
sarcochilum,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
schuitemanii,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
scorpio,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
seabrense,SPECIES,,GENUS,13569,A,Campacci,,CITES_EU
semiindutum,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
sphaenopus,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
spodotriche,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
staetophyton,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
stalagmotelos,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
stemonochilum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
stenomeris,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
stylocoryphe,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
teimosense,SPECIES,,GENUS,13569,A,E.C.Smidt & Borba,,CITES_EU
thecanthum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
torajarum,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
tricaudatum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
uhl-gabrielianum,SPECIES,,GENUS,13569,A,Chiron & V.P.Castro,,CITES_EU
variculosum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
xanthomelanon,SPECIES,,GENUS,13569,A,J.J.Verm. & P.O'Byrne,,CITES_EU
zygochilum,SPECIES,,GENUS,13569,A,J.J.Verm.,,CITES_EU
evangelistae,SPECIES,,GENUS,13515,A,V.P.Castro & G.F.Carr,,CITES_EU
macedoi,SPECIES,,GENUS,13515,A,Campacci & G.F.Carr,,CITES_EU
rionegrense,SPECIES,,GENUS,13515,A,Campacci & G.F.Carr,,CITES_EU
teixeiranum,SPECIES,,GENUS,13515,A,Campacci & J.B.F.Silva,,CITES_EU
irrorata,SPECIES,,GENUS,13644,A,(Rchb.f.) H.Low,,CITES_EU
wetmorei,SPECIES,,GENUS,13644,A,(Ruschi) Fraga & A.P.Fontana,,CITES_EU
acebeyae,SPECIES,,GENUS,12748,A,(R.Vásquez & Dodson) M.W.Chase & N.H.Williams,,CITES_EU
amboroensis,SPECIES,,GENUS,12748,A,(R.Vásquez & Dodson) M.W.Chase & N.H.Williams,,CITES_EU
auriculata,SPECIES,,GENUS,12748,A,(Rchb.f.) M.W.Chase & N.H.Williams,,CITES_EU
barkeri,SPECIES,,GENUS,12748,A,(Lindl.) M.W.Chase & N.H.Williams,,CITES_EU
bennettii,SPECIES,,GENUS,12748,A,M.W.Chase & N.H.Williams,,CITES_EU
blankei,SPECIES,,GENUS,12748,A,(Senghas) M.W.Chase & N.H.Williams,,CITES_EU
brevis,SPECIES,,GENUS,12748,A,(Schltr.) M.W.Chase & N.H.Williams,,CITES_EU
campoverdei,SPECIES,,GENUS,12748,A,(D.E.Benn. & Christenson) M.W.Chase & N.H.Williams,,CITES_EU
carinata,SPECIES,,GENUS,12748,A,(Rolfe) M.W.Chase & N.H.Williams,,CITES_EU
chiribogae,SPECIES,,GENUS,12748,A,(Dodson) M.W.Chase & N.H.Williams,,CITES_EU
coimbrae,SPECIES,,GENUS,12748,A,(Dodson & R.Vásquez) M.W.Chase & N.H.Williams,,CITES_EU
corydaloides,SPECIES,,GENUS,12748,A,(Kraenzl.) M.W.Chase & N.H.Williams,,CITES_EU
crucicornibus,SPECIES,,GENUS,12748,A,"(Senghas, D.E.Benn. & Christenson) M.W.Chase & N.H.Williams",,CITES_EU
delcastilloi,SPECIES,,GENUS,12748,A,(D.E.Benn. & Christenson) M.W.Chase & N.H.Williams,,CITES_EU
ecalcarata,SPECIES,,GENUS,12748,A,(Determann) M.W.Chase & N.H.Williams,,CITES_EU
embreei,SPECIES,,GENUS,12748,A,(Dodson) M.W.Chase & N.H.Williams,,CITES_EU
equitans,SPECIES,,GENUS,12748,A,(Schltr.) M.W.Chase & N.H.Williams,,CITES_EU
frymirei,SPECIES,,GENUS,12748,A,(Dodson) M.W.Chase & N.H.Williams,,CITES_EU
gentryi,SPECIES,,GENUS,12748,A,(Dodson) M.W.Chase & N.H.Williams,,CITES_EU
granizoi,SPECIES,,GENUS,12748,A,(Königer) M.W.Chase & N.H.Williams,,CITES_EU
hauensteinii,SPECIES,,GENUS,12748,A,(Königer) M.W.Chase & N.H.Williams,,CITES_EU
heterophylla,SPECIES,,GENUS,12748,A,(Rchb.f.) M.W.Chase & N.H.Williams,,CITES_EU
hirtzii,SPECIES,,GENUS,12748,A,(Dodson) M.W.Chase & N.H.Williams,,CITES_EU
jamiesonii,SPECIES,,GENUS,12748,A,(Lindl. & Paxton) M.W.Chase & N.H.Williams,,CITES_EU
janeae,SPECIES,,GENUS,12748,A,(Dodson & R.Vásquez) M.W.Chase & N.H.Williams,,CITES_EU
kerspei,SPECIES,,GENUS,12748,A,(Senghas) M.W.Chase & N.H.Williams,,CITES_EU
kroemeri,SPECIES,,GENUS,12748,A,(R.Vásquez & Dodson) M.W.Chase & N.H.Williams,,CITES_EU
langkastii,SPECIES,,GENUS,12748,A,(Senghas) M.W.Chase & N.H.Williams,,CITES_EU
langlassei,SPECIES,,GENUS,12748,A,(Schltr.) M.W.Chase & N.H.Williams,,CITES_EU
larae,SPECIES,,GENUS,12748,A,(Dodson & R.Vásquez) M.W.Chase & N.H.Williams,,CITES_EU
latipetala,SPECIES,,GENUS,12748,A,(C.Schweinf.) M.W.Chase & N.H.Williams,,CITES_EU
limatamboensis,SPECIES,,GENUS,12748,A,(Dodson & R.Vásquez) M.W.Chase & N.H.Williams,,CITES_EU
luerae,SPECIES,,GENUS,12748,A,(Dodson) M.W.Chase & N.H.Williams,,CITES_EU
markgrafii,SPECIES,,GENUS,12748,A,(Friedrich) M.W.Chase & N.H.Williams,,CITES_EU
micrantha,SPECIES,,GENUS,12748,A,(Poepp. & Endl.) M.W.Chase & N.H.Williams,,CITES_EU
minuta,SPECIES,,GENUS,12748,A,(Garay & Dunst.) M.W.Chase & N.H.Williams,,CITES_EU
mirthae,SPECIES,,GENUS,12748,A,(Königer) M.W.Chase & N.H.Williams,,CITES_EU
neudeckeri,SPECIES,,GENUS,12748,A,(Königer) M.W.Chase & N.H.Williams,,CITES_EU
newyorkorum,SPECIES,,GENUS,12748,A,"(R.Vásquez, Ibisch & I.G.Vargas) M.W.Chase & N.H.Williams",,CITES_EU
ottonis,SPECIES,,GENUS,12748,A,(Klotzsch) M.W.Chase & N.H.Williams,,CITES_EU
pacensium,SPECIES,,GENUS,12748,A,(Senghas & Leferenz) M.W.Chase & N.H.Williams,,CITES_EU
palatina,SPECIES,,GENUS,12748,A,"(Senghas, C.Lang & Kast) M.W.Chase & N.H.Williams",,CITES_EU
paniculata,SPECIES,,GENUS,12748,A,(C.Schweinf.) M.W.Chase & N.H.Williams,,CITES_EU
papillosa,SPECIES,,GENUS,12748,A,(D.E.Benn. & Christenson) M.W.Chase & N.H.Williams,,CITES_EU
paraguaensis,SPECIES,,GENUS,12748,A,(Garay & Dunst.) M.W.Chase & N.H.Williams,,CITES_EU
penduliflora,SPECIES,,GENUS,12748,A,(Senghas & Thiv) M.W.Chase & N.H.Williams,,CITES_EU
peruvioides,SPECIES,,GENUS,12748,A,M.W.Chase & N.H.Williams,,CITES_EU
portillae,SPECIES,,GENUS,12748,A,(Königer) M.W.Chase & N.H.Williams,,CITES_EU
romansii,SPECIES,,GENUS,12748,A,(Dodson & Garay) M.W.Chase & N.H.Williams,,CITES_EU
rubriflora,SPECIES,,GENUS,12748,A,(Senghas) M.W.Chase & N.H.Williams,,CITES_EU
schaeferi,SPECIES,,GENUS,12748,A,(Senghas) M.W.Chase & N.H.Williams,,CITES_EU
seegeri,SPECIES,,GENUS,12748,A,"(Senghas, Leferenz & I.Bock) M.W.Chase & N.H.Williams",,CITES_EU
sillarensis,SPECIES,,GENUS,12748,A,(Dodson & R.Vásquez) M.W.Chase & N.H.Williams,,CITES_EU
stenochila,SPECIES,,GENUS,12748,A,(Lindl.) M.W.Chase & N.H.Williams,,CITES_EU
thivii,SPECIES,,GENUS,12748,A,(Senghas) M.W.Chase & N.H.Williams,,CITES_EU
topoana,SPECIES,,GENUS,12748,A,(Dodson) M.W.Chase & N.H.Williams,,CITES_EU
tuerckheimii,SPECIES,,GENUS,12748,A,(Schltr.) M.W.Chase & N.H.Williams,,CITES_EU
tungurahuae,SPECIES,,GENUS,12748,A,(Dodson) M.W.Chase & N.H.Williams,,CITES_EU
variegata,SPECIES,,GENUS,12748,A,(Cogn.) M.W.Chase & N.H.Williams,,CITES_EU
vasquezii,SPECIES,,GENUS,12748,A,(Dodson & M.W.Chase) M.W.Chase & N.H.Williams,,CITES_EU
williamsii,SPECIES,,GENUS,12748,A,(Dodson) M.W.Chase & N.H.Williams,,CITES_EU
wuerstlei,SPECIES,,GENUS,12748,A,(Senghas) M.W.Chase & N.H.Williams,,CITES_EU
nomachianum,SPECIES,,GENUS,13014,A,T.Yukawa & Nob.Tanaka,,CITES_EU
glomeroides,SPECIES,,GENUS,13382,A,Ormerod,,CITES_EU
callithrix,SPECIES,,GENUS,12644,A,"N.Peláez, Buit-Del. & Gary Mey.",,CITES_EU
archilae,SPECIES,,GENUS,12822,A,W.E.Higgins,,CITES_EU
carbonitensis,SPECIES,,GENUS,12822,A,Campacci,,CITES_EU
delacruzii,SPECIES,,GENUS,12822,A,W.E.Higgins & Archila,,CITES_EU
halbingeriana,SPECIES,,GENUS,12822,A,Hágsater & Soto Arenas,,CITES_EU
ibanezii,SPECIES,,GENUS,12822,A,Archila & W.E.Higgins,,CITES_EU
carrilloana,SPECIES,,GENUS,12723,A,P.Ortiz,,CITES_EU
dubbeldamii,SPECIES,,GENUS,12723,A,Luer & Sijm,,CITES_EU
parsonsii,SPECIES,,GENUS,12723,A,Luer,,CITES_EU
virgo-rosea,SPECIES,,GENUS,12723,A,"Buitr.-Delg., N.Peláez & Gary Mey.",,CITES_EU
altairiana,SPECIES,,GENUS,13603,A,Chiron & V.P.Castro,,CITES_EU
krameri,SPECIES,,GENUS,12624,A,(Rchb.f.) M.W.Chase & N.H.Williams,,CITES_EU
oerstedii,SPECIES,,GENUS,12624,A,(Rchb.f.) M.W.Chase & N.H.Williams,,CITES_EU
amoena,SPECIES,,GENUS,12854,A,O'Brien,,CITES_EU
motesiana,SPECIES,,GENUS,12854,A,Choltco,,CITES_EU
barbatum,SPECIES,,GENUS,13382,A,Breda,,CITES_EU
stenopterum,SPECIES,,GENUS,13382,A,(Rchb.f.) Chadim,,CITES_EU
camagueyensis,SPECIES,,GENUS,12822,A,"Rodr.Seijo, Gonz.Estév., Sauleda, Risco Vill. & Esperon",,CITES_EU
dacruzii,SPECIES,,GENUS,13569,A,Campacci,,CITES_EU
pitengoense,SPECIES,,GENUS,13569,A,Campacci,,CITES_EU
deusvandoi,SPECIES,,GENUS,13515,A,Campacci & G.F.Carr,,CITES_EU
oriximinaense,SPECIES,,GENUS,13515,A,Campacci & J.B.F.Silva,,CITES_EU
atlanticum,SPECIES,,GENUS,13563,A,Stévart & Droissart,,CITES_EU
oliverosii,SPECIES,,GENUS,12748,A,(Königer) M.W.Chase & N.H.Williams,,CITES_EU
crispifolia,SPECIES,,GENUS,13348,A,Ormerod,,CITES_EU
sotoana,SPECIES,,GENUS,12748,A,Pupulin & G.Merino,,CITES_EU
vespertilio,SPECIES,,GENUS,13569,A,Ferreras & Cootes,,CITES_EU
carassense,SPECIES,,GENUS,13569,A,"R.C.Mota, F.Barros & Stehmann",,CITES_EU
bryophytoides,SPECIES,,GENUS,13569,A,G.A.Fisch. & Andriant.,,CITES_EU
histrionicum,SPECIES,,GENUS,13569,A,Rchb.f. ex G.A.Fisch. & P.J.Cribb,,CITES_EU
senghasii,SPECIES,,GENUS,13569,A,G.A.Fisch. & Sieder,,CITES_EU
uroplatoides,SPECIES,,GENUS,13569,A,Hermans & G.A.Fisch.,,CITES_EU
longiantennatum,SPECIES,,GENUS,13515,A,R.Vásquez & G.A.Romero,,CITES_EU
alboaurantia,SPECIES,,GENUS,12780,A,Elis.George & J.-C.George,,CITES_EU
recurvatum,SPECIES,,GENUS,13014,A,"Z.J.Liu, S.C.Chen & P.J.Cribb",,CITES_EU
coodei,SPECIES,,GENUS,13348,A,P.J.Cribb,,CITES_EU
burkei,SPECIES,,GENUS,13348,A,P.J.Cribb,,CITES_EU
sandsii,SPECIES,,GENUS,13348,A,P.J.Cribb,,CITES_EU
millikenii,SPECIES,,GENUS,13348,A,P.J.Cribb,,CITES_EU
leuseri,SPECIES,,GENUS,13348,A,P.J.Cribb,,CITES_EU
lambii,SPECIES,,GENUS,13348,A,P.J.Cribb,,CITES_EU
claytonii,SPECIES,,GENUS,13348,A,P.J.Cribb,,CITES_EU
beamanii,SPECIES,,GENUS,13348,A,P.J.Cribb,,CITES_EU
crystallina,SPECIES,,GENUS,13348,A,P.J.Cribb,,CITES_EU
woodii,SPECIES,,GENUS,13348,A,P.J.Cribb,,CITES_EU
aquamarina,SPECIES,,GENUS,13348,A,Schuit. & de Vogel,,CITES_EU
