Scientific name,Rank,RecID,ParentRank,Parent recID,Status,Species Author,notes,Designation,AcceptedRank,AcceptedRecID
Cyrtochilum,Genus,1620,Family,4,S,,,CITES_EU,,
Cyrtoglottis,Genus,1621,Family,4,S,,,CITES_EU,,
Cystopteris,Genus,1622,Family,108,S,,,CITES_EU,,
Cytheris,Genus,1623,Family,4,S,,,CITES_EU,,
Dactylanthes,Genus,1624,Family,10,S,,,CITES_EU,,
Dactylorchis,Genus,1625,Family,4,S,,,CITES_EU,,
Dactylorhynchus,Genus,1626,Family,4,S,,,CITES_EU,,
Dactylostylis,Genus,1627,Family,4,S,,,CITES_EU,,
Davallia,Genus,1628,Family,93,S,,,CITES_EU,,
Deamia,Genus,1629,Family,3,S,,,CITES_EU,,
Dendrorkis,Genus,1630,Family,4,S,,,CITES_EU,,
Dennstaedtia,Genus,1631,Family,100,S,,,CITES_EU,,
Deppia,Genus,1632,Family,4,S,,,CITES_EU,,
Diacalpe,Genus,1633,Family,101,S,,,CITES_EU,,
Diacrium,Genus,1634,Family,4,S,,,CITES_EU,,
Dichorexia,Genus,1635,Family,1,S,,,CITES_EU,,
Didactyle,Genus,1636,Family,4,S,,,CITES_EU,,
Diphyes,Genus,1637,Family,4,S,,,CITES_EU,,
Disphenia,Genus,1638,Family,1,S,,,CITES_EU,,
Dockrillia,Genus,1639,Family,4,S,,,CITES_EU,,
Dolichothele,Genus,1640,Family,3,S,,,CITES_EU,,
Dombeyana,Genus,1641,Family,25,S,,,CITES_EU,,
Dothilophis,Genus,1642,Family,4,S,,,CITES_EU,,
Dracaena,Genus,1643,Family,91,S,,,CITES_EU,,
Drosera,Genus,1644,Family,49,S,,,CITES_EU,,
Dryopteris,Genus,1645,Family,101,S,,,CITES_EU,,
Dyerocycas,Genus,1646,Family,14,S,,,CITES_EU,,
Eccremocactus,Genus,1647,Family,3,S,,,CITES_EU,,
Echinofossulocactus,Genus,1648,Family,3,S,,,CITES_EU,,
Echinomastus,Genus,1649,Family,3,S,,,CITES_EU,,
Echites,Genus,1650,Family,11,S,,,CITES_EU,,
Elaeophorbia,Genus,1651,Family,10,S,,,CITES_EU,,
Eltroplectris,Genus,1652,Family,4,S,,,CITES_EU,,
Emorycactus,Genus,1653,Family,3,S,,,CITES_EU,,
Encephalocarpus,Genus,1654,Family,3,S,,,CITES_EU,,
Engelhardtia,Genus,1655,Family,53,S,,,CITES_EU,,
Eomatucana,Genus,1656,Family,3,S,,,CITES_EU,,
Ephemerantha,Genus,1657,Family,4,S,,,CITES_EU,,
Ephippium,Genus,1658,Family,4,S,,,CITES_EU,,
Epicladium,Genus,1659,Family,4,S,,,CITES_EU,,
Epicranthes,Genus,1660,Family,4,S,,,CITES_EU,,
Epicycas,Genus,1661,Family,14,S,,,CITES_EU,,
Epidorchis,Genus,1662,Family,4,S,,,CITES_EU,,
Epiphyllanthus,Genus,1663,Family,3,S,,,CITES_EU,,
Epiphyllopsis,Genus,1664,Family,3,S,,,CITES_EU,,
Epithecia,Genus,1665,Family,4,S,,,CITES_EU,,
Erdisia,Genus,1666,Family,3,S,,,CITES_EU,,
Eriocactus,Genus,1667,Family,3,S,,,CITES_EU,,
Eriocereus,Genus,1668,Family,3,S,,,CITES_EU,,
Erythrorhipsalis,Genus,1669,Family,3,S,,,CITES_EU,,
Esula,Genus,1670,Family,10,S,,,CITES_EU,,
Euanthe,Genus,1671,Family,4,S,,,CITES_EU,,
Eunannos,Genus,1672,Family,4,S,,,CITES_EU,,
Euphorbion,Genus,1673,Family,10,S,,,CITES_EU,,
Ferruminaria,Genus,1674,Family,4,S,,,CITES_EU,,
Fieldia,Genus,1675,Family,105,S,,,CITES_EU,,
Fissipes,Genus,1676,Family,4,S,,,CITES_EU,,
Floribunda,Genus,1677,Family,3,S,,,CITES_EU,,
Flos,Genus,1678,Family,4,S,,,CITES_EU,,
Fourniera,Genus,1679,Family,96,S,,,CITES_EU,,
Fregea,Genus,1680,Family,4,S,,,CITES_EU,,
Fruticicola,Genus,1681,Family,4,S,,,CITES_EU,,
Gasteria,Genus,1682,Family,88,S,,,CITES_EU,,
Gerocephalus,Genus,1683,Family,3,S,,,CITES_EU,,
Ghiesbreghtia,Genus,1684,Family,69,S,,,CITES_EU,,
Ginseng,Genus,1685,Family,68,S,,,CITES_EU,,
Gorgoglossum,Genus,1686,Family,4,S,,,CITES_EU,,
Grafia,Genus,1687,Family,103,S,,,CITES_EU,,
Grusonia,Genus,1688,Family,3,S,,,CITES_EU,,
Guanchezia,Genus,1689,Family,4,S,,,CITES_EU,,
Guilandina,Genus,1690,Family,19,S,,,CITES_EU,,
Guillauminia,Genus,1691,Family,88,S,,,CITES_EU,,
Gyas,Genus,1692,Family,4,S,,,CITES_EU,,
Gymnanthocereus,Genus,1693,Family,3,S,,,CITES_EU,,
Gymnocactus,Genus,1694,Family,3,S,,,CITES_EU,,
Gymnocereus,Genus,1695,Family,3,S,,,CITES_EU,,
Gymnosphaera,Genus,1696,Family,1,S,,,CITES_EU,,
Gymnostylis,Genus,1697,Family,28,S,,,CITES_EU,,
Gyrinopsis,Genus,1698,Family,2,S,,,CITES_EU,,
Gyrostachys,Genus,1699,Family,4,S,,,CITES_EU,,
Hamatocactus,Genus,1700,Family,3,S,,,CITES_EU,,
Hapalochilus,Genus,1701,Family,4,S,,,CITES_EU,,
Hartwegia,Genus,1702,Family,4,S,,,CITES_EU,,
Haseltonia,Genus,1703,Family,3,S,,,CITES_EU,,
Heliabravoa,Genus,1704,Family,3,S,,,CITES_EU,,
Helianthocereus,Genus,1705,Family,3,S,,,CITES_EU,,
Heliocereus,Genus,1706,Family,3,S,,,CITES_EU,,
Helleborine,Genus,1707,Family,4,S,,,CITES_EU,,
Hemistegia,Genus,1708,Family,1,S,,,CITES_EU,,
Henosis,Genus,1709,Family,4,S,,,CITES_EU,,
Herschelia,Genus,1710,Family,4,S,,,CITES_EU,,
Hertrichocereus,Genus,1711,Family,3,S,,,CITES_EU,,
Hexisea,Genus,1712,Family,4,S,,,CITES_EU,,
Hildewintera,Genus,1713,Family,3,S,,,CITES_EU,,
Hippoglossum,Genus,1714,Family,4,S,,,CITES_EU,,
Hoffmannseggella,Genus,1715,Family,4,S,,,CITES_EU,,
Hologyne,Genus,1716,Family,4,S,,,CITES_EU,,
Homalocephala,Genus,1717,Family,3,S,,,CITES_EU,,
Hormidium,Genus,1718,Family,4,S,,,CITES_EU,,
Horridocactus,Genus,1719,Family,3,S,,,CITES_EU,,
Humboldtia,Genus,1720,Family,19,S,,,CITES_EU,,
Hyalosema,Genus,1721,Family,4,S,,,CITES_EU,,
Hymenorebutia,Genus,1722,Family,3,S,,,CITES_EU,,
Ibidium,Genus,1723,Family,4,S,,,CITES_EU,,
Ichthyostomum,Genus,1724,Family,4,S,,,CITES_EU,,
Ione,Genus,1725,Family,4,S,,,CITES_EU,,
Ionorchis,Genus,1726,Family,4,S,,,CITES_EU,,
Islaya,Genus,1727,Family,3,S,,,CITES_EU,,
Isolatocereus,Genus,1728,Family,3,S,,,CITES_EU,,
Jensoa,Genus,1729,Family,4,S,,,CITES_EU,,
Jimensia,Genus,1730,Family,4,S,,,CITES_EU,,
Jostia,Genus,1731,Family,4,S,,,CITES_EU,,
Juniperus,Genus,1732,Family,54,S,,,CITES_EU,,
Kadenicarpus,Genus,1733,Family,3,S,,,CITES_EU,,
Karorchis,Genus,1734,Family,4,S,,,CITES_EU,,
Katherinea,Genus,1735,Family,4,S,,,CITES_EU,,
Kaurorchis,Genus,1736,Family,4,S,,,CITES_EU,,
Krainzia,Genus,1737,Family,3,S,,,CITES_EU,,
Kumara,Genus,1738,Family,88,S,,,CITES_EU,,
Lachnolepis,Genus,1739,Family,2,S,,,CITES_EU,,
Laeliocattleya,Genus,1740,Family,4,S,,,CITES_EU,,
Laeliopsis,Genus,1741,Family,4,S,,,CITES_EU,,
Latourea,Genus,1742,Family,4,S,,,CITES_EU,,
Latourorchis,Genus,1743,Family,4,S,,,CITES_EU,,
Lemaireocereus,Genus,1744,Family,3,S,,,CITES_EU,,
Lemeea,Genus,1745,Family,88,S,,,CITES_EU,,
Lepervenchea,Genus,1746,Family,4,S,,,CITES_EU,,
Lepidocoryphantha,Genus,1747,Family,3,S,,,CITES_EU,,
Leptaloe,Genus,1748,Family,88,S,,,CITES_EU,,
Leptocentrum,Genus,1749,Family,4,S,,,CITES_EU,,
Leptocladodia,Genus,1750,Family,3,S,,,CITES_EU,,
Leptothrium,Genus,1751,Family,96,S,,,CITES_EU,,
Leucorchis,Genus,1752,Family,4,S,,,CITES_EU,,
Libocedrus,Genus,1753,Family,54,S,,,CITES_EU,,
Limatodes,Genus,1754,Family,4,S,,,CITES_EU,,
Limnorchis,Genus,1755,Family,4,S,,,CITES_EU,,
Lindleyella,Genus,1756,Family,4,S,,,CITES_EU,,
Lingoum,Genus,1757,Family,19,S,,,CITES_EU,,
Lobeira,Genus,1758,Family,3,S,,,CITES_EU,,
Lobivia,Genus,1759,Family,3,S,,,CITES_EU,,
Lomaria,Genus,1760,Family,92,S,,,CITES_EU,,
Lomatophyllum,Genus,1761,Family,88,S,,,CITES_EU,,
Lophocereus,Genus,1762,Family,3,S,,,CITES_EU,,
Loroglossum,Genus,1763,Family,4,S,,,CITES_EU,,
Lothiania,Genus,1764,Family,4,S,,,CITES_EU,,
Louvelia,Genus,1765,Family,27,S,,,CITES_EU,,
Loxanthocereus,Genus,1766,Family,3,S,,,CITES_EU,,
Lymanbensonia,Genus,1767,Family,3,S,,,CITES_EU,,
Lyraea,Genus,1768,Family,4,S,,,CITES_EU,,
Lysimmia,Genus,1769,Family,4,S,,,CITES_EU,,
Maba,Genus,1770,Family,51,S,,,CITES_EU,,
Machaerocereus,Genus,1771,Family,3,S,,,CITES_EU,,
Maclenia,Genus,1772,Family,4,S,,,CITES_EU,,
Macrochilus,Genus,1773,Family,4,S,,,CITES_EU,,
Macrolepis,Genus,1774,Family,4,S,,,CITES_EU,,
Macroplectrum,Genus,1775,Family,4,S,,,CITES_EU,,
Macrostomium,Genus,1776,Family,4,S,,,CITES_EU,,
Maihueniopsis,Genus,1777,Family,3,S,,,CITES_EU,,
Malachadenia,Genus,1778,Family,4,S,,,CITES_EU,,
Mamillopsis,Genus,1779,Family,3,S,,,CITES_EU,,
Marenopuntia,Genus,1780,Family,3,S,,,CITES_EU,,
Margbensonia,Genus,1781,Family,70,S,,,CITES_EU,,
Marginatocereus,Genus,1782,Family,3,S,,,CITES_EU,,
Marniera,Genus,1783,Family,3,S,,,CITES_EU,,
Marshallocereus,Genus,1784,Family,3,S,,,CITES_EU,,
Mastigion,Genus,1785,Family,4,S,,,CITES_EU,,
Mediocactus,Genus,1786,Family,3,S,,,CITES_EU,,
Mediolobivia,Genus,1787,Family,3,S,,,CITES_EU,,
Medusea,Genus,1788,Family,10,S,,,CITES_EU,,
Megaclinium,Genus,1789,Family,4,S,,,CITES_EU,,
Melandrium,Genus,1790,Family,58,S,,,CITES_EU,,
Meyerocactus,Genus,1791,Family,3,S,,,CITES_EU,,
Microlepia,Genus,1792,Family,100,S,,,CITES_EU,,
Micropuntia,Genus,1793,Family,3,S,,,CITES_EU,,
Miqueliopuntia,Genus,1794,Family,3,S,,,CITES_EU,,
Mirabella,Genus,1795,Family,3,S,,,CITES_EU,,
Mitrocereus,Genus,1796,Family,3,S,,,CITES_EU,,
Monachanthus,Genus,1797,Family,4,S,,,CITES_EU,,
Monixus,Genus,1798,Family,4,S,,,CITES_EU,,
Monvillea,Genus,1799,Family,3,S,,,CITES_EU,,
Morangaya,Genus,1800,Family,3,S,,,CITES_EU,,
Morawetzia,Genus,1801,Family,3,S,,,CITES_EU,,
Myanthus,Genus,1802,Family,4,S,,,CITES_EU,,
Nageia,Genus,1803,Family,70,S,,,CITES_EU,,
Nauenia,Genus,1804,Family,4,S,,,CITES_EU,,
Navajoa,Genus,1805,Family,3,S,,,CITES_EU,,
Neippergia,Genus,1806,Family,4,S,,,CITES_EU,,
Neoabbottia,Genus,1807,Family,3,S,,,CITES_EU,,
Neobesseya,Genus,1808,Family,3,S,,,CITES_EU,,
Neobinghamia,Genus,1809,Family,3,S,,,CITES_EU,,
Neocardenasia,Genus,1810,Family,3,S,,,CITES_EU,,
Neochilenia,Genus,1811,Family,3,S,,,CITES_EU,,
Neodawsonia,Genus,1812,Family,3,S,,,CITES_EU,,
Neoevansia,Genus,1813,Family,3,S,,,CITES_EU,,
Neogomesia,Genus,1814,Family,3,S,,,CITES_EU,,
Neolobivia,Genus,1815,Family,3,S,,,CITES_EU,,
Neoporteria,Genus,1816,Family,3,S,,,CITES_EU,,
Nephelea,Genus,1817,Family,1,S,,,CITES_EU,,
Nephranthera,Genus,1818,Family,4,S,,,CITES_EU,,
Nephrodium,Genus,1819,Family,101,S,,,CITES_EU,,
Nopalea,Genus,1820,Family,3,S,,,CITES_EU,,
Nopalxochia,Genus,1821,Family,3,S,,,CITES_EU,,
Normanbokea,Genus,1822,Family,3,S,,,CITES_EU,,
Notocactus,Genus,1823,Family,3,S,,,CITES_EU,,
Notosceptrum,Genus,1824,Family,106,S,,,CITES_EU,,
Nyctocereus,Genus,1825,Family,3,S,,,CITES_EU,,
Octadesmia,Genus,1826,Family,4,S,,,CITES_EU,,
Odontostyles,Genus,1827,Family,4,S,,,CITES_EU,,
Oehmea,Genus,1828,Family,3,S,,,CITES_EU,,
Oncophyllum,Genus,1829,Family,4,S,,,CITES_EU,,
Onychium,Genus,1830,Family,104,S,,,CITES_EU,,
Ophioxylon,Genus,1831,Family,11,S,,,CITES_EU,,
Oporanthus,Genus,1832,Family,7,S,,,CITES_EU,,
Orchidofunckia,Genus,1833,Family,4,S,,,CITES_EU,,
Ormostema,Genus,1834,Family,4,S,,,CITES_EU,,
Orxera,Genus,1835,Family,4,S,,,CITES_EU,,
Osyricera,Genus,1836,Family,4,S,,,CITES_EU,,
Oxysepala,Genus,1837,Family,4,S,,,CITES_EU,,
Oxysepalum,Genus,1838,Family,4,S,,,CITES_EU,,
Oxystophyllum,Genus,1839,Family,4,S,,,CITES_EU,,
Pachidendron,Genus,1840,Family,88,S,,,CITES_EU,,
Pachyclada,Genus,1841,Family,10,S,,,CITES_EU,,
Pachygenium,Genus,1842,Family,4,S,,,CITES_EU,,
Pachyrhizanthe,Genus,1843,Family,4,S,,,CITES_EU,,
Panicularia,Genus,1844,Family,96,S,,,CITES_EU,,
Papulipetalum,Genus,1845,Family,4,S,,,CITES_EU,,
Paracalanthe,Genus,1846,Family,4,S,,,CITES_EU,,
Pectinaria,Genus,1847,Family,15,S,,,CITES_EU,,
Pedilanthus,Genus,1848,Family,10,S,,,CITES_EU,,
Pedilonum,Genus,1849,Family,4,S,,,CITES_EU,,
Pelma,Genus,1850,Family,4,S,,,CITES_EU,,
Peltopus,Genus,1851,Family,4,S,,,CITES_EU,,
Penthea,Genus,1852,Family,4,S,,,CITES_EU,,
Peramium,Genus,1853,Family,4,S,,,CITES_EU,,
Petalocentrum,Genus,1854,Family,4,S,,,CITES_EU,,
Pfeiffera,Genus,1855,Family,3,S,,,CITES_EU,,
Phadrosanthus,Genus,1856,Family,4,S,,,CITES_EU,,
Phegopteris,Genus,1857,Family,102,S,,,CITES_EU,,
Phellosperma,Genus,1858,Family,3,S,,,CITES_EU,,
Philippicereus,Genus,1859,Family,3,S,,,CITES_EU,,
Phragmipedilum,Genus,1860,Family,4,S,,,CITES_EU,,
Phragmopedilum,Genus,1861,Family,4,S,,,CITES_EU,,
Phyllamphora,Genus,1862,Family,8,S,,,CITES_EU,,
Phylloma,Genus,1863,Family,88,S,,,CITES_EU,,
Phyllorchis,Genus,1864,Family,4,S,,,CITES_EU,,
Physosiphon,Genus,1865,Family,4,S,,,CITES_EU,,
Physurus,Genus,1866,Family,4,S,,,CITES_EU,,
Pierrebraunia,Genus,1867,Family,3,S,,,CITES_EU,,
Pilocopiapoa,Genus,1868,Family,3,S,,,CITES_EU,,
Pilumna,Genus,1869,Family,4,S,,,CITES_EU,,
Piptanthocereus,Genus,1870,Family,3,S,,,CITES_EU,,
Pittosporum,Genus,1871,Family,107,S,,,CITES_EU,,
Platyopuntia,Genus,1872,Family,3,S,,,CITES_EU,,
Platyzamia,Genus,1873,Family,13,S,,,CITES_EU,,
Plesioneuron,Genus,1874,Family,102,S,,,CITES_EU,,
Poinsettia,Genus,1875,Family,10,S,,,CITES_EU,,
Polybotrya,Genus,1876,Family,101,S,,,CITES_EU,,
Polychilos,Genus,1877,Family,4,S,,,CITES_EU,,
Polypodium,Genus,1878,Family,97,S,,,CITES_EU,,
Polyrrhiza,Genus,1879,Family,4,S,,,CITES_EU,,
Polystylus,Genus,1880,Family,4,S,,,CITES_EU,,
Polytoma,Genus,1881,Family,4,S,,,CITES_EU,,
Porlieria,Genus,1882,Family,36,S,,,CITES_EU,,
Portillia,Genus,1883,Family,4,S,,,CITES_EU,,
Preptanthe,Genus,1884,Family,4,S,,,CITES_EU,,
Pseudoespostoa,Genus,1885,Family,3,S,,,CITES_EU,,
Pseudolobivia,Genus,1886,Family,3,S,,,CITES_EU,,
Pseudomammillaria,Genus,1887,Family,3,S,,,CITES_EU,,
Pseudomitrocereus,Genus,1888,Family,3,S,,,CITES_EU,,
Pseudonopalxochia,Genus,1889,Family,3,S,,,CITES_EU,,
Pseudopilocereus,Genus,1890,Family,3,S,,,CITES_EU,,
Pseudozygocactus,Genus,1891,Family,3,S,,,CITES_EU,,
Pterocereus,Genus,1892,Family,3,S,,,CITES_EU,,
Ptychogyne,Genus,1893,Family,4,S,,,CITES_EU,,
Puna,Genus,1894,Family,3,S,,,CITES_EU,,
Puntia,Genus,1895,Family,95,S,,,CITES_EU,,
Pygeum,Genus,1896,Family,72,S,,,CITES_EU,,
Pyrrhocactus,Genus,1897,Family,3,S,,,CITES_EU,,
Radinocion,Genus,1898,Family,4,S,,,CITES_EU,,
Rathbunia,Genus,1899,Family,3,S,,,CITES_EU,,
Reicheocactus,Genus,1900,Family,3,S,,,CITES_EU,,
Rhaphidorhynchus,Genus,1901,Family,4,S,,,CITES_EU,,
Rhipidodendrum,Genus,1902,Family,88,S,,,CITES_EU,,
Rhipsalidopsis,Genus,1903,Family,3,S,,,CITES_EU,,
Rhodocactus,Genus,1904,Family,3,S,,,CITES_EU,,
Rhytionanthos,Genus,1905,Family,4,S,,,CITES_EU,,
Ritterocereus,Genus,1906,Family,3,S,,,CITES_EU,,
Rodentiophila,Genus,1907,Family,3,S,,,CITES_EU,,
Rodrigoa,Genus,1908,Family,4,S,,,CITES_EU,,
Rooksbya,Genus,1909,Family,3,S,,,CITES_EU,,
Roseocactus,Genus,1910,Family,3,S,,,CITES_EU,,
Roseocereus,Genus,1911,Family,3,S,,,CITES_EU,,
Sacodon,Genus,1912,Family,4,S,,,CITES_EU,,
Sarcobodium,Genus,1913,Family,4,S,,,CITES_EU,,
Sarcopodium,Genus,1914,Family,4,S,,,CITES_EU,,
Sayeria,Genus,1915,Family,4,S,,,CITES_EU,,
Schizocaena,Genus,1916,Family,1,S,,,CITES_EU,,
Sepalosaccus,Genus,1917,Family,4,S,,,CITES_EU,,
Serpenticaulis,Genus,1918,Family,4,S,,,CITES_EU,,
Sestochilos,Genus,1919,Family,4,S,,,CITES_EU,,
Seticereus,Genus,1920,Family,3,S,,,CITES_EU,,
Seticleistocactus,Genus,1921,Family,3,S,,,CITES_EU,,
Setiechinopsis,Genus,1922,Family,3,S,,,CITES_EU,,
Siccobaccatus,Genus,1923,Family,3,S,,,CITES_EU,,
Sinopodophyllum,Genus,1924,Family,71,S,,,CITES_EU,,
Soehrensia,Genus,1925,Family,3,S,,,CITES_EU,,
Solisia,Genus,1926,Family,3,S,,,CITES_EU,,
Sophronia,Genus,1927,Family,4,S,,,CITES_EU,,
Spilorchis,Genus,1928,Family,4,S,,,CITES_EU,,
Stanhopeastrum,Genus,1929,Family,4,S,,,CITES_EU,,
Staurites,Genus,1930,Family,4,S,,,CITES_EU,,
Stauroglottis,Genus,1931,Family,4,S,,,CITES_EU,,
