Kingdom,OrdName,FamName,GenName,Spcname,SpcInfraepithet,Spcrecid,SpcStatus,AcceptedSpcRecID
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,caucasicus,NULL,80780,S,170747
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,minor,47725,S,106105
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,major,35835,S,170747
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,cilicicus,76364,S,1482
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,maximus,35837,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,latifolius,typicus,35846,S,80781
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,reginae-olgae,76367,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,corcyrensis,NULL,35848,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,rachelae,NULL,35849,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,caucasicus,NULL,35836,S,170747
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,elsae,35851,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elsae,NULL,34365,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,corcyrensis,NULL,35847,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,whittallii,34367,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,whittallii,34368,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,corcyrensis,NULL,35850,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,praecox,NULL,34402,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,rachelae,NULL,34403,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elsae,NULL,34366,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,octobrensis,NULL,34405,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,octrobrensis,NULL,34406,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,globosus,NULL,34369,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,octobrensis,NULL,34408,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,octobrensis,NULL,34409,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,octobrensis,NULL,34404,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,allenii,NULL,34173,S,113154
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,atkinsii,NULL,34174,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,octobrensis,NULL,34407,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,byzantinus,brauneri,34176,S,62326
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,byzantinus,saueri,34177,S,62326
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,alexandrii,NULL,34172,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,cabardensis,NULL,34179,S,47095
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,caspius,NULL,34180,S,106107
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,bulgaricus,NULL,34175,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,caucasicus,hiemalis,34183,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,cilicicus,NULL,34185,S,106033
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,byzantinus,tughrulii,34178,S,62326
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,corcynensis (sic),NULL,34188,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,corcyrensis (praecox),NULL,34189,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,corcyrensis,34181,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,akmanii,34191,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,baytopii,34192,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,clusii,NULL,34187,S,1484
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,tuebitaki,34194,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,wagenitzii,34195,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elsae,NULL,34190,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,globosus,34197,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,monostictus,34198,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,melihae,34193,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,reflexus,34200,S,106105
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,robustus,34201,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,yayintaschii,34196,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,whittallii,34203,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,fosteri,antepensis,34204,S,106032
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,platyphyllus,34199,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,globosus,NULL,34206,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,gracilis,baytopii,34207,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,elwesii,stenophyllus,34202,S,106105
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,graecus,gracilis,34209,S,106105
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,graecus,maximus,34210,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,glaucescens,NULL,34205,S,106033
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,ikariae,NULL,34213,S,80782
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,ikariae,latifolius,34214,S,80781
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,graecus,NULL,34208,S,106105
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,ikariae,snogerupii,34216,S,1483
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,imperati,australis,34217,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,grandis,NULL,34212,S,170747
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,ketzhovelii,NULL,34219,S,47095
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,krasnovii,maculatus,34220,S,106106
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,ikariae,latifolius,34215,S,80782
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,latifolius,NULL,34222,S,1484
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,latifolius,allenii,34223,S,113154
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,kemulariae,NULL,34218,S,47095
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,latifolius,typicus,34225,S,80781
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,latifolius,rizaensis (sic),34226,S,106033
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,latifolius,NULL,34221,S,80782
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,melihae,NULL,34229,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,montana,NULL,34230,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,latifolius,fosteri,34224,S,106032
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,octobrinus,34233,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,pictus,34234,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,latifolius,rizehensis,34227,S,106033
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,allenii,34236,S,113154
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,byzantinus,34237,S,62326
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,NULL,34232,S,170747
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,cilicicus,34239,S,170751
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,elwesii,34240,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,pleniflorus,34235,S,34231
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,plicatus,34242,S,1484
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,subplicatus,34243,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,caucasicus,34238,S,170747
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,atkinsii,34245,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,carpaticus,34246,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,humboldtii,34241,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,caucasicus,34249,S,170747
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,caucasicus,34250,S,170747
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,atkinsii,34244,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,(nivalis),elsae,34253,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,europaeus:corcyrensis,34254,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,caucasicus,34248,S,170747
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,europaeus:hortensis,34256,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,europaeus:olgae,34257,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,corcyrensis,34251,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,grandior,34259,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,hololeucus,34260,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,europaeus:hololeucus,34255,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,imperati,34262,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,major,34263,S,170747
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,europaeus:scharloki (sic),34258,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,majus (sic),34265,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,maximus,34266,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,hortensis,34261,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,montanus,34268,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,octobrensis,34269,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,major,34264,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,rachelae,34271,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,redoutei,34272,S,170747
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,minus,34267,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,shaylockii (sic),34274,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,typicus,34275,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,praecox,34270,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,olgae reginae,NULL,34277,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,perryi,NULL,34278,S,113154
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,reginae-olgae,34273,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,plicatus,NULL,34280,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,plicatus,gueneri,34281,S,1484
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,octobrensis,NULL,34276,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,plicatus,plicatus:viridifolius,34283,S,1484
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,plicatus,subplicatus,34284,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,plicatus,NULL,34279,S,106107
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,plicatus,byzantinus,34286,S,1484
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,plicatus,genuinus:excelsior,34287,S,1484
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,plicatus,karamanoghluensis,34282,S,1484
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,plicatus,genuinus:typicus,34289,S,1484
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,praecox,NULL,34290,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,plicatus,vardarii,34285,S,1484
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,redoutei,NULL,34292,S,170747
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,reflexus,NULL,34293,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,plicatus,genuinus:maximus,34288,S,1484
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,reginae-olgae,NULL,34295,S,170751
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,reginae-olgae,corcyrensis,34296,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,rachelae,NULL,34291,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,shaylockii (sic),NULL,34298,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,valentinae,NULL,34299,S,106106
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,reflexus,NULL,34294,S,106105
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,nivalis,scharlockii,34300,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,bortkewitschianus,NULL,32125,S,170748
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,schaoricus,NULL,34297,S,170747
Plantae,LILIALES,AMARYLLIDACEAE,Chianthemum,elwesii,NULL,34360,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Chianthemum,graecum,NULL,34361,S,150609
Plantae,LILIALES,AMARYLLIDACEAE,Chianthemum,nivale,NULL,34362,S,76435
Plantae,LILIALES,AMARYLLIDACEAE,Amaryllis,clusiana,NULL,34355,S,106036
Plantae,LILIALES,AMARYLLIDACEAE,Chianthemum,olgae,NULL,34363,S,170752
Plantae,LILIALES,AMARYLLIDACEAE,Chianthemum,plicatum,NULL,34364,S,1484
Plantae,LILIALES,AMARYLLIDACEAE,Amaryllis,vernalis,NULL,34359,S,31969
Plantae,LILIALES,AMARYLLIDACEAE,Amaryllis,aetnensis,NULL,34353,S,47171
Plantae,LILIALES,AMARYLLIDACEAE,Amaryllis,citrina,NULL,34354,S,47171
Plantae,LILIALES,AMARYLLIDACEAE,Amaryllis,lutea,NULL,18945,S,31970
Plantae,LILIALES,AMARYLLIDACEAE,Amaryllis,colchiciflora,NULL,34356,S,47171
Plantae,LILIALES,AMARYLLIDACEAE,Amaryllis,lutea,NULL,34358,S,31969
