ComName,LangShort,RecId,Rank,Designation,ReferenceID
Red-topped Barrel Cactus,en,22195,Species,CITES_EU,19826
Tête a l'anglais,fr,22195,Species,CITES_EU,8767
Turk's Cap Cactus,en,22195,Species,CITES_EU,19930
Turk's Head Cactus,en,22195,Species,CITES_EU,19930
Prickly Pear Tree Cactus,en,22199,Species,CITES_EU,19221
Semaphore Cactus,en,22199,Species,CITES_EU,19002
Argolis Orchid,en,2220,Species,CITES_EU, 
Eyed Bee Orchid,en,2220,Species,CITES_EU,17781
Big Pine Key Prickly-pear Cactus,en,22201,Species,CITES_EU,19002
Jumping Prickly Apple Cactus,en,22201,Species,CITES_EU,19002
Tree Cactus,en,22362,Species,CITES_EU,19826
sanëz,SQI,47213,Species,CITES_EU,20178
Tis,SQI,47314,Species,CITES_EU,20178
Hawaii Jewel Orchid,en,23348,Species,CITES_EU,19002
`Awapuhiakanaloa,HAW,23350,Species,CITES_EU,14209
Maagaskar-Palme,DEU,24148,Species,CITES_EU,22229
Rat Aloe,en,24453,Species,CITES_EU,20057
Madagaskan-Palme,DEU,24553,Species,CITES_EU,22229
Cricket Orchid,en,24876,Species,CITES_EU,22152
Spider Orchid,en,24876,Species,CITES_EU,19002
Tailed Spider Orchid,en,24876,Species,CITES_EU,22135
Bunched Cory Cactus,en,25207,Species,CITES_EU,19002
Golden-chested Beehive Cactus,en,25208,Species,CITES_EU,19002
Recurved Cory Cactus,en,25208,Species,CITES_EU,19002
California Lady's-slipper Orchid,en,25301,Species,CITES_EU,19002
Mountain Lady's-slipper Orchid,en,25302,Species,CITES_EU,19002
Ribes di Sardegna,ITA,2533,Species,CITES_EU,19997
Sardinian Gooseberry,en,2533,Species,CITES_EU,13352
Laguna Beach Dudleya,en,25466,Species,CITES_EU,19002
Laguna Beach Liveforever,en,25466,Species,CITES_EU,19002
Sintenis' Encyclia,en,25503,Species,CITES_EU,19002
Button Cactus,en,25510,Species,CITES_EU,19002
Wild Coco Orchid,en,25667,Species,CITES_EU,19002
telephus spurge,en,25717,Species,CITES_EU,15914
Eastwood's Barrel Cactus,en,25722,Species,CITES_EU,19002
Coast Barrel Cactus,en,25723,Species,CITES_EU,11071
San Diego Barrel Cactus,en,25723,Species,CITES_EU,19002
Alerce,es,25728,Species,CITES_EU,15088
Bois d'Alerce,fr,25728,Species,CITES_EU,21486
Chilean False Larch,en,25728,Species,CITES_EU,21461
Ciprés de la Patagonia,es,25728,Species,CITES_EU,21461
Falso alerce Chileno,es,25728,Species,CITES_EU, 
Lahual,es,25728,Species,CITES_EU,21461
Patagonian Cypress,en,25728,Species,CITES_EU,14010
Greenman's Hexalectris Orchid,en,25925,Species,CITES_EU,19002
Glass Mountain Coral-root Orchid,en,25926,Species,CITES_EU,19002
Chisos Coral-root Orchid,en,25927,Species,CITES_EU,19002
Tiny Orchid,en,26082,Species,CITES_EU,19002
Lewisia di maguire,ITA,26124,Species,CITES_EU,21486
Maguire's bitter-root,en,26124,Species,CITES_EU,19002
Maguire's lewisia,en,26124,Species,CITES_EU,21429
Lewisia seghettata,ITA,26127,Species,CITES_EU,21486
Saw-toothed Lewisia,en,26127,Species,CITES_EU,19002
Auricled Twayblade Listera,en,26182,Species,CITES_EU,19002
Thornber's Fishhook Cactus,en,26273,Species,CITES_EU,19002
Coot Bay Dancing-lady Orchid,en,26411,Species,CITES_EU,19002
Munz Cholla,en,26422,Species,CITES_EU,19002
Wiggins' Cholla,en,26429,Species,CITES_EU,19002
Brady's Pincushion Cactus,en,26483,Species,CITES_EU,19002
Cactus del Marble Canyon,ITA,26483,Species,CITES_EU,21486
Cactus di paradina,ITA,26486,Species,CITES_EU,21486
Houserock Valley Cactus,en,26486,Species,CITES_EU,21429
Kaibab Pincushion Cactus,en,26486,Species,CITES_EU,19002
Park Pincushion Cactus,en,26486,Species,CITES_EU,19002
Cactus a cuscino spinoso,ITA,26489,Species,CITES_EU,21486
Siler's Pincushion Cactus,en,26489,Species,CITES_EU,19002
Golden Frog-arrow Orchid,en,26746,Species,CITES_EU,6544
Southern Yellow Orchis,en,26746,Species,CITES_EU,6544
Yellow Fringeless Orchid,en,26746,Species,CITES_EU,19002
Yellow Orchid,en,26746,Species,CITES_EU,6544
Monkey Face Orchid,en,26747,Species,CITES_EU,18824
White Fringeless Orchid,en,26747,Species,CITES_EU,19002
Eastern Prairie Fringed Orchid,en,26748,Species,CITES_EU,12305
Prairie Fringed Orchid,en,26748,Species,CITES_EU,6544
Prairie Orchis,en,26748,Species,CITES_EU,6544
Prairie White-fringed Orchid,en,26748,Species,CITES_EU,19002
White-fringed Orchid,en,26748,Species,CITES_EU,6544
Pianta Carnivora Mantana,ITA,26942,Species,CITES_EU,21486
Pitcher-plant Green,en,26942,Species,CITES_EU,14662
Mountain Sweet Pitcher-plant,en,26944,Subspecies,CITES_EU,14662
Sweet Pitcher-plant,en,26944,Subspecies,CITES_EU,14662
Cactus con le spine ad unico,ITA,26976,Species,CITES_EU,21486
Vinta Basin Hookless Cactus,en,26976,Species,CITES_EU,13640
Cactus della Mesa verde,ITA,26977,Species,CITES_EU,21486
Mesa-Verde Cactus,en,26977,Species,CITES_EU,13640
Mohave Fishhook Cactus,en,26978,Species,CITES_EU,19002
Cactus con le spine ad uncino,ITA,26983,Species,CITES_EU,21486
Wright's Fishhook Cactus,en,26983,Species,CITES_EU,19002
gërdecë,SQI,76840,Species,CITES_EU,20178
Navasot Ladies'-tresses Orchid,en,27120,Species,CITES_EU,6544
Navasota Ladies'-tresses Orchid,en,27120,Species,CITES_EU,19002
Parks Lady's Tress Orchid,en,27120,Species,CITES_EU,19002
mareshtë,SQI,76840,Species,CITES_EU,20178
Nodding-caps Orchid,en,27307,Species,CITES_EU,19002
Nodding cape Orchid,en,27308,Species,CITES_EU,14662
Nodding-caps Orchid,en,27308,Species,CITES_EU,19002
Tamaulipas Living -rock Cactus,en,27382,Species,CITES_EU,21477
Nuevo Leon Living-rock Cactus,en,27383,Species,CITES_EU,20067
Orejas de Conejo,es,27383,Species,CITES_EU,20067
Orejitas,es,27383,Species,CITES_EU,20067
Aztec Cactus,en,27386,Species,CITES_EU, 
Cacto Azteca,es,27386,Species,CITES_EU, 
Cactus Azteco,ITA,27386,Species,CITES_EU,21486
Chihuahuan Foxtail Cactus,en,27405,Species,CITES_EU,19002
Cacto de Lindsay,es,27463,Subspecies,CITES_EU, 
Cactus spinoso di Linsay,ITA,27463,Subspecies,CITES_EU,21486
Lindsay's Cactus,en,27463,Subspecies,CITES_EU, 
Lindsay's Hedgehog Cactus,en,27463,Subspecies,CITES_EU,21429
Agave Cactus,en,27543,Species,CITES_EU,20067
Cob Cactus,en,27543,Species,CITES_EU,20067
Prism Cactus,en,27543,Species,CITES_EU,20067
Hatchet Cactus,en,27623,Species,CITES_EU,20067
Woodlouse Cactus,en,27623,Species,CITES_EU,20067
Pine-cone Cactus,en,27624,Species,CITES_EU,20067
rrush arushe,SQI,76840,Species,CITES_EU,20178
rrush qeni,SQI,76840,Species,CITES_EU,20178
Patah tulang,BAH,28226,Species,CITES_EU,18136
Club-shaped Euphorb,en,28360,Species,CITES_EU,15937
Clanwilliam Aloe,en,28576,Species,CITES_EU,20371
Clanwilliamaalwyn,en,28576,Species,CITES_EU,20371
Afrikanische Aloe,DEU,28584,Species,CITES_EU,22208
Aloë del Capo,ITA,28584,Species,CITES_EU,22208
Aloè du Cap,fr,28584,Species,CITES_EU,22208
Aloe,en,28584,Species,CITES_EU,21121
Aloe,JPN,28584,Species,CITES_EU,22208
Aloe,es,28584,Species,CITES_EU,22208
Berg-Aloe,DEU,28584,Species,CITES_EU,22208
Cape Aloe,en,28584,Species,CITES_EU,14010
Namaqua Aloe,en,28599,Species,CITES_EU,20371
Aloe arborescens Blatter,DEU,28657,Species,CITES_EU,21852
Aloe drevovidne,RUS,28657,Species,CITES_EU,21852
Baumartige Aloe,DEU,28657,Species,CITES_EU,21852
