Date,Manual ID,Title,Lang,Master Document,Volume,Type,General/ Part,PDF Filename trimmed
1994,A-119.009.038.001,Manuel d'identification de la CITES - Naemorhedus baileyi,FR,A-119.009.038.001,1,CITES ID Manual,General,A-119.009.038.001 Naemorhedus baileyi_F.pdf
1994,A-119.009.038.001,Manual de identificación de la CITES - Naemorhedus baileyi,ES,A-119.009.038.001,1,CITES ID Manual,General,A-119.009.038.001 Naemorhedus baileyi_S.pdf
1994,A-119.009.038.002,CITES ID Manual - Naemorhedus caudatus,EN,,1,CITES ID Manual,General,A-119.009.038.002 Naemorhedus caudatus_E.pdf
1994,A-119.009.038.002,Manuel d'identification de la CITES - Naemorhedus caudatus,FR,A-119.009.038.002,1,CITES ID Manual,General,A-119.009.038.002 Naemorhedus caudatus_F.pdf
1994,A-119.009.038.002,Manual de identificación de la CITES - Naemorhedus caudatus,ES,A-119.009.038.002,1,CITES ID Manual,General,A-119.009.038.002 Naemorhedus caudatus_S.pdf
1994,A-119.009.038.003,CITES ID Manual - Naemorhedus goral,EN,,1,CITES ID Manual,General,A-119.009.038.003 Naemorhedus goral_E.pdf
1994,A-119.009.038.003,Manuel d'identification de la CITES - Naemorhedus goral,FR,A-119.009.038.003,1,CITES ID Manual,General,A-119.009.038.003 Naemorhedus goral_F.pdf
1994,A-119.009.038.003,Manual de identificación de la CITES - Naemorhedus goral,ES,A-119.009.038.003,1,CITES ID Manual,General,A-119.009.038.003 Naemorhedus goral_S.pdf
1987,A-106.008.007.001,CITES ID Manual - Nasalis larvatus,EN,,1,CITES ID Manual,General,A-106.008.007.001 Nasalis larvatus_E.pdf
1987,A-106.008.007.001,Manual de identificación de la CITES - Nasalis larvatus,ES,A-106.008.007.001,1,CITES ID Manual,General,A-106.008.007.001 Nasalis larvatus_S.pdf
1986,A-112.003.004.002,CITES ID Manual - Nasua nasua solitaria,EN,,1,CITES ID Manual,General,A-112.003.004.002 Nasua nasua solitaria_E.pdf
1986,A-112.003.004.002,Manual de identificación de la CITES - Nasua nasua solitaria,ES,A-112.003.004.002,1,CITES ID Manual,General,A-112.003.004.002 Nasua nasua solitaria_S.pdf
1992,A-112.007.002.002,CITES ID Manual - Neofelis nebulosa,EN,,1,CITES ID Manual,General,A-112.007.002.002 Neofelis nebulosa_E.pdf
1992,A-112.007.002.002,Manual de identificación de la CITES - Neofelis nebulosa,ES,A-112.007.002.002,1,CITES ID Manual,General,A-112.007.002.002 Neofelis nebulosa_S.pdf
1987,A-111.002.018.001,CITES ID Manual - Neophocaena phocaenoides,EN,,1,CITES ID Manual,General,A-111.002.018.001 Neophocaena phocaenoides_E.pdf
1987,A-111.002.018.001,Manual de identificación de la CITES - Neophocaena phocaenoides,ES,A-111.002.018.001,1,CITES ID Manual,General,A-111.002.018.001 Neophocaena phocaenoides_S.pdf
1985,A-109.002.003.001,CITES ID Manual - Nesolagus netscheri,EN,,1,CITES ID Manual,General,A-109.002.003.001 Nesolagus netscheri_E.pdf
1985,A-109.002.003.001,Manual de identificación de la CITES - Nesolagus netscheri,ES,A-109.002.003.001,1,CITES ID Manual,General,A-109.002.003.001 Nesolagus netscheri_S.pdf
1987,A-106.009.001.002,CITES ID Manual - Nomascus concolor,EN,,1,CITES ID Manual,General,A-106.009.001.002 Hylobates concolor_E.pdf
1987,A-106.009.001.002,Manual de identificación de la CITES - Nomascus concolor,ES,A-106.009.001.002,1,CITES ID Manual,General,A-106.009.001.002 Hylobates concolor_S.pdf
1984,A-106.004.003.001,CITES ID Manual - Nycticebus coucang,EN,,1,CITES ID Manual,General,A-106.004.003.001 Nycticebus coucang_E.pdf
1984,A-106.004.003.001,Manual de identificación de la CITES - Nycticebus coucang,ES,A-106.004.003.001,1,CITES ID Manual,General,A-106.004.003.001 Nycticebus coucang_S.pdf
1981,A-102.012.013.001,CITES ID Manual - Onychogalea fraenata,EN,,1,CITES ID Manual,General,A-102.012.012.001 Onychogalea fraenata_E.pdf
1981,A-102.012.013.001,Manual de identificación de la CITES - Onychogalea fraenata,ES,A-102.012.013.001,1,CITES ID Manual,General,A-102.012.013.001 Onychogalea fraenata_S.pdf
1981,A-102.012.013.002,CITES ID Manual - Onychogalea lunata,EN,,1,CITES ID Manual,General,A-102.012.013.002 Onychogalea lunata_E.pdf
1981,A-102.012.013.002,Manual de identificación de la CITES - Onychogalea lunata,ES,A-102.012.013.002,1,CITES ID Manual,General,A-102.012.013.002 Onychogalea lunata_S.pdf
1988,A-111.002.003.001,CITES ID Manual - Orcaella brevirostris,EN,,1,CITES ID Manual,General,A-111.002.003.001 Orcaella brevirostris_E.pdf
1988,A-111.002.003.001,Manual de identificación de la CITES - Orcaella brevirostris,ES,A-111.002.003.001,1,CITES ID Manual,General,A-111.002.003.001 Orcaella brevirostris_S.pdf
1987,A-111.002.004.001,CITES ID Manual - Orcinus orca,EN,,1,CITES ID Manual,General,A-111.002.004.001 Orcinus orca_E.pdf
1987,A-111.002.004.001,Manual de identificación de la CITES - Orcinus orca,ES,A-111.002.004.001,1,CITES ID Manual,General,A-111.002.004.001 Orcinus orca_S.pdf
1987,A-114.001.001.001,CITES ID Manual - Orycteropus afer,EN,,1,CITES ID Manual,General,A-114.001.001.001 Orycteropus afer_E.pdf
1987,A-114.001.001.001,Manual de identificación de la CITES - Orycteropus afer,ES,A-114.001.001.001,1,CITES ID Manual,General,A-114.001.001.001 Orycteropus afer_S.pdf
1985,A-119.009.017.003,CITES ID Manual - Oryx leucoryx,EN,,1,CITES ID Manual,General,A-119.009.017.003 Oryx leucoryx_E.pdf
1985,A-119.009.017.003,Manual de identificación de la CITES - Oryx leucoryx,ES,A-119.009.017.003,1,CITES ID Manual,General,A-119.009.017.003 Oryx leucoryx_S.pdf
1992,A-112.007.001.016,CITES ID Manual - Otocolobus manul,EN,,1,CITES ID Manual,General,A-112.007.001.016 Otocolobus manul_E.pdf
1992,A-112.007.001.016,Manual de identificación de la CITES - Otocolobus manul,ES,A-112.007.001.016,1,CITES ID Manual,General,A-112.007.001.016 Otocolobus manul_S.pdf
1984,A-106.004.006.002,CITES ID Manual - Otolemur crassicaudatus,EN,,1,CITES ID Manual,General,A-106.004.006.002 Galago crassicaudatus_E.pdf
1984,A-106.004.006.002,Manual de identificación de la CITES - Otolemur crassicaudatus,ES,A-106.004.006.002,1,CITES ID Manual,General,A-106.004.006.002 Galago crassicaudatus_S.pdf
1994,A-119.009.041.001,CITES ID Manual - Ovis ammon,EN,,1,CITES ID Manual,General,A-119.009.041.001 Ovis ammon_E.pdf
1994,A-119.009.041.001,Manuel d'identification de la CITES - Ovis ammon,FR,A-119.009.041.001,1,CITES ID Manual,General,A-119.009.041.001 Ovis ammon_F.pdf
1994,A-119.009.041.001,Manual de identificación de la CITES - Ovis ammon,ES,A-119.009.041.001,1,CITES ID Manual,General,A-119.009.041.001 Ovis ammon_S.pdf
1994,A-119.009.041.002,CITES ID Manual - Ovis canadensis,EN,,1,CITES ID Manual,General,A-119.009.041.002 Ovis canadensis_E.pdf
1994,A-119.009.041.002,Manuel d'identification de la CITES - Ovis canadensis,FR,A-119.009.041.002,1,CITES ID Manual,General,A-119.009.041.002 Ovis canadensis_F.pdf
1994,A-119.009.041.002,Manual de identificación de la CITES - Ovis canadensis,ES,A-119.009.041.002,1,CITES ID Manual,General,A-119.009.041.002 Ovis canadensis_S.pdf
1994,A-119.009.041.006i,CITES ID Manual - Ovis gmelini,EN,,1,CITES ID Manual,General,A-119.009.041.006i Ovis orientalis ophion_E.pdf
1994,A-119.009.041.006i,Manuel d'identification de la CITES - Ovis gmelini,FR,A-119.009.041.006i,1,CITES ID Manual,General,A-119.009.041.006i Ovis orientalis ophion_F.pdf
1994,A-119.009.041.006i,Manual de identificación de la CITES - Ovis gmelini,ES,A-119.009.041.006i,1,CITES ID Manual,General,A-119.009.041.006i Ovis orientalis ophion_S.pdf
1994,A-119.009.041.001d,CITES ID Manual - Ovis hodgsoni,EN,,1,CITES ID Manual,General,A-119.009.041.001d Ovis ammon hodgsonii_E.pdf
1994,A-119.009.041.001d,Manuel d'identification de la CITES - Ovis hodgsoni,FR,A-119.009.041.001d,1,CITES ID Manual,General,A-119.009.041.001d Ovis ammon hodgsonii_F.pdf
1994,A-119.009.041.001d,Manual de identificación de la CITES - Ovis hodgsoni,ES,A-119.009.041.001d,1,CITES ID Manual,General,A-119.009.041.001d Ovis ammon hodgsonii_S.pdf
1994,A-119.009.041.006l,CITES ID Manual - Ovis vignei,EN,,1,CITES ID Manual,General,A-119.009.041.006l Ovis vignei_E.pdf
1994,A-119.009.041.006l,Manuel d'identification de la CITES - Ovis vignei,FR,A-119.009.041.006l,1,CITES ID Manual,General,A-119.009.041.006l Ovis vignei_F.pdf
1986,A-119.006.007.001,CITES ID Manual - Ozotoceros bezoarticus,EN,,1,CITES ID Manual,General,A-119.006.007.001 Ozotoceros bezoarticus_E.pdf
1986,A-119.006.007.001,Manual de identificación de la CITES - Ozotoceros bezoarticus,ES,A-119.006.007.001,1,CITES ID Manual,General,A-119.006.007.001 Ozotoceros bezoarticus_S.pdf
1985,A-106.009.003.001,CITES ID Manual - Pan paniscus,EN,,1,CITES ID Manual,General,A-106.009.003.001 Pan paniscus_E.pdf
1985,A-106.009.003.001,Manual de identificación de la CITES - Pan paniscus,ES,A-106.009.003.001,1,CITES ID Manual,General,A-106.009.003.001 Pan paniscus_S.pdf
1985,A-106.009.003.002,CITES ID Manual - Pan troglodytes,EN,,1,CITES ID Manual,General,A-106.009.003.002 Pan troglodytes_E.pdf
1985,A-106.009.003.002,Manual de identificación de la CITES - Pan troglodytes,ES,A-106.009.003.002,1,CITES ID Manual,General,A-106.009.003.002 Pan troglodytes_S.pdf
1992,A-112.007.002.001,CITES ID Manual - Panthera leo,EN,,1,CITES ID Manual,General,A-112.007.002.001 Panthera leo_E.pdf
1992,A-112.007.002.001,Manual de identificación de la CITES - Panthera leo,ES,A-112.007.002.001,1,CITES ID Manual,General,A-112.007.002.001 Panthera leo_S.pdf
1992,A-112.007.002.003,CITES ID Manual - Panthera onca,EN,,1,CITES ID Manual,General,A-112.007.002.003 Panthera onca_E.pdf
1992,A-112.007.002.003,Manual de identificación de la CITES - Panthera onca,ES,A-112.007.002.003,1,CITES ID Manual,General,A-112.007.002.003 Panthera onca_S.pdf
1992,A-112.007.002.004,CITES ID Manual - Panthera pardus,EN,,1,CITES ID Manual,General,A-112.007.002.004 Panthera pardus_E.pdf
1992,A-112.007.002.004,Manual de identificación de la CITES - Panthera pardus,ES,A-112.007.002.004,1,CITES ID Manual,General,A-112.007.002.004 Panthera pardus_S.pdf
1992,A-112.007.002.005,CITES ID Manual - Panthera tigris,EN,,1,CITES ID Manual,General,A-112.007.002.005 Panthera tigris_E.pdf
1992,A-112.007.002.005,Manual de identificación de la CITES - Panthera tigris,ES,A-112.007.002.005,1,CITES ID Manual,General,A-112.007.002.005 Panthera tigris_S.pdf
1992,A-112.007.002.006,CITES ID Manual - Panthera uncia,EN,,1,CITES ID Manual,General,A-112.007.002.006 Uncia uncia_E.pdf
1992,A-112.007.002.006,Manual de identificación de la CITES - Panthera uncia,ES,A-112.007.002.006,1,CITES ID Manual,General,A-112.007.002.006 Uncia uncia_S.pdf
1995,A-119.009.042.001,CITES ID Manual - Pantholops hodgsonii,EN,,1,CITES ID Manual,General,A-119.009.042.001 Pantholops hodgsonii_E.pdf
1995,A-119.009.042.001,Manual de identificación de la CITES - Pantholops hodgsonii,ES,A-119.009.042.001,1,CITES ID Manual,General,A-119.009.042.001 Pantholops hodgsonii_S.pdf
1992,A-112.007.001.018,CITES ID Manual - Pardofelis marmorata,EN,,1,CITES ID Manual,General,A-112.007.001.018 Pardofelis marmorata_E.pdf
1992,A-112.007.001.018,Manual de identificación de la CITES - Pardofelis marmorata,ES,A-112.007.001.018,1,CITES ID Manual,General,A-112.007.001.018 Pardofelis marmorata_S.pdf
1986,A-119.002.001.002,CITES ID Manual - Pecari tajacu,EN,,1,CITES ID Manual,General,A-119.002.001.002 Pecari tajacu_E.pdf
1986,A-119.002.001.002,Manual de identificación de la CITES - Pecari tajacu,ES,A-119.002.001.002,1,CITES ID Manual,General,A-119.002.001.002 Pecari tajacu_S.pdf
1987,A-111.002.005.001,CITES ID Manual - Peponocephala electra,EN,,1,CITES ID Manual,General,A-111.002.005.001 Peponocephala electra_E.pdf
1987,A-111.002.005.001,Manual de identificación de la CITES - Peponocephala electra,ES,A-111.002.005.001,1,CITES ID Manual,General,A-111.002.005.001 Peponocephala electra_S.pdf
1981,A-102.004.006.001,CITES ID Manual - Perameles bougainville,EN,,1,CITES ID Manual,General,A-102.004.006.001 Perameles bougainville_E.pdf
1981,A-102.004.006.001,Manual de identificación de la CITES - Perameles bougainville,ES,A-102.004.006.001,1,CITES ID Manual,General,A-102.004.006.001 Perameles bougainville_S.pdf
1985,A-118.000.000.001,CITES ID Manual - Perissodactyla,EN,,1,CITES ID Manual,General,A-118.000.000.001 Perissodactyla General Notes_E.pdf
1985,A-118.000.000.001,Manual de identificación de la CITES - Perissodactyla,ES,A-118.000.000.001,1,CITES ID Manual,General,A-118.000.000.001 Perissodactyla general notes_S.pdf
1984,A-106.004.004.001,CITES ID Manual - Perodicticus potto,EN,,1,CITES ID Manual,General,A-106.004.004.001 Perodicticus potto_E.pdf
1984,A-106.004.004.001,Manual de identificación de la CITES - Perodicticus potto,ES,A-106.004.004.001,1,CITES ID Manual,General,A-106.004.004.001 Perodicticus potto_S.pdf
1981,A-102.006.001.000,CITES ID Manual - Phalanger,EN,,1,CITES ID Manual,General,A-102.006.001.000 Phalanger_E.pdf
1981,A-102.006.001.000,Manual de identificación de la CITES - Phalanger,ES,A-102.006.001.000,1,CITES ID Manual,General,A-102.006.001.000 Phalanger_S.pdf
2003,A-102.006.001.005,CITES ID Manual - Phalanger orientalis,EN,,1,CITES ID Manual,General,A-102.006.001.005 Phalanger orientalis_E.pdf
1984,A-106.001.004.001,CITES ID Manual - Phaner furcifer,EN,,1,CITES ID Manual,General,A-106.001.004.001 Phaner furcifer_E.pdf
1984,A-106.001.004.001,Manual de identificación de la CITES - Phaner furcifer,ES,A-106.001.004.001,1,CITES ID Manual,General,A-106.001.004.001 Phaner furcifer_S.pdf
1984,A-119.009.009.007,CITES ID Manual - Philantomba monticola,EN,,1,CITES ID Manual,General,A-119.009.009.007 Cephalophus monticola_E.pdf
1984,A-119.009.009.007,Manual de identificación de la CITES - Philantomba monticola,ES,A-119.009.009.007,1,CITES ID Manual,General,A-119.009.009.007 Cephalophus monticola_S.pdf
1987,A-111.002.019.001,CITES ID Manual - Phocoena dioptrica,EN,,1,CITES ID Manual,General,A-111.002.019.001 Phocoena dioptrica_E.pdf
1987,A-111.002.019.001,Manual de identificación de la CITES - Phocoena dioptrica,ES,A-111.002.019.001,1,CITES ID Manual,General,A-111.002.019.001 Phocoena dioptrica_S.pdf
1987,A-111.002.019.002,CITES ID Manual - Phocoena phocoena,EN,,1,CITES ID Manual,General,A-111.002.019.002 Phocoena phocoena_E.pdf
1987,A-111.002.019.002,Manual de identificación de la CITES - Phocoena phocoena,ES,A-111.002.019.002,1,CITES ID Manual,General,A-111.002.019.002 Phocoena phocoena_S.pdf
1987,A-111.002.019.003,CITES ID Manual - Phocoena sinus,EN,,1,CITES ID Manual,General,A-111.002.019.003 Phocoena sinus_E.pdf
1987,A-111.002.019.003,Manual de identificación de la CITES - Phocoena sinus,ES,A-111.002.019.003,1,CITES ID Manual,General,A-111.002.019.003 Phocoena sinus_S.pdf
1987,A-111.002.019.004,CITES ID Manual - Phocoena spinipinnis,EN,,1,CITES ID Manual,General,A-111.002.019.004 Phocoena spinipinnis_E.pdf
1987,A-111.002.019.004,Manual de identificación de la CITES - Phocoena spinipinnis,ES,A-111.002.019.004,1,CITES ID Manual,General,A-111.002.019.004 Phocoena spinipinnis_S.pdf
1987,A-111.002.020.001,CITES ID Manual - Phocoenoides dalli,EN,,1,CITES ID Manual,General,A-111.002.020.001 Phocoenoides dalli_E.pdf
1987,A-111.002.020.001,Manual de identificación de la CITES - Phocoenoides dalli,ES,A-111.002.020.001,1,CITES ID Manual,General,A-111.002.020.001 Phocoenoides dalli_S.pdf
1987,A-111.004.002.001,CITES ID Manual - Physeter macrocephalus,EN,,1,CITES ID Manual,General,A-111.004.002.001 Physeter catadon_E.pdf
1987,A-111.004.002.001,Manual de identificación de la CITES - Physeter macrocephalus,ES,A-111.004.002.001,1,CITES ID Manual,General,A-111.004.002.001 Physeter macrocephalus_S.pdf
1987,A-106.008.006.001,CITES ID Manual - Piliocolobus badius,EN,,1,CITES ID Manual,General,A-106.008.006.001 Colobus badius_E.pdf
1987,A-106.008.006.003,CITES ID Manual - Piliocolobus pennantii,EN,,1,CITES ID Manual,General,A-106.008.006.003 Colobus pennantii_E.pdf
1987,A-106.008.006.003,Manual de identificación de la CITES - Piliocolobus pennantii,ES,A-106.008.006.003,1,CITES ID Manual,General,A-106.008.006.003 Colobus pennantii_S.pdf
1987,A-106.008.006.005,CITES ID Manual - Piliocolobus preussi,EN,,1,CITES ID Manual,General,A-106.008.006.005 Colobus preussi_E.pdf
1987,A-106.008.006.005,Manual de identificación de la CITES - Piliocolobus preussi,ES,A-106.008.006.005,1,CITES ID Manual,General,A-106.008.006.005 Colobus preussi_S.pdf
1987,A-106.008.006.006,CITES ID Manual - Piliocolobus rufomitratus,EN,,1,CITES ID Manual,General,A-106.008.006.006 Colobus rufomitratus_E.pdf
1988,A-111.001.003.001,CITES ID Manual - Platanista gangetica,EN,,1,CITES ID Manual,General,A-111.001.003.001 Platanista gangetica_E.pdf
1988,A-111.001.003.001,Manual de identificación de la CITES - Platanista gangetica,ES,A-111.001.003.001,1,CITES ID Manual,General,A-111.001.003.001 Platanista gangetica_S.pdf
1988,A-111.001.003.002,CITES ID Manual - Platanista gangetica,EN,,1,CITES ID Manual,General,A-111.001.003.002 Platanista minor_E.pdf
1988,A-111.001.003.002,Manual de identificación de la CITES - Platanista gangetica,ES,A-111.001.003.002,1,CITES ID Manual,General,A-111.001.003.002 Platanista minor_S.pdf
1986,A-105.008.046.005,CITES ID Manual - Platyrrhinus lineatus,EN,,1,CITES ID Manual,General,A-105.008.046.005 Platyrhinus lineatus_E.pdf
1986,A-105.008.046.005,Manual de identificación de la CITES - Platyrrhinus lineatus,ES,A-105.008.046.005,1,CITES ID Manual,General,A-105.008.046.005 Vampyrops lineatus_S.pdf
1985,A-106.009.004.001,CITES ID Manual - Pongo pygmaeus,EN,,1,CITES ID Manual,General,A-106.009.004.001 Pongo pygmaeus_E.pdf
1985,A-106.009.004.001,Manual de identificación de la CITES - Pongo pygmaeus,ES,A-106.009.004.001,1,CITES ID Manual,General,A-106.009.004.001 Pan pygmaeus_S.pdf
1988,A-111.001.004.001,CITES ID Manual - Pontoporia blainvillei,EN,,1,CITES ID Manual,General,A-111.001.004.001 Pontoporia blainvillei_E.pdf
1988,A-111.001.004.001,Manual de identificación de la CITES - Pontoporia blainvillei,ES,A-111.001.004.001,1,CITES ID Manual,General,A-111.001.004.001 Pontoporia blainvillei_S.pdf
1988,A-112.003.006.001,CITES ID Manual - Potos flavus,EN,,1,CITES ID Manual,General,A-112.003.006.001 Potos flavus_E.pdf
1988,A-112.003.006.001,Manual de identificación de la CITES - Potos flavus,ES,A-112.003.006.001,1,CITES ID Manual,General,A-112.003.006.001 Potos flavus_S.pdf
1987,A-106.008.008.001,CITES ID Manual - Presbytis comata,EN,,1,CITES ID Manual,General,A-106.008.008.001 Presbytis aygula_E.pdf
1987,A-106.008.008.001,Manual de identificación de la CITES - Presbytis comata,ES,A-106.008.008.001,1,CITES ID Manual,General,A-106.008.008.001 Presbytis aygula_S.pdf
1987,A-106.008.008.005,CITES ID Manual - Presbytis frontata,EN,,1,CITES ID Manual,General,A-106.008.008.005 Presbytis frontata_E.pdf
1987,A-106.008.008.005,Manual de identificación de la CITES - Presbytis frontata,ES,A-106.008.008.005,1,CITES ID Manual,General,A-106.008.008.005 Presbytis frontata_S.pdf
1987,A-106.008.008.007,CITES ID Manual - Presbytis hosei,EN,,1,CITES ID Manual,General,A-106.008.008.007 Presbytis hosei_E.pdf
1987,A-106.008.008.007,Manual de identificación de la CITES - Presbytis hosei,ES,A-106.008.008.007,1,CITES ID Manual,General,A-106.008.008.007 Presbytis hosei_S.pdf
1987,A-106.008.008.009,CITES ID Manual - Presbytis melalophos,EN,,1,CITES ID Manual,General,A-106.008.008.009 Presbytis melalophos_E.pdf
1987,A-106.008.008.009,Manual de identificación de la CITES - Presbytis melalophos,ES,A-106.008.008.009,1,CITES ID Manual,General,A-106.008.008.009 Presbytis melalophos_S.pdf
1987,A-106.008.008.013,CITES ID Manual - Presbytis potenziani,EN,,1,CITES ID Manual,General,A-106.008.008.013 Presbytis potenziani_E.pdf
1987,A-106.008.008.013,Manual de identificación de la CITES - Presbytis potenziani,ES,A-106.008.008.013,1,CITES ID Manual,General,A-106.008.008.013 Presbytis potenziani_S.pdf
1987,A-106.008.008.014,CITES ID Manual - Presbytis rubicunda,EN,,1,CITES ID Manual,General,A-106.008.008.014 Presbytis rubicunda_E.pdf
1987,A-106.008.008.014,Manual de identificación de la CITES - Presbytis rubicunda,ES,A-106.008.008.014,1,CITES ID Manual,General,A-106.008.008.014 Presbytis rubicunda_S.pdf
1987,A-106.008.008.016,CITES ID Manual - Presbytis thomasi,EN,,1,CITES ID Manual,General,A-106.008.008.016 Presbytis thomasi_E.pdf
1987,A-106.008.008.016,Manual de identificación de la CITES - Presbytis thomasi,ES,A-106.008.008.016,1,CITES ID Manual,General,A-106.008.008.016 Presbytis thomasi_S.pdf
1985,A-106.000.000.001,CITES ID Manual - Primates,EN,,1,CITES ID Manual,General,A-106.000.000.001 Primates general notes_E.pdf
1985,A-106.000.000.001,Manual de identificación de la CITES - Primates,ES,A-106.000.000.001,1,CITES ID Manual,General,A-106.000.000.001 Primates general notes_S.pdf
1987,A-107.003.007.001,CITES ID Manual - Priodontes maximus,EN,,1,CITES ID Manual,General,A-107.003.007.001 Priodontes maximus_E.pdf
1987,A-107.003.007.001,Manual de identificación de la CITES - Priodontes maximus,ES,A-107.003.007.001,1,CITES ID Manual,General,A-107.003.007.001 Priodontes maximus_S.pdf
1992,A-112.007.001.003,CITES ID Manual - Prionailurus bengalensis,EN,,1,CITES ID Manual,General,A-112.007.001.003 Prionailurus bengalensis_E.pdf
1992,A-112.007.001.003,Manual de identificación de la CITES - Prionailurus bengalensis,ES,A-112.007.001.003,1,CITES ID Manual,General,A-112.007.001.003 Prionailurus bengalensis_S.pdf
1992,A-112.007.001.022,CITES ID Manual - Prionailurus planiceps,EN,,1,CITES ID Manual,General,A-112.007.001.022 Prionailurus planiceps_E.pdf
1992,A-112.007.001.022,Manual de identificación de la CITES - Prionailurus planiceps,ES,A-112.007.001.022,1,CITES ID Manual,General,A-112.007.001.022 Felis planiceps_S.pdf
1992,A-112.007.001.023,CITES ID Manual - Prionailurus rubiginosus,EN,,1,CITES ID Manual,General,A-112.007.001.023 Prionailurus rubiginosus_E.pdf
1992,A-112.007.001.023,Manual de identificación de la CITES - Prionailurus rubiginosus,ES,A-112.007.001.023,1,CITES ID Manual,General,A-112.007.001.023 Prionailurus rubiginosus_S.pdf
1992,A-112.007.001.029,CITES ID Manual - Prionailurus viverrinus,EN,,1,CITES ID Manual,General,A-112.007.001.029 Prionailurus viverrinus_E.pdf
1992,A-112.007.001.029,Manual de identificación de la CITES - Prionailurus viverrinus,ES,A-112.007.001.029,1,CITES ID Manual,General,A-112.007.001.029 Felis viverrina_S.pdf
1985,A-112.005.004.001,CITES ID Manual - Prionodon linsang,EN,,1,CITES ID Manual,General,A-112.005.004.001 Prionodon linsang_E.pdf
1985,A-112.005.004.001,Manual de identificación de la CITES - Prionodon linsang,ES,A-112.005.004.001,1,CITES ID Manual,General,A-112.005.004.001 Prionodon linsang_S.pdf
1985,A-112.005.004.002,CITES ID Manual - Prionodon pardicolor,EN,,1,CITES ID Manual,General,A-112.005.004.002 Prionodon pardicolor_E.pdf
1985,A-112.005.004.002,Manual de identificación de la CITES - Prionodon pardicolor,ES,A-112.005.004.002,1,CITES ID Manual,General,A-112.005.004.002 Prionodon pardicolor_S.pdf
1987,A-106.008.006.007,CITES ID Manual - Procolobus verus,EN,,1,CITES ID Manual,General,A-106.008.006.007 Procolobus verus_E.pdf
1987,A-106.008.006.007,Manual de identificación de la CITES - Procolobus verus,ES,A-106.008.006.007,1,CITES ID Manual,General,A-106.008.006.007 Colobus verus_S.pdf
1986,A-112.003.000.001,CITES ID Manual - Procyonidae,EN,,1,CITES ID Manual,General,A-112.003.000.001 Procyonidae general notes_E.pdf
1986,A-112.003.000.001,Manual de identificación de la CITES - Procyonidae,ES,A-112.003.000.001,1,CITES ID Manual,General,A-112.003.000.001 Procyonidae general notes_S.pdf
1988,A-112.003.000.002,CITES ID Manual - Procyonidae - Identification key,EN,,1,CITES ID Manual,General,A-112.003.000.002 Procyonidae identification aid_E.pdf
1988,A-112.003.000.002,Manual de identificación de la CITES - Procyonidae - Guía de identificación,ES,A-112.003.000.002,1,CITES ID Manual,General,A-112.003.000.002 Procyonidae identification aid_S.pdf
1984,A-106.001.001.002,CITES ID Manual - Prolemur simus,EN,,1,CITES ID Manual,General,A-106.001.001.002 Hapalemur simus_E.pdf
1984,A-106.001.001.002,Manual de identificación de la CITES - Prolemur simus,ES,A-106.001.001.002,1,CITES ID Manual,General,A-106.001.001.002 Hapalemur simus_S.pdf
1984,A-106.002.003.001,CITES ID Manual - Propithecus diadema,EN,,1,CITES ID Manual,General,A-106.002.003.001 Propithecus diadema_E.pdf
1984,A-106.002.003.001,Manual de identificación de la CITES - Propithecus diadema,ES,A-106.002.003.001,1,CITES ID Manual,General,A-106.002.003.001 Propithecus diadema_S.pdf
1984,A-106.002.003.002,CITES ID Manual - Propithecus verreauxi,EN,,1,CITES ID Manual,General,A-106.002.003.002 Propithecus verreauxi_E.pdf
1984,A-106.002.003.002,Manual de identificación de la CITES - Propithecus verreauxi,ES,A-106.002.003.002,1,CITES ID Manual,General,A-106.002.003.002 Propithecus verreauxi_S.pdf
1985,A-112.006.003.001,CITES ID Manual - Proteles cristata,EN,,1,CITES ID Manual,General,A-112.006.003.001 Proteles cristatus_E.pdf
1985,A-112.006.003.001,Manual de identificación de la CITES - Proteles cristata,ES,A-112.006.003.001,1,CITES ID Manual,General,A-112.006.003.001 Proteles cristatus_S.pdf
1987,A-111.002.006.001,CITES ID Manual - Pseudorca crassidens,EN,,1,CITES ID Manual,General,A-111.002.006.001 Pseudorca crassidens_E.pdf
1987,A-111.002.006.001,Manual de identificación de la CITES - Pseudorca crassidens,ES,A-111.002.006.001,1,CITES ID Manual,General,A-111.002.006.001 Pseudorca crassidens_S.pdf
1983,A-112.004.025.001,CITES ID Manual - Pteronura brasiliensis,EN,,1,CITES ID Manual,General,A-112.004.025.001 Pteronura brasiliensis_E.pdf
1983,A-112.004.025.001,Manual de identificación de la CITES - Pteronura brasiliensis,ES,A-112.004.025.001,1,CITES ID Manual,General,A-112.004.025.001 Pteronura brasiliensis_S.pdf
1984,A-106.000.903.001,CITES ID Manual - Ptilocercus lowii,EN,,1,CITES ID Manual,General,A-106.000.903.001 Ptilocercus lowii_E.pdf
1984,A-106.008.903.001,Manual de identificación de la CITES - Ptilocercus lowii,ES,A-106.008.903.001,1,CITES ID Manual,General,A-106.008.903.001 Ptilocercus lowii_S.pdf
1986,A-119.006.014.001,CITES ID Manual - Pudu mephistophiles,EN,,1,CITES ID Manual,General,A-119.006.014.001 Pudu mephistophiles_E.pdf
