SpcRecID,FamName,GenName,SpcName,LegListing,LegDateListed,CtyRecID,LegNotes,,,,,,,,
170752,AMARYLLIDACEAE,Galanthus,reginae-olgae,II,1995-02-16 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.,,,,,
170752,AMARYLLIDACEAE,Galanthus,reginae-olgae,II,2007-09-13 00:00:00,NULL,_Galanthus_ spp.: All parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
170752,AMARYLLIDACEAE,Galanthus,reginae-olgae,II,2010-06-23 00:00:00,NULL,_Galanthus_ spp.: All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.û
170752,AMARYLLIDACEAE,Galanthus,reginae-olgae,II,1997-09-18 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and c) cut flowers of artificially propagated plants.û,,,,,
170752,AMARYLLIDACEAE,Galanthus,reginae-olgae,II,1990-01-18 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,
1485,AMARYLLIDACEAE,Galanthus,reginae-olgae,II,1995-02-16 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.,,,,,
1485,AMARYLLIDACEAE,Galanthus,reginae-olgae,II,2007-09-13 00:00:00,NULL,_Galanthus_ spp.: All parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
1485,AMARYLLIDACEAE,Galanthus,reginae-olgae,II,2010-06-23 00:00:00,NULL,_Galanthus_ spp.: All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.û
1485,AMARYLLIDACEAE,Galanthus,reginae-olgae,II,1997-09-18 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and c) cut flowers of artificially propagated plants.û,,,,,
1485,AMARYLLIDACEAE,Galanthus,reginae-olgae,II,1990-01-18 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,
170753,AMARYLLIDACEAE,Galanthus,reginae-olgae,II,1995-02-16 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.,,,,,
170753,AMARYLLIDACEAE,Galanthus,reginae-olgae,II,2007-09-13 00:00:00,NULL,_Galanthus_ spp.: All parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
170753,AMARYLLIDACEAE,Galanthus,reginae-olgae,II,2010-06-23 00:00:00,NULL,_Galanthus_ spp.: All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.û
170753,AMARYLLIDACEAE,Galanthus,reginae-olgae,II,1997-09-18 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and c) cut flowers of artificially propagated plants.û,,,,,
170753,AMARYLLIDACEAE,Galanthus,reginae-olgae,II,1990-01-18 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,
106033,AMARYLLIDACEAE,Galanthus,rizehensis,II,1995-02-16 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.,,,,,
106033,AMARYLLIDACEAE,Galanthus,rizehensis,II,2007-09-13 00:00:00,NULL,_Galanthus_ spp.: All parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
106033,AMARYLLIDACEAE,Galanthus,rizehensis,II,2010-06-23 00:00:00,NULL,_Galanthus_ spp.: All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.û
106033,AMARYLLIDACEAE,Galanthus,rizehensis,II,1997-09-18 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and c) cut flowers of artificially propagated plants.û,,,,,
106033,AMARYLLIDACEAE,Galanthus,rizehensis,II,1990-01-18 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,
8961,AMARYLLIDACEAE,Galanthus,spp.,II,1995-02-16 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.,,,,,
8961,AMARYLLIDACEAE,Galanthus,spp.,II,2007-09-13 00:00:00,NULL,_Galanthus_ spp.: All parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
8961,AMARYLLIDACEAE,Galanthus,spp.,II,2010-06-23 00:00:00,NULL,_Galanthus_ spp.: All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.û
8961,AMARYLLIDACEAE,Galanthus,spp.,II,1997-09-18 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and c) cut flowers of artificially propagated plants.û,,,,,
8961,AMARYLLIDACEAE,Galanthus,spp.,II,1990-01-18 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,
106107,AMARYLLIDACEAE,Galanthus,transcaucasicus,II,1997-09-18 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and c) cut flowers of artificially propagated plants.û,,,,,
106107,AMARYLLIDACEAE,Galanthus,transcaucasicus,II,1990-01-18 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,
106107,AMARYLLIDACEAE,Galanthus,transcaucasicus,II,1995-02-16 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.,,,,,
106107,AMARYLLIDACEAE,Galanthus,transcaucasicus,II,2007-09-13 00:00:00,NULL,_Galanthus_ spp.: All parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
106107,AMARYLLIDACEAE,Galanthus,transcaucasicus,II,2010-06-23 00:00:00,NULL,_Galanthus_ spp.: All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.û
80782,AMARYLLIDACEAE,Galanthus,woronowii,II,1995-02-16 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.,,,,,
80782,AMARYLLIDACEAE,Galanthus,woronowii,II,2007-09-13 00:00:00,NULL,_Galanthus_ spp.: All parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
80782,AMARYLLIDACEAE,Galanthus,woronowii,II,2010-06-23 00:00:00,NULL,_Galanthus_ spp.: All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.û
80782,AMARYLLIDACEAE,Galanthus,woronowii,II,1997-09-18 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and c) cut flowers of artificially propagated plants.û,,,,,
80782,AMARYLLIDACEAE,Galanthus,woronowii,II,1990-01-18 00:00:00,NULL,_Galanthus_ spp.: Designates all parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,
32758,AMARYLLIDACEAE,Sternbergia,candida,II,2010-06-23 00:00:00,NULL,_Sternbergia_ spp.: All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
32758,AMARYLLIDACEAE,Sternbergia,candida,II,2007-09-13 00:00:00,NULL,_Sternbergia_ spp.: All parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
32758,AMARYLLIDACEAE,Sternbergia,candida,II,1997-09-18 00:00:00,NULL,_Sternbergia_ spp. Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and ûc) cut flowers of artificially propagated plants.û,,,,,
32758,AMARYLLIDACEAE,Sternbergia,candida,II,1990-01-18 00:00:00,NULL,_Sternbergia_ spp.: Designates all parts and derivatives, except: ûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,
32758,AMARYLLIDACEAE,Sternbergia,candida,II,1995-02-16 00:00:00,NULL,_Sternbergia_ spp.: Designates all parts and derivatives except:ûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.û,,,,,
106036,AMARYLLIDACEAE,Sternbergia,clusiana,II,2010-06-23 00:00:00,NULL,_Sternbergia_ spp.: All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
106036,AMARYLLIDACEAE,Sternbergia,clusiana,II,2007-09-13 00:00:00,NULL,_Sternbergia_ spp.: All parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
106036,AMARYLLIDACEAE,Sternbergia,clusiana,II,1997-09-18 00:00:00,NULL,_Sternbergia_ spp. Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and ûc) cut flowers of artificially propagated plants.û,,,,,
106036,AMARYLLIDACEAE,Sternbergia,clusiana,II,1990-01-18 00:00:00,NULL,_Sternbergia_ spp.: Designates all parts and derivatives, except: ûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,
106036,AMARYLLIDACEAE,Sternbergia,clusiana,II,1995-02-16 00:00:00,NULL,_Sternbergia_ spp.: Designates all parts and derivatives except:ûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.û,,,,,
47171,AMARYLLIDACEAE,Sternbergia,colchiciflora,II,2010-06-23 00:00:00,NULL,_Sternbergia_ spp.: All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
47171,AMARYLLIDACEAE,Sternbergia,colchiciflora,II,2007-09-13 00:00:00,NULL,_Sternbergia_ spp.: All parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
47171,AMARYLLIDACEAE,Sternbergia,colchiciflora,II,1997-09-18 00:00:00,NULL,_Sternbergia_ spp. Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and ûc) cut flowers of artificially propagated plants.û,,,,,
47171,AMARYLLIDACEAE,Sternbergia,colchiciflora,II,1990-01-18 00:00:00,NULL,_Sternbergia_ spp.: Designates all parts and derivatives, except: ûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,
47171,AMARYLLIDACEAE,Sternbergia,colchiciflora,II,1995-02-16 00:00:00,NULL,_Sternbergia_ spp.: Designates all parts and derivatives except:ûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.û,,,,,
31969,AMARYLLIDACEAE,Sternbergia,fischeriana,II,2010-06-23 00:00:00,NULL,_Sternbergia_ spp.: All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
31969,AMARYLLIDACEAE,Sternbergia,fischeriana,II,2007-09-13 00:00:00,NULL,_Sternbergia_ spp.: All parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
31969,AMARYLLIDACEAE,Sternbergia,fischeriana,II,1997-09-18 00:00:00,NULL,_Sternbergia_ spp. Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and ûc) cut flowers of artificially propagated plants.û,,,,,
31969,AMARYLLIDACEAE,Sternbergia,fischeriana,II,1990-01-18 00:00:00,NULL,_Sternbergia_ spp.: Designates all parts and derivatives, except: ûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,
31969,AMARYLLIDACEAE,Sternbergia,fischeriana,II,1995-02-16 00:00:00,NULL,_Sternbergia_ spp.: Designates all parts and derivatives except:ûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.û,,,,,
113119,AMARYLLIDACEAE,Sternbergia,greuteriana,II,2010-06-23 00:00:00,NULL,_Sternbergia_ spp.: All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
113119,AMARYLLIDACEAE,Sternbergia,greuteriana,II,2007-09-13 00:00:00,NULL,_Sternbergia_ spp.: All parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
113119,AMARYLLIDACEAE,Sternbergia,greuteriana,II,1997-09-18 00:00:00,NULL,_Sternbergia_ spp. Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and ûc) cut flowers of artificially propagated plants.û,,,,,
113119,AMARYLLIDACEAE,Sternbergia,greuteriana,II,1990-01-18 00:00:00,NULL,_Sternbergia_ spp.: Designates all parts and derivatives, except: ûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,
113119,AMARYLLIDACEAE,Sternbergia,greuteriana,II,1995-02-16 00:00:00,NULL,_Sternbergia_ spp.: Designates all parts and derivatives except:ûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.û,,,,,
31970,AMARYLLIDACEAE,Sternbergia,lutea,II,2010-06-23 00:00:00,NULL,_Sternbergia_ spp.: All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
31970,AMARYLLIDACEAE,Sternbergia,lutea,II,2007-09-13 00:00:00,NULL,_Sternbergia_ spp.: All parts and derivatives, except: ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained in vitro, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; andûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_.,,,,
31970,AMARYLLIDACEAE,Sternbergia,lutea,II,1997-09-18 00:00:00,NULL,_Sternbergia_ spp. Designates all parts and derivatives except:ûûa) seeds, spores and pollen (including pollinia); ûb) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers; and ûc) cut flowers of artificially propagated plants.û,,,,,
31970,AMARYLLIDACEAE,Sternbergia,lutea,II,1990-01-18 00:00:00,NULL,_Sternbergia_ spp.: Designates all parts and derivatives, except: ûa) seeds, spores and pollen (including pollinia); and ûb) tissue cultures and flasked seedling cultures.,,,,,,
31970,AMARYLLIDACEAE,Sternbergia,lutea,II,1995-02-16 00:00:00,NULL,_Sternbergia_ spp.: Designates all parts and derivatives except:ûa) seeds, spores and pollen (including pollinia); b) seedling or tissue cultures obtained _invitro_, in solid or liquid media, transported in sterile containers.û,,,,,
170754,AMARYLLIDACEAE,Sternbergia,pulchella,II,2010-06-23 00:00:00,NULL,_Sternbergia_ spp.: All parts and derivatives, except: ûûa) seeds, (including seedpods of Orchidaceae), spores and pollen (including pollinia). The exemption does not apply to seeds from Cactaceae spp. exported from Mexico, and to seeds from _Beccariophoenix madagascariensis_ and _Neodypsis decaryi_ exported from Madagascar;ûb) seedling or tissue cultures obtained _in vitro_, in solid or liquid media, transported in sterile containers;ûc) cut flowers of artificially propagated plants; ûd) fruits and parts and derivatives thereof of artificially propagated plants of the genus _Vanilla_ and of the family Cactaceae; ûe) stems, flowers, and parts and derivatives thereof of naturalized or artificially propagated plants of the genera _Opuntia_ subgenus _Opuntia_ and _Selenicereus_ (Cactaceae); and ûf) finished products of _Euphorbia antisyphilitica_ packaged and ready for retail trade.
