id,rank,Internal distribution note,Designation
95372,SPECIES,"Previous distributions for Finland, France, Netherlands Antilles, Norway, Portugal, United States Minor Outlying Islands, Uruguay deleted as part of CMS project 9612 in 2025-2026.",CMS
12050,SPECIES,"Previous distributions for Chile, Gambia, Greenland, Iceland, Ireland, Netherlands Antilles, Portugal, Saint Helena and Dependencies (United Kingdom), South Africa, South Georgia and South Sandwich Islands (United Kingdom), Spain, Sweden, United Kingdom of Great Britain and Northern Ireland, Zambia deleted as part of CMS project 9612 in 2025-2026.",CMS
11572,SPECIES,"Previous distributions for Belgium, Cabo Verde, Christmas Island, Denmark, Former Serbia and Montenegro, Germany, Ireland, Luxembourg, Maldives, Marshall Islands, Mauritius, Netherlands, New Zealand, Norway, Portugal, Sudan [prior to secession of South Sudan], Sweden, Togo, United Kingdom of Great Britain and Northern Ireland, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
11610,SPECIES,"Previous distributions for Benin, Bhutan, Burkina Faso, Canada, Christmas Island, Congo, Former Serbia and Montenegro, Gibraltar (United Kingdom), Greenland, Isle of Man (United Kingdom), Rwanda, Saint Pierre and Miquelon, Seychelles, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
94729,SPECIES,"Previous distributions for Argentina, Belgium, Botswana, Bulgaria, Burundi, Cameroon, Canada, Christmas Island, Cyprus, Czech Republic, Côte d'Ivoire, Denmark, Eswatini, France, Gabon, Gambia, Germany, Ghana, Greece, Hungary, Ireland, Jordan, Lebanon, Libya, Lithuania, Mali, Malta, Mauritania, Morocco, Nepal, Netherlands, Nigeria, Norway, Poland, Romania, Rwanda, Réunion, Slovakia, Spain, Sweden, Switzerland, Trinidad and Tobago, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11581,SPECIES,"Previous distributions for Bermuda (United Kingdom), Croatia, Cuba, Czech Republic, Côte d'Ivoire, Finland, Ghana, Greece, Guadeloupe, Hungary, Israel, Latvia, Liberia, Lithuania, Luxembourg, Malta, Netherlands Antilles, Nigeria, Poland, Romania, Senegal, Slovenia, Switzerland, Türkiye deleted as part of CMS project 9612 in 2025-2026.",CMS
12117,SPECIES,"Previous distributions for Angola, Bahamas, Belize, Bosnia and Herzegovina, Botswana, Cabo Verde, Cayman Islands (United Kingdom), Costa Rica, Croatia, Former Serbia and Montenegro, Germany, Guadeloupe, Haiti, Hong Kong, SAR, Iran (Islamic Republic of), Ireland, Jamaica, Jordan, Kenya, Kuwait, Liberia, Malta, Mauritania, Morocco, Namibia, New Zealand, Nicaragua, Nigeria, Oman, Panama, Portugal, Saint Helena and Dependencies (United Kingdom), Senegal, Slovakia, Slovenia, South Africa, Spain, Togo, Türkiye, Ukraine, Uruguay, Venezuela (Bolivarian Republic of) deleted as part of CMS project 9612 in 2025-2026.",CMS
54507,SPECIES,"Previous distributions for Burundi, Ethiopia, Kenya, Malawi deleted as part of CMS project 9612 in 2025-2026.",CMS
11709,SPECIES,"Previous distributions for Equatorial Guinea, Mauritania, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11836,SPECIES,"Previous distributions for Gambia, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11940,SPECIES,"Previous distributions for Bangladesh, India, Mongolia, Myanmar, Philippines deleted as part of CMS project 9612 in 2025-2026.",CMS
12114,SPECIES,"Previous distributions for Antigua and Barbuda, Congo, Finland, Former Serbia and Montenegro, Gambia, Iceland, Ireland, Liberia, Norway, Saint Helena and Dependencies (United Kingdom), Sao Tome and Principe, Seychelles, Sierra Leone, Sudan [prior to secession of South Sudan], United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
12343,SPECIES,Previous distributions for Mauritania deleted as part of CMS project 9612 in 2025-2026.,CMS
11699,SPECIES,"Previous distributions for Burkina Faso, Cameroon, Chad, Democratic Republic of the Congo, Finland, Former Serbia and Montenegro, Gambia, Ghana, Ireland, Kuwait, Liechtenstein, Mali, Niger, Norway, Oman, Qatar, Rwanda, Somalia, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
99531,SPECIES,"Previous distributions for Israel, Liberia, Spain deleted as part of CMS project 9612 in 2025-2026.",CMS
11826,SPECIES,"Previous distributions for Bulgaria, Egypt, Israel, Jordan, Morocco, Sao Tome and Principe, Spain, Sudan [prior to secession of South Sudan], Tunisia, Türkiye deleted as part of CMS project 9612 in 2025-2026.",CMS
11989,SPECIES,"Previous distributions for Belgium, Cabo Verde, Comoros, Denmark, Faroe Islands, Finland, Former Serbia and Montenegro, Iceland, Ireland, Liberia, Liechtenstein, Luxembourg, Netherlands, Norway, Sao Tome and Principe, Seychelles, Sudan [prior to secession of South Sudan], Switzerland, Togo, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11855,SPECIES,"Previous distributions for Cabo Verde, Estonia, Former Serbia and Montenegro, Iceland, Ireland, Liechtenstein, Luxembourg, Madagascar, Maldives, Niger, Norway, Seychelles, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
54583,SPECIES,"Previous distributions for Djibouti, Sudan [prior to secession of South Sudan], United Republic of Tanzania deleted as part of CMS project 9612 in 2025-2026.",CMS
54428,SPECIES,"Previous distributions for Afghanistan, Democratic Republic of the Congo, Hong Kong, SAR, Italy, Japan, Northern Mariana Islands, Pakistan, Qatar, Saint Helena and Dependencies (United Kingdom), Seychelles, Territory formerly known as BIOT, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
95868,SPECIES,Previous distributions for Malawi deleted as part of CMS project 9612 in 2025-2026.,CMS
54420,SPECIES,"Previous distributions for Congo, Cyprus, Czech Republic, Former Serbia and Montenegro, France, Gabon, Gibraltar (United Kingdom), Iraq, Kuwait, Malta, Portugal, Romania, Slovakia, Spain, Sudan [prior to secession of South Sudan], United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
96724,SPECIES,Previous distributions for Cocos (Keeling) Islands deleted as part of CMS project 9612 in 2025-2026.,CMS
11543,SPECIES,"Previous distributions for Albania, Bangladesh, Bhutan, Burundi, Cameroon, Denmark, Djibouti, Finland, Former Serbia and Montenegro, Portugal, Republic of Korea, Senegal, Seychelles, Sweden, Uganda deleted as part of CMS project 9612 in 2025-2026.",CMS
95086,SPECIES,"Previous distributions for Myanmar, Sri Lanka deleted as part of CMS project 9612 in 2025-2026.",CMS
54413,SPECIES,"Previous distributions for Bahrain, Bhutan, Former Serbia and Montenegro, Greenland, Liechtenstein, Malta, Netherlands Antilles, Oman, Philippines, Senegal, Sudan, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands, Thailand, United Arab Emirates, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
54438,SPECIES,"Previous distributions for Chad, Cyprus, Kuwait, Malawi, Mali, Malta, Namibia, Niger, Seychelles, Sudan [prior to secession of South Sudan], Syrian Arab Republic, Türkiye, Uganda, Zambia, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
94716,SPECIES,Previous distributions for Eswatini deleted as part of CMS project 9612 in 2025-2026.,CMS
54433,SPECIES,"Previous distributions for Armenia, Bahrain, Côte d'Ivoire, Denmark, Djibouti, French Southern and Antarctic Territories, Hungary, Jordan, Libya, Mauritania, Mauritius, Mozambique, Poland, Rwanda, Réunion, Seychelles, South Africa, Sudan [prior to secession of South Sudan], Sweden, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
96659,SPECIES,Previous distributions for Falkland Islands (Malvinas) deleted as part of CMS project 9612 in 2025-2026.,CMS
12147,SPECIES,"Previous distributions for Belgium, Cameroon, Congo, Denmark, Former Serbia and Montenegro, Gabon, Germany, Hungary, Ireland, Japan, Liechtenstein, Poland, Seychelles, Singapore, Sri Lanka, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands, Sweden, Switzerland, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11645,SPECIES,"Previous distributions for Burundi, Christmas Island, Faroe Islands, Former Serbia and Montenegro, Iceland, Maldives, Mauritius, Netherlands Antilles, Pitcairn Islands (United Kingdom), Samoa, Sao Tome and Principe, Seychelles, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
66225,SPECIES,Previous distributions for Grenada deleted as part of CMS project 9612 in 2025-2026.,CMS
66223,SPECIES,Previous distributions for Lesotho deleted as part of CMS project 9612 in 2025-2026.,CMS
54484,SPECIES,"Previous distributions for Austria, Belgium, Bermuda (United Kingdom), Brazil, Bulgaria, Czech Republic, Denmark, Estonia, Faroe Islands, Germany, Ireland, Isle of Man (United Kingdom), Kazakhstan, Kyrgyzstan, Latvia, Lithuania, Netherlands, Poland, Portugal, Saint Pierre and Miquelon, Spain, Svalbard and Jan Mayen Islands, Switzerland, Ukraine, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
54431,SPECIES,"Previous distributions for Bangladesh, Brunei Darussalam, Malaysia, Palau, Singapore deleted as part of CMS project 9612 in 2025-2026.",CMS
66222,SPECIES,"Previous distributions for Denmark, Estonia, Malta, Netherlands Antilles, Portugal, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
54447,SPECIES,"Previous distributions for Cameroon, Canada, Chad, Faroe Islands, Former Serbia and Montenegro, Ghana, Guinea, Iceland, Indonesia, Isle of Man (United Kingdom), Lesotho, Malaysia, Senegal, Singapore, Sudan [prior to secession of South Sudan], Taiwan, Province of China, Timor-Leste, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
54403,SPECIES,"Previous distributions for Bermuda (United Kingdom), Brazil, Brunei Darussalam, Canada, Former Serbia and Montenegro, French Guiana [FR], Greenland, Iceland, Indonesia, Martinique, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
11383,SPECIES,"Previous distributions for Bahrain, Belgium, Djibouti, Eritrea, Eswatini, Former Serbia and Montenegro, Gabon, Gibraltar (United Kingdom), Guinea, Ireland, Kuwait, Lesotho, Liberia, Luxembourg, Morocco, Netherlands, Norway, Portugal, Sao Tome and Principe, Saudi Arabia, Seychelles, Somalia, South Sudan, Spain, Sudan [prior to secession of South Sudan], Tajikistan, Turkmenistan, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland, United States of America, Uzbekistan, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
96360,SPECIES,Previous distributions for Falkland Islands (Malvinas) deleted as part of CMS project 9612 in 2025-2026.,CMS
12361,SUBSPECIES,"Previous distributions for Albania, Algeria, Angola, Austria, Azerbaijan, Bangladesh, Belarus, Benin, Bosnia and Herzegovina, Botswana, Burundi, Cabo Verde, Cameroon, Central African Republic, Chad, China, Comoros, Democratic Republic of the Congo, Egypt, France, Georgia, Ghana, Greece, Guinea, Iran (Islamic Republic of), Ireland, Israel, Italy, Kenya, Kyrgyzstan, Lebanon, Lithuania, Madagascar, Malawi, Mali, Malta, Mauritania, Mauritius, Mongolia, Morocco, Mozambique, Namibia, Niger, Nigeria, North Macedonia, Portugal, Republic of Moldova, Romania, Russian Federation, Senegal, Sierra Leone, Slovakia, South Africa, Sudan [prior to secession of South Sudan], Tajikistan, Tunisia, Turkmenistan, Türkiye, Uganda, United Kingdom of Great Britain and Northern Ireland, United Republic of Tanzania, Yemen, Zambia, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
11925,SPECIES,"Previous distributions for Austria, Belarus, Bulgaria, Croatia, Czech Republic, Estonia, Faroe Islands, France, Germany, Greenland, Ireland, Italy, Myanmar, Netherlands, Poland, Slovakia, Slovenia, Spain, Svalbard and Jan Mayen Islands, Switzerland, Ukraine, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
12083,SPECIES,"Previous distributions for Algeria, Armenia, Faroe Islands, Former Serbia and Montenegro, Gibraltar (United Kingdom), Isle of Man (United Kingdom), Israel, Jordan, Luxembourg, Morocco, Portugal, Saint Pierre and Miquelon, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
12381,SUBSPECIES,"Previous distributions for Albania, Algeria, Austria, Azerbaijan, Bosnia and Herzegovina, France, Georgia, Greece, Ireland, Italy, Lithuania, Luxembourg, Morocco, Norway, Poland, Portugal, Romania, Russian Federation, Türkiye, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11753,SPECIES,"Previous distributions for Albania, Algeria, Bermuda (United Kingdom), Croatia, Estonia, Finland, Gibraltar (United Kingdom), Greece, Hungary, Isle of Man (United Kingdom), Lithuania, Luxembourg, Montenegro, Morocco, Poland, Russian Federation, Serbia, Türkiye deleted as part of CMS project 9612 in 2025-2026.",CMS
11728,SPECIES,"Previous distributions for Algeria, Armenia, Belarus, Bosnia and Herzegovina, Former Serbia and Montenegro, Gambia, Gibraltar (United Kingdom), Isle of Man (United Kingdom), Israel, Liechtenstein, Luxembourg, Malta, Mongolia, Morocco, Tunisia deleted as part of CMS project 9612 in 2025-2026.",CMS
54605,SPECIES,"Previous distributions for Botswana, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
54609,SPECIES,"Previous distributions for Algeria, Bulgaria, Croatia, Czech Republic, Denmark, Eritrea, Finland, Former Serbia and Montenegro, Georgia, Germany, Greece, Hungary, Italy, Japan, Jordan, Kenya, Kuwait, Malta, Montenegro, Norway, Poland, Portugal, Republic of Korea, Romania, Serbia, Spain, Sweden, Syrian Arab Republic, Tunisia, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
54509,SPECIES,"Previous distributions for Benin, Burkina Faso, Central African Republic, Côte d'Ivoire, Egypt, Eritrea, Gabon, Sierra Leone, Togo deleted as part of CMS project 9612 in 2025-2026.",CMS
54516,SPECIES,"Previous distributions for Eswatini, Lesotho deleted as part of CMS project 9612 in 2025-2026.",CMS
54601,SPECIES,"Previous distributions for Guinea Bissau, Lesotho deleted as part of CMS project 9612 in 2025-2026.",CMS
103275,SPECIES,Previous distributions for Bangladesh deleted as part of CMS project 9612 in 2025-2026.,CMS
103315,SPECIES,"Previous distributions for Bermuda (United Kingdom), China, Faroe Islands, Greenland, Ireland, Netherlands, Saint Pierre and Miquelon, Turks and Caicos Islands (United Kingdom), United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11612,SPECIES,"Previous distributions for Canada, Djibouti, Faroe Islands, Former Serbia and Montenegro, Gibraltar (United Kingdom), Hong Kong, SAR, Iceland, Ireland, Kuwait, Liechtenstein, Mauritania, Niger, Nigeria, Qatar, Svalbard and Jan Mayen Islands, United Arab Emirates, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
11633,SPECIES,"Previous distributions for Taiwan, Province of China deleted as part of CMS project 9612 in 2025-2026.",CMS
11689,SPECIES,"Previous distributions for India, Kazakhstan, Taiwan, Province of China deleted as part of CMS project 9612 in 2025-2026.",CMS
11434,SPECIES,"Previous distributions for Myanmar, Nepal deleted as part of CMS project 9612 in 2025-2026.",CMS
103316,SPECIES,"Previous distributions for Kazakhstan, Taiwan, Province of China deleted as part of CMS project 9612 in 2025-2026.",CMS
11505,SPECIES,"Previous distributions for Hong Kong, SAR, Japan, Jordan, Republic of Korea deleted as part of CMS project 9612 in 2025-2026.",CMS
12089,SPECIES,"Previous distributions for Algeria, Comoros, Congo, Italy, Libya, Morocco, Rwanda, Seychelles, Togo deleted as part of CMS project 9612 in 2025-2026.",CMS
11634,SPECIES,"Previous distributions for Afghanistan, Angola, Australia, Bermuda (United Kingdom), Botswana, Cameroon, Chad, Côte d'Ivoire, Eritrea, Former Serbia and Montenegro, Gabon, Ghana, Greenland, Iceland, Lesotho, Libya, Mali, Namibia, Niger, Nigeria, Rwanda, Saint Pierre and Miquelon, Seychelles, Somalia, Sudan [prior to secession of South Sudan], Uganda, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
99527,SPECIES,"Previous distributions for Mauritania, Niger, Sao Tome and Principe, Senegal deleted as part of CMS project 9612 in 2025-2026.",CMS
11953,SPECIES,"Previous distributions for Brunei Darussalam, Canada, Former Serbia and Montenegro, Gibraltar (United Kingdom), Greenland, Guam, Maldives, Sudan [prior to secession of South Sudan], Svalbard and Jan Mayen Islands deleted as part of CMS project 9612 in 2025-2026.",CMS
12357,SUBSPECIES,"Previous distributions for Albania, Algeria, Armenia, Bosnia and Herzegovina, Egypt, France, Georgia, Greece, Israel, Italy, Jordan, Lebanon, Libya, Malta, Morocco, North Macedonia, Portugal, Romania, Russian Federation, Slovenia, Spain, Tunisia, Türkiye, Ukraine deleted as part of CMS project 9612 in 2025-2026.",CMS
11897,SPECIES,"Previous distributions for Burundi, France, Italy, Malta, Oman, Portugal, Somalia deleted as part of CMS project 9612 in 2025-2026.",CMS
11596,SPECIES,"Previous distributions for Angola, Benin, Botswana, Brazil, Burkina Faso, Burundi, Cameroon, Central African Republic, Chad, Congo, Côte d'Ivoire, Democratic Republic of the Congo, Egypt, Equatorial Guinea, Eswatini, Ethiopia, Gabon, Gambia, Ghana, Guinea, Kenya, Lesotho, Liberia, Malawi, Mali, Mozambique, Namibia, Niger, Nigeria, Oman, Rwanda, Sao Tome and Principe, Senegal, Sierra Leone, Somalia, South Africa, Sudan [prior to secession of South Sudan], Togo, Uganda, United Republic of Tanzania, Zambia, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
11930,SPECIES,"Previous distributions for Anguilla (United Kingdom), Antigua and Barbuda, Argentina, Aruba, Bahamas, Barbados, Belize, Bermuda (United Kingdom), Bolivia (Plurinational State of), British Virgin Islands (United Kingdom), Canada, Cayman Islands (United Kingdom), Chile, Colombia, Costa Rica, Cuba, Dominica, Dominican Republic, Ecuador, Faroe Islands, Former Serbia and Montenegro, French Guiana [FR], Gibraltar (United Kingdom), Greenland, Grenada, Guadeloupe, Guatemala, Guyana, Haiti, Honduras, Iceland, Jamaica, Martinique, Mexico, Montserrat (United Kingdom), Netherlands Antilles, Nicaragua, Panama, Paraguay, Peru, Puerto Rico, Saint Kitts and Nevis, Saint Lucia, Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Sudan [prior to secession of South Sudan], Suriname, Svalbard and Jan Mayen Islands, Trinidad and Tobago, Turks and Caicos Islands (United Kingdom), United States of America, Uruguay, Venezuela (Bolivarian Republic of), Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
11966,SPECIES,"Previous distributions for Algeria, Comoros, Cyprus, Eritrea, Eswatini, Finland, France, Germany, Israel, Italy, Malta, Mauritania, Mauritius, Morocco, Oman, Portugal, Saint Helena and Dependencies (United Kingdom), Sao Tome and Principe, Seychelles, Somalia, South Georgia and South Sandwich Islands (United Kingdom), Spain, Sudan [prior to secession of South Sudan], Tunisia, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11311,SPECIES,"Previous distributions for Cameroon, Côte d'Ivoire, Djibouti, Faroe Islands, Former Serbia and Montenegro, Gambia, Greenland, Iceland, Liechtenstein, Madagascar, Mali, Myanmar, Namibia, Nepal, Niger, Saint Helena and Dependencies (United Kingdom), Seychelles, Somalia, Sudan [prior to secession of South Sudan], Thailand, Uganda deleted as part of CMS project 9612 in 2025-2026.",CMS
11716,SPECIES,"Previous distributions for Bangladesh, Brunei Darussalam, Democratic People's Republic of Korea, Former Serbia and Montenegro, Japan, Lao People's Democratic Republic, Malaysia, Nepal, Republic of Korea, Sri Lanka, Svalbard and Jan Mayen Islands, Thailand, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
11567,SPECIES,"Previous distributions for Sao Tome and Principe, Sierra Leone, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11370,SPECIES,Previous distributions for Zambia deleted as part of CMS project 9612 in 2025-2026.,CMS
12097,SPECIES,"Previous distributions for Guinea, Mali, Nigeria deleted as part of CMS project 9612 in 2025-2026.",CMS
12109,SPECIES,"Previous distributions for Botswana, Burundi, Ethiopia, Somalia, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
12067,SPECIES,"Previous distributions for Afghanistan, Cabo Verde, Denmark, Eritrea, Former Serbia and Montenegro, Gambia, Greenland, Ireland, Liberia, Luxembourg, Madagascar, Niger, Norway, Portugal, Qatar, Seychelles, Somalia, Sudan [prior to secession of South Sudan], Uganda, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11593,SPECIES,"Previous distributions for Brunei Darussalam, Cambodia, Cameroon, Denmark, Faroe Islands, Finland, Former Serbia and Montenegro, Gambia, Hong Kong, SAR, Ireland, Luxembourg, Macao, SAR, Qatar, Slovakia, Sudan [prior to secession of South Sudan], Sweden, Syrian Arab Republic, Taiwan, Province of China, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
12351,SUBSPECIES,"Previous distributions for Algeria, Angola, Austria, Bahrain, Botswana, Cameroon, Democratic Republic of the Congo, Egypt, Eswatini, France, Gambia, Greece, Israel, Jordan, Kuwait, Libya, Malawi, Mauritania, Morocco, Mozambique, Namibia, Portugal, Qatar, Saudi Arabia, Senegal, Somalia, South Africa, Sudan [prior to secession of South Sudan], Türkiye, Uganda, United Arab Emirates, United Republic of Tanzania, Zambia, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
94743,SPECIES,"Previous distributions for Austria, Cyprus, Czech Republic, Denmark, Finland, France, Germany, Greece, Italy, Latvia, Lebanon, Nepal, Poland, Portugal, Romania, Slovakia, Slovenia, Sudan, Sweden, Switzerland, Ukraine, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11787,SPECIES,"Previous distributions for Afghanistan, Armenia, Azerbaijan, Bahrain, China, India, Iran (Islamic Republic of), Iraq, Israel, Jordan, Kazakhstan, Kuwait, Kyrgyzstan, Malta, Mongolia, Oman, Pakistan, Portugal, Russian Federation, Saudi Arabia, Switzerland, Syrian Arab Republic, Tajikistan, Turkmenistan, United Arab Emirates, Uzbekistan, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
99285,SUBSPECIES,"Previous distributions for India, Nepal deleted as part of CMS project 9612 in 2025-2026.",CMS
11750,SPECIES,"Previous distributions for Albania, Belgium, Bosnia and Herzegovina, Croatia, Cyprus, Democratic People's Republic of Korea, Denmark, Egypt, Finland, Former Serbia and Montenegro, France, Gibraltar (United Kingdom), Greece, Ireland, Israel, Italy, Japan, Jordan, Latvia, Lebanon, Luxembourg, Malta, Montenegro, Myanmar, Netherlands, North Macedonia, Pakistan, Republic of Korea, Saudi Arabia, Slovenia, Sweden, Switzerland, Tunisia deleted as part of CMS project 9612 in 2025-2026.",CMS
99287,SPECIES,"Previous distributions for Belgium, Cyprus, Japan, Oman deleted as part of CMS project 9612 in 2025-2026.",CMS
12043,SPECIES,"Previous distributions for Bahrain, Belgium, Denmark, Estonia, Faroe Islands, Finland, France, Georgia, Germany, Greece, Hong Kong, SAR, Hungary, Ireland, Israel, Italy, Latvia, Malta, Netherlands, North Macedonia, Norway, Oman, Poland, Portugal, Slovenia, Sweden, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11747,SPECIES,"Previous distributions for Afghanistan, Chad, Faroe Islands, Former Serbia and Montenegro, Iceland, Ireland, Liechtenstein, Norway, Pakistan, Somalia, Sudan [prior to secession of South Sudan], United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11853,SPECIES,"Previous distributions for Hong Kong, SAR deleted as part of CMS project 9612 in 2025-2026.",CMS
11385,SPECIES,"Previous distributions for Belgium, Cyprus, Denmark, France, Germany, Gibraltar (United Kingdom), Hong Kong, SAR, Ireland, Israel, Italy, Jordan, Kuwait, Malta, Netherlands, Nigeria, Norway, Oman, Poland, Romania, Spain, Switzerland, Syrian Arab Republic, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11757,SPECIES,"Previous distributions for Botswana, Egypt, Syrian Arab Republic deleted as part of CMS project 9612 in 2025-2026.",CMS
11511,SPECIES,"Previous distributions for Denmark, Former Serbia and Montenegro, Germany, Kyrgyzstan, Lithuania, Oman, Poland deleted as part of CMS project 9612 in 2025-2026.",CMS
11717,SPECIES,"Previous distributions for Israel, Nepal, Papua New Guinea, Singapore deleted as part of CMS project 9612 in 2025-2026.",CMS
11697,SPECIES,"Previous distributions for Bosnia and Herzegovina, Cyprus, Denmark, Egypt, Estonia, Finland, Former Serbia and Montenegro, Greece, Ireland, Israel, Jordan, Kazakhstan, Malta, North Macedonia, Norway, Republic of Moldova, Sweden, Tunisia, Türkiye deleted as part of CMS project 9612 in 2025-2026.",CMS
11444,SPECIES,"Previous distributions for Algeria, Faroe Islands, Former Serbia and Montenegro, Ireland, Jordan, Malta, Nigeria, Portugal, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11298,SPECIES,"Previous distributions for Djibouti, Faroe Islands, Former Serbia and Montenegro, Georgia, Gibraltar (United Kingdom), Iceland, Liechtenstein, Seychelles, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
12087,SPECIES,"Previous distributions for Faroe Islands, Former Serbia and Montenegro, Iceland, Sudan [prior to secession of South Sudan], Tajikistan deleted as part of CMS project 9612 in 2025-2026.",CMS
11985,SPECIES,"Previous distributions for Lao People's Democratic Republic, Solomon Islands, Sudan [prior to secession of South Sudan], Thailand, Timor-Leste, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
11721,SPECIES,"Previous distributions for Hong Kong, SAR, Republic of Korea deleted as part of CMS project 9612 in 2025-2026.",CMS
96400,SPECIES,"Previous distributions for Bhutan, Egypt, Hong Kong, SAR, Japan, Malaysia, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11863,SPECIES,"Previous distributions for Cameroon, Central African Republic, Côte d'Ivoire, Faroe Islands, Former Serbia and Montenegro, Gambia, Ghana, Gibraltar (United Kingdom), Guinea Bissau, Iceland, Morocco, Niger, Oman, Portugal, Senegal, Seychelles, Somalia, Sudan [prior to secession of South Sudan], Tajikistan, Togo, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11955,SPECIES,"Previous distributions for Cyprus, Greece, Kyrgyzstan, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11850,SPECIES,"Previous distributions for Algeria, Cameroon, Democratic Republic of the Congo, Djibouti, Eritrea, Former Serbia and Montenegro, Germany, Italy, Niger, Nigeria, Oman, Romania, Somalia, Spain, Sudan [prior to secession of South Sudan], Ukraine deleted as part of CMS project 9612 in 2025-2026.",CMS
11995,SPECIES,"Previous distributions for Central African Republic, Cyprus, Czech Republic, Denmark, Iceland, Ireland, Kenya, Kuwait, Libya, Malta, Niger, Norway, Poland, Sweden deleted as part of CMS project 9612 in 2025-2026.",CMS
96071,SPECIES,"Previous distributions for Austria, Belgium, Cabo Verde, Denmark, Egypt, Estonia, France, Germany, Greece, Hong Kong, SAR, Israel, Kuwait, Lebanon, Netherlands, Norway, Saudi Arabia, Spain, Sweden, Syrian Arab Republic, Türkiye, United Arab Emirates, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
