id,rank,Internal distribution note,Designation
11499,SPECIES,Previous distributions for Malawi deleted as part of CMS project 9612 in 2025-2026.,CMS
12013,SPECIES,"Previous distributions for Brunei Darussalam, Indonesia, Palau, Russian Federation, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
11933,SPECIES,"Previous distributions for Australia, Barbados, Cabo Verde, Denmark, Faroe Islands, Former Serbia and Montenegro, Gibraltar (United Kingdom), Iceland, Ireland, Libya, Liechtenstein, Mongolia, New Caledonia, New Zealand, Norway, Sao Tome and Principe, Sudan [prior to secession of South Sudan], Sweden, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
12360,SUBSPECIES,"Previous distributions for Albania, Angola, Austria, Azerbaijan, Bahrain, Belarus, Benin, Bosnia and Herzegovina, Botswana, Burkina Faso, Burundi, Cameroon, Central African Republic, Chad, Congo, Côte d'Ivoire, Democratic Republic of the Congo, Djibouti, Egypt, Equatorial Guinea, Eritrea, Eswatini, Ethiopia, France, Gabon, Gambia, Georgia, Ghana, Greece, Guinea, Guinea Bissau, Iran (Islamic Republic of), Iraq, Israel, Italy, Jordan, Kazakhstan, Kenya, Kuwait, Lebanon, Lesotho, Liberia, Lithuania, Madagascar, Mali, Mauritania, Morocco, Mozambique, Namibia, Niger, Nigeria, North Macedonia, Poland, Portugal, Qatar, Republic of Moldova, Romania, Russian Federation, Rwanda, San Marino, Senegal, Sierra Leone, Somalia, South Africa, Sudan [prior to secession of South Sudan], Togo, Turkmenistan, Türkiye, Uganda, United Arab Emirates, United Republic of Tanzania, Uzbekistan, Zambia deleted as part of CMS project 9612 in 2025-2026.",CMS
11602,SPECIES,"Previous distributions for Niger, Spain, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11775,SPECIES,"Previous distributions for Australia, Cabo Verde, Cocos (Keeling) Islands, Democratic People's Republic of Korea, Denmark, Djibouti, Faroe Islands, Finland, Former Serbia and Montenegro, French Southern and Antarctic Territories, Gibraltar (United Kingdom), Iceland, Ireland, Kyrgyzstan, Libya, Liechtenstein, Luxembourg, Maldives, Mongolia, Netherlands Antilles, Norway, Saint Helena and Dependencies (United Kingdom), Saint Pierre and Miquelon, Seychelles, Sudan [prior to secession of South Sudan], Sweden, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11825,SPECIES,"Previous distributions for Algeria, Austria, Cyprus, Czech Republic, Former Serbia and Montenegro, Hungary, Italy, Japan, Kuwait, Latvia, Norway, Oman, Poland, Republic of Korea, Slovakia, Spain, Taiwan, Province of China, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
11504,SPECIES,"Previous distributions for Algeria, Austria, Bahrain, Belarus, Cambodia, China, Croatia, Czech Republic, Democratic People's Republic of Korea, Denmark, Eswatini, Finland, Former Serbia and Montenegro, France, Indonesia, Italy, Japan, Lao People's Democratic Republic, Latvia, Libya, Malaysia, Maldives, Malta, Morocco, Nepal, Netherlands, Norway, Oman, Poland, Portugal, Qatar, Republic of Korea, Slovenia, Spain, Sudan [prior to secession of South Sudan], Switzerland, Tajikistan, Tunisia, United Arab Emirates, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
11694,SPECIES,"Previous distributions for Israel, Jordan, Lebanon, Oman, Poland, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
103284,SPECIES,Previous distributions for Ecuador deleted as part of CMS project 9612 in 2025-2026.,CMS
11430,SPECIES,"Previous distributions for Angola, Bermuda (United Kingdom), Costa Rica, French Polynesia, Gabon, Gambia, India, Israel, Jamaica, Jordan, Kuwait, Madagascar, Malaysia, Mauritania, Myanmar, Netherlands, Netherlands Antilles, Seychelles, South Africa, Spain, Sri Lanka, Sudan [prior to secession of South Sudan], United Kingdom of Great Britain and Northern Ireland, United States Minor Outlying Islands, United States of America, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
12120,SPECIES,"Previous distributions for Angola, Cabo Verde, Ghana, Liberia, Netherlands Antilles, New Zealand, Panama, Pitcairn Islands (United Kingdom) deleted as part of CMS project 9612 in 2025-2026.",CMS
11902,SPECIES,"Previous distributions for Brazil, Fiji, Kenya, Peru, Thailand deleted as part of CMS project 9612 in 2025-2026.",CMS
12064,SPECIES,"Previous distributions for Austria, Bulgaria, Croatia, Cuba, Cyprus, Czech Republic, Egypt, Estonia, Finland, Guinea, Kazakhstan, Latvia, Lithuania, Luxembourg, Poland, Svalbard and Jan Mayen Islands, Syrian Arab Republic, Trinidad and Tobago deleted as part of CMS project 9612 in 2025-2026.",CMS
11394,SPECIES,"Previous distributions for Argentina, Australia, Brazil, French Southern and Antarctic Territories, Ghana, Oman, Peru, United Republic of Tanzania deleted as part of CMS project 9612 in 2025-2026.",CMS
11833,SPECIES,"Previous distributions for Grenada, Maldives, Netherlands Antilles, Spain, Territory formerly known as BIOT, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
11441,SPECIES,"Previous distributions for Algeria, Austria, Cabo Verde, Egypt, Germany, Greece, Mali, Mauritania, Montenegro, Portugal, Serbia, Somalia, Spain, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
12029,SPECIES,"Previous distributions for Ghana, Oman, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11898,SPECIES,"Previous distributions for Belarus, Brazil, Burkina Faso, Cameroon, Democratic Republic of the Congo, Faroe Islands, Finland, Former Serbia and Montenegro, Greenland, Guinea, Iceland, Ireland, Latvia, Luxembourg, Maldives, Niger, Nigeria, Norway, Poland, Solomon Islands, Sudan [prior to secession of South Sudan], Sweden, Trinidad and Tobago, Uganda, Viet Nam deleted as part of CMS project 9612 in 2025-2026.",CMS
11736,SPECIES,"Previous distributions for Brunei Darussalam, Malaysia deleted as part of CMS project 9612 in 2025-2026.",CMS
11462,SPECIES,"Previous distributions for Austria, Belarus, Belgium, British Virgin Islands (United Kingdom), Brunei Darussalam, Cabo Verde, Cocos (Keeling) Islands, Denmark, Estonia, Faroe Islands, Fiji, Finland, Former Serbia and Montenegro, Germany, Gibraltar (United Kingdom), Guyana, Hong Kong, SAR, Iceland, Ireland, Kyrgyzstan, Latvia, Lesotho, Maldives, Netherlands, Netherlands Antilles, New Caledonia, New Zealand, Nicaragua, Norway, Poland, Saint Pierre and Miquelon, Seychelles, Solomon Islands, Sudan [prior to secession of South Sudan], Sweden, Switzerland, Territory formerly known as BIOT, Togo, United Kingdom of Great Britain and Northern Ireland, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
11372,SPECIES,"Previous distributions for Azerbaijan, Kazakhstan, Kuwait, Madagascar, Oman, Saudi Arabia, Seychelles, Solomon Islands, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
54665,SPECIES,"Previous distributions for Afghanistan, Chad, Comoros, Egypt, Eswatini, Ghana, Gibraltar (United Kingdom), Iran (Islamic Republic of), Mauritius, Morocco, Niger, Nigeria, Oman, Rwanda, Réunion, Sao Tome and Principe, Saudi Arabia, Somalia, Spain, Sri Lanka, Sudan [prior to secession of South Sudan], United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
94679,SPECIES,Previous distributions for Brazil deleted as part of CMS project 9612 in 2025-2026.,CMS
66227,SPECIES,Previous distributions for Falkland Islands (Malvinas) deleted as part of CMS project 9612 in 2025-2026.,CMS
54667,SPECIES,"Previous distributions for Austria, Belgium, Bulgaria, China, Cocos (Keeling) Islands, Congo, Croatia, Czech Republic, Denmark, Eswatini, Finland, Germany, Hungary, Kyrgyzstan, Latvia, Lesotho, Mauritius, Mongolia, Norway, Poland, Romania, Réunion, Serbia, Slovakia, Sweden, Switzerland, Tajikistan deleted as part of CMS project 9612 in 2025-2026.",CMS
54668,SPECIES,"Previous distributions for Afghanistan, Algeria, Angola, Armenia, Azerbaijan, Bahrain, Barbados, Belize, Bermuda (United Kingdom), Botswana, Brazil, Burundi, Cabo Verde, Canada, Cayman Islands (United Kingdom), Comoros, Cyprus, Djibouti, Egypt, Eritrea, Ethiopia, Former Serbia and Montenegro, France, French Guiana [FR], Gambia, Gibraltar (United Kingdom), Greece, Guadeloupe, Guinea, Guinea Bissau, Honduras, India, Iran (Islamic Republic of), Iraq, Israel, Italy, Jordan, Kazakhstan, Kenya, Kuwait, Lebanon, Libya, Madagascar, Malawi, Maldives, Mauritania, Montenegro, Morocco, Mozambique, Namibia, Netherlands Antilles, Oman, Pakistan, Portugal, Qatar, Saint Kitts and Nevis, Sao Tome and Principe, Saudi Arabia, Senegal, Seychelles, Sierra Leone, Somalia, South Africa, South Sudan, Spain, Sri Lanka, Sudan, Syrian Arab Republic, Tunisia, Turkmenistan, Türkiye, Uganda, United Arab Emirates, United Republic of Tanzania, Uzbekistan, Virgin Islands of the USA, Yemen, Zambia, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
11796,SPECIES,"Previous distributions for Algeria, Armenia, Bermuda (United Kingdom), Bosnia and Herzegovina, Cyprus, Former Serbia and Montenegro, Gibraltar (United Kingdom), Hong Kong, SAR, India, Isle of Man (United Kingdom), Israel, Kuwait, Lebanon, Libya, Luxembourg, Montenegro, Morocco, Pakistan, Portugal, Serbia, Svalbard and Jan Mayen Islands, Syrian Arab Republic, Tunisia deleted as part of CMS project 9612 in 2025-2026.",CMS
11466,SPECIES,"Previous distributions for Burundi, Eswatini, Faroe Islands, Former Serbia and Montenegro, Gambia, Iceland, Indonesia, Isle of Man (United Kingdom), Lesotho, Mali, Nigeria, Oman, Senegal, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
11292,SPECIES,"Previous distributions for Algeria, Bahamas, Bermuda (United Kingdom), Cyprus, Egypt, Faroe Islands, Former Serbia and Montenegro, Greenland, Iceland, Isle of Man (United Kingdom), Israel, Lebanon, Luxembourg, Portugal, Saudi Arabia, Svalbard and Jan Mayen Islands, Syrian Arab Republic, Tunisia deleted as part of CMS project 9612 in 2025-2026.",CMS
12362,SUBSPECIES,"Previous distributions for Albania, Algeria, Austria, Azerbaijan, Belarus, Bosnia and Herzegovina, France, Georgia, Greece, Iran (Islamic Republic of), Iraq, Italy, Lithuania, North Macedonia, Norway, Poland, Romania, Russian Federation, Turkmenistan, Türkiye, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11589,SPECIES,"Previous distributions for Angola, Bermuda (United Kingdom), Cameroon, Eritrea, Eswatini, Finland, Former Serbia and Montenegro, Gibraltar (United Kingdom), Hong Kong, SAR, Isle of Man (United Kingdom), Mauritania, Myanmar, Nigeria, Norway, Philippines, Seychelles, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
12051,SPECIES,"Previous distributions for Australia, Faroe Islands, Former Serbia and Montenegro, Gibraltar (United Kingdom), Isle of Man (United Kingdom), Mongolia, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11782,SPECIES,"Previous distributions for Antarctica, New Caledonia deleted as part of CMS project 9612 in 2025-2026.",CMS
11838,SPECIES,"Previous distributions for Angola, Fiji, French Polynesia, Italy, Japan, Mauritius, Panama, Portugal, Réunion, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
11585,SPECIES,"Previous distributions for New Zealand, Norfolk Island deleted as part of CMS project 9612 in 2025-2026.",CMS
11365,SPECIES,Previous distributions for Panama deleted as part of CMS project 9612 in 2025-2026.,CMS
11949,SPECIES,"Previous distributions for Clipperton, French Polynesia, New Zealand deleted as part of CMS project 9612 in 2025-2026.",CMS
11994,SPECIES,"Previous distributions for Antarctica, Falkland Islands (Malvinas), Mauritius, New Zealand, Réunion, South Georgia and South Sandwich Islands (United Kingdom) deleted as part of CMS project 9612 in 2025-2026.",CMS
11409,SPECIES,"Previous distributions for Brazil, French Polynesia, Mauritius, Saint Helena and Dependencies (United Kingdom) deleted as part of CMS project 9612 in 2025-2026.",CMS
11448,SPECIES,"Previous distributions for Antarctica, Falkland Islands (Malvinas), South Africa deleted as part of CMS project 9612 in 2025-2026.",CMS
12119,SPECIES,Previous distributions for Antarctica deleted as part of CMS project 9612 in 2025-2026.,CMS
12080,SPECIES,"Previous distributions for Egypt, Israel, Kenya, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
11377,SPECIES,"Previous distributions for Australia, Canada, Cocos (Keeling) Islands, Falkland Islands (Malvinas), French Guiana [FR], French Southern and Antarctic Territories, Mauritius, New Zealand, Réunion, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
11977,SPECIES,"Previous distributions for Angola, Panama deleted as part of CMS project 9612 in 2025-2026.",CMS
11665,SPECIES,Previous distributions for Antarctica deleted as part of CMS project 9612 in 2025-2026.,CMS
11424,SPECIES,"Previous distributions for Denmark, Faroe Islands, Fiji, France, Germany, Greenland, Iceland, Ireland, Martinique, Morocco, Norway, Pitcairn Islands (United Kingdom), Portugal, Réunion, Saint Pierre and Miquelon, Spain, Svalbard and Jan Mayen Islands, Sweden, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
105008,SPECIES,Previous distributions for Ecuador deleted as part of CMS project 9612 in 2025-2026.,CMS
94684,SPECIES,"Previous distributions for Argentina, Guatemala, New Zealand deleted as part of CMS project 9612 in 2025-2026.",CMS
12094,SPECIES,"Previous distributions for Angola, Congo, Ecuador, Fiji, French Polynesia, Mauritius, Pitcairn Islands (United Kingdom), Réunion, Seychelles deleted as part of CMS project 9612 in 2025-2026.",CMS
12128,SPECIES,"Previous distributions for Cook Islands, Réunion, Saint Helena and Dependencies (United Kingdom) deleted as part of CMS project 9612 in 2025-2026.",CMS
12060,SPECIES,Previous distributions for Angola deleted as part of CMS project 9612 in 2025-2026.,CMS
12104,SPECIES,"Previous distributions for Antarctica, Brazil, Mozambique, Namibia deleted as part of CMS project 9612 in 2025-2026.",CMS
11351,SPECIES,"Previous distributions for Angola, Australia deleted as part of CMS project 9612 in 2025-2026.",CMS
12055,SPECIES,Previous distributions for Guatemala deleted as part of CMS project 9612 in 2025-2026.,CMS
11584,SPECIES,"Previous distributions for Argentina, Australia, Falkland Islands (Malvinas) deleted as part of CMS project 9612 in 2025-2026.",CMS
11986,SPECIES,"Previous distributions for Bahamas, Portugal deleted as part of CMS project 9612 in 2025-2026.",CMS
11522,SPECIES,"Previous distributions for Chile, Panama, Philippines deleted as part of CMS project 9612 in 2025-2026.",CMS
11341,SPECIES,"Previous distributions for Indonesia, Japan, Philippines deleted as part of CMS project 9612 in 2025-2026.",CMS
11609,SPECIES,"Previous distributions for Belgium, Germany, Israel, Netherlands, Norway, Poland, Sweden deleted as part of CMS project 9612 in 2025-2026.",CMS
11961,SPECIES,"Previous distributions for Congo, Gabon, Mozambique deleted as part of CMS project 9612 in 2025-2026.",CMS
12111,SPECIES,"Previous distributions for Colombia, Ecuador, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
54410,SPECIES,"Previous distributions for Albania, Former Serbia and Montenegro, Hungary, India, Tajikistan, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
99519,SPECIES,"Previous distributions for Mauritania, Senegal deleted as part of CMS project 9612 in 2025-2026.",CMS
54593,SPECIES,"Previous distributions for Bahamas, Belize, Bermuda (United Kingdom), Brunei Darussalam, Cabo Verde, Cameroon, Chad, Costa Rica, Former Serbia and Montenegro, Gibraltar (United Kingdom), Greenland, Guadeloupe, Guam, Guatemala, Guinea, Hong Kong, SAR, Kenya, Liberia, Liechtenstein, Macao, SAR, Malaysia, Maldives, Marshall Islands, Niger, Nigeria, Northern Mariana Islands, Philippines, Qatar, Singapore, Sri Lanka, Svalbard and Jan Mayen Islands, Trinidad and Tobago, Turks and Caicos Islands (United Kingdom), Uganda, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
