SpcRecID, LegListing, LegDateListed, CountryRecID, LegNotes
3083, I, 2003-02-13, NULL, NULL
3084, II, 2003-02-13, NULL, NULL
3085, II, 2003-02-13, NULL, NULL
3086, II, 2003-02-13, NULL, NULL
3087, II, 2003-02-13, NULL, NULL
3088, II, 2003-02-13, NULL, NULL
3089, II, 2003-02-13, NULL, NULL
3090, II, 2003-02-13, NULL, NULL
3091, II, 2003-02-13, NULL, NULL
3093, II, 2003-02-13, NULL, NULL
3094, II, 2003-02-13, NULL, NULL
3095, II, 2003-02-13, NULL, NULL
3096, II, 2003-02-13, NULL, NULL
3097, II, 2003-02-13, NULL, NULL
3098, II, 2003-02-13, NULL, NULL
3099, II, 2003-02-13, NULL, NULL
3100, II, 2003-02-13, NULL, NULL
3102, II, 2003-02-13, NULL, NULL
3103, II, 2003-02-13, NULL, NULL
3104, II, 2003-02-13, NULL, NULL
3108, II, 2003-02-13, NULL, NULL
3110, II, 2003-02-13, NULL, NULL
3111, II, 2003-02-13, NULL, NULL
3112, II, 1981-06-06, NULL, NULL
3113, II, 1981-06-06, NULL, NULL
3114, II, 1981-06-06, NULL, NULL
3115, II, 1981-06-06, NULL, NULL
3116, II, 1981-06-06, NULL, NULL
3117, II, 1981-06-06, NULL, NULL
3118, II, 1981-06-06, NULL, NULL
3119, II, 1981-06-06, NULL, NULL
3126, I, 1975-07-01, NULL, NULL
3127, I, 1975-07-01, NULL, NULL
3128, I, 1975-07-01, NULL, NULL
3130, II, 1979-06-28, NULL, NULL
3131, II, 1979-06-28, NULL, NULL
3133, II, 1977-02-04, NULL, NULL
3133, II, 1979-06-28, NULL, Included with STRIGIFORMES spp.
3134, II, 1979-06-28, NULL, NULL
3135, II, 1979-06-28, NULL, NULL
3136, II, 1979-06-28, NULL, NULL
3137, II, 1979-06-28, NULL, NULL
3138, II, 1979-06-28, NULL, NULL
3139, II, 1979-06-28, NULL, NULL
3140, II, 1979-06-28, NULL, NULL
3141, II, 1979-06-28, NULL, NULL
3142, II, 1979-06-28, NULL, NULL
3143, II, 1979-06-28, NULL, NULL
3144, II, 1979-06-28, NULL, NULL
3150, I, 1992-06-11, NULL, All sspp.
3150, I, 1979-06-28, NULL, Subspecies _homrai_ only
3150, II, 1975-07-01, NULL, NULL
3151, II, 1990-01-18, NULL, NULL
3152, II, 1990-01-18, NULL, NULL
3153, I, 1975-07-01, NULL, NULL
3154, I, 1979-06-28, NULL, NULL
3154, I, 1992-06-11, NULL, Included with B. bicornis
3155, II, 1975-07-01, NULL, NULL
3155, II, 1992-06-11, NULL, Included with Buceros spp.
3156, II, 1975-07-01, NULL, NULL
3156, II, 1992-06-11, NULL, Included with Buceros spp.
3160, II, 1985-08-01, NULL, NULL
3171, Deleted, 1977-07-01, NULL, NULL
3172, Deleted, 1985-08-01, NULL, NULL
3172, I, 1975-07-01, NULL, NULL
3172, I, 1995-02-16, NULL, NULL
3173, II, 1975-07-01, NULL, NULL
3173, Deleted, 2000-07-19, NULL, NULL
3174, I, 1975-07-01, NULL, NULL
3339, II, 1977-02-04, NULL, NULL
3339, Deleted, 1997-09-18, NULL, NULL
3339, I, 1975-07-01, NULL, NULL
3340, II, 1979-06-28, NULL, Included with FALCONIFORMES spp.
3341, II, 1979-06-28, NULL, NULL
3342, II, 1979-06-28, NULL, NULL
3343, II, 1979-06-28, NULL, NULL
3344, II, 1979-06-28, NULL, NULL
3345, II, 1979-06-28, NULL, Included with FALCONIFORMES spp.
3346, II, 1979-06-28, NULL, NULL
3347, II, 1979-06-28, NULL, Included with FALCONIFORMES spp.
3349, II, 1979-06-28, NULL, NULL
3350, II, 1979-06-28, NULL, NULL
3351, II, 1979-06-28, NULL, NULL
3352, II, 1979-06-28, NULL, Included with FALCONIFORMES spp.
3353, II, 1979-06-28, NULL, NULL
3354, II, 1979-06-28, NULL, NULL
