Date,Manual ID,Title,Lang,Master Document ID,Volume,Type,General/ Part,PDF Filename trimmed
1986,A-402.000.000.001,Manual de identificación de la CITES - Caudata,ES,A-402.000.000.001,3,CITES ID Manual,General,A-402.000.000.001 Caudata general notes_S.pdf
1986,A-402.000.000.001,Manuel d'identification de la CITES - Caudata,FR,A-402.000.000.001,3,CITES ID Manual,General,A-402.000.000.001 Caudata general notes_F.pdf
1986,A-402.001.000.001,CITES ID Manual - Ambystomatidae - General notes,EN,,3,CITES ID Manual,General,A-402.001.000.001 Ambystomatidae general notes_EN.pdf
1986,A-402.001.000.001,Manual de identificación de la CITES - Ambystomatidae - Notas generales,ES,A-402.001.000.001,3,CITES ID Manual,General,A-402.001.000.001 Ambystomatidae general notes_S.pdf
1986,A-402.001.000.001,Manuel d'identification de la CITES - Ambystomatidae - Notes générales,FR,A-402.001.000.001,3,CITES ID Manual,General,A-402.001.000.001 Ambystomatidae general notes_F.pdf
1986,A-402.001.000.002,CITES ID Manual - Ambystomatidae,EN,,3,CITES ID Manual,General,A-402.001.000.002 Identification aid mexican ambystomatidae_EN.pdf
1986,A-402.001.000.002,Manual de identificación de la CITES - Ambystomatidae,ES,A-402.001.000.002,3,CITES ID Manual,General,A-402.001.000.002 Identification aid mexican ambystomatidae_S.pdf
1986,A-402.001.000.pdf,Manuel d'identification de la CITES - Ambystomatidae,FR,A-402.001.000.002,3,CITES ID Manual,General,A-402.001.000.002 Identification key ambystomatidae_F.pdf
1986,A-402.001.001.006,CITES ID Manual - Ambystoma dumerilii,EN,,3,CITES ID Manual,General,A-402.001.001.006 Ambystoma dumerilii_E.pdf
1986,A-402.001.001.006,Manual de identificación de la CITES - Ambystoma dumerilii,ES,A-402.001.001.006,3,CITES ID Manual,General,A-402.001.001.006 Ambystoma dumerilii_S.pdf
1986,A-402.001.001.006,Manuel d'identification de la CITES - Ambystoma dumerilii,FR,A-402.001.001.006,3,CITES ID Manual,General,A-402.001.001.006 Ambystoma dumerilii_F.pdf
1986,A-402.001.001.013,CITES ID Manual - Ambystoma lermaense,EN,,3,CITES ID Manual,General,A-402.001.001.013 Ambystoma lermaense_E.pdf
1986,A-402.001.001.013,Manual de identificación de la CITES - Ambystoma lermaense,ES,A-402.001.001.013,3,CITES ID Manual,General,A-402.001.001.013 Ambystoma lermaense_S.pdf
1986,A-402.001.001.013,Manuel d'identification de la CITES - Ambystoma lermaense,FR,A-402.001.001.013,3,CITES ID Manual,General,A-402.001.001.013 Ambystoma lermaense_F.pdf
1986,A-402.001.001.017,CITES ID Manual - Ambystoma mexicanum,EN,,3,CITES ID Manual,General,A-402.001.001.017 Ambystoma mexicanum_E.pdf
1986,A-402.001.001.017,Manual de identificación de la CITES - Ambystoma mexicanum,ES,A-402.001.001.017,3,CITES ID Manual,General,A-402.001.001.017 Ambystoma mexicanum_S.pdf
1986,A-402.001.001.017,Manuel d'identification de la CITES - Ambystoma mexicanum,FR,A-402.001.001.017,3,CITES ID Manual,General,A-402.001.001.017 Ambystoma mexicanum_F.pdf
1986,A-402.003.000.001,CITES ID Manual - Cryptobranchidae,EN,,3,CITES ID Manual,General,A-402.003.000.001 Cryptobranchidae general notes_EN.pdf
1986,A-402.003.000.001,Manual de identificación de la CITES - Cryptobranchidae,ES,A-402.003.000.001,3,CITES ID Manual,General,A-402.003.000.001 Cryptobranchidae general notes_S.pdf
1986,A-402.003.000.001,Manuel d'identification de la CITES - Cryptobranchidae,FR,A-402.003.000.001,3,CITES ID Manual,General,A-402.003.000.001 Cryptobranchidae general notes_F.pdf
1986,A-402.003.001.001,CITES ID Manual - Andrias davidianus,EN,,3,CITES ID Manual,General,A-402.003.001.001 Andrias davidianus_E.pdf
1986,A-402.003.001.001,Manual de identificación de la CITES - Andrias davidianus,ES,A-402.003.001.001,3,CITES ID Manual,General,A-402.003.001.001 Andrias davidianus_S.pdf
1986,A-402.003.001.001,Manuel d'identification de la CITES - Andrias davidianus,FR,A-402.003.001.001,3,CITES ID Manual,General,A-402.003.001.001 Andrias davidianus_F.pdf
1986,A-402.003.001.002,CITES ID Manual - Andrias japonicus,EN,,3,CITES ID Manual,General,A-402.003.001.002 Andrias japonicus_E.pdf
1986,A-402.003.001.002,Manual de identificación de la CITES - Andrias japonicus,ES,A-402.003.001.002,3,CITES ID Manual,General,A-402.003.001.002 Andrias japonicus_S.pdf
1986,A-402.003.001.002,Manuel d'identification de la CITES - Andrias japonicus,FR,A-402.003.001.002,3,CITES ID Manual,General,A-402.003.001.002 Andrias japonicus_F.pdf
1986,A-403.000.000.001,CITES ID Manual - Anura,EN,,3,CITES ID Manual,General,A-403.000.000.001 Anura general notes_EN.pdf
1986,A-403.000.000.001,Manual de identificación de la CITES - Anura,ES,A-403.000.000.001,3,CITES ID Manual,General,A-403.000.000.001 Anura general notes_S.pdf
1986,A-403.000.000.001,Manuel d'identification de la CITES - Anura,FR,A-403.000.000.001,3,CITES ID Manual,General,A-403.000.000.001 Anura general notes_F.pdf
1986,A-403.002.002.036,CITES ID Manual - Atelopus zeteki,EN,,3,CITES ID Manual,General,A-403.002.002.036 Atelopus varius zeteki_E.pdf
1986,A-403.002.002.036,Manual de identificación de la CITES - Atelopus zeteki,ES,A-403.002.002.036,3,CITES ID Manual,General,A-403.002.002.036 Atelopus varius zeteki_S.pdf
1986,A-403.002.003.158,CITES ID Manual - Bufo retiformis,EN,,3,CITES ID Manual,General,A-403.002.003.158 Bufo retiformis_E.pdf
1986,A-403.002.003.158,Manual de identificación de la CITES - Bufo retiformis,ES,A-403.002.003.158,3,CITES ID Manual,General,A-403.002.003.158 Bufo retiformis_S.pdf
1986,A-403.002.003.174,CITES ID Manual - Amietophrynus superciliaris,EN,,3,CITES ID Manual,General,A-403.002.003.174 Bufo superciliaris_E.pdf
1986,A-403.002.003.174,Manual de identificación de la CITES - Amietophrynus superciliaris,ES,A-403.002.003.174,3,CITES ID Manual,General,A-403.002.003.174 Bufo superciliaris_S.pdf
1986,A-403.002.013.000,CITES ID Manual - Nectophrynoides,EN,,3,CITES ID Manual,General,A-403.002.013.000 Nectophrynoides_E.pdf
1986,A-403.002.013.000,Manual de identificación de la CITES - Nectophrynoides,ES,A-403.002.013.000,3,CITES ID Manual,General,A-403.002.013.000 Nectophrynoides_S.pdf
1999,A-403.014.018.001,CITES ID Manual - Rheobatrachus silus,EN,,3,CITES ID Manual,General,A-403.014.018.001 Rheobatrachus silus_E.pdf
1999,A-403.014.018.001,Manual de identificación de la CITES - Rheobatrachus silus,ES,A-403.014.018.001,3,CITES ID Manual,General,A-403.014.018.001 Rheobatrachus silus_S.pdf
1999,A-403.014.018.002,CITES ID Manual - Rheobatrachus vitellinus,EN,,3,CITES ID Manual,General,A-403.014.018.002 Rheobatrachus vitellinus_E.pdf
1999,A-403.014.018.002,Manual de identificación de la CITES - Rheobatrachus vitellinus,ES,A-403.014.018.002,3,CITES ID Manual,General,A-403.014.018.002 Rheobatrachus vitellinus_S.pdf
1986,A-403.016.040.087,CITES ID Manual - Euphlyctis hexadactylus,EN,,3,CITES ID Manual,General,A-403.016.040.087 Euphlyctis hexadactylus_E.pdf
1986,A-403.016.040.087,Manual de identificación de la CITES - Euphlyctis hexadactylus,ES,A-403.016.040.087,3,CITES ID Manual,General,A-403.016.040.087 Rana hexadactyla_S.pdf
1986,A-403.016.040.087,Manuel d'identification de la CITES - Euphlyctis hexadactylus,FR,A-403.016.040.087,3,CITES ID Manual,General,A-403.016.040.087 Euphlyctis hexadactylus_F.pdf
1986,A-403.016.040.229,CITES ID Manual - Hoplobatrachus tigerinus,EN,,3,CITES ID Manual,General,A-403.016.040.229 Hoplobatrachus tigerinus_E.pdf
1986,A-403.016.040.229,Manual de identificación de la CITES - Hoplobatrachus tigerinus,ES,A-403.016.040.229,3,CITES ID Manual,General,A-403.016.040.229 Rana tigerina_S.pdf
1986,A-403.016.040.229,Manuel d'identification de la CITES - Hoplobatrachus tigerinus,FR,A-403.016.040.229,3,CITES ID Manual,General,A-403.016.040.229 Hoplobatrachus tigerinus_F.pdf
2003,A-500.707.001.001,CITES ID Manual - Rhincodon typus,EN,,3,CITES ID Manual,General,A-500.707.001.001 Rhincodon typus_E.pdf
2003,A-500.707.001.001,Manual de identificación de la CITES - Rhincodon typus,ES,A-500.707.001.001,3,CITES ID Manual,General,A-500.707.001.001 Rhincodon typus_S.pdf
2003,A-500.805.001.001,CITES ID Manual - Cetorhinus maximus,EN,,3,CITES ID Manual,General,A-500.805.001.001 Cetorhinus maximus_E.pdf
2003,A-500.805.001.001,Manual de identificación de la CITES - Cetorhinus maximus,ES,A-500.805.001.001,3,CITES ID Manual,General,A-500.805.001.001 Cetorhinus maximus_S.pdf
2003,A-500.805.001.001,Manuel d'identification de la CITES - Cetorhinus maximus,FR,A-500.805.001.001,3,CITES ID Manual,General,A-500.805.001.001 Cetorhinus maximus_F.pdf
2003,A-501.001.001.001,Manual de identificación de la CITES - Neoceratodus forsteri,ES,,3,CITES ID Manual,General,A-501.001.001.001 Neoceratodus forsteri_S.pdf
2004,A-503.001.000.001,CITES ID Manual - Latimeriidae,EN,,3,CITES ID Manual,General,A-503.001.000.001 Latimeriidae general notes_E.pdf
2004,A-503.001.000.001,Manual de identificación de la CITES - Latimeriidae - Notas generales,ES,A-503.001.000.001,3,CITES ID Manual,General,A-503.001.000.001 Latimeriidae notas generales_S.pdf
2004,A-503.001.000.002,CITES ID Manual - Latimeriidae - List,EN,,3,CITES ID Manual,General,A-503.001.000.002 Latimeriidae species list_E.pdf
2004,A-503.001.000.003,CITES ID Manual - Latimeria,EN,,3,CITES ID Manual,General,A-503.001.000.003 Key to the genus Latimeria_E.pdf
2004,A-503.001.001.001,Manual de identificación de la CITES - Latimeria,ES,A-503.001.001.001,3,CITES ID Manual,General,A-503.001.001.001 Key to the genus Latimeria_S.pdf
2004,A-503.001.001.002,CITES ID Manual - Latimeria chalumnae,EN,,3,CITES ID Manual,General,A-503.001.001.002 Latimeria chalumnae_E.pdf
2004,A-503.001.001.002,Manual de identificación de la CITES - Latimeria chalumnae,ES,A-503.001.001.002,3,CITES ID Manual,General,A-503.001.001.002 Latimeria chalumnae_S.pdf
2004,A-503.001.001.003,CITES ID Manual - Latimeria menadoensis,EN,,3,CITES ID Manual,General,A-503.001.001.003 Latimeria menadoensis_E.pdf
2004,A-503.001.001.003,Manual de identificación de la CITES - Latimeria menadoensis,ES,A-503.001.001.003,3,CITES ID Manual,General,A-503.001.001.003 Latimeria menadoensis_S.pdf
1985,A-505.001.001.002,CITES ID Manual - Acipenser brevirostrum,EN,,3,CITES ID Manual,General,A-505.001.001.002 Acipenser brevirostrum_EN.pdf
1985,A-505.001.001.002,Manual de identificación de la CITES - Acipenser brevirostrum,ES,A-505.001.001.002,3,CITES ID Manual,General,A-505.001.001.002 Acipenser brevirostrum_S.pdf
1985,A-505.001.001.010,CITES ID Manual - Acipenser oxyrinchus,EN,,3,CITES ID Manual,General,A-505.001.001.010 Acipenser oxyrhynchus_EN.pdf
1985,A-505.001.001.010,Manual de identificación de la CITES - Acipenser oxyrinchus,ES,A-505.001.001.010,3,CITES ID Manual,General,A-505.001.001.010 Acipenser oxyrhynchus_S.pdf
1985,A-505.001.001.015,CITES ID Manual - Acipenser sturio,EN,,3,CITES ID Manual,General,A-505.001.001.015 Acipenser sturio_EN.pdf
1985,A-505.001.001.015,Manual de identificación de la CITES - Acipenser sturio,ES,A-505.001.001.015,3,CITES ID Manual,General,A-505.001.001.015 Acipenser sturio_S.pdf
2005,A-505.905.001.001,CITES ID Manual - Carcharodon carcharias,EN,,3,CITES ID Manual,General,A-505.905.001.001 Carcharodon carcharias_E.pdf
1985,A-508.003.001.001,CITES ID Manual - Arapaima gigas,EN,,3,CITES ID Manual,General,A-508.003.001.001 Arapaima gigas_EN.pdf
1985,A-508.003.001.001,Manual de identificación de la CITES - Arapaima gigas,ES,A-508.003.001.001,3,CITES ID Manual,General,A-508.003.001.001 Arapaima gigas_S.pdf
1985,A-508.003.004.001,CITES ID Manual - Scleropages formosus,EN,,3,CITES ID Manual,General,A-508.003.004.001 Scleropages formosus_EN.pdf
1985,A-508.003.004.001,Manual de identificación de la CITES - Scleropages formosus,ES,A-508.003.004.001,3,CITES ID Manual,General,A-508.003.004.001 Scleropages formosus_S.pdf
1985,A-516.011.032.001,CITES ID Manual - Caecobarbus geertsi,EN,,3,CITES ID Manual,General,A-516.011.032.001 Caecobarbus geertsi_EN.pdf
1985,A-516.011.032.001,Manual de identificación de la CITES - Caecobarbus geertsii,ES,A-516.011.032.001,3,CITES ID Manual,General,A-516.011.032.001 Caecobarbus geertsi_S.pdf
2005,A-525.000.001.001,CITES ID Manual - Hippocampus abdominalis,EN,,3,CITES ID Manual,General,A-525.000.001.001 Hippocampus abdominalis_E.pdf
2005,A-525.000.001.002,CITES ID Manual - Hippocampus algiricus,EN,,3,CITES ID Manual,General,A-525.000.001.002 Hippocampus algiricus_E.pdf
2005,A-525.000.001.003,CITES ID Manual - Hippocampus angustus,EN,,3,CITES ID Manual,General,A-525.000.001.003 Hippocampus angustus_E.pdf
2005,A-525.000.001.004,CITES ID Manual - Hippocampus barbouri,EN,,3,CITES ID Manual,General,A-525.000.001.004 Hippocampus barbouri_E.pdf
2005,A-525.000.001.005,CITES ID Manual - Hippocampus bargibanti,EN,,3,CITES ID Manual,General,A-525.000.001.005 Hippocampus bargibanti_E.pdf
2005,A-525.000.001.006,CITES ID Manual - Hippocampus kuda - borboniensis,EN,,3,CITES ID Manual,General,A-525.000.001.006 Hippocampus borboniensis_E.pdf
2005,A-525.000.001.007,CITES ID Manual - Hippocampus breviceps,EN,,3,CITES ID Manual,General,A-525.000.001.007 Hippocampus breviceps_E.pdf
2005,A-525.000.001.008,CITES ID Manual - Hippocampus camelopardalis,EN,,3,CITES ID Manual,General,A-525.000.001.008 Hippocampus camelopardalis_E.pdf
2005,A-525.000.001.009,CITES ID Manual - Hippocampus capensis,EN,,3,CITES ID Manual,General,A-525.000.001.009 Hippocampus capensis_E.pdf
2005,A-525.000.001.010,CITES ID Manual - Hippocampus comes,EN,,3,CITES ID Manual,General,A-525.000.001.010 Hippocampus comes_E.pdf
2005,A-525.000.001.011,CITES ID Manual - Hippocampus coronatus,EN,,3,CITES ID Manual,General,A-525.000.001.011 Hippocampus coronatus_E.pdf
2005,A-525.000.001.012,CITES ID Manual - Hippocampus denise,EN,,3,CITES ID Manual,General,A-525.000.001.012 Hippocampus denise_E.pdf
2005,A-525.000.001.013,CITES ID Manual - Hippocampus erectus,EN,,3,CITES ID Manual,General,A-525.000.001.013 Hippocampus erectus_E.pdf
2005,A-525.000.001.014,CITES ID Manual - Hippocampus fisheri,EN,,3,CITES ID Manual,General,A-525.000.001.014 Hippocampus fisheri_E.pdf
2005,A-525.000.001.015,CITES ID Manual - Hippocampus kuda - fuscus,EN,,3,CITES ID Manual,General,A-525.000.001.015 Hippocampus fuscus_E.pdf
2005,A-525.000.001.016,CITES ID Manual - Hippocampus guttulatus,EN,,3,CITES ID Manual,General,A-525.000.001.016 Hippocampus guttulatus_E.pdf
2005,A-525.000.001.017,CITES ID Manual - Hippocampus hippocampus,EN,,3,CITES ID Manual,General,A-525.000.001.017 Hippocampus hippocampus_E.pdf
2005,A-525.000.001.018,CITES ID Manual - Hippocampus histrix,EN,,3,CITES ID Manual,General,A-525.000.001.018 Hippocampus histrix_E.pdf
2005,A-525.000.001.019,CITES ID Manual - Hippocampus ingens,EN,,3,CITES ID Manual,General,A-525.000.001.019 Hippocampus ingens_E.pdf
2005,A-525.000.001.020,CITES ID Manual - Hippocampus jayakari,EN,,3,CITES ID Manual,General,A-525.000.001.020 Hippocampus jayakari_E.pdf
2005,A-525.000.001.021,CITES ID Manual - Hippocampus kelloggi,EN,,3,CITES ID Manual,General,A-525.000.001.021 Hippocampus kelloggi_E.pdf
2005,A-525.000.001.022,CITES ID Manual - Hippocampus kuda,EN,,3,CITES ID Manual,General,A-525.000.001.022 Hippocampus kuda_E.pdf
2005,A-525.000.001.023,CITES ID Manual - Hippocampus lichtensteinii,EN,,3,CITES ID Manual,General,A-525.000.001.023 Hippocampus lichtensteinii_E.pdf
2005,A-525.000.001.024,CITES ID Manual - Hippocampus minotaur,EN,,3,CITES ID Manual,General,A-525.000.001.024 Hippocampus minotaur_E.pdf
2005,A-525.000.001.025,CITES ID Manual - Hippocampus mohnikei,EN,,3,CITES ID Manual,General,A-525.000.001.025 Hippocampus mohnikei_E.pdf
2005,A-525.000.001.026,CITES ID Manual - Hippocampus reidi,EN,,3,CITES ID Manual,General,A-525.000.001.026 Hippocampus reidi_E.pdf
2005,A-525.000.001.027,CITES ID Manual - Hippocampus sindonis,EN,,3,CITES ID Manual,General,A-525.000.001.027 Hippocampus sindonis_E.pdf
2005,A-525.000.001.028,CITES ID Manual - Hippocampus spinosissimus,EN,,3,CITES ID Manual,General,A-525.000.001.028 Hippocampus spinosissimus_E.pdf
2005,A-525.000.001.029,CITES ID Manual - Hippocampus subelongatus,EN,,3,CITES ID Manual,General,A-525.000.001.029 Hippocampus subelongatus_E.pdf
2005,A-525.000.001.030,CITES ID Manual - Hippocampus trimaculatus,EN,,3,CITES ID Manual,General,A-525.000.001.030 Hippocampus trimaculatus_E.pdf
2005,A-525.000.001.031,CITES ID Manual - Hippocampus whitei,EN,,3,CITES ID Manual,General,A-525.000.001.031 Hippocampus whitei_E.pdf
2005,A-525.000.001.032,CITES ID Manual - Hippocampus zebra,EN,,3,CITES ID Manual,General,A-525.000.001.032 Hippocampus zebra_E.pdf
2005,A-525.000.001.033,CITES ID Manual - Hippocampus zosterae,EN,,3,CITES ID Manual,General,A-525.000.001.033 Hippocampus zosterae_E.pdf
1992,A-829.003.001.001,CITES ID Manual - Hirudo medicinalis,EN,,3,CITES ID Manual,General,A-829.003.001.001 Hirudo medicinalis_EN.pdf
1992,A-829.003.001.001,Manuel d'identification de la CITES - Hirudo medicinalis,FR,A-829.003.001.001,3,CITES ID Manual,General,A-829.003.001.001 Hirudo medicinalis_F.pdf
1987,A-841.024.000.001,CITES ID Manual - Tridacnidae,EN,,3,CITES ID Manual,General,A-841.024.000.001 Tridacnidae general notes_EN.pdf
1987,A-841.024.000.001,Manual de identificación de la CITES - Tridacnidae,ES,A-841.024.000.001,3,CITES ID Manual,General,A-841.024.000.001 Tridacnidae general notes_S.pdf
1987,A-841.024.001.001,CITES ID Manual - Tridacna crocea,EN,,3,CITES ID Manual,General,A-841.024.001.001 Tridacna crocea_E.pdf
1987,A-841.024.001.001,Manual de identificación de la CITES - Tridacna crocea,ES,A-841.024.001.001,3,CITES ID Manual,General,A-841.024.001.001 Tridacna crocea_S.pdf
1987,A-841.024.001.002,CITES ID Manual - Tridacna derasa,EN,,3,CITES ID Manual,General,A-841.024.001.002 Tridacna derasa_E.pdf
1987,A-841.024.001.002,Manual de identificación de la CITES - Tridacna derasa,ES,A-841.024.001.002,3,CITES ID Manual,General,A-841.024.001.002 Tridacna derasa_S.pdf
1987,A-841.024.001.003,CITES ID Manual - Tridacna gigas,EN,,3,CITES ID Manual,General,A-841.024.001.003 Tridacna gigas_E.pdf
1987,A-841.024.001.003,Manual de identificación de la CITES - Tridacna gigas,ES,A-841.024.001.003,3,CITES ID Manual,General,A-841.024.001.003 Tridacna gigas_S.pdf
1987,A-841.024.001.004,CITES ID Manual - Tridacna maxima,EN,,3,CITES ID Manual,General,A-841.024.001.004 Tridacna maxima_E.pdf
1987,A-841.024.001.004,Manual de identificación de la CITES - Tridacna maxima,ES,A-841.024.001.004,3,CITES ID Manual,General,A-841.024.001.004 Tridacna maxima_S.pdf
1987,A-841.024.001.005,CITES ID Manual - Tridacna squamosa,EN,,3,CITES ID Manual,General,A-841.024.001.005 Tridacna squamosa_E.pdf
1987,A-841.024.001.005,Manual de identificación de la CITES - Tridacna squamosa,ES,A-841.024.001.005,3,CITES ID Manual,General,A-841.024.001.005 Tridacna squamosa_S.pdf
1987,A-841.024.002.001,CITES ID Manual - Hippopus hippopus,EN,,3,CITES ID Manual,General,A-841.024.002.001 Hippopus hippopus_E.pdf
1987,A-841.024.002.001,Manual de identificación de la CITES - Hippopus hippopus,ES,A-841.024.002.001,3,CITES ID Manual,General,A-841.024.002.001 Hippopus hippopus_S.pdf
1987,A-841.024.002.002,CITES ID Manual - Hippopus porcellanus,EN,,3,CITES ID Manual,General,A-841.024.002.002 Hippopus porcellanus_E.pdf
1987,A-841.024.002.002,Manual de identificación de la CITES - Hippopus porcellanus,ES,A-841.024.002.002,3,CITES ID Manual,General,A-841.024.002.002 Hippopus porcellanus_S.pdf
2004,A-930.030.00.000,CITES ID Handbuch - Atrophaneura jophon,DE,,3,CITES ID Manual,General,A-930.030.00.000 Atrophaneura jophon_G.pdf
1992,A-930.030.010.001,CITES ID Manual - Bhutanitis lidderdalii,EN,,3,CITES ID Manual,General,A-930.030.010.001 Bhutanitis lidderdalii_EN.pdf
1992,A-930.030.010.001,Manuel d'identification de la CITES - Bhutanitis lidderdalii,FR,A-930.030.010.001,3,CITES ID Manual,General,A-930.030.010.001 Bhutanitis lidderdalii_F.pdf
1992,A-930.030.010.002,CITES ID Manual - Bhutanitis ludlowi,EN,,3,CITES ID Manual,General,A-930.030.010.002 Bhutanitis ludlowi_EN.pdf
1992,A-930.030.010.002,Manuel d'identification de la CITES - Bhutanitis ludlowi,FR,A-930.030.010.002,3,CITES ID Manual,General,A-930.030.010.002 Bhutanitis ludlowi_F.pdf
1992,A-930.030.010.003,CITES ID Manual - Bhutanitis mansfieldi,EN,,3,CITES ID Manual,General,A-930.030.010.003 Bhutanitis mansfieldi_EN.pdf
1992,A-930.030.010.003,Manuel d'identification de la CITES - Bhutanitis mansfieldi,FR,A-930.030.010.003,3,CITES ID Manual,General,A-930.030.010.003 Bhutanitis mansfieldi_F.pdf
1992,A-930.030.010.004,CITES ID Manual - Bhutanitis thaidina,EN,,3,CITES ID Manual,General,A-930.030.010.004 Bhutanitis thaidina_EN.pdf
1992,A-930.030.010.004,Manuel d'identification de la CITES - Bhutanitis thaidina,FR,A-930.030.010.004,3,CITES ID Manual,General,A-930.030.010.004 Bhutanitis thaidina_F.pdf
1985,A-930.030.030.001,CITES ID Manual - Papilionidae,EN,,3,CITES ID Manual,General,A-930.030.030.001 Papilionidae general notes_EN.pdf
1985,A-930.030.030.001,Manual de identificación de la CITES - Papilionidae - Notas generales,ES,A-930.030.030.001,3,CITES ID Manual,General,A-930.030.030.001 Papilionidae general notes_S.pdf
1985,A-930.030.030.003,CITES ID Manual - Papilionidae - Genera,EN,,3,CITES ID Manual,General,A-930.030.030.003 Papilionidae identification aid birdwing butterfly genera_EN.pdf
1985,A-930.030.030.003,Manual de identificación de la CITES - Papilionidae - Géneros,ES,A-930.030.030.003,3,CITES ID Manual,General,A-930.030.030.003 Papilionidae identification aid birdwing butterfly genera_S.pdf
1985,A-930.030.030.004,CITES ID Manual - Papilionidae - Species,EN,,3,CITES ID Manual,General,A-930.030.030.004 Papilionidae identification aid birdwing butterfly species_EN.pdf
1985,A-930.030.030.004,Manual de identificación de la CITES - Papilionidae - Especies,ES,A-930.030.030.004,3,CITES ID Manual,General,A-930.030.030.004 Papilionidae identification aid birdwing butterfly species_S.pdf
1985,A-930.030.031.001,CITES ID Manual - Ornithoptera aesacus,EN,,3,CITES ID Manual,General,A-930.030.031.001 Ornithoptera aesacus_EN.pdf
1985,A-930.030.031.001,Manual de identificación de la CITES - Ornithoptera aesacus,ES,A-930.030.031.001,3,CITES ID Manual,General,A-930.030.031.001 Ornithoptera aesacus_S.pdf
1985,A-930.030.031.002,CITES ID Manual - Ornithoptera alexandrae,EN,,3,CITES ID Manual,General,A-930.030.031.002 Ornithoptera alexandrae_EN.pdf
1985,A-930.030.031.002,Manual de identificación de la CITES - Ornithoptera alexandrae,ES,A-930.030.031.002,3,CITES ID Manual,General,A-930.030.031.002 Ornithoptera alexandrae_S.pdf
1985,A-930.030.031.003,CITES ID Manual - Ornithoptera allottei,EN,,3,CITES ID Manual,General,A-930.030.031.003 Ornithoptera allottei_EN.pdf
1985,A-930.030.031.003,Manual de identificación de la CITES - Ornithoptera allottei,ES,A-930.030.031.003,3,CITES ID Manual,General,A-930.030.031.003 Ornithoptera allottei_S.pdf
1985,A-930.030.031.004,CITES ID Manual - Ornithoptera priamus - caelestis,EN,,3,CITES ID Manual,General,A-930.030.031.004 Ornithoptera caelestis_EN.pdf
1985,A-930.030.031.004,Manual de identificación de la CITES - Ornithoptera priamus - caelestis,ES,A-930.030.031.004,3,CITES ID Manual,General,A-930.030.031.004 Ornithoptera caelestis_S.pdf
1985,A-930.030.031.005,CITES ID Manual - Ornithoptera chimaera,EN,,3,CITES ID Manual,General,A-930.030.031.005 Ornithoptera chimaera_EN.pdf
1985,A-930.030.031.005,Manual de identificación de la CITES - Ornithoptera chimaera,ES,A-930.030.031.005,3,CITES ID Manual,General,A-930.030.031.005 Ornithoptera chimaera_S.pdf
1985,A-930.030.031.006,CITES ID Manual - Ornithoptera croesus,EN,,3,CITES ID Manual,General,A-930.030.031.006 Ornithoptera croesus_EN.pdf
1985,A-930.030.031.006,Manual de identificación de la CITES - Ornithoptera croesus,ES,A-930.030.031.006,3,CITES ID Manual,General,A-930.030.031.006 Ornithoptera croesus_S.pdf
1985,A-930.030.031.007,CITES ID Manual - Ornithoptera goliath,EN,,3,CITES ID Manual,General,A-930.030.031.007 Ornithoptera goliath_EN.pdf
1985,A-930.030.031.007,Manual de identificación de la CITES - Ornithoptera goliath,ES,A-930.030.031.007,3,CITES ID Manual,General,A-930.030.031.007 Ornithoptera goliath_S.pdf
1985,A-930.030.031.008,CITES ID Manual - Ornithoptera meridionalis,EN,,3,CITES ID Manual,General,A-930.030.031.008 Ornithoptera meridionalis_EN.pdf
1985,A-930.030.031.008,Manual de identificación de la CITES - Ornithoptera meridionalis,ES,A-930.030.031.008,3,CITES ID Manual,General,A-930.030.031.008 Ornithoptera meridionalis_S.pdf
1985,A-930.030.031.009,CITES ID Manual - Ornithoptera paradisea,EN,,3,CITES ID Manual,General,A-930.030.031.009 Ornithoptera paradisea_EN.pdf
1985,A-930.030.031.009,Manual de identificación de la CITES - Ornithoptera paradisea,ES,A-930.030.031.009,3,CITES ID Manual,General,A-930.030.031.009 Ornithoptera paradisea_S.pdf
1985,A-930.030.031.010,CITES ID Manual - Ornithoptera priamus,EN,,3,CITES ID Manual,General,A-930.030.031.010 Ornithoptera priamus_EN.pdf
1985,A-930.030.031.010,Manual de identificación de la CITES - Ornithoptera priamus,ES,A-930.030.031.010,3,CITES ID Manual,General,A-930.030.031.010 Ornithoptera priamus_S.pdf
1985,A-930.030.031.011,CITES ID Manual - Ornithoptera priamus - richmondia,EN,,3,CITES ID Manual,General,A-930.030.031.011 Ornithoptera richmondia_EN.pdf
1985,A-930.030.031.011,Manual de identificación de la CITES - Ornithoptera priamus - richmondia,ES,A-930.030.031.011,3,CITES ID Manual,General,A-930.030.031.011 Ornithoptera richmondia_S.pdf
1985,A-930.030.031.012,CITES ID Manual - Ornithoptera rothschildi,EN,,3,CITES ID Manual,General,A-930.030.031.012 Ornithoptera rothschildi_EN.pdf
1985,A-930.030.031.012,Manual de identificación de la CITES - Ornithoptera rothschildi,ES,A-930.030.031.012,3,CITES ID Manual,General,A-930.030.031.012 Ornithoptera rothschildi_S.pdf
1985,A-930.030.031.013,CITES ID Manual - Ornithoptera tithonus,EN,,3,CITES ID Manual,General,A-930.030.031.013 Ornithoptera tithonus_EN.pdf
1985,A-930.030.031.013,Manual de identificación de la CITES - Ornithoptera tithonus,ES,A-930.030.031.013,3,CITES ID Manual,General,A-930.030.031.013 Ornithoptera tithonus_S.pdf
