rank_name,rec_id,listing,effective_from,party_iso2,is_current,hash_note,populations_iso2,EXCLUDEDpopulations_iso,is_inclusion,included_in_RecID,RankforInclusions,excluded_rec_ids,short_note_en,short_note_es,short_note_fr,full_note_en
SPECIES,17304,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,17304,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,17304,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17304,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17305,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,17305,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,17305,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17305,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17492,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,17492,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,17492,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17492,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17494,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,17494,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,17494,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17494,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17495,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,17495,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,17495,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17495,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17496,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17496,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17498,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,17498,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,17498,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17498,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17499,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,17499,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,17499,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17499,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17887,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,17887,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,17887,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17887,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17888,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,17888,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,17888,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17888,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17889,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,17889,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,17889,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17889,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17890,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,17890,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,17890,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17890,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17891,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,17891,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,17891,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17891,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17892,II,01/07/1975,,0,,,,0,,,,,,,
SPECIES,17893,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,17893,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,17893,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17893,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17894,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,17894,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,17894,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17894,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SUBSPECIES,71511,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SUBSPECIES,71511,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17895,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17895,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17960,II,04/02/1977,,0,,,,0,,,,,,,
SPECIES,17961,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,17961,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,17961,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17961,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,17962,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,17962,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,17962,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,17962,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,1967,I,13/02/2003,,1,,,,0,,,,,,,
SPECIES,1967,I/r,13/02/2003,PH,0,,,,0,,,,,,,
SPECIES,1971,I,18/01/1990,,1,,,,0,,,,,,,
SPECIES,18152,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18152,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18152,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18152,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18153,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18153,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18153,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18153,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18154,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18154,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18154,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18154,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18155,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18155,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18155,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18155,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18156,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18156,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18156,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18156,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18157,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18157,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18157,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18157,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18158,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18158,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18158,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18158,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18159,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18159,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18159,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18159,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18369,II,01/07/1975,,0,,,,0,,,,,,,
SPECIES,18370,II/w,01/01/1982,CH,0,,,,0,,,,,,,
SPECIES,18370,II/w,01/01/1982,LI,0,,,,0,,,,,,,
SPECIES,18370,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18370,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18371,II/w,01/01/1982,CH,0,,,,0,,,,,,,
SPECIES,18371,II/w,01/01/1982,LI,0,,,,0,,,,,,,
SPECIES,18371,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18371,II/r,06/06/1981,LI,0,,,,0,,,,,,,
GENUS,4012,II/w,01/01/1982,CH,0,,,,0,,,,,,,
GENUS,4012,II/w,01/01/1982,LI,0,,,,0,,,,,,,
GENUS,4012,II/r,06/06/1981,CH,0,,,,0,,,SPECIES:18369,Except Prosopeia personata.,Excepto Prosopeia personata.,Sauf Prosopeia personata.,
GENUS,4012,II/r,06/06/1981,LI,0,,,,0,,,SPECIES:18369,Except Prosopeia personata.,Excepto Prosopeia personata.,Sauf Prosopeia personata.,
SPECIES,18423,I,01/07/1975,,1,,,,0,,,,,,,
SPECIES,18424,I,01/07/1975,,1,,,,0,,,,,,,
SPECIES,18425,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18425,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18425,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18425,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18426,I,01/07/1975,,1,,,,0,,,,Possibly extinct,Posiblemente extinguida,Peut-être éteint,
SPECIES,18427,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18427,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18427,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18427,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,2852,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,2852,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,2852,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,2852,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,2853,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,2853,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,2853,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,2853,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18608,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18608,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18608,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18608,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18609,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18609,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18609,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18609,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18610,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18610,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18610,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18610,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18611,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18611,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18611,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18611,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18612,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18612,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18612,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18612,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18613,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18613,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18613,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18613,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18614,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18614,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18614,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18614,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18615,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18615,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18615,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18615,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18616,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18616,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18617,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18617,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18617,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18617,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18618,I,01/07/1975,,1,,,,0,,,,,,,
SPECIES,18619,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18619,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18619,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18619,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18621,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18621,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18621,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18621,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18622,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18622,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18622,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18622,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18624,DELIII,04/03/2007,GH,1,,,,0,,,,,,,
SPECIES,18624,III/r,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18624,III/r,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18624,III/w,01/01/1984,DK,0,,,,0,,,,,,,
SPECIES,18624,III/r,06/06/1981,DK,0,,,,0,,,,,,,
SPECIES,18625,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18625,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18625,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18625,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18626,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18626,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18626,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18626,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18629,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18629,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18629,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18629,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18630,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18630,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18630,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18630,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18631,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18631,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18631,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18631,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SUBSPECIES,18636,II/w,28/02/1991,CH,0,,,,0,,,,,,,
SUBSPECIES,18636,II/w,28/02/1991,LI,0,,,,0,,,,,,,
SUBSPECIES,18636,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SUBSPECIES,18636,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SUBSPECIES,18635,II/w,28/02/1991,CH,0,,,,0,,,,,,,
SUBSPECIES,18635,II/w,28/02/1991,LI,0,,,,0,,,,,,,
SUBSPECIES,18635,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SUBSPECIES,18635,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18633,II/w,28/02/1991,CH,0,,,,0,,,,,,,
SPECIES,18633,II/w,28/02/1991,LI,0,,,,0,,,,,,,
SPECIES,18633,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18633,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18640,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18640,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18640,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18640,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,18921,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,18921,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,18921,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,18921,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19000,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19000,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,81785,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,81785,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19001,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19001,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19002,I,01/07/1975,,1,,,,0,,,,,,,
SPECIES,19003,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19003,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SUBSPECIES,19019,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SUBSPECIES,19019,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19004,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19004,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,81786,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,81786,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19005,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19005,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19006,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19006,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19007,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19007,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19012,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19012,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19008,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19008,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19009,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19009,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19010,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19010,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19011,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19011,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19015,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19015,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,44469,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,44469,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SUBSPECIES,19020,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SUBSPECIES,19020,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19013,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19013,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19014,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19014,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19016,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19016,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,81787,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,81787,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,19017,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,19017,II/r,06/06/1981,LI,0,,,,0,,,,,,,
GENUS,4170,II/r,06/06/1981,CH,0,,,,0,,,SPECIES:19002,Except Pyrrhura cruentata,Excepto Pyrrhura cruentata,Sauf Pyrrhura cruentata,
GENUS,4170,II/r,06/06/1981,LI,0,,,,0,,,SPECIES:19002,Except Pyrrhura cruentata,Excepto Pyrrhura cruentata,Sauf Pyrrhura cruentata,
SPECIES,19715,I,01/07/1975,,0,,,,0,,,,Formerly included in Rhynchopsitta pachyrhyncha.,Anteriormente incluida en Rhynchopsitta pachyrhyncha.,Précédemment inscrit sous Rhynchopsitta pachyrhyncha.,
SPECIES,19716,I,01/07/1975,,0,,,,0,,,,,,,
GENUS,4282,I,06/06/1981,,1,,,,0,,,,,,,
SPECIES,103185,I,01/07/1975,,1,,,,0,,,,,,,
SPECIES,21437,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,21437,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,21437,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,21437,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,21438,II,01/07/1975,,0,,,,0,,,,,,,
SPECIES,21439,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,21439,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,21439,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,21439,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,21440,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,21440,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,21440,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,21440,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,22004,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,22004,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,22004,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,22004,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,22005,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,22005,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,22005,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,22005,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,22006,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,22006,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,22006,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,22006,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,22007,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,22007,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,22007,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,22007,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,22008,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,22008,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,22008,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,22008,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,22009,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,22009,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,22009,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,22009,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,22010,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,22010,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,22010,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,22010,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,22011,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,22011,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,22011,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,22011,II/r,06/06/1981,LI,0,,,,0,,,,,,,
SPECIES,22133,II/w,20/03/1987,CH,0,,,,0,,,,,,,
SPECIES,22133,II/w,20/03/1987,LI,0,,,,0,,,,,,,
SPECIES,22133,II/r,06/06/1981,CH,0,,,,0,,,,,,,
SPECIES,22133,II/r,06/06/1981,LI,0,,,,0,,,,,,,
FAMILY,683,DELIII,04/03/2007,GH,1,,,,0,,,,Listing subsequently changed to named species.,Inclusión modificada ulteriormente para citar las especies.,Inscription modifiée ultérieurement pour citer les espèces.,
FAMILY,683,III/r,24/10/1977,DK,0,,,,0,,,,,,,
FAMILY,683,III,26/02/1976,GH,0,,,,0,,,,Listing subsequently changed to named species.,Inclusión modificada ulteriormente para citar las especies.,Inscription modifiée ultérieurement pour citer les espèces.,
ORDER,129,II,12/01/2005,,1,,,,0,,,"SPECIES:25972,SPECIES:26157","Excludes Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri.","Excluye Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri.","Exclut Agapornis roseicollis, Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri.",
ORDER,129,II/w,20/03/1987,CH,0,,,,0,,,,Reservation withdrawn and replaced by a list of species reservations.,Reserva retirada y sustituida por una lista de reservas sobre las especies.,Réserve retirée et remplacée par une liste de réserves sur des espèces.,
ORDER,129,II/w,20/03/1987,LI,0,,,,0,,,,Reservation withdrawn and replaced by a list of species reservations.,Reserva retirada y sustituida por una lista de reservas sobre las especies.,Réserve retirée et remplacée par une liste de réserves sur des espèces.,
ORDER,129,II,06/06/1981,,0,,,,0,,,"SPECIES:25972,SPECIES:26157","Excludes Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri.","Excluye Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri.","Exclut Melopsittacus undulatus, Nymphicus hollandicus, Psittacula krameri.",
