Name,Rank,RecID,ParentRank,ParentRecID,Status,Author,Notes,Designation
Aonyx,Genus,318,SubFamily,1,A,"Lesson, 1827",,"CITES,EU"
Eira,Genus,1536,SubFamily,2,A,"C. D. H. Smith, 1842",,"CITES,EU"
Enhydra,Genus,1590,SubFamily,1,A,"Fleming, 1822",,"CITES,EU"
Galictis,Genus,1814,SubFamily,2,A,"Bell, 1826",,"CITES,EU"
Ictonyx,Genus,2256,SubFamily,2,A,"Kaup, 1835",,CITES
Lontra,Genus,2613,SubFamily,1,A,"Gray, 1843",,"CITES,EU"
Lutra,Genus,2654,SubFamily,1,A,"Brisson, 1762",,"CITES,EU"
Lutrogale,Genus,2655,SubFamily,1,A,"Gray, 1865",,"CITES,EU"
Martes,Genus,2757,SubFamily,2,A,"Pinel, 1792",,"CITES,EU"
Mellivora,Genus,2835,SubFamily,2,A,"Storr, 1780",,"CITES,EU"
Melogale,Genus,2836,SubFamily,2,A,"I. Geoffroy Saint-Hilaire, 1831 ",,EU
Mustela,Genus,3022,SubFamily,2,A,"Linneaus, 1758",,"CITES,EU"
Pteronura,Genus,4123,SubFamily,1,A,"Gray, 1837",,"CITES,EU"
Taxidea,Genus,4746,SubFamily,2,A,"Waterhouse, 1839",,EU
Hydrictis,Genus,6388,SubFamily,1,A,"Pocock, 1921",,"CITES,EU"
LUTRINAE,SubFamily,1,Family,515,A,"Bonaparte, 1838",,"CITES,EU"
MUSTELINAE,SubFamily,2,Family,515,A,"Fischer, 1817",,"CITES,EU"
bensoni,Species,1,Genus,1,N,"Holyoak, 1973",,"CITES,EU"
Lophopsittacus,Genus,1,Family,683,A,,,"CITES,EU"
ACTINOPTERYGII,Class,1,Phylum,3,A,,,"CITES,EU"
ANNELIDA,Phylum,1,,,A,,,"CITES,EU"
ACIPENSERIFORMES,Order,2,Class,1,A,,,"CITES,EU"
AMPHIBIA,Class,2,Phylum,3,A,,,"CITES,EU"
ARTHROPODA,Phylum,2,,,A,,,"CITES,EU,CMS"
ACANTHURIDAE,Family,3,Order,113,A,,,EU
ANTHOZOA,Class,3,Phylum,5,A,,,"CITES,EU"
CHORDATA,Phylum,3,,,A,,,"CITES,EU,CMS,CMS-AEWA,CMS-ACAP,CMS-EUROBATS"
ARACHNIDA,Class,4,Phylum,2,A,,,"CITES,EU"
ANATIDAE,Family,43,Order,9,A,,,"CITES,EU,CMS"
AVES,Class,5,Phylum,3,A,,,"CITES,EU,CMS,CMS-AEWA,CMS-ACAP"
CNIDARIA,Phylum,5,,,A,,,"CITES,EU"
Abeillia,Genus,6,Family,828,A,"Bonaparte, 1850",,"CITES,EU"
ACHATINELLIDAE,Family,6,Order,150,A,"Gulick, 1873",,"CITES,EU"
BIVALVIA,Class,6,Phylum,7,A,,,"CITES,EU"
ECHINODERMATA,Phylum,6,,,A,,,"CITES,EU"
CEPHALASPIDOMORPHI,Class,7,Phylum,3,A,,,EU
MOLLUSCA,Phylum,7,,,A,,,"CITES,EU"
ACIPENSERIDAE,Family,9,Order,2,A,,,"CITES,EU"
ANSERIFORMES,Order,9,Class,5,A,,,"CITES,EU,CMS"
ANTIPATHARIA,Order,10,Class,3,A,,,"CITES,EU"
Abronia,Genus,11,Family,46,A,"Gray, 1838",,EU
ANURA,Order,11,Class,2,A,,,"CITES,EU"
ELASMOBRANCHII,Class,11,Phylum,3,A,,,"CITES,EU,CMS"
APODIFORMES,Order,12,Class,5,A,,,"CITES,EU"
GASTROPODA,Class,13,Phylum,7,A,,,"CITES,EU"
ARANEAE,Order,14,Class,4,A,,,"CITES,EU"
HIRUDINOIDEA,Class,14,Phylum,1,A,,,"CITES,EU"
ACROPORIDAE,Family,15,Order,137,A,Verrill 1902,,"CITES,EU"
ARCHAEOGASTROPODA,Order,15,Class,13,A,,,"CITES,EU"
HYDROZOA,Class,15,Phylum,5,A,,,"CITES,EU"
ADRIANICHTHYIDAE,Family,16,Order,21,A,,,EU
ARHYNCHOBDELLIDA,Order,16,Class,14,A,,,"CITES,EU"
INSECTA,Class,16,Phylum,2,A,,,"CITES,EU,CMS"
Acanthastrea,Genus,17,Family,514,A,"Milne Edwards & Haime, 1848",,"CITES,EU"
ANHIMIDAE,Family,47,Order,9,A,,,EU
ARTIODACTYLA,Order,17,Class,17,A,,,"CITES,EU,CMS"
MAMMALIA,Class,17,Phylum,3,A,,,"CITES,EU,CMS,CMS-EUROBATS"
ATHERINIFORMES,Order,18,Class,1,A,,,EU
BASOMMATOPHORA,Order,19,Class,13,A,,,EU
AGAMIDAE,Family,21,Order,136,A,,,"CITES,EU"
BELONIFORMES,Order,21,Class,1,A,,,EU
AGARICIIDAE,Family,22,Order,137,A,Gray 1847,,"CITES,EU"
Acanthochelys,Genus,23,Family,172,A,"Gray, 1873",,EU
REPTILIA,Class,23,Phylum,3,A,,,"CITES,EU"
CUNICULIDAE,Family,24,Order,134,A,"Miller & Gidley, 1918",,"CITES,EU"
CAPRIMULGIFORMES,Order,24,Class,5,A,,,EU
SARCOPTERYGII,Class,24,Phylum,3,A,,,"CITES,EU"
CARCHARINIFORMES,Order,25,Class,11,A,,,CITES
APODIDAE,Family,63,Order,12,A,,,EU
CARNIVORA,Order,26,Class,17,A,,,"CITES,EU,CMS"
STELLEROIDEA,Class,26,Phylum,6,,,,"CITES,EU"
TROCHILIDAE,Family,828,Order,12,A,,,"CITES,EU"
CASUARIIFORMES,Order,27,Class,5,A,,,EU
CAPRIMULGIDAE,Family,139,Order,24,A,,,EU
CAUDATA,Order,28,Class,2,A,,,"CITES,EU"
ALLIGATORIDAE,Family,29,Order,43,A,,,"CITES,EU"
CERATODONTIFORMES,Order,29,Class,24,A,,,"CITES,EU"
Acanthurus,Genus,30,Family,3,A,"Forskål, 1775",,EU
CETACEA,Order,30,Class,17,A,,,"CITES,EU"
Accipiter,Genus,31,Family,5,A,"Brisson, 1760",,"CITES,EU"
CHARACIFORMES,Order,31,Class,1,A,,,EU
Acerodon,Genus,32,Family,688,A,"Wagner, 1839",,"CITES,EU"
CHARADRIIFORMES,Order,32,Class,5,A,,,"CITES,EU,CMS,CMS-AEWA"
Aceros,Genus,33,Family,117,A,"J. E. Gray, 1844",,"CITES,EU"
CHIROPTERA,Order,33,Class,17,A,,,"CITES,EU,CMS,CMS-EUROBATS"
AMBLYOPSIDAE,Family,34,Order,114,A,,,EU
CICONIIFORMES,Order,34,Class,5,A,,,"CITES,EU,CMS,CMS-AEWA"
AMBYSTOMATIDAE,Family,35,Order,28,A,,,"CITES,EU"
COELACANTHIFORMES,Order,36,Class,24,A,,,"CITES,EU"
Achatinella,Genus,37,Family,6,A,"Swainson, 1828",,"CITES,EU"
COLEOPTERA,Order,38,Class,16,A,,,"CITES,EU"
ANABANTIDAE,Family,40,Order,113,A,,,EU
COLUMBIFORMES,Order,40,Class,5,A,,,"CITES,EU"
ANABLEPIDAE,Family,41,Order,47,A,,,EU
HOLOTHUROIDEA,Class,41,Phylum,6,,,,"CITES,EU"
Acinonyx,Genus,42,Family,312,A,"Brookes, 1828",,"CITES,EU"
CORACIIFORMES,Order,42,Class,5,A,,,"CITES,EU,CMS"
Acipenser,Genus,43,Family,9,A,"Linnaeus, 1758",,"CITES,EU"
CASUARIIDAE,Family,148,Order,27,A,,,EU
CROCODYLIA,Order,43,Class,23,A,,,"CITES,EU"
CUCULIFORMES,Order,44,Class,5,A,,,"CITES,EU"
ANGUIDAE,Family,46,Order,136,A,,,EU
CYPRINIFORMES,Order,46,Class,1,A,,,"CITES,EU"
ALCIDAE,Family,28,Order,32,A,,,"EU,CMS,CMS-AEWA"
CYPRINODONTIFORMES,Order,47,Class,1,A,,,"CITES,EU"
Acrantophis,Genus,48,Family,106,A,"Jan, 1863",,"CITES,EU"
DASYUROMORPHIA,Order,48,Class,17,A,,,"CITES,EU"
Acrhelia,Genus,49,Family,554,A,"Milne Edwards & Haime, 1849",,"CITES,EU"
Acrocephalus,Genus,51,Family,512,A,"J. A. Naumann & J. F. Naumann, 1811",,"CITES,EU,CMS"
ANOMALURIDAE,Family,53,Order,134,A,"Gervais, 1849",,"CITES,EU"
maxima,Species,54,Genus,17,A,"Sheppard & Salm, 1988",,"CITES,EU"
ANTHEMIPHYLLIIDAE,Family,54,Order,137,A,Vaughan 1907,,"CITES,EU"
DIPROTODONTIA,Order,54,Class,17,A,,,"CITES,EU"
minuta,Species,55,Genus,17,A,"Moll & Best, 1984",,"CITES,EU"
Acropora,Genus,55,Family,15,A,"Oken, 1815",,"CITES,EU"
rotundoflora,Species,56,Genus,17,A,"Chevalier, 1975",,"CITES,EU"
Actenoides,Genus,56,Family,27,A,"Gray, 1848",,EU
ANTILOCAPRIDAE,Family,57,Order,17,A,"Gray, 1866",,"CITES,EU"
ANTIPATHIDAE,Family,58,Order,10,A,,,"CITES,EU"
FALCONIFORMES,Order,59,Class,5,A,,,"CITES,EU,CMS"
Addax,Genus,61,Family,108,A,"Rafinesque, 1815",,"CITES,EU"
APLOCHEILIDAE,Family,61,Order,47,A,,,"CITES,EU"
GALLIFORMES,Order,61,Class,5,A,,,"CITES,EU,CMS"
Adelomyia,Genus,63,Family,828,A,"Bonaparte, 1854",,"CITES,EU"
BURHINIDAE,Family,121,Order,32,A,,,"CITES,EU,CMS,CMS-AEWA"
GAVIIFORMES,Order,63,Class,5,A,,,"EU,CMS"
GORGONACEA,Order,64,Class,3,A,,,"CITES,EU"
Adelopora,Genus,65,Family,778,A,"Cairns, 1982",,"CITES,EU"
GRUIFORMES,Order,65,Class,5,A,,,"CITES,EU,CMS"
CHARADRIIDAE,Family,169,Order,32,A,,,"EU,CMS"
Adrianichthys,Genus,69,Family,16,A,"Weber, 1913",,EU
Aegithalos,Genus,73,Family,17,A,"Hermann, 1804",,EU
macrocephala,Species,74,Genus,23,A,"(Rhodin, Mittermeier & McMorris, 1984)",,EU
Aegolius,Genus,74,Family,772,A,"Kaup, 1829",,"CITES,EU"
pallidipectoris,Species,75,Genus,23,A,"(Freiberg, 1945)",,EU
spixii,Species,76,Genus,23,A,"(Duméril & Bibron, 1835)",,EU
Aegypius,Genus,76,Family,5,A,"Savigny, 1809",,"CITES,EU"
Aeoliscus,Genus,77,Family,154,A,"Jordan & Starks, 1902",,EU
LAGOMORPHA,Order,80,Class,17,A,,,"CITES,EU"
LAMNIFORMES,Order,81,Class,11,A,,,"CITES,EU,CMS"
ASTROCOENIIDAE,Family,82,Order,137,A,Koby 1890,,"CITES,EU"
LEPIDOPTERA,Order,82,Class,16,A,,,"CITES,EU,CMS"
ATHERINIDAE,Family,83,Order,18,A,,,EU
GLAREOLIDAE,Family,340,Order,32,A,,,"EU,CMS,CMS-AEWA"
triostegus,Species,87,Genus,30,A,"(Linnaeus, 1758)",,EU
MESOGASTROPODA,Order,87,Class,13,A,,,"CITES,EU"
albogularis,Species,88,Genus,31,A,"Gray, 1870",,"CITES,EU"
BAGRIDAE,Family,88,Order,142,A,,,EU
badius,Species,89,Genus,31,A,"(Gmelin, 1788)",,"CITES,EU"
HAEMATOPODIDAE,Family,357,Order,32,A,,,CMS-AEWA
bicolor,Species,90,Genus,31,A,"(Vieillot, 1817)",,"CITES,EU"
BALAENIDAE,Family,90,Order,30,A,"Gray, 1821",,"CITES,EU"
MILLEPORINA,Order,90,Class,15,A,,,"CITES,EU"
brachyurus,Species,91,Genus,31,A,"(Ramsay, 1879)",,"CITES,EU"
BALAENOPTERIDAE,Family,91,Order,30,A,"Gray, 1864",,"CITES,EU"
brevipes,Species,92,Genus,31,A,"(Severtsov, 1850)",,"CITES,EU"
MONOTREMATA,Order,92,Class,17,A,,,"CITES,EU"
butleri,Species,93,Genus,31,A,"(Gurney, 1898)",,"CITES,EU"
castanilius,Species,94,Genus,31,A,"Bonaparte, 1853",,"CITES,EU"
BALITORIDAE,Family,94,Order,46,A,,,EU
cirrocephalus,Species,96,Genus,31,A,"(Vieillot, 1817)",,"CITES,EU"
MYTILOIDA,Order,96,Class,6,A,,,"CITES,EU"
collaris,Species,97,Genus,31,A,"Sclater, 1860",,"CITES,EU"
cooperii,Species,98,Genus,31,A,"(Bonaparte, 1828)",,"CITES,EU"
erythrauchen,Species,99,Genus,31,A,"Gray, 1861",,"CITES,EU"
Agamia,Genus,99,Family,67,A,"Reichenbach, 1853",,EU
erythropus,Species,101,Genus,31,A,"(Hartlaub, 1855)",,"CITES,EU"
Agapornis,Genus,101,Family,683,A,"Selby, 1836",,"CITES,EU"
ODONATA,Order,101,Class,16,A,,,EU
fasciatus,Species,102,Genus,31,A,(Vigors & Horsfield),,"CITES,EU"
Agaricia,Genus,102,Family,22,A,"Lamarck, 1801",,"CITES,EU"
francesii,Species,103,Genus,31,A,"Smith, 1834",,"CITES,EU"
OPHIDIIFORMES,Order,103,Class,1,A,,,EU
gentilis,Species,104,Genus,31,A,"(Linnaeus, 1758)",,"CITES,EU"
griseiceps,Species,105,Genus,31,A,"(Schlegel, 1862)",,"CITES,EU"
ORECTOLOBIFORMES,Order,105,Class,11,A,,,"CITES,EU"
gularis,Species,106,Genus,31,A,"(Temminck & Schlegel, 1844)",,"CITES,EU"
Agelastes,Genus,106,Family,613,A,"Bonaparte, 1850",,"CITES,EU"
BOIDAE,Family,106,Order,141,A,"Gray, 1825",,"CITES,EU"
gundlachi,Species,107,Genus,31,A,"Lawrence, 1860",,"CITES,EU"
Agkistrodon,Genus,107,Family,853,A,"de Beauvois, 1799",,"CITES,EU"
LARIDAE,Family,424,Order,32,A,,,"CITES,EU,CMS,CMS-AEWA"
OSTEOGLOSSIFORMES,Order,107,Class,1,A,,,"CITES,EU"
haplochrous,Species,108,Genus,31,A,"Sclater, 1859",,"CITES,EU"
Aglaeactis,Genus,108,Family,828,A,"Gould, 1848",,"CITES,EU"
BOVIDAE,Family,108,Order,17,A,"Gray, 1821",,"CITES,EU,CMS"
henicogrammus,Species,109,Genus,31,A,"(Gray, 1860)",,"CITES,EU"
Aglaiocercus,Genus,109,Family,828,A,"Zimmer, 1930",,"CITES,EU"
PASSERIFORMES,Order,109,Class,5,A,,,"CITES,EU,CMS"
henstii,Species,110,Genus,31,A,"(Schlegel, 1873)",,"CITES,EU"
imitator,Species,111,Genus,31,A,"Hartert, 1926",,"CITES,EU"
PELECANIFORMES,Order,111,Class,5,A,,,"CITES,EU,CMS,CMS-AEWA"
luteoschistaceus,Species,112,Genus,31,A,"Rothschild & Hartert, 1926",,"CITES,EU"
BRADYPODIDAE,Family,112,Order,890,A,"Gray, 1821",,"CITES,EU"
PERAMELEMORPHIA,Order,112,Class,17,A,,,"CITES,EU"
madagascariensis,Species,113,Genus,31,A,"Smith, 1834",,"CITES,EU"
PERCIFORMES,Order,113,Class,1,A,,,"CITES,EU"
melanochlamys,Species,114,Genus,31,A,"(Salvadori, 1875)",,"CITES,EU"
PERCOPSIFORMES,Order,114,Class,1,A,,,EU
melanoleucus,Species,115,Genus,31,A,"Smith, 1830",,"CITES,EU"
PERISSODACTYLA,Order,115,Class,17,A,,,"CITES,EU"
meyerianus,Species,116,Genus,31,A,"(Sharpe, 1878)",,"CITES,EU"
PETROMYZONTIFORMES,Order,116,Class,7,A,,,EU
minullus,Species,117,Genus,31,A,"(Daudin, 1800)",,"CITES,EU"
RECURVIROSTRIDAE,Family,702,Order,32,A,,,"EU,CMS"
nanus,Species,118,Genus,31,A,"(Blasius, 1897)",,"CITES,EU"
BUFONIDAE,Family,118,Order,11,A,,,"CITES,EU"
PHOLIDOTA,Order,118,Class,17,A,,,"CITES,EU"
nisus,Species,119,Genus,31,A,"(Linnaeus, 1758)",,"CITES,EU"
PICIFORMES,Order,119,Class,5,A,,,"CITES,EU"
novaehollandiae,Species,120,Genus,31,A,"(Gmelin, 1788)",,"CITES,EU"
Ailuropoda,Genus,120,Family,845,A,"Milne-Edwards, 1870",,"CITES,EU"
ovampensis,Species,121,Genus,31,A,"Gurney, 1875",,"CITES,EU"
RYNCHOPIDAE,Family,718,Order,32,A,,,CMS
poliocephalus,Species,122,Genus,31,A,"Gray, 1858",,"CITES,EU"
Ailurus,Genus,122,Family,7184,A,"Cuvier, 1825",,"CITES,EU"
BURRAMYIDAE,Family,122,Order,54,A,"Broom, 1898",,"CITES,EU"
PODICIPEDIFORMES,Order,122,Class,5,A,,,"CITES,EU,CMS,CMS-AEWA"
poliogaster,Species,123,Genus,31,A,"(Temminck, 1824)",,"CITES,EU"
BYTHITIDAE,Family,123,Order,103,A,,,EU
princeps,Species,124,Genus,31,A,"Mayr, 1934",,"CITES,EU"
Aix,Genus,124,Family,43,A,"Boie, 1828",,CMS
PRIMATES,Order,124,Class,17,A,,,"CITES,EU"
rhodogaster,Species,125,Genus,31,A,"(Schlegel, 1862)",,"CITES,EU"
Ajaia,Genus,125,Family,809,A,"Reichenbach, 1853",,EU
PRISTIFORMES,Order,125,Class,11,A,,,"CITES,EU"
rufitorques,Species,126,Genus,31,A,"(Peale, 1848)",,"CITES,EU"
PROBOSCIDEA,Order,126,Class,17,A,,,"CITES,EU"
rufiventris,Species,127,Genus,31,A,"Smith, 1830",,"CITES,EU"
PROCELLARIIFORMES,Order,127,Class,5,A,,,"EU,CMS,CMS-ACAP"
soloensis,Species,128,Genus,31,A,"(Horsfield, 1821)",,"CITES,EU"
striatus,Species,129,Genus,31,A,"Vieillot, 1807",,"CITES,EU"
PSITTACIFORMES,Order,129,Class,5,A,,,"CITES,EU"
superciliosus,Species,130,Genus,31,A,"(Linnaeus, 1766)",,"CITES,EU"
CAMAENIDAE,Family,130,Order,150,A,"Pilsbry, 1895",,"CITES,EU"
tachiro,Species,131,Genus,31,A,"(Daudin, 1800)",,"CITES,EU"
Alatotrochus,Genus,131,Family,945,A,"Cairns, 1994",,"CITES,EU"
toussenelii,Species,132,Genus,31,A,"(J. Verreaux & E. Verreaux, 1855)",,"CITES,EU"
CAMELIDAE,Family,132,Order,17,A,"Gray, 1821",,"CITES,EU,CMS"
RHEIFORMES,Order,132,Class,5,A,,,"CITES,EU"
trinotatus,Species,133,Genus,31,A,"Bonaparte, 1850",,"CITES,EU"
RHYNCHOCEPHALIA,Order,133,Class,23,A,,,"CITES,EU"
trivirgatus,Species,134,Genus,31,A,"(Temminck, 1824)",,"CITES,EU"
RODENTIA,Order,134,Class,17,A,,,"CITES,EU"
Alca,Genus,135,Family,28,A,"Linnaeus, 1758",,"EU,CMS-AEWA"
CANIDAE,Family,135,Order,26,A,"Fischer, 1817",,"CITES,EU,CMS"
SALMONIFORMES,Order,135,Class,1,A,,,"CITES,EU"
virgatus,Species,136,Genus,31,A,"(Temminck, 1822)",,"CITES,EU"
Alcedo,Genus,136,Family,27,A,"Linnaeus, 1758",,EU
SAURIA,Order,136,Class,23,A,,,"CITES,EU"
celebensis,Species,137,Genus,32,A,"(Peters, 1867)",,"CITES,EU"
SCOLOPACIDAE,Family,733,Order,32,A,,,"CITES,EU,CMS"
SCLERACTINIA,Order,137,Class,3,A,,,"CITES,EU"
humilis,Species,138,Genus,32,A,"K. Andersen, 1909",,"CITES,EU"
jubatus,Species,139,Genus,32,A,"(Eschscholtz, 1831)",,"CITES,EU"
STERCORARIIDAE,Family,769,Order,32,A,,,"EU,CMS-AEWA"
SCORPAENIFORMES,Order,139,Class,1,A,,,EU
leucotis,Species,140,Genus,32,A,"(Sanborn, 1950)",,"CITES,EU"
Alectoris,Genus,140,Family,613,A,"Kaup, 1829",,EU
CAPROMYIDAE,Family,140,Order,134,A,"Smith, 1842",,EU
SCORPIONES,Order,140,Class,4,A,,,"CITES,EU"
Alectroenas,Genus,141,Family,205,A,"G. R. Gray, 1840",,"CITES,EU"
SERPENTES,Order,141,Class,23,A,,,"CITES,EU"
mackloti,Species,142,Genus,32,A,"(Temminck, 1837)",,"CITES,EU"
Alectrurus,Genus,142,Family,840,A,"Vieillot, 1816",,CMS
SILURIFORMES,Order,142,Class,1,A,,,"CITES,EU"
CARETTOCHELYIDAE,Family,143,Order,153,A,,,"CITES,EU"
SIRENIA,Order,143,Class,17,A,,,"CITES,EU"
cassidix,Species,144,Genus,33,A,"(Temminck, 1823)",,"CITES,EU"
SPHENISCIFORMES,Order,144,Class,5,A,,,"CITES,EU"
comatus,Species,145,Genus,6325,A,"(Raffles, 1822)",,"CITES,EU"
Algyroides,Genus,145,Family,419,A,"Bibron & Bory, 1833",,EU
SQUALIFORMES,Order,145,Class,11,A,,,CMS
corrugatus,Species,146,Genus,33,A,"(Temminck, 1832)",,"CITES,EU"
Alionycteris,Genus,146,Family,688,A,"Kock, 1969",,EU
CARYOPHYLLIIDAE,Family,146,Order,137,A,Gray 1847,,"CITES,EU"
STOLONIFERA,Order,146,Class,3,A,,,"CITES,EU"
everetti,Species,147,Genus,6467,A,"(Rothschild, 1897)",,"CITES,EU"
CASTORIDAE,Family,147,Order,134,A,"Hemprich, 1820",,"CITES,EU"
STRIGIFORMES,Order,147,Class,5,A,,,"CITES,EU"
leucocephalus,Species,148,Genus,33,A,"(Vieillot, 1816)",,"CITES,EU"
Alisterus,Genus,148,Family,683,A,"Mathews, 1911",,"CITES,EU"
DROMADIDAE,Family,871,Order,32,A,,,CMS
STRUTHIONIFORMES,Order,148,Class,5,A,,,"CITES,EU"
narcondami,Species,149,Genus,6467,A,"Hume, 1873",,"CITES,EU"
ARDEIDAE,Family,67,Order,34,A,,,"CITES,EU,CMS,CMS-AEWA"
STYLASTERINA,Order,149,Class,15,A,,,"CITES,EU"
nipalensis,Species,150,Genus,33,A,"(Hodgson, 1829)",,"CITES,EU"
CATOSTOMIDAE,Family,150,Order,46,A,,,"CITES,EU"
STYLOMMATOPHORA,Order,150,Class,13,A,,,"CITES,EU"
plicatus,Species,151,Genus,6467,A,"(J. R. Forster, 1781)",,"CITES,EU"
SYNBRANCHIFORMES,Order,151,Class,1,A,,,EU
subruficollis,Species,152,Genus,6467,A,"(Blyth, 1843)",,"CITES,EU"
Alle,Genus,152,Family,28,A,"Link, 1806",,"EU,CMS-AEWA"
CEBIDAE,Family,152,Order,124,A,"Bonaparte, 1831",,"CITES,EU"
SYNGNATHIFORMES,Order,152,Class,1,A,,,"CITES,EU"
undulatus,Species,153,Genus,6467,A,"(Shaw, 1811)",,"CITES,EU"
Allenopithecus,Genus,153,Family,160,A,"Lang, 1923",,"CITES,EU"
CENTRARCHIDAE,Family,153,Order,113,A,,,EU
TESTUDINES,Order,153,Class,23,A,,,"CITES,EU"
waldeni,Species,154,Genus,33,A,"(Sharpe, 1877)",,"CITES,EU"
Alligator,Genus,154,Family,29,A,"Rafinesque, 1815",,"CITES,EU"
CENTRISCIDAE,Family,154,Order,152,A,,,EU
TETRAODONTIFORMES,Order,154,Class,1,A,,,EU
Allocebus,Genus,155,Family,171,A,,,"CITES,EU"
astreans,Species,156,Genus,889,A,"(Bangs, 1899)",,"CITES,EU"
berlepschi,Species,157,Genus,889,A,"Simon, 1889",,"CITES,EU"
TINAMIFORMES,Order,157,Class,5,A,,,"CITES,EU"
bombus,Species,158,Genus,889,A,"Gould, 1871",,"CITES,EU"
heliodor,Species,159,Genus,889,A,"(Bourcier, 1840)",,"CITES,EU"
CERATODONTIDAE,Family,159,Order,29,A,,,"CITES,EU"
mulsanti,Species,160,Genus,889,A,"(Bourcier, 1842)",,"CITES,EU"
CERCOPITHECIDAE,Family,160,Order,124,A,"Gray, 1821",,"CITES,EU"
TROGONIFORMES,Order,160,Class,5,A,,,"CITES,EU"
TUBULIDENTATA,Order,161,Class,17,A,,,CITES
Allopathes,Genus,162,Family,58,A,Opresko & Cairns 1994,,"CITES,EU"
BALAENICIPITIDAE,Family,89,Order,34,A,,,"CITES,EU"
UNIONOIDA,Order,162,Class,6,A,,,"CITES,EU"
CERVIDAE,Family,163,Order,17,A,"Goldfuss, 1820",,"CITES,EU"
VENEROIDA,Order,163,Class,6,A,,,"CITES,EU"
CETORHINIDAE,Family,164,Order,81,A,,,"CITES,EU"
Allotoca,Genus,165,Family,345,A,,,EU
CHAETODONTIDAE,Family,166,Order,113,A,,,EU
abbreviata,Species,167,Genus,37,A,"Reeve, 1850",,"CITES,EU"
CHAMAELEONIDAE,Family,167,Order,136,A,,,"CITES,EU"
apexfulva,Species,168,Genus,37,A,"(Dixon, 1789)",,"CITES,EU"
CHARACIDAE,Family,168,Order,31,A,,,EU
bellula,Species,169,Genus,37,A,"Smith, 1873",,"CITES,EU"
CICONIIDAE,Family,188,Order,34,A,,,"CITES,EU,CMS,CMS-AEWA"
buddii,Species,170,Genus,37,A,"Newcomb, 1853",,"CITES,EU"
Alopochen,Genus,170,Family,43,A,"Stejneger, 1885",,"CITES,EU"
bulimoides,Species,171,Genus,37,A,"Swainson, 1828",,"CITES,EU"
CHEIROGALEIDAE,Family,171,Order,124,A,"Gray, 1873",,"CITES,EU"
byronii,Species,172,Genus,37,A,"(Wood, 1828)",,"CITES,EU"
Alouatta,Genus,172,Family,7176,A,"Lacepède, 1799",,"CITES,EU"
CHELIDAE,Family,172,Order,153,A,,,"CITES,EU"
caesia,Species,173,Genus,37,A,"Gulick, 1858",,"CITES,EU"
CHELONIIDAE,Family,173,Order,153,A,,,"CITES,EU"
VALVATIDA,Order,173,Class,26,,,,"CITES,EU"
casta,Species,174,Genus,37,A,"Newcomb, 1853",,"CITES,EU"
CHELYDRIDAE,Family,174,Order,153,A,,,"CITES,EU"
cestus,Species,175,Genus,37,A,"Newcomb, 1853",,"CITES,EU"
CHINCHILLIDAE,Family,175,Order,134,A,"Bennett, 1833",,"CITES,EU"
concavospira,Species,176,Genus,37,A,"Pfeiffer, 1859",,"CITES,EU"
Alveopora,Genus,176,Family,663,A,"Blainville, 1830",,"CITES,EU"
curta,Species,177,Genus,37,A,"Newcomb, 1853",,"CITES,EU"
Alytes,Genus,177,Family,264,A,"Wagler, 1830",,EU
decipiens,Species,178,Genus,37,A,"Newcomb, 1854",,"CITES,EU"
decora,Species,179,Genus,37,A,"(Férussac, 1821)",,"CITES,EU"
Amadina,Genus,179,Family,301,A,"Swainson, 1827",,"CITES,EU"
dimorpha,Species,180,Genus,37,A,"Gulick, 1858",,"CITES,EU"
Amandava,Genus,180,Family,301,A,"Blyth, 1836",,"CITES,EU"
elegans,Species,181,Genus,37,A,"Newcomb, 1853",,"CITES,EU"
fulgens,Species,182,Genus,37,A,"Newcomb, 1853",,"CITES,EU"
fuscobasis,Species,183,Genus,37,A,"(Smith, 1873)",,"CITES,EU"
ANGUILLIFORMES,Order,183,Class,1,,,,"CITES,EU"
juddii,Species,184,Genus,37,A,"Baldwin, 1895",,"CITES,EU"
juncea,Species,185,Genus,37,A,"Gulick, 1856",,"CITES,EU"
Amaurornis,Genus,185,Family,697,A,"Reichenbach, 1853",,CMS-AEWA
lehuiensis,Species,186,Genus,37,A,"Smith, 1873",,"CITES,EU"
CICHLIDAE,Family,186,Order,113,A,,,EU
Amazilia,Genus,187,Family,828,A,"Lesson, 1843",,"CITES,EU"
lila,Species,188,Genus,37,A,"Pilsbry, 1914",,"CITES,EU"
Amazona,Genus,188,Family,683,A,"Lesson, 1830",,"CITES,EU"
PHOENICOPTERIDAE,Family,620,Order,34,A,,,"CITES,EU"
livida,Species,189,Genus,37,A,"Swainson, 1828",,"CITES,EU"
SCOPIDAE,Family,736,Order,34,A,,,EU
lorata,Species,190,Genus,37,A,"(Férussac, 1824)",,"CITES,EU"
mustelina,Species,191,Genus,37,A,"Mighels, 1845",,"CITES,EU"
papyracea,Species,192,Genus,37,A,"Gulick, 1856",,"CITES,EU"
Ambloplites,Genus,192,Family,153,A,"Rafinesque, 1820",,EU
CLARIIDAE,Family,192,Order,142,A,,,EU
phaeozona,Species,193,Genus,37,A,"Gulick, 1856",,"CITES,EU"
Amblyopsis,Genus,193,Family,34,A,"De Kay, 1842",,EU
