ComName,LanDesc,SpcRecID
Southern Bush Rat,English,569
Grant's Rock Rat,English,570
Hinde's Rock Rat,English,571
Northern Bush Rat,English,571
Kaiser's Bush Rat,English,572
Kaiser's Rock Rat,English,572
Namaqua Rock Rat,English,573
Nyika Rock Rat,English,574
Tinfields Rock Rat,English,575
Thomas's Rock Rat,English,576
Spotted Paca,English,699
Paca,English,699
Paca,Spanish,699
Agouti,French,699
Paca,French,699
Mountain Paca,English,700
Giant Panda,English,712
Panda,French,712
Panda géant,French,712
Panda gigante,Spanish,712
Bear Phalanger,English,713
Bear Cuscus,English,713
Large Sulawesi Cuscus,English,713
Red Cat-bear,English,714
Lesser Panda,English,714
Red Panda,English,714
Panda chico,Spanish,714
Panda rojo,Spanish,714
Pequeño panda,Spanish,714
Petit panda,French,714
Panda éclatant,French,714
Highland Grass Mouse,English,723
Yungas Akodont,English,723
Cordillera Occidental Akodont,English,724
Colombian Grass Mouse,English,724
White-bellied Grass Mouse,English,725
White-bellied Akodont,English,725
Azara's Akodont,English,726
Azara's Grass Mouse,English,726
Bogotá Grass Mouse,English,727
Bogotá Akodont,English,727
Bolivian Akodont,English,728
Bolivian Grass Mouse,English,728
Budin's Grass Mouse,English,729
Budin's Akodont,English,729
Cursorial Akodont,English,730
Cursor Grass Mouse,English,730
Day's Grass Mouse,English,731
Dusky Akodont,English,731
Córdoba Akodont,English,732
Dolorous Grass Mouse,English,732
Smoky Grass Mouse,English,733
Smoky Akodont,English,733
Hershkovitz's Grass Mouse,English,734
Grey Grass Mouse,English,735
Intelligent Grass Mouse,English,736
Patagonian Akodont,English,736
Junín Akodont,English,737
Junín Grass Mouse,English,737
Kemp's Grass Mouse,English,738
Koford's Grass Mouse,English,739
Koford's Akodont,English,739
Woolly Grass Mouse,English,740
Ecuadorean Grass Mouse,English,741
Ecuadorean Akodont,English,741
Lindbergh's Akodont,English,742
Lindbergh's Grass Mouse,English,742
Long-haired Grass Mouse,English,743
Markham's Grass Mouse,English,745
Thespian Grass Mouse,English,746
Hocicudo-like Akodont,English,746
Molina's Akodont,English,747
Molina's Grass Mouse,English,747
Soft Grass Mouse,English,748
Soft-furred Akodont,English,748
Neuquén Akodont,English,749
Neuquén Grass Mouse,English,749
Blackish Grass Mouse,English,750
Olive Grass Mouse,English,751
El Dorado Grass Mouse,English,752
Utcubamba Akodont,English,752
Sanborn's Grass Mouse,English,754
São Paulo Grass Mouse,English,755
São Paulo Akodont,English,755
Serra do Mar Akodont,English,756
Serra do Mar Grass Mouse,English,756
Cochabamba Grass Mouse,English,757
Cochabamba Akodont,English,757
White-throated Akodont,English,758
Grey-bellied Grass Mouse,English,758
Spegazzini's Grass Mouse,English,759
Spegazzini's Akodont,English,759
Puno Akodont,English,760
Puno Grass Mouse,English,760
Silent Grass Mouse,English,761
Slate-bellied Akodont,English,761
Woodland Akodont,English,762
Forest Grass Mouse,English,762
Chaco Grass Mouse,English,763
Toba Akodont,English,763
Cloud Forest Akodont,English,764
Cloud Forest Grass Mouse,English,764
Northern Grass Mouse,English,765
Variable Grass Mouse,English,766
Variable Akodont,English,766
Swayne's Hartebeest,English,809
Tora Hartebeest,English,810
Bubal Hartebeest,English,813
Coke's Hartebeest,English,815
Lelwel Hartebeest,English,816
Western Hartebeest,English,817
Siberian Elk,English,818
Four-toed Jerboa,English,850
Balikun Jerboa,English,851
Gobi Jerboa,English,852
Small Five-toed Jerboa,English,853
Euphrates Jerboa,English,854
Iranian Jerboa,English,855
Hotson's Jerboa,English,856
Hotson's Five-toed Jerboa,English,856
Great Jerboa,English,857
Severtzov's Jerboa,English,858
Mongolian Five-toed Jerboa,English,859
Vinogradov's Jerboa,English,860
Bobrinski's Jerboa,English,861
Allen's Swamp Monkey,English,865
Cercopithèque d'Allen,French,865
Allocèbe,French,868
Chirogale aux oreilles poilues,French,868
Lémur orejipeludo,Spanish,868
Hairy-eared Dwarf Lemur,English,868
Eversmann's Hamster,English,875
Arctic Fox,English,899
Zorro ártico,Spanish,899
Renard polaire,French,899
Hurleur à mains rousses,French,909
Alouate à mains rouges,French,909
Black-and-red Howling Monkey,English,909
Red-handed Howling Monkey,English,909
Red-handed Howler,English,909
Black Howler,English,910
Black Howling Monkey,English,910
Alouate noir,French,910
Hurleur noir,French,910
Singe hurleur de l'île Coïba ,French,911
Coiba Island Howling Monkey,English,911
Brown Howling Monkey,English,912
Alouate brun,French,912
Hurleur brun,French,912
Brown Howler,English,912
Mantled Howler,English,913
Hurleur du Guatemala,French,913
Alouate de Panama,French,913
Aullado,Spanish,913
Mono saraguato,Spanish,913
Zaraguate,Spanish,913
Guariba peludo,Spanish,913
Mono negro,Spanish,913
Mono congo,Spanish,913
Mono aullador de Guatemala,Spanish,913
Mantled Howling Monkey,English,913
Guatemalan Howling Monkey,English,914
Araguato de Guatemala,Spanish,914
Hurleur du Guatemala,French,914
Guatemalan Howler,English,914
Bolivian Red Howling Monkey,English,915
Red Howling Monkey,English,916
Hurleur roux,French,916
Alouate rouge,French,916
Red Howler,English,916
Northern Brown Howling Monkey,English,917
Red-handed Howling Monkey,English,918
South Pacific Blackish Howling Monkey,English,919
White-tailed Mountain Vole,English,948
Silver Mountain Vole,English,949
Gobi Altai Mountain Vole,English,950
Lemming Vole,English,951
Large-eared Vole,English,952
Central Kashmir Vole,English,953
Royle's Mountain Vole,English,954
Mongolian Silver Vole,English,955
Stoliczka's Mountain Vole,English,956
Flat-headed Vole,English,958
Tuva Silver Vole,English,959
Oriental Small-clawed Otter,English,1077
Small-clawed Otter,English,1077
Nutria inerme asiatica,Spanish,1077
Nutria cenicienta,Spanish,1077
Loutre cendrée,French,1077
Blunt-toothed Mouse,English,1085
Gunning's Golden Mole,English,1087
Juliana's Golden Mole,English,1089
Marley's Golden Mole,English,1090
Little White-shouldered Bat,English,1137
Walo,English,1140
Somali Gerbil,English,1140
Ammodile,English,1140
Nelson's Antelope-squirrel,English,1149
Espiritu Santo Antelope-squirrel,English,1150
Muflón del Atlas,Spanish,1151
Arruí,Spanish,1151
Mouflon à manchettes,French,1151
Aoudad,French,1151
Mouflon à manchettes,French,1151
Uaddan,English,1151
Barbary Sheep,English,1151
Aoudad,English,1151
Egyptian Barbary Sheep,English,1152
Smoky Bat,English,1154
Musaraña arborícola de la India,Spanish,1255
Indian Treeshrew,English,1255
Toupaïe d'Elliot,French,1255
Madras Treeshrew,English,1255
Olrog's Chaco Mouse,English,1264
Pearson's Chaco Mouse,English,1265
Roig's Chaco Mouse,English,1266
Andean Mouse,English,1271
New Guinea Giant Rat,English,1307
Squirrel-toothed Rat,English,1307
Beecroft's Scaly-tailed Squirrel,English,1549
Écureuil volant de Beecroft,French,1549
Anamolure de Beecroft,French,1549
Beecroft's Flying Squirrel,English,1549
Lord Derby's Flying Squirrel,English,1550
Écureuil volant de Derby,French,1550
Anamolure de Derby,French,1550
Lord Derby's Scaly-tailed Squirrel,English,1550
Pel's Scaly-tailed Squirrel,English,1551
Écureuil volant de Pel,French,1551
Anamolure de Pel,French,1551
Pel's Flying Squirrel,English,1551
Little Flying Squirrel,English,1553
Dwarf Scaly-tailed Squirrel,English,1553
Mindoro Climbing Rat,English,1559
Mindoro Rat,English,1559
Ecuador Fish-eating Rat,English,1564
Tailed Tail-less Bat,English,1565
Handley's Tail-less Bat,English,1566
Geoffroy's Tail-less Bat,English,1567
Broad-toothed Tail-less Bat,English,1568
Luis Manuel's Tailless Bat,English,1569
Atherton Antechinus,English,1583
Cinnamon Antechinus,English,1584
Swamp Antechinus,English,1585
Long-nosed Antechinus,English,1587
Black-tailed Antechinus,English,1591
Fawn Antechinus,English,1592
Yellow-footed Antechinus,English,1593
Swamp Antechinus,English,1594
Brown Antechinus,English,1595
Dusky Antechinus,English,1596
Solomons Horseshoe Bat,English,1620
Flower-faced Bat,English,1620
Springbok,English,1676
Mexican Pronghorn,English,1677
Pronghorn,English,1677
Berrendo,Spanish,1677
Antilocapre de Californie,French,1677
Antilope américaine,French,1677
Antilocapre,French,1677
Pronghorn,French,1677
Antilocapre du Nouveau Mexique,French,1678
Antilocapre de la Basse-Californie,French,1679
Baja California Pronghorn,English,1679
Peninsular Pronghorn,English,1679
Sonoran Pronghorn,English,1680
Antilocapre de Sonora,French,1680
Antilope cervicapre,French,1681
Cervicapre,French,1681
Cervicapra,Spanish,1681
Antílope negro indio,Spanish,1681
Sasin,English,1681
Blackbuck,English,1681
Van Gelder's Bat,English,1789
Pallid Bat,English,1790
Cape Clawless Otter,English,1793
African Clawless Otter,English,1793
Nutria de cuello blanco,Spanish,1793
Nutria africana,Spanish,1793
Loutre à joues blanches,French,1793
Loutre à joues blanches du Cameroun,French,1794
Paraonyx tacheté,French,1794
Nutria inerme de Camerún,Spanish,1794
Swamp Otter,English,1794
Cameroon Clawless Otter,English,1794
Small-toothed Clawless Otter,English,1794
Azara's Night Monkey,English,1797
Singe de nuit d'Azara,French,1797
Brumback's Night Monkey,English,1798
Hershkovitz's Night Monkey,English,1799
Singe de nuit d'Hershkovitz ,French,1799
Feline Night Monkey,English,1800
Lemurine Night Monkey,English,1801
Andean Night Monkey,English,1802
Singe de nuit de Thomas,French,1802
Singe de nuit de Nancy Ma ,French,1803
Ma's Night Monkey,English,1803
Black-headed Night Monkey,English,1804
Peruvian Night Monkey,English,1804
Singe de nuit à tête noire,French,1804
Douroucouli,French,1805
Singe de nuit,French,1805
Owl Monkey,English,1805
Night Monkey,English,1805
Douroucouli,English,1805
Singe de nuit de Spix ,French,1806
Night Monkey,English,1807
Point Arena Mountain Beaver,English,1867
Point Reyes Mountain Beaver,English,1868
Mountain Beaver,English,1869
Striped Field Mouse,English,1888
Mulot rayé,French,1888
Ratón listado,Spanish,1888
Chevrier's Field Mouse,English,1890
South China Field Mouse,English,1891
Yellow-necked Field Mouse,English,1892
Ratón de collar,Spanish,1892
Mulot à collier,French,1892
Yellow-necked Mouse,English,1892
Himalayan Field Mouse,English,1894
Caucasus Field Mouse,English,1896
Sichuan Field Mouse,English,1897
Broad-toothed Field Mouse,English,1898
Ratón balcánico,Spanish,1898
Mulot rupestre,French,1898
Broad-toothed Mouse,English,1898
Korean Field Mouse,English,1899
Black Sea Field Mouse,English,1900
Kashmir Field Mouse,English,1901
Taiwan Field Mouse,English,1902
Large Japanese Field Mouse,English,1903
Wood Mouse,English,1904
Long-tailed Field Mouse,English,1904
Ratón de campo,Spanish,1904
Mulot sylvestre,French,1904
Mulot pygmée,French,1905
Ratón de campo enano,Spanish,1905
Ural Field Mouse,English,1905
Pygmy Field Mouse,English,1905
Alpine Field Mouse,English,1907
Alpine Mouse,English,1907
Ratón alpino,Spanish,1907
Mulot alpestre,French,1907
Small Japanese Field Mouse,English,1908
Luzon Montane Forest Mouse,English,1910
Mt Apo Forest Mouse,English,1911
Mindanao Montane Forest Mouse,English,1912
Mindanao Lowland Forest Mouse,English,1913
Least Forest Mouse,English,1915
Long-nosed Luzon Forest Mouse,English,1916
Large Mindoro Forest Mouse,English,1917
Luzon Cordillera Forest Mouse,English,1918
White-footed Vole,English,2017
Sonoma Tree Vole,English,2018
Red Tree Vole,English,2019
Mt Isarog Shrew-mouse,English,2045
Binturong,English,2051
Bearcat,English,2051
Binturong,Spanish,2051
Binturong,French,2051
Palawan Binturong,English,2052
Golden Potto,English,2053
Angwantibo,English,2054
Angwantibo,French,2054
Arctocèbe,French,2054
Potto de Calabar,French,2054
Poto dorado,Spanish,2054
Oso marino austral,Spanish,2055
Lobo fino sudamericano,Spanish,2055
Otarie à fourrure australe,French,2055
Southern Fur Seal,English,2055
South American Fur Seal,English,2055
New Zealand Fur Seal,English,2056
Otarie à fourrure de Nouvelle-Zélande,French,2056
Oso marino de Nueva Zelanda,Spanish,2056
Oso marino de las Galápagos,Spanish,2057
Arctocéphale des Galapagos,French,2057
Galapagos Islands Fur Seal,English,2057
Galapagos Fur Seal,English,2057
Kerguelen Fur Seal,English,2058
Antarctic Fur Seal,English,2058
Arctocéphale de Kerguelen,French,2058
Arctocéphale de Juan Fernandez,French,2059
Oso marino de Chile,Spanish,2059
Juan Fernández Fur Seal,English,2059
Cape Fur Seal,English,2060
Afro-Australian Fur Seal,English,2060
South African Fur Seal,English,2060
Arctocéphale d'Afrique du Sud,French,2060
Arctocéphale de Guadalupe,French,2061
Otarie à fourrure d'Amérique,French,2061
Oso marino de Guadalupe,Spanish,2061
Otaria americano,Spanish,2061
Lower Californian Fur Seal,English,2061
Guadalupe Fur Seal,English,2061
Amsterdam Island Fur Seal,English,2062
Subantarctic Fur Seal,English,2062
Arctocéphale d'Australie,French,2062
Falkland Fur Seal,English,2064
South American Fur Seal,English,2065
South African Fur Seal,English,2066
Australian Fur Seal,English,2067
Javan Small-toothed Palm Civet,English,2072
Jamaican Fig-eating Bat,English,2110
Large Fruit-eating Bat,English,2121
Andersen's Fruit-eating Bat,English,2122
Aztec Fruit-eating Bat,English,2123
Gervais's Fruit-eating Bat,English,2124
Brown Fruit-eating Bat,English,2125
Fringed Fruit-eating Bat,English,2126
Fraternal Fruit-eating Bat,English,2127
Silver Fruit-eating Bat,English,2128
Dwarf Fruit-eating Bat,English,2129
Velvety Fruit-eating Bat,English,2130
Hairy Fruit-eating Bat,English,2131
Honduran Fruit-eating Bat,English,2132
Solitary Fruit-eating Bat,English,2133
Jamaican Fruit-eating Bat,English,2135
Big Fruit-eating Bat,English,2136
Great Fruit-eating Bat,English,2136
Dark Fruit-eating Bat,English,2137
Pygmy Fruit-eating Bat,English,2138
Toltec Fruit-eating Bat,English,2140
Thomas's Fruit-eating Bat,English,2141
Abyssinian Grass Rat,English,2144
Blick's Grass Rat,English,2145
Nairobi Grass Rat,English,2146
Kenyan Grass Rat,English,2146
Nile Grass Rat,English,2147
Dark-bellied Unstriped Grass Mouse,English,2147
African Grass Rat,English,2147
Somali Grass Rat,English,2148
Southern Water Vole,English,2150
South-western Water Vole,English,2150
Rata de agua,Spanish,2150
Campagnol amphibie,French,2150
Patrizi's Trident Leaf-nosed Bat,English,2153
Ethiopian Trident Bat,English,2153
Trident Leaf-nosed Bat,English,2154
Stoliczka's Trident Bat,English,2155
Temminck's Trident Bat,English,2156
Trident Horseshoe Bat,English,2156
Southern African Hedgehog,English,2274
Erizo Sudafricano,Spanish,2274
Somali Hedgehog,English,2275
White-bellied Spider Monkey,English,2276
Long-haired Spider Monkey,English,2276
Atèle belzébuth,French,2276
Atèle noir,French,2277
Atèle à tête noire,French,2277
Singe-araignée noir,French,2277
Black-faced Black Spider Monkey,English,2277
Brown-headed Spider Monkey,English,2278
Atèle à tête brune,French,2278
Atèle de Geoffroy,French,2279
Ateles de Geoffroy,Spanish,2279
Black-handed Spider Monkey,English,2279
Geoffroy's Spider Monkey,English,2279
Red-bellied Spider Monkey,English,2280
Black-browed Spider Monkey,English,2280
Mono araña maninegro,Spanish,2280
Atèle du Costa Rica,French,2280
Singe-araignée aux mains noires,French,2280
Singe araignée du Panama,French,2280
Atèle de Geoffroy du Panama,French,2281
Atèle du Panama,French,2281
Mono araña de Panamá,Spanish,2281
Ateles de Panamá,Spanish,2281
Panama Spider Monkey,English,2281
Red Spider Monkey,English,2281
White-whiskered Spider Monkey,English,2282
Atèle à face encadrée,French,2282
Atèle noir,French,2283
Red-faced Black Spider Monkey,English,2283
Hybrid Spider Monkey,English,2284
African Brush-tailed Porcupine,English,2353
Asian Brush-tailed Porcupine,English,2354
Barbary Ground Squirrel,English,2358
Écureuil de Barbarie,French,2358
Ardilla moruna,Spanish,2358
Bolivian Big-eared Mouse,English,2395
Southern Big-eared Mouse,English,2396
Painted Big-eared Mouse,English,2397
Andean Big-eared Mouse,English,2398
Marsopa de anteojo,Spanish,2416
Marsouin de Lahille,French,2416
Marsouin à lunettes,French,2416
Spectacled Porpoise,English,2416
Woolly Indris,English,2434
Woolly Lemur,English,2434
Avahi,English,2434
Eastern Avahi,English,2434
Eastern Woolly Lemur,English,2434
Avahi,French,2434
Avahi laineux,French,2434
Maki à bourre,French,2434
Indri lanudo,Spanish,2434
Western Woolly Lemur,English,2435
Western Avahi,English,2435
Thai Hog Deer,English,2445
Indochinese Hog Deer,English,2445
Ciervo porquerizo de Indochina,Spanish,2445
Cerdo tailandés,Spanish,2445
Ganges Hog Deer,English,2445
Cerf-cochon d'Indochine,French,2445
Cerf-cochon de Thaïlande,French,2445
Cerf-cochon calamien,French,2446
Ciervo porquerizo de los Calamianes,Spanish,2446
Ciervo de los Calamianes,Spanish,2446
Calamian Deer,English,2446
Calamian Hog Deer,English,2446
Bawean Deer,English,2447
Kuhl's Hog Deer,English,2447
Ciervo porquerizo de Kuhl,Spanish,2447
Ciervo de Kuhl,Spanish,2447
Ciervo de Marjal,Spanish,2447
Cerf-cochon de Bawean,French,2447
Cerf-cochon de Kuhl,French,2447
Cerdo de Kuhl,Spanish,2447
Babiroussa,French,2461
Babirusa,Spanish,2461
Babiroussa,English,2461
Babirusa,English,2461
Deer Hog,English,2461
Southern Pygmy Mouse,English,2465
Northern Pygmy Mouse,English,2466
Greenland Right Whale,English,2467
Bowhead Whale,English,2467
Ballena boreal,Spanish,2467
Baleine du Groenland,French,2467
Baleine de grande baie,French,2467
Baleine boréale ,French,2467
Baleinoptère à museau pointu,French,2474
Petit rorqual,French,2474
Rorcual menor,Spanish,2474
Ballena minke,Spanish,2474
Little Piked Whale,English,2474
Minke Whale,English,2474
Lesser Rorqual,English,2474
Northern Minke Whale,English,2474
Coalfish Whale,English,2475
Sei Whale,English,2475
Rudophi's Rorqual,English,2475
Pollack Whale,English,2475
Rorcual de Rudolphi,Spanish,2475
Rorcual boreal,Spanish,2475
Ballena boba,Spanish,2475
Ballena sei,Spanish,2475
Rorcual norteno,Spanish,2475
Baleinoptère de Rudolphi,French,2475
Rorqual de Rudolphi,French,2475
Rorqual boréal,French,2475
Rorqual sei,French,2475
Baleinoptère de Bryde,French,2476
Rorqual de Bryde,French,2476
Rorqual tropical,French,2476
Rorqual d'Eden,French,2476
Ballena de Bryde,Spanish,2476
Tropical Whale,English,2476
Bryde's Whale,English,2476
Sibbald's Rorqual,English,2477
Blue Whale,English,2477
Sulphur-bottom Whale,English,2477
Ballena azul,Spanish,2477
Rorcual azul,Spanish,2477
Baleinoptère bleue,French,2477
Rorqual bleu,French,2477
Baleine bleue,French,2477
Rorqual de Sibbold,French,2477
Baleine d'Ostende,French,2477
Rorqual à ventre cannelé,French,2477
Baleinoptère commun,French,2478
Rorqual commun,French,2478
Baleine à nageoires,French,2478
Baleine fin,French,2478
Ballena aleta,Spanish,2478
Ballena boba,Spanish,2478
Rorcual común,Spanish,2478
Fin-backed Whale,English,2478
Fin Whale,English,2478
Finback,English,2478
Common Rorqual,English,2478
Finner,English,2478
Herring Whale,English,2478
Razorback,English,2478
Southern Minke Whale,English,2480
Antarctic Minke Whale,English,2480
Rorcual enano del antarctica,Spanish,2480
Petit rorqual de l'Antarctique,French,2480
Ecuadorian Sac-winged Bat,English,2531
Thomas's Sac-winged Bat,English,2532
Peters's Bat,English,2533
Grey Sac-winged Bat,English,2533
Spot-winged Fruit Bat,English,2538
Lesser Bandicoot-rat,English,2540
Greater Bandicoot-rat,English,2541
Burmese Bandicoot-rat,English,2542
Savile's Bandicoot-rat,English,2542
Olingo,English,2609
Chosna pericote,Spanish,2609
Olingo,Spanish,2609
Cuataquil,Spanish,2609
Lingo,Spanish,2609
Cuchumbi,Spanish,2609
Olingo,French,2609
Cataquil,French,2609
Bushy-tailed Olingo,English,2609
Beddard's Olingo,English,2610
Harris's Olingo,English,2611
Chiriqui Olingo,English,2612
Central American Cacomistle,English,2613
Cacomistle,English,2613
Mico rayado,Spanish,2613
Cacomistle,Spanish,2613
Mico de noche,Spanish,2613
Babisuri,Spanish,2613
Basáride,Spanish,2613
Bassarai rusé,French,2613
Bassaris d'Amérique centrale,French,2613
Namaqua Dune Mole-rat,English,2619
Cape Dune Mole-rat,English,2620
Large-toothed Hairy-tailed Rat,English,2642
Mindanao Hairy-tailed Rat,English,2643
Sokoke Bushy-tailed Mongoose,English,2674
Lesser Hamster-rat,English,2676
Lesser Pouched Rat,English,2676
Long-tailed Pouched Rat,English,2676
Greater Pouched Rat,English,2677
Greater Long-tailed Pouched Rat,English,2677
Greater Hamster-rat,English,2677
Hairy-footed Flying Squirrel,English,2756
Southern Four-toothed Whale,English,2762
Arnoux's Beaked Whale,English,2762
Ballena de pico de Arnoux,Spanish,2762
Bérardien d'Arnoux,French,2762
Bérardien de Baird,French,2763
Ballena de pico de Baird,Spanish,2763
Giant Bottle-nosed Whale,English,2763
Baird's Beaked Whale,English,2763
Northern Four-toothed Whale,English,2763
Small White-toothed Rat,English,2767
Bowers's White-toothed Rat,English,2768
Kenneth's White-toothed Rat,English,2769
Manipur White-toothed Rat,English,2770
Tasmanian Rat Kangaroo,English,2783
Tasmanian Bettong,English,2783
Eastern Bettong,English,2783
Canguro-rata de Tasmania,Spanish,2783
Kangourou-rat de Tasmanie,French,2783
Kangourou-rat de Lesueur,French,2784
Bettongie de Lesueur,French,2784
Canguro-rata de Lesueur,Spanish,2784
Lesueur's Rat Kangaroo,English,2784
Burrowing Bettong,English,2784
Boodie,English,2784
Brush-tailed Rat Kangaroo,English,2785
Brush-tailed Bettong,English,2785
Woylie,English,2785
Canguro-rata colipeludo,Spanish,2785
Kangourou-rat à queue touffue,French,2785
Bettongie à queue touffue,French,2785
Northern Bettong,English,2787
Eastern Bettong,English,2788
Burrowing Bettong,English,2789
Brush-tailed Bettong,English,2790
Woylie,English,2791
Tasmanian Bettong,English,2792
Boodie,English,2793
Chaco Crimson-nosed Rat,English,2801
Large-lipped Crimson-nosed Rat,English,2802
Torres's Crimson-nosed Rat,English,2803
Bisonte americano de bosque,Spanish,2813
Bisonte selvático de Athabascal,Spanish,2813
Bison des forêts,French,2813
Wood Bison,English,2813
American Bison,English,2815
Buffalo,English,2815
Namdapha Flying Squirrel,English,2816
Afghan Vole,English,2823
Bucharian Vole,English,2824
Southern Short-tailed Shrew,English,2825
Burmese Short-tailed Shrew,English,2825
Ward's Short-tailed Shrew,English,2825
Sichuan Short-tailed Shrew,English,2826
Brazilian Shrew-mouse,English,2827
Marsh Deer,English,2828
Ciervo de los pantanos,Spanish,2828
Ciervo marismeño,Spanish,2828
Cerf des marais,French,2828
Pleasant Bolo Mouse,English,2857
Rufous-bellied Bolo Mouse,English,2858
Hairy-tailed Bolo Mouse,English,2859
Dark Bolo Mouse,English,2860
Spotted Bolo Mouse,English,2861
Temchuk's Bolo Mouse,English,2862
Oriente Cave Rat,English,2885
Torre's Cave Rat,English,2886
Gaur,Spanish,2887
Gauru,Spanish,2887
Gaur,French,2887
Indian Wild Ox,English,2887
Gaur,English,2887
Saladang,English,2887
Indian Bison,English,2887
Wild Yak,English,2889
Yack sauvage,French,2889
Yak salvaje,Spanish,2889
Yak,Spanish,2889
Toro cuprey,Spanish,2890
Kouprey,Spanish,2890
Kouprey,French,2890
Kouprey,English,2890
Nilgai,English,2893
Przewalski's Gerbil,English,2957
Pygmy Rabbit,English,2963
Cuban Fruit-eating Bat,English,2983
White-tailed Tree Rat,English,2991
White-tailed Antsangy,English,2991
White-tailed Rat,English,2991
Hairy-tailed Antsangy,English,2992
Southern Muriqui,English,2993
Muriqui,English,2993
Woolly Spider Monkey,English,2993
Mono grande,Spanish,2993
Muriki,Spanish,2993
Mono araña,Spanish,2993
Atèle arachnoïde,French,2993
Singe-araignée laineux,French,2993
Eroïde,French,2993
Northern Muriqui,English,2994
Betsileo Short-tailed Rat,English,2997
Gregarious Short-tailed Rat,English,2998
Perico ligero,Spanish,3038
Perezoso tridáctilo,Spanish,3038
Perezoso grisaceo,Spanish,3038
Perezoso o tridáctilo de Bolivia,Spanish,3038
Bradype,French,3038
Paresseux tridactyle,French,3038
Paresseux tridactyle de Bolivie,French,3038
Aï de Bolivie,French,3038
Bolivian Three-toed Sloth,English,3038
Brown-throated Sloth,English,3038
Brown-throated Three-toed Sloth,English,3038
Haitian Edible Rat,English,3120
Hispaniolan Edible Rat,English,3121
Búfalo arni,Spanish,3125
Caraboa,Spanish,3125
Búfalo acuático,Spanish,3125
Buffle de l'Inde,French,3125
Buffle d'eau,French,3125
Buffle d'Asie ,French,3125
Arni,French,3125
Wild Water Buffalo,English,3125
Wild Asiatic Buffalo,English,3125
Lowland Anoa,English,3126
Anoa des plaines,French,3126
Anoa de llanura,Spanish,3126
Anca de llanura,Spanish,3126
Anoa,English,3126
Búfalo de Mindoro,Spanish,3127
Tamarau,Spanish,3127
Tamarao,Spanish,3127
Tamarau,French,3127
Tamarou,English,3127
Tamaraw,English,3127
Mountain Anoa,English,3128
Anoa des montagnes,French,3128
Anoa de Quarle,French,3128
Anoa de montaña,Spanish,3128
Domestic Water Buffalo,English,3129
Water Buffalo,English,3129
Takin,English,3160
Takin,Spanish,3160
Takin,French,3160
Golden Takin,English,3161
Mishmi Takin,English,3162
Sichuan Takin,English,3163
Bhutan Takin,English,3164
Bagobo Rat,English,3322
Luzon Forest Rat,English,3323
Andrews's Hill Rat,English,3327
Yellow-haired Hill Rat,English,3328
Heavenly Hill Rat,English,3329
Fraternal Hill Rat,English,3330
Inland Hill Rat,English,3332
Long-headed Hill Rat,English,3333
Souris-opossum des montagnes,French,3339
Souris-opossum de Burramys,French,3339
Lirón marsupial,Spanish,3339
Broom's Pygmy-possum,English,3339
Mountain Pygmy-possum,English,3339
