ComName,LanDesc,SpcRecID
Long-nosed Rice Rat,English,15612
Cloud-forest Rice Rat,English,15613
Terraced Rice Rat,English,15614
Talamancan Rice Rat,English,15615
Yellowish Rice Rat,English,15616
Yungas Rice Rat,English,15617
Marsh Rice Rat,English,15618
Marsh Rice Rat,English,15626
Congo Water Civet,English,15628
Aquatic Genet,English,15628
Michoacan Deer Mouse,English,15629
Gato de Pallas,Spanish,15640
Gato manul,Spanish,15640
Chat manul,French,15640
Pallas's Cat,English,15640
Red Manul,English,15641
Bat-eared Fox,English,15642
Greater Bushbaby,English,15643
Thick-tailed Bushbaby,English,15643
Large-Eared Greater Galago,English,15643
Galago à queue touffue,French,15643
Grand galago,French,15643
Gálago de cola gruesa,Spanish,15643
Thick-tailed Greater Galago,English,15643
Small-eared Greater Galago,English,15644
Garnett's Greater Galago,English,15644
Wroughton's Free-tailed Bat,English,15646
Alor Mastiff Bat,English,15647
Johnstone's Giant Mastiff Bat,English,15647
Big-eared Mastiff Bat,English,15649
Mantled Mastiff Bat,English,15650
Anchieta's Swamp Rat,English,15651
Bocage's Groove-toothed Rat,English,15651
Angolan Vlei Rat,English,15651
Angoni Vlei Rat,English,15652
Angoni Groove-toothed Rat,English,15652
Montane Groove-toothed Rat,English,15653
Dent's Vlei Rat,English,15653
Vlei Rat,English,15654
Laminate Swamp Rat,English,15655
Laminate Vlei Rat,English,15655
Large Vlei Rat,English,15656
Western Vlei Rat,English,15657
Saunders's Vlei Rat,English,15658
Sloggett's Vlei Rat,English,15659
Sloggett's Karroo Rat,English,15659
Tropical Groove-toothed Rat,English,15660
Tropical Vlei Rat,English,15660
Typical Vlei Rat,English,15661
Northern Groove-toothed Rat,English,15661
Bush Karroo Rat,English,15662
Bush Vlei Rat,English,15662
Hatt's Vesper Rat,English,15664
Yucatan Vesper Rat,English,15664
Big-eared Climbing Rat,English,15666
Haggard's Oribi,English,15731
Kenya Oribi,English,15732
Asian Wild Sheep,English,15733
Argali,English,15733
Marco Polo Sheep,English,15733
Muflón de Marco Polo,Spanish,15733
Muflón argal,Spanish,15733
Argalí,Spanish,15733
Mouflon d'Asie,French,15733
Mouflon d'Eurasie,French,15733
Argali,French,15733
Mouflon vrai,French,15733
Mouflon méditerranéen,French,15733
Muflón,Spanish,15733
Mouflon de l'Himalaya,French,15734
Mouflon des montagnes,French,15734
Muflón argal tibetano,Spanish,15734
Argalí del Himalaya,Spanish,15734
Great Tibetan Sheep,English,15734
Tibetan Argali,English,15734
Nyan,English,15734
Mountain Sheep,English,15735
Bighorn Sheep,English,15735
Mexican Bighorn Sheep,English,15735
Borrego cimarrón,Spanish,15735
Carnero del Canadá,Spanish,15735
Carnero salvaje,Spanish,15735
Mouflon d'Amérique,French,15735
Mouflon pachycère,French,15735
Mouflon du Canada,French,15735
Bighorn,French,15735
Mouflon de Chypre,French,15737
Muflón de Chipre,Spanish,15737
Cyprian Wild Sheep,English,15737
Cyprus Mouflon,English,15737
Ladakh Urial,English,15738
Mouflon du Ladak,French,15738
Mouflon,English,15739
Snow Sheep,English,15740
Altai Argali,English,15741
Mongolian Argali,English,15742
Northern Chinese Argali,English,15743
Tien Shan Argali,English,15744
Kara Tau Argali,English,15745
Marco Polo Argali,English,15746
Peninsular Bighorn Sheep,English,15747
Mexican Bighorn Sheep,English,15748
Weems' Bighorn Sheep,English,15749
Putorean Snow Sheep,English,15750
Esfahan Mouflon,English,15756
Laristan Mouflon,English,15757
Red Sheep,English,15759
Rimrock Bighorn,English,15764
Nelson's Bighorn,English,15765
Argentine Hocicudo,English,15782
Angular Hocicudo,English,15783
Spy Hocicudo,English,15784
Hispid Hocicudo,English,15785
Quechuan Hocicudo,English,15786
Incan Hocicudo,English,15788
Long-nosed Hocicudo,English,15789
Paramo Hocicudo,English,15790
Robert's Hocicudo,English,15791
Red Hocicudo,English,15792
Small Hocicudo,English,15793
Amazon Hocicudo,English,15794
Ciervo pampero,Spanish,15803
Ciervo de las Pampas,Spanish,15803
Venado de las pampas,Spanish,15803
Venado campero,Spanish,15803
Venado de campo,Spanish,15803
Cerf des pampas,French,15803
Goazu,French,15803
Pampas Deer,English,15803
Fat-tailed Gerbil,English,15865
Masked Palm Civet,English,15874
Civette palmiste à masque,French,15874
Civeta de palmera enmascarada,Spanish,15874
Palawan Soft-furred Mountain Rat,English,15917
Chimpancé pigmeo,Spanish,15932
Bonobo,French,15932
Chimpanzé nain,French,15932
Chimpanzé pygmée,French,15932
Bonobo,English,15932
Dwarf Chimpanzee,English,15932
Pygmy Chimpanzee,English,15932
Chimpanzee,English,15933
Chimpanzé,French,15933
Chimpancé,Spanish,15933
Western Chimpanzee,English,15935
Central Chimpanzee,English,15936
Eastern Chimpanzee,English,15937
Lion,English,15951
León,Spanish,15951
Lion d'Afrique,French,15951
Lion d'Asie,French,15952
León indostánico,Spanish,15952
León asiático,Spanish,15952
Indian Lion,English,15952
Asiatic Lion,English,15952
Jaguar,English,15953
Yaguarete,Spanish,15953
Jaguar,Spanish,15953
Otorongo,Spanish,15953
Tigre americano,Spanish,15953
Tigre real,Spanish,15953
Yaguar,Spanish,15953
Jaguar,French,15953
Léopard,French,15954
Panthère,French,15954
Pantera,Spanish,15954
Leopardo,Spanish,15954
Panther,English,15954
Leopard,English,15954
Tiger,English,15955
Tigre,Spanish,15955
Tigre,French,15955
Tigre de Sibérie,French,15956
Amur Tiger,English,15956
Siberian Tiger,English,15956
Amur Leopard,English,15957
South Arabian Leopard,English,15958
Sri Lankan Leopard,English,15959
North Chinese Leopard,English,15960
North Persian Leopard,English,15961
Javan Leopard,English,15962
North African Leopard,English,15963
South China Tiger,English,15965
Amoy Tiger,English,15965
Sumatran Tiger,English,15966
Orong,English,15967
Chiru,English,15967
Tibetan Antelope,English,15967
Antilope du Tibet,French,15967
Tchirou,French,15967
Antílope del Tibet,Spanish,15967
Antílope tibetano,Spanish,15967
Flores Giant Tree Rat,English,15975
Verhoeven's Giant Tree Rat,English,15976
Droguera,French,16013
Hamadryas Baboon,English,16013
Yellow Baboon,English,16014
Babouin jaune,French,16014
Babouin de Guinée,French,16016
Papión de Guinea,Spanish,16016
Western Baboon,English,16016
Guinea Baboon,English,16016
Chacma Baboon,English,16017
Papión negro,Spanish,16017
Babouin chacma,French,16017
Babouin anubis,French,16020
Papión oliva,Spanish,16020
Anubis Baboon,English,16020
Olive Baboon,English,16020
Alcorn's Pocket Gopher,English,16023
Buller's Pocket Gopher,English,16024
Yellow-faced Pocket Gopher,English,16025
Smoky Pocket Gopher,English,16026
Llano Pocket Gopher,English,16027
Merriam's Pocket Gopher,English,16028
Querétaro Pocket Gopher,English,16029
Taylor's Pocket Gopher,English,16030
Naked-nosed Pocket Gopher,English,16030
Zinser's Pocket Gopher,English,16031
Vietnam Leaf-nosed Bat,English,16039
Comb-toed Jerboa,English,16074
Common Palm Civet,English,16103
Asian Palm Civet,English,16103
Civeta de palmera común,Spanish,16103
Civette palmiste hermaphrodite,French,16103
Civette palmiste de Jerdon,French,16104
Civeta de palmera de Jerdon,Spanish,16104
Jerdon's Palm Civet,English,16104
Mentawai Palm Civet,English,16105
Golden Palm Civet,English,16106
Brown Hyaena,English,16113
Hiena parda,Spanish,16113
Hiena dorada,Spanish,16113
Hyène brune,French,16113
Coarse-haired Water Rat,English,16114
Coarse-haired Hydromyine,English,16114
Red-sided Hydromyine,English,16121
Northern Water Rat,English,16121
Short-haired Water Rat,English,16122
Short-footed Hydromyine,English,16122
Southern Dibbler,English,16138
Sandstone Dibbler,English,16139
Unstriped Tube-nosed Bat,English,16174
Lesser Tube-nosed Fruit Bat,English,16174
Swynnerton's Bush Squirrel,English,16202
Lushoto Mountain Squirrel,English,16202
Alexander's Dwarf Squirrel,English,16203
Alexander's Bush Squirrel,English,16203
Boehm's Bush Squirrel,English,16204
Boehm's Squirrel,English,16204
Smith's Bush Squirrel,English,16205
Cooper's Green Squirrel,English,16206
Cooper's Mountain Squirrel,English,16206
Striped Bush Squirrel,English,16207
Black-and-red Bush Squirrel,English,16208
Tanganyika Mountain Squirrel,English,16208
Montane Bush Squirrel,English,16208
Ochre Bush Squirrel,English,16209
Huet's Bush Squirrel,English,16209
Red Bush Squirrel,English,16210
Red-bellied Coast Squirrel,English,16210
Green Bush Squirrel,English,16211
Small Green Squirrel,English,16211
Vincent's Bush Squirrel,English,16212
Marbled Cat,English,16218
Gato jaspeado,Spanish,16218
Chat marbré,French,16218
Brants's Whistling Rat,English,16270
Brants's Karroo Rat,English,16270
Littledale's Karroo Rat,English,16271
Littledale's Whistling Rat,English,16271
Sulawesi Giant Rat,English,16375
Sulawesi Bear Rat,English,16376
Flores Long-nosed Rat,English,16426
Zaino javelina,Spanish,16457
Pecarí de collar,Spanish,16457
Pécari à collier,French,16457
Collared Peccary,English,16457
Pectinator,English,16458
East African Gundi,English,16458
Speke's Pectinator,English,16458
Springhare,English,16467
Grey Rhebok,English,16484
Common Rhebok,English,16484
Hopkins's Groove-toothed Swamp Rat,English,16506
Kigezi Creek Rat,English,16506
Papyrus Rat,English,16506
Lake Victoria Rat,English,16507
Issel's Groove-toothed Swamp Rat,English,16507
Bell Groove-toothed Swamp Rat,English,16508
Huet's Creek Rat,English,16508
Common Creek Rat,English,16509
Creek Groove-toothed Swamp Rat,English,16509
Least Groove-toothed Swamp Rat,English,16510
Least Creek Rat,English,16510
Lesser Creek Rat,English,16510
Lucas's Short-nosed Fruit Bat,English,16563
Dusky Fruit Bat,English,16563
Melon-headed Whale,English,16564
Electra,Spanish,16564
Péponocéphale,French,16564
Bandicoot de Bougainville,French,16569
Tejón marsupial rayado,Spanish,16569
Bandicot de Bouganville,Spanish,16569
Barred Bandicoot,English,16569
Western Barred Bandicoot,English,16569
Marl,English,16569
Long-nosed Bandicoot,English,16569
Western Barred Bandicoot,English,16573
Western Barred Bandicoot,English,16574
Long-nosed Bandicoot,English,16578
Potto Gibbon,English,16629
Potto,English,16629
Potto,French,16629
Poto de Bosman,Spanish,16629
Los Angeles Little Pocket Mouse,English,16630
Los Angeles Pocket Mouse,English,16630
White-eared Pocket Mouse,English,16631
Salinas Pocket Mouse,English,16632
Arizona Pocket Mouse,English,16633
Plains Pocket Mouse,English,16634
Silky Pocket Mouse,English,16635
Little Pocket Mouse,English,16636
Merriam's Pocket Mouse,English,16637
White-eared Pocket Mouse,English,16638
Palm Springs Pocket Mouse,English,16639
Jacumba Pocket Mouse,English,16640
Pacific Pocket Mouse,English,16641
San Joaquin Pocket Mouse,English,16642
Aztec Mouse,English,16651
Brush Mouse,English,16652
Perote Mouse,English,16653
California Mouse,English,16654
Burt's Deer Mouse,English,16655
Canyon Mouse,English,16656
Dickey's Deer Mouse,English,16657
Zacatecan Deer Mouse,English,16658
Cactus Mouse,English,16659
Eva's Desert Mouse,English,16660
Blackish Deer Mouse,English,16661
Big Deer Mouse,English,16662
Osgood's Mouse,English,16663
Angel Island Mouse,English,16664
Guatemalan Deer Mouse,English,16665
Naked-eared Deer Mouse,English,16666
Hooper's Mouse,English,16667
San Lorenzo Mouse,English,16668
White-footed Mouse,English,16669
Nimble-footed Mouse,English,16670
Tres Marias Island Mouse,English,16671
Deer Mouse,English,16672
Maya Mouse,English,16673
Brown Deer Mouse,English,16674
Puebla Deer Mouse,English,16675
Zempoaltepec Deer Mouse,English,16676
Plateau Mouse,English,16677
Black-eared Mouse,English,16678
Black-tailed Mouse,English,16679
Mesquite Mouse,English,16680
Merriam's Mouse,English,16680
Mexican Deer Mouse,English,16681
Northern Rock Mouse,English,16682
El Carrizo Deer Mouse,English,16683
White-ankled Mouse,English,16684
Marsh Mouse,English,16685
Chihuahuan Mouse,English,16686
False Canyon Mouse,English,16687
Santa Cruz Mouse,English,16688
Nayarit Mouse,English,16689
Slevin's Mouse,English,16690
Gleaning Mouse,English,16691
San Esteban Island Mouse,English,16692
Stirton's Deer Mouse,English,16693
Piñon Mouse,English,16694
Winkelmann's Mouse,English,16695
Yucatan Deer Mouse,English,16696
Chiapan Deer Mouse,English,16697
Chadwick Beach Cotton Mouse,English,16698
Monomy White-footed Mouse,English,16699
Ponce de Leon Beach Mouse,English,16700
Pallid Beach Mouse,English,16700
Santa Rosa Beach Mouse,English,16701
St Andrews Beach Mouse,English,16702
Texas Mouse,English,16703
Greater Doglike Bat,English,16707
White-winged Doglike Bat,English,16708
Lesser Doglike Bat,English,16709
Giant Bandicoot,English,16710
Raffray's Bandicoot,English,16711
Lesser Pygmy Flying Squirrel,English,16714
Hose's Pygmy Flying Squirrel,English,16715
Selangor Pygmy Flying Squirrel,English,16716
Red-and-white Giant Flying Squirrel,English,16718
Lesser Giant Flying Squirrel,English,16719
Spotted Giant Flying Squirrel,English,16719
Japanese Giant Flying Squirrel,English,16720
Hodgson's Giant Flying Squirrel,English,16721
Bhutan Giant Flying Squirrel,English,16722
Red Giant Flying Squirrel,English,16723
Red Giant Flying Squirrel,English,16724
Indian Giant Flying Squirrel,English,16724
Chinese Giant Flying Squirrel,English,16725
Northern Glider,English,16726
Mahogany Glider,English,16727
Squirrel Glider,English,16728
Yellow-bellied Glider,English,16729
Yellow-bellied Glider,English,16730
Sugar Glider,English,16731
Dwarf Flying Squirrel,English,16733
Mindanao Flying Squirrel,English,16733
Travancore Flying Squirrel,English,16734
Whiskered Flying Squirrel,English,16735
Hagen's Flying Squirrel,English,16736
Siberut Flying Squirrel,English,16737
Arrow Flying Squirrel,English,16738
White-bellied Flying Squirrel,English,16739
Temminck's Flying Squirrel,English,16739
Vordermann's Flying Squirrel,English,16740
Black-footed Rock Wallaby,English,16751
Cape York Rock Wallaby,English,16752
Mountain Claro Rock Wallaby,English,16753
Sharman's Rock Wallaby,English,16753
Yellow-footed Rock-wallaby,English,16754
Nabarlek,English,16755
Black-footed Rock-wallaby,English,16756
Black-footed Rock-wallaby,English,16757
Black-footed Rock-wallaby,English,16758
Yellow-footed Rock-wallaby,English,16759
Nabarlek,English,16760
Nabarlek,English,16761
Pygmy Rock Wallaby,English,16761
Allied Rock Wallaby,English,16764
Palm Island Rock Wallaby,English,16764
Unadorned Rock Wallaby,English,16765
Mareeba Rock Wallaby,English,16766
Dassie Rat,English,16776
African Rock Rat,English,16776
Barbour's Rock Mouse,English,16777
Pygmy Rock Mouse,English,16778
Berseba Rock Mouse,English,16779
Brukkaros Pygmy Rock Mouse,English,16779
Shortridge's Rock Mouse,English,16780
Cape Warthog,English,16790
Eritrean Warthog,English,16792
Rio Rice Rat,English,16799
Rio de Janeiro Arboreal Rat,English,16799
Woodlark Island Cuscus,English,16846
Common Phalanger,English,16847
Grey Cuscus,English,16847
Northern Common Cuscus,English,16847
Common Cuscus,English,16847
Cuscús oriental,Spanish,16847
Cuscús gris,Spanish,16847
Couscous gris,French,16847
Couscous de la Sonde,French,16847
Silky Cuscus,English,16850
Stein's Cuscus,English,16850
Telefomin Cuscus,English,16851
Obi Cuscus,English,16852
Mountain Cuscus,English,16853
Moluccan Cuscus,English,16854
Ornate Cuscus,English,16854
Silky Cuscus,English,16855
Southern Common Cuscus,English,16857
Eastern Common Cuscus,English,16857
Gebe Cuscus,English,16858
Fork-marked Mouse-lemur,English,16871
Fork-marked Lemur,English,16871
Phaner,French,16871
Maki horquilla,Spanish,16871
Maki ardilla,Spanish,16871
Pariente's Fork-marked Lemur,English,16873
Pale Fork-marked Lemur,English,16874
Amber Mountain Fork-marked Lemur,English,16875
New Guinea Big-eared Bat,English,16887
Brush-tailed Phascogale,English,16889
Brush-tailed Phascogale,English,16890
Brush-tailed Phascogale,English,16891
Koala,English,16892
Koala,French,16892
Red-bellied Dasyure,English,16893
Red-bellied Marsupial Shrew,English,16893
Narrow-striped Marsupial Shrew,English,16894
Narrow-striped Dasyure,English,16894
Wakayama Red-backed Vole,English,16899
Japanese Red-backed Vole,English,16899
Smith's Vole,English,16900
Rohu's Bat,English,16981
Short-winged Brown Bat,English,16981
Southern Giant Slender-tailed Cloud Rat,English,17003
Southern Luzon Giant Cloud Rat,English,17003
Northern Luzon Giant Cloud Rat,English,17004
Foca ocelada del Lago Saimaa,Spanish,17012
Phoque marbré,French,17012
Saimaa Ringed Seal,English,17012
Saimaa Seal,English,17012
Kuril Seal,English,17014
Western Pacific Harbor Seal,English,17014
Caspian Seal,English,17015
Ladoga Seal,English,17017
Ungava Seal,English,17018
Baikal Seal,English,17019
Western Atlantic Harbor Seal,English,17021
Eastern Pacific Harbor Seal,English,17022
Larga Seal,English,17023
Spotted Seal,English,17023
Okhotsk Sea Ringed Seal,English,17024
Ribbon Seal,English,17025
Harbour Porpoise,English,17027
Common Porpoise,English,17027
Marsopa común,Spanish,17027
Marsouin,French,17027
Marsouin commun,French,17027
Marsouin du Golfe de Californie,French,17028
Cochito,French,17028
Vaquita,French,17028
Cochito,Spanish,17028
Vaquita,Spanish,17028
Gulf of California Harbour Porpoise,English,17028
Vaquita,English,17028
Cochito,English,17028
Gulf Porpoise,English,17028
Black Porpoise,English,17029
Burmeister's Porpoise,English,17029
Marsopa espinosa,Spanish,17029
Marsouin de Burmeister,French,17029
Marsouin de Dall,French,17032
Marsopa de Dall,Spanish,17032
White-flanked Porpoise,English,17032
Dall's Porpoise,English,17032
Campbell's Hamster,English,17035
Desert Hamster,English,17036
Striped Hairy-footed Hamster,English,17037
Dzhungarian Hamster,English,17037
Peters's Spear-nosed Bat,English,17168
Pale-faced Bat,English,17168
Cuban Fig-eating Bat,English,17176
Pale Spear-nosed Bat,English,17216
Lesser Spear-nosed Bat,English,17217
Greater Spear-nosed Bat,English,17218
Guianan Spear-nosed Bat,English,17219
Friendly Leaf-eared Mouse,English,17220
Andean Leaf-eared Mouse,English,17221
Buenos Aires Leaf-eared Mouse,English,17222
Capricorn Leaf-eared Mouse,English,17223
Darwin's Leaf-eared Mouse,English,17224
Definitive Leaf-eared Mouse,English,17225
Gerbil Leaf-eared Mouse,English,17226
Haggard's Leaf-eared Mouse,English,17227
Master Leaf-eared Mouse,English,17228
Osgood's Leaf-eared Mouse,English,17229
Bunchgrass Leaf-eared Mouse,English,17230
Wolffsohn's Leaf-eared Mouse,English,17231
Yellow-rumped Leaf-eared Mouse,English,17232
Ballena esperma,Spanish,17244
Cachalote,Spanish,17244
Cachalot,English,17244
Cachalot,French,17244
Pot Whale,English,17244
Sperm Whale,English,17244
Cachelot,English,17244
Spermacet Whale,English,17244
Japanese Pipistrelle,English,17320
Cape York Pipistrelle,English,17321
Adams's Pipistrelle,English,17321
Desert Pipistrelle,English,17322
Egyptian Pipistrelle,English,17322
Mt Gargues Pipistrelle,English,17323
Chocolate Pipistrelle,English,17324
Chocolate Bat,English,17324
Anchieta's Pipistrelle,English,17325
New Guinea Pipistrelle,English,17326
Angulate Pipistrelle,English,17326
Anthony's Pipistrelle,English,17327
Arabian Pipistrelle,English,17328
Desert Pipistrelle,English,17329
Ariel Pipistrelle,English,17329
Bodenheimer's Pipistrelle,English,17330
Thomas's Pipistrelle,English,17331
Cadorna's Pipistrelle ,English,17331
Kelaart's Pipistrelle,English,17332
Large Black Pipistrelle,English,17333
Gilded Black Pipistrelle,English,17333
Mountain Pipistrelle,English,17334
Indian Pipistrelle,English,17335
Broad-headed Pipistrelle,English,17336
Coppery Pipistrelle,English,17337
Dormer's Pipistrelle,English,17338
Eisentraut's Pipistrelle,English,17339
Endo's Pipistrelle,English,17340
Western Pipistrelle,English,17341
Brown Pipistrelle,English,17342
Aellen's Pipistrelle ,English,17343
Javan Pipistrelle,English,17344
Joffre's Pipistrelle,English,17345
Dark-brown Pipistrelle,English,17346
Red-brown Pipistrelle,English,17346
Burma Pipistrelle,English,17347
Western False Pipistrelle,English,17348
Big-eared Pipistrelle,English,17349
Minahassa Pipistrelle,English,17350
Grizzled Pipistrelle,English,17351
Pungent Pipistrelle,English,17351
Mouselike Pipistrelle,English,17352
Least Pipistrelle,English,17352
Tiny Pipistrelle,English,17353
Pygmy Pipistrelle,English,17353
Banana Pipistrelle,English,17354
Banana Bat,English,17354
Papuan Pipistrelle,English,17355
Mount Popa Pipistrelle,English,17356
Dar-es-Salaam Pipistrelle,English,17358
Peters's Pipistrelle,English,17359
Chinese Pipistrelle,English,17360
Rüppell's Pipistrelle,English,17361
Rusty Pipistrelle,English,17362
Social Pipistrelle,English,17363
Malaysian Pipistrelle,English,17364
Narrow-winged Pipistrelle,English,17364
Sturdee's Pipistrelle,English,17365
Eastern Pipistrelle,English,17366
Great Pipistrelle,English,17367
Tasmanian Pipistrelle,English,17367
Eastern False Pipistrelle,English,17367
Eastern Falsistrelle,English,17367
Least Pipistrelle,English,17368
Watts's Pipistrelle,English,17369
Northern Pipistrelle,English,17370
Mangrove Pipistrelle,English,17370
Koopman's Pipistrelle,English,17370
Red Tree Rat,English,17400
Malayan Tree Rat,English,17400
Monkey-footed Rat,English,17401
Malayan Tree Rat,English,17401
Equatorial Saki,English,17402
Buffy Saki,English,17403
Black-and-white Saki,English,17403
White Saki,English,17403
Saki amazónico,Spanish,17403
Saki de cara pelada,Spanish,17404
Bald-faced Saki,English,17404
Red-bearded Saki,English,17405
Monk Saki,English,17405
Saki chevelu,French,17405
Saki à tête pâle,French,17406
White-faced Saki,English,17406
Pale-headed Saki,English,17406
San Rafael Hutia,English,17461
Samana Hutia,English,17462
Kimberley Planigale,English,17472
Narrow-nosed Planigale,English,17473
Papuan Planigale,English,17474
New Guinean Planigale,English,17474
Paucident Planigale,English,17475
Long-tailed Planigale,English,17476
Common Planigale,English,17477
Pygmy Planigale,English,17477
Malabar Spiny Mouse,English,17481
Malabar Spiny Dormouse,English,17481
Long-snouted Bat,English,17487
Ganges Susu,English,17488
Ganges River Dolphin,English,17488
Delfín del Ganges,Spanish,17488
Plataniste du Gange,French,17488
Sousou,French,17488
Sténoderme pseudo-vampire,French,17565
Murciélago de estrias blancas,Spanish,17565
Falso vampiro del Uruguay,Spanish,17565
White-lined Bat,English,17565
White-lined Broad-nosed Bat,English,17565
Eldorado Broad-nosed Bat,English,17566
Short-headed Broad-nosed Bat,English,17567
Choco Broad-nosed Bat,English,17568
Thomas's Broad-nosed Bat,English,17569
Heller's Broad-nosed Bat,English,17570
Buffy Broad-nosed Bat,English,17571
Recife Broad-nosed Bat,English,17572
Shadowy Broad-nosed Bat,English,17573
Greater Broad-nosed Bat,English,17574
Greater White-lined Bat,English,17574
Mexican Big-eared Bat,English,17599
Rafinesque's Big-eared Bat,English,17600
Taiwan Big-eared Bat,English,17601
d'Anchieta's Fruit Bat,English,17618
Mindanao Moonrat,English,17828
Mindanao Gymnure,English,17828
Dinagat Moonrat,English,17829
Dinagat Gymnure,English,17829
Florida Mouse,English,17830
Roraima Mouse,English,17831
Lowland Brush Mouse,English,17877
Large Pogonomelomys,English,17877
Shaw Mayer's Brush Mouse,English,17878
Highland Brush Mouse,English,17879
Champion's Tree Mouse,English,17882
Large Tree Mouse,English,17883
Chestnut Tree Mouse,English,17884
Long-tailed Tree Mouse,English,17884
Grey-bellied Tree Mouse,English,17885
Orang-utan,English,17975
Bornean Orangutan,English,17975
Orangután,Spanish,17975
Orang-outan,French,17975
Dauphin de la Plata,French,17978
Delfín de la Plata,Spanish,17978
Tonina,Spanish,17978
Franciscana,English,17978
La Plata River Dolphin,English,17978
Gilbert's Potoroo,English,18107
Kinkajou,English,18108
Mico de noche,Spanish,18108
Marta,Spanish,18108
Godoy,Spanish,18108
Chosna,Spanish,18108
Micoleón,Spanish,18108
Martucha,Spanish,18108
Cusumbi,Spanish,18108
Cuchumbi,Spanish,18108
Potos,French,18108
Hartwig's Soft-furred Mouse,English,18113
Delectable Soft-furred Mouse,English,18114
East African Soft-furred Rat,English,18114
Jackson's Soft-furred Rat,English,18115
Jackson's Forest Rat,English,18115
Jackson's Soft-furred Mouse,English,18115
Least Soft-furred Mouse,English,18116
Misonne's Soft-furred Mouse,English,18117
Misonne's Soft-furred Rat,English,18117
Cameroon Soft-furred Mouse,English,18118
Muton's Soft-furred Mouse,English,18119
Forest Soft-furred Mouse,English,18120
Tullberg's Soft-furred Mouse,English,18121
Langur gris,Spanish,18125
Java Leaf Monkey,English,18125
Grizzled Leaf Monkey,English,18125
Javan Surili,English,18125
Banded Surili,English,18126
Banded Langur,English,18126
Banded Leaf Monkey,English,18126
Langur mitrado,Spanish,18126
Langur de frente blanca,Spanish,18127
Semnopithèque à front blanc,French,18127
White-faced Langur,English,18127
White-fronted Leaf Monkey,English,18127
White-fronted Langur,English,18127
Hose's Leaf Monkey,English,18128
Grey Leaf Monkey,English,18128
Hose's Langur,English,18128
Semnopithèque de Hose,French,18128
Langur de Hose,Spanish,18128
Langur de cresta,Spanish,18129
Semnopithèque mélalophe,French,18129
Sumatran Surili,English,18129
Mitred Leaf Monkey,English,18129
Long-tailed Langur,English,18130
Mentawai Leaf Monkey,English,18130
Mentawai Langur,English,18130
Semnopithèque de Mentawi,French,18130
Langur colilargo,Spanish,18130
Langur de Mentawi,Spanish,18130
Langur rubicundo,Spanish,18131
Semnopithèque rubicond,French,18131
Maroon Langur,English,18131
Maroon Leaf Monkey,English,18131
Thomas's Langur,English,18132
Thomas's Leaf Monkey,English,18132
Semnopithèque de Thomas,French,18132
Langur de Thomas,Spanish,18132
White-thighed Surili,English,18134
White-thighed Leaf Monkey,English,18134
Giant Armadillo,English,18144
Carachupa Manan,Spanish,18144
Armadillo gigante,Spanish,18144
Tatú carreta,Spanish,18144
Tatú guazú,Spanish,18144
Cuspon,Spanish,18144
Tatú gigante,Spanish,18144
Tatou géant,French,18144
Chat-léopard du Bengale,French,18146
Chat de Chine,French,18146
Gato leopardo chino,Spanish,18146
Chat-léopard de Chine,French,18146
Gato de Bengala,Spanish,18146
Gato bengalí,Spanish,18146
Leopard Cat,English,18146
Bengal Leopard Cat,English,18147
Chat-tigre du Bengale,French,18147
Chat à tête plate,French,18148
Gato cabeciancho,Spanish,18148
Gato de cabeza plana,Spanish,18148
Flat-headed Cat,English,18148
Rusty-spotted Cat,English,18149
Gato rojizo,Spanish,18149
Gato rubiginosa,Spanish,18149
Gato leopardo de la India,Spanish,18149
Chat rougeâtre,French,18149
Chat-léopard de l'Inde,French,18149
Chat rubigineux,French,18149
Chat pêcheur,French,18150
Gato pescador,Spanish,18150
Fishing Cat,English,18150
Iriomote Cat,English,18151
Banded Linsang,English,18161
Cibeta atigrada,Spanish,18161
Civeta franjeada,Spanish,18161
Linsang rayado,Spanish,18161
Civette à bandes,French,18161
Linsang rayé,French,18161
Linsang tacheté,French,18162
Linsang à taches,French,18162
Cibeta moteada,Spanish,18162
Linsang manchado,Spanish,18162
Tiger Civet,English,18162
Spotted Linsang,English,18162
Dollman's Tree Mouse,English,18164
Dollman's Climbing Mouse ,English,18164
Przewalski's Gazelle,English,18230
Tibetan Gazelle,English,18231
Western Red Colobus,English,18240
Red Colobus,English,18240
Colobe bai,French,18240
Colobe bai d'Afrique occidentale,French,18240
Colobe ferrugineux,French,18240
Colobo herrumbroso occidental,Spanish,18240
Colobo rojo,Spanish,18241
Colobe bai,French,18241
Eastern Red Colobus,English,18241
Pennant's Red Colobus,English,18241
Kirk's Red Colobus,English,18242
Zanzibar Red Colobus,English,18242
Kirk's Colobus,English,18242
Colobe bai de Zanzibar,French,18242
Colobo rojo de Zanzíbar,Spanish,18242
Colobo rojo de Camerún,Spanish,18243
Colobe bai du Cameroun,French,18243
Preuss's Red Colobus,English,18243
Preuss's Colobus,English,18243
Tana River Red Colobus,English,18244
Colobe bai de la Tana,French,18244
Colobe roux de la Tana,French,18244
Colobo rojo mitrado,Spanish,18244
Colobo de Tana,Spanish,18244
Colobo verde,Spanish,18245
Colobe de Van Beneden,French,18245
Colobe vert,French,18245
Colobe vrai,French,18245
Colobe huppé,French,18245
Van Beneden's Colobus,English,18245
Olive Colobus,English,18245
