Scientific name,Rank,RecID,ParentRank,ParentRecID,Status,Species author,notes
Acianthera sicaria,SPECIES,55912,GENUS,65403,A,"(Lindl.) Pridgeon & M.W.Chase, 2001",
Acianthera sicariopsis,SPECIES,82383,GENUS,65403,A,"(Luer) Pridgeon & M.W.Chase, 2001",
Acianthera sicula,SPECIES,80561,GENUS,65403,A,"(Luer & R.Vásquez) Luer, 2004",
Acianthera silvae,SPECIES,69688,GENUS,65403,A,"(Luer & Toscano) Luer, 2004",
Acianthera sonderiana,SPECIES,55913,GENUS,65403,A,"(Rchb.f.) Pridgeon & M.W.Chase, 2001",
Acianthera sotoana,SPECIES,73271,GENUS,65403,A,"Solano, 2010",
Acianthera spilantha,SPECIES,70069,GENUS,65403,A,"(Barb.Rodr.) Luer, 2007",
Acianthera stenzelii,SPECIES,79253,GENUS,65403,A,"Luer, 2014",
Acianthera strupifolia,SPECIES,66889,GENUS,65403,A,"(Lindl.) Pridgeon & M.W.Chase, 2001",
Acianthera subrotundifolia,SPECIES,77599,GENUS,65403,A,"(Cogn.) F.Barros & V.T.Rodrigues, 2009",
Acianthera sulcata,SPECIES,79411,GENUS,65403,A,"(Porsch) F.Barros & V.T.Rodrigues, 2009",
Acianthera sulphurea,SPECIES,77550,GENUS,65403,A,"(Barb.Rodr.) F.Barros & V.T.Rodrigues, 2009",
Acianthera tanyae,SPECIES,68905,GENUS,65403,A,"Luer & Cornejo, 2011",
Acianthera teres,SPECIES,78676,GENUS,65403,A,"(Lindl.) Borba, 2003",
Acianthera testifolia,SPECIES,76473,GENUS,65403,A,"(Sw.) Solano, 2011",
Acianthera tikalensis,SPECIES,80075,GENUS,65403,A,"(Correll & C.Schweinf.) Pridgeon & M.W.Chase, 2001",
Acianthera toachica,SPECIES,77043,GENUS,65403,A,"(Luer & Dodson) Luer, 2004",
Acianthera tokachii,SPECIES,72194,GENUS,65403,A,"(Luer) Luer, 2004",
Acianthera translucida,SPECIES,75742,GENUS,65403,A,"(Barb.Rodr.) Luer, 2004",
Acianthera tricarinata,SPECIES,55914,GENUS,65403,A,"(Poepp. & Endl.) Pridgeon & M.W.Chase, 2001",
Acianthera tristis,SPECIES,74904,GENUS,65403,A,"(Barb.Rodr.) Pridgeon & M.W.Chase, 2001",
Acianthera unguicallosa,SPECIES,71696,GENUS,65403,A,"(Ames & C.Schweinf.) Solano, 2002 publ. 2003",
Acianthera variegata,SPECIES,55915,GENUS,65403,A,"(Barb.Rodr.) Campacci, 2008",
Acianthera venulosa,SPECIES,69310,GENUS,65403,A,"Luer, 2005",
Acianthera verecunda,SPECIES,66952,GENUS,65403,A,"(Schltr.) Pridgeon & M.W.Chase, 2001",
Acianthera violacea,SPECIES,69780,GENUS,65403,A,"(A.Rich. & Galeotti) Pridgeon & M.W.Chase, 2001",
Acianthera violaceomaculata,SPECIES,79445,GENUS,65403,A,"(Hoehne) Pridgeon & M.W.Chase, 2001",
Acianthera viridis,SPECIES,68630,GENUS,65403,A,"(Luer & Hirtz) Luer, 2004",
Acianthera wageneriana,SPECIES,55916,GENUS,65403,A,"(Klotzsch) Pridgeon & M.W.Chase, 2001",
Acianthera wawraeana,SPECIES,82918,GENUS,65403,A,"(Barb.Rodr.) F.Barros & V.T.Rodrigues, 2009",
Acianthera welsiae-windischiae,SPECIES,82902,GENUS,65403,A,"(Pabst) Pridgeon & M.W.Chase, 2001",
Acianthera wilsonii,SPECIES,77135,GENUS,65403,A,"(Lindl.) Pridgeon & M.W.Chase, 2001",
Acianthera wyvern,SPECIES,73867,GENUS,65403,A,"(Luer & R.Escobar) Pridgeon & M.W.Chase, 2001",
Acianthera yauaperyensis,SPECIES,82077,GENUS,65403,A,"(Barb.Rodr.) Pridgeon & M.W.Chase, 2001",
Acianthera zumbae,SPECIES,66561,GENUS,65403,A,"(Luer & Hirtz) Luer, 2004",
Acianthus,GENUS,13221,FAMILY,12509,A,"R.Br., 1810",
Acianthus aegeridantennatus,SPECIES,16546,GENUS,13221,A,"N.Hallé, 1977",
Acianthus amplexicaulis,SPECIES,26884,GENUS,13221,A,"(F.M.Bailey) Rolfe, 1903",
Acianthus atepalus,SPECIES,14461,GENUS,13221,A,"Rchb.f., 1876",
Acianthus bracteatus,SPECIES,23870,GENUS,13221,A,"Rendle, 1921",
Acianthus caudatus,SPECIES,78950,GENUS,13221,A,"R.Br., 1810",
Acianthus confusus,SPECIES,15030,GENUS,13221,A,"Guillaumin, 1922 publ. 1923",
Acianthus corniculatus,SPECIES,21286,GENUS,13221,A,"Rendle, 1921",
Acianthus cymbalariifolius,SPECIES,28474,GENUS,13221,A,"F.Muell. & Kraenzl., 1894",
Acianthus elegans,SPECIES,21902,GENUS,13221,A,"Rchb.f., 1876",
Acianthus exsertus,SPECIES,55917,GENUS,13221,A,"R.Br., 1810",
Acianthus fornicatus,SPECIES,55918,GENUS,13221,A,"R.Br., 1810",
Acianthus grandiflorus,SPECIES,23799,GENUS,13221,A,"Schltr., 1906",
Acianthus halleanus,SPECIES,71874,GENUS,13221,A,"Kores, 1995",
Acianthus heptadactylus,SPECIES,21456,GENUS,13221,A,"Kraenzl., 1928",
Acianthus ledwardii,SPECIES,29503,GENUS,13221,A,"Rupp, 1938",
Acianthus macroglossus,SPECIES,28163,GENUS,13221,A,"Schltr., 1906",
Acianthus oxyglossus,SPECIES,28259,GENUS,13221,A,"Schltr., 1906",
Acianthus saxatilis,SPECIES,80487,GENUS,13221,A,"D.L.Jones & M.A.Clem., 2014",
Acianthus sinclairii,SPECIES,68928,GENUS,13221,A,"Hook.f., 1853",
Acianthus tenuilabris,SPECIES,21154,GENUS,13221,A,"Schltr., 1906",
Acianthus veillonis,SPECIES,21349,GENUS,13221,A,"N.Hallé, 1977",
Acineta,GENUS,13320,FAMILY,12509,A,"Lindl., 1843",
Acineta alticola,SPECIES,20519,GENUS,13320,A,"C.Schweinf., 1951",
Acineta antioquiae,SPECIES,25475,GENUS,13320,A,"Schltr., 1917",
Acineta barkeri,SPECIES,26688,GENUS,13320,A,"(Bateman) Lindl., 1843",
Acineta chrysantha,SPECIES,22719,GENUS,13320,A,"(C.Morren) Lindl., 1850",
Acineta confusa,SPECIES,27399,GENUS,13320,A,"Schltr., 1917",
Acineta cryptodonta,SPECIES,14334,GENUS,13320,A,"Rchb.f., 1854",
Acineta densa,SPECIES,20793,GENUS,13320,A,"Lindl., 1851",
Acineta erythroxantha,SPECIES,23798,GENUS,13320,A,"Rchb.f., 1854",
Acineta hagsateri,SPECIES,74484,GENUS,13320,A,"Salazar & Soto Arenas, 2002 publ. 2003",
Acineta hrubyana,SPECIES,23024,GENUS,13320,A,"Rchb.f., 1882",
Acineta mireyae,SPECIES,55921,GENUS,13320,A,"G.Gerlach & M.H.Weber, 2003",
Acineta salazarii,SPECIES,72835,GENUS,13320,A,"Soto Arenas, 2002 publ. 2003",
Acineta sella-turcica,SPECIES,25857,GENUS,13320,A,"Rchb.f., 1852",
Acineta sulcata,SPECIES,15546,GENUS,13320,A,"Rchb.f., 1879",
Acineta superba,SPECIES,16961,GENUS,13320,A,"(Kunth) Rchb.f., 1863",
Acriopsis,GENUS,12609,FAMILY,12509,A,"Reinw. ex Blume, 1823",
Acriopsis carrii,SPECIES,17445,GENUS,12609,A,"Holttum, 1947",
Acriopsis densiflora,SPECIES,17694,GENUS,12609,A,"Lindl., 1847",
Acriopsis emarginata,SPECIES,73422,GENUS,12609,A,"D.L.Jones & M.A.Clem., 2006",
Acriopsis floribunda,SPECIES,64187,GENUS,12609,A,"Ames, 1920",
Acriopsis gracilis,SPECIES,24158,GENUS,12609,A,"Minderh. & de Vogel, 1986",
Acriopsis indica,SPECIES,20032,GENUS,12609,A,"C.Wright, 1851",
Acriopsis inopinata,SPECIES,82851,GENUS,12609,A,"Phoon & P.O'Byrne, 2009",
Acriopsis latifolia,SPECIES,71631,GENUS,12609,A,"Rolfe, 1909",
Acriopsis ridleyi,SPECIES,66460,GENUS,12609,A,"Hook.f., 1890",
Acrolophia,GENUS,13334,FAMILY,12509,A,"Pfitzer, 1887",
Acrolophia bolusii,SPECIES,13991,GENUS,13334,A,"Rolfe, 1911",
Acrolophia capensis,SPECIES,55935,GENUS,13334,A,"(P.J.Bergius) Fourc., 1932",
Acrolophia lamellata,SPECIES,75059,GENUS,13334,A,"(Lindl.) Pfitzer, 1887",
Acrolophia lunata,SPECIES,74521,GENUS,13334,A,"(Schltr.) Schltr. & Bolus, 1894",
Acrolophia ustulata,SPECIES,26687,GENUS,13334,A,"(Bolus) Schltr. & Bolus, 1894",
Acrorchis,GENUS,12810,FAMILY,12509,A,"Dressler, 1990",
Acrorchis roseola,SPECIES,19641,GENUS,12810,A,"Dressler, 1990",
Adamantinia,GENUS,68510,FAMILY,12509,A,"Van den Berg & C.N.Gonç., 2004",
Adamantinia miltonioides,SPECIES,80797,GENUS,68510,A,"Van den Berg & C.N.Gonç., 2004",
Adenochilus,GENUS,13505,FAMILY,12509,A,"Hook.f., 1853",
Adenochilus gracilis,SPECIES,78768,GENUS,13505,A,"Hook.f., 1853",
Adenochilus nortonii,SPECIES,16028,GENUS,13505,A,"Fitzg., 1876",
Adenoncos,GENUS,12576,FAMILY,12509,A,"Blume, 1825",
Adenoncos buruensis,SPECIES,81207,GENUS,12576,A,"J.J.Sm., 1928",
Adenoncos celebica,SPECIES,70278,GENUS,12576,A,"Schltr., 1911",
Adenoncos elongata,SPECIES,76874,GENUS,12576,A,"J.J.Sm., 1917",
Adenoncos macrantha,SPECIES,78276,GENUS,12576,A,"Schltr., 1925",
Adenoncos major,SPECIES,25335,GENUS,12576,A,"Ridl., 1896",
Adenoncos nasonioides,SPECIES,73091,GENUS,12576,A,"Schltr., 1911",
Adenoncos papuana,SPECIES,81621,GENUS,12576,A,"(Schltr.) Schltr., 1913",
Adenoncos parviflora,SPECIES,55959,GENUS,12576,A,"Ridl., 1896",
Adenoncos quadrangularis,SPECIES,76975,GENUS,12576,A,"Sulist., 2003",
Adenoncos saccata,SPECIES,82186,GENUS,12576,A,"J.J.Sm., 1912",
Adenoncos suborbicularis,SPECIES,76663,GENUS,12576,A,"Carr, 1933",
Adenoncos sumatrana,SPECIES,29294,GENUS,12576,A,"J.J.Sm., 1909",
Adenoncos triangularis,SPECIES,78108,GENUS,12576,A,"Sulist., 2003",
Adenoncos triloba,SPECIES,76404,GENUS,12576,A,"Carr, 1935",
Adenoncos uniflora,SPECIES,80746,GENUS,12576,A,"J.J.Sm., 1920",
Adenoncos vesiculosa,SPECIES,55960,GENUS,12576,A,"Carr, 1932",
Adenoncos virens,SPECIES,27248,GENUS,12576,A,"Blume, 1825",
Adrorhizon,GENUS,13633,FAMILY,12509,A,"Hook.f., 1898",
Adrorhizon purpurascens,SPECIES,29379,GENUS,13633,A,"(Thwaites) Hook.f., 1898",
Aenhenrya,GENUS,68564,FAMILY,12509,A,"Gopalan, 1993 publ. 1994",
Aenhenrya rotundifolia,SPECIES,71464,GENUS,68564,A,"(Blatt.) C.S.Kumar & F.N.Rasm., 1997",
Aeranthes,GENUS,13537,FAMILY,12509,A,"Lindl., 1824",
Aeranthes adenopoda,SPECIES,55977,GENUS,13537,A,"H.Perrier, 1938",
Aeranthes aemula,SPECIES,55978,GENUS,13537,A,"Schltr., 1925",
Aeranthes africana,SPECIES,80539,GENUS,13537,A,"J.Stewart, 1978",
Aeranthes albidiflora,SPECIES,78763,GENUS,13537,A,"Toill.-Gen., Ursch & Bosser, 1960",
Aeranthes ambrensis,SPECIES,72633,GENUS,13537,A,"Toill.-Gen., Ursch & Bosser, 1960",
Aeranthes angustidens,SPECIES,55979,GENUS,13537,A,"H.Perrier, 1938",
Aeranthes antennophora,SPECIES,55980,GENUS,13537,A,"H.Perrier, 1938",
Aeranthes arachnites,SPECIES,19471,GENUS,13537,A,"(Thouars) Lindl., 1824",
Aeranthes bathieana,SPECIES,74486,GENUS,13537,A,"Schltr., 1925",
Aeranthes campbelliae,SPECIES,81988,GENUS,13537,A,"Hermans & Bosser, 2003",
Aeranthes carnosa,SPECIES,55982,GENUS,13537,A,"Toill.-Gen., Ursch & Bosser, 1960",
Aeranthes caudata,SPECIES,55983,GENUS,13537,A,"Rolfe, 1901",
Aeranthes crassifolia,SPECIES,82676,GENUS,13537,A,"Schltr., 1925",
Aeranthes denticulata,SPECIES,55984,GENUS,13537,A,"Toill.-Gen., Ursch & Bosser, 1960",
Aeranthes dentiens,SPECIES,55985,GENUS,13537,A,"Rchb.f., 1885",
Aeranthes ecalcarata,SPECIES,55986,GENUS,13537,A,"H.Perrier, 1938",
Aeranthes filipes,SPECIES,55987,GENUS,13537,A,"Schltr., 1913",
Aeranthes grandiflora,SPECIES,55988,GENUS,13537,A,"Lindl., 1824",
Aeranthes hermannii,SPECIES,82091,GENUS,13537,A,"Frapp. ex Cordem., 1895",
Aeranthes laxiflora,SPECIES,55989,GENUS,13537,A,"Schltr., 1925",
Aeranthes leandriana,SPECIES,78819,GENUS,13537,A,"Bosser, 1971",
Aeranthes moratii,SPECIES,82602,GENUS,13537,A,"Bosser, 1971",
Aeranthes multinodis,SPECIES,74214,GENUS,13537,A,"Bosser, 1971",
Aeranthes neoperrieri,SPECIES,55991,GENUS,13537,A,"Toill.-Gen., Ursch & Bosser, 1960",
Aeranthes nidus,SPECIES,55992,GENUS,13537,A,"Schltr., 1925",
Aeranthes orophila,SPECIES,55993,GENUS,13537,A,"Toill.-Gen., 1959",
Aeranthes orthopoda,SPECIES,55994,GENUS,13537,A,"Toill.-Gen., Ursch & Bosser, 1960",
Aeranthes parkesii,SPECIES,70514,GENUS,13537,A,"G.Will., 1990",
Aeranthes parvula,SPECIES,55995,GENUS,13537,A,"Schltr., 1913",
Aeranthes peyrotii,SPECIES,55996,GENUS,13537,A,"Bosser, 1971",
Aeranthes polyanthemus,SPECIES,66544,GENUS,13537,A,"Ridl., 1886",
Aeranthes ramosa,SPECIES,55997,GENUS,13537,A,"Rolfe, 1901",
Aeranthes robusta,SPECIES,79500,GENUS,13537,A,"Senghas, 1987",
Aeranthes sambiranoensis,SPECIES,82086,GENUS,13537,A,"Schltr., 1925",
Aeranthes schlechteri,SPECIES,55998,GENUS,13537,A,"Bosser, 1970",
Aeranthes setiformis,SPECIES,55999,GENUS,13537,A,"Garay, 1972",
Aeranthes setipes,SPECIES,56000,GENUS,13537,A,"Schltr., 1925",
Aeranthes strangulata,SPECIES,71095,GENUS,13537,A,"Frapp. ex Cordem., 1895",
Aeranthes subramosa,SPECIES,74956,GENUS,13537,A,"Garay, 1972",
Aeranthes tenella,SPECIES,56002,GENUS,13537,A,"Bosser, 1971",
Aeranthes tricalcarata,SPECIES,56003,GENUS,13537,A,"H.Perrier, 1939",
Aeranthes tropophila,SPECIES,71828,GENUS,13537,A,"Bosser, 1971",
Aeranthes unciformis,SPECIES,78445,GENUS,13537,A,"P.J.Cribb & Nusb., 2012",
Aeranthes virginalis,SPECIES,74175,GENUS,13537,A,"D.L.Roberts, 2005",
Aeridostachya clavimentalis,SPECIES,86338,GENUS,95219,A,"(Ridl.) Rauschert, 1983",
Aeridostachya decurrentipetala,SPECIES,88069,GENUS,95219,A,"(J.J.Sm.) Rauschert, 1983",
Aeridostachya feddeana,SPECIES,86629,GENUS,95219,A,"(Schltr.) Brieger, 1981",
Aeridostachya gobiensis,SPECIES,84062,GENUS,95219,A,"(Schltr.) Rauschert, 1983",
Aeridostachya macrophylla,SPECIES,89101,GENUS,95219,A,"(Ames & C.Schweinf.) J.J.Wood, 2011",
Aeridostachya mearnsii,SPECIES,86288,GENUS,95219,A,"(Leav.) Rauschert, 1983",
Aeridostachya odontoglossa,SPECIES,86026,GENUS,95219,A,"(Schltr.) Rauschert, 1983",
Aeridostachya ovilis,SPECIES,89767,GENUS,95219,A,"(J.J.Sm.) Rauschert, 1983",
Aeridostachya propinqua,SPECIES,87078,GENUS,95219,A,"(Ames) W.Suarez & Cootes, 2011",
Aeridostachya pulla,SPECIES,90782,GENUS,95219,A,"(Schltr.) Brieger, 1981",
Aeridostachya sumatrensis,SPECIES,86713,GENUS,95219,A,"(Ridl.) Rauschert, 1983",
Aeridostachya trichotaenia,SPECIES,84901,GENUS,95219,A,"(Schltr.) Brieger, 1981",
Aeridostachya vulcanica,SPECIES,87323,GENUS,95219,A,"(Schltr.) Brieger, 1981",
Aetheorhyncha,GENUS,68574,FAMILY,12509,A,"Dressler, 2005",
Aetheorhyncha andreettae,SPECIES,79485,GENUS,68574,A,"(Jenny) Dressler, 2005",
Aganisia,GENUS,12738,FAMILY,12509,A,"Lindl., 1839",
Aganisia cyanea,SPECIES,56016,GENUS,12738,A,"(Lindl.) Rchb.f., 1869",
Aganisia fimbriata,SPECIES,56017,GENUS,12738,A,"Rchb.f., 1874",
Aganisia pulchella,SPECIES,56018,GENUS,12738,A,"Lindl., 1839",
Aglossorrhyncha,GENUS,68556,FAMILY,12509,A,"Schltr., 1905",
Aglossorrhyncha aurea,SPECIES,79577,GENUS,68556,A,"Schltr., 1905",
Aglossorrhyncha biflora,SPECIES,81280,GENUS,68556,A,"J.J.Sm., 1910",
Aglossorrhyncha bilobula,SPECIES,77912,GENUS,68556,A,"Kores, 1989",
Aglossorrhyncha fruticicola,SPECIES,76518,GENUS,68556,A,"J.J.Sm., 1913",
Aglossorrhyncha galanthiflora,SPECIES,79049,GENUS,68556,A,"J.J.Sm., 1929",
Aglossorrhyncha jabiensis,SPECIES,75369,GENUS,68556,A,"J.J.Sm., 1915",
Aglossorrhyncha lucida,SPECIES,78895,GENUS,68556,A,"Schltr., 1912",
Aglossorrhyncha micronesiaca,SPECIES,70418,GENUS,68556,A,"Schltr., 1921",
Aglossorrhyncha peculiaris,SPECIES,75509,GENUS,68556,A,"J.J.Sm., 1929",
Aglossorrhyncha serrulata,SPECIES,70580,GENUS,68556,A,"Schltr., 1912",
Aglossorrhyncha stenophylla,SPECIES,69978,GENUS,68556,A,"Schltr., 1922",
Aglossorrhyncha torricellensis,SPECIES,74603,GENUS,68556,A,"Schltr., 1912",
Aglossorrhyncha viridis,SPECIES,76701,GENUS,68556,A,"Schltr., 1912",
Agrostophyllum,GENUS,13689,FAMILY,12509,A,"Blume, 1825",
Agrostophyllum acutum,SPECIES,76578,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum alticola,SPECIES,75103,GENUS,13689,A,"Ormerod, 2012",
Agrostophyllum amboinense,SPECIES,74038,GENUS,13689,A,"J.J.Sm., 1903",
Agrostophyllum appendiculoides,SPECIES,73836,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum aristatum,SPECIES,71967,GENUS,13689,A,"Kores, 1989",
Agrostophyllum asahanense,SPECIES,78384,GENUS,13689,A,"Ormerod, 2012",
Agrostophyllum atrobrunneum,SPECIES,79591,GENUS,13689,A,"Ormerod, 2011",
Agrostophyllum atrovirens,SPECIES,77346,GENUS,13689,A,"J.J.Sm., 1903",
Agrostophyllum barkeri,SPECIES,78237,GENUS,13689,A,"Ormerod, 2012",
Agrostophyllum beleense,SPECIES,70862,GENUS,13689,A,"Ormerod, 2011",
Agrostophyllum bialatum,SPECIES,78493,GENUS,13689,A,"Ormerod, 2014",
Agrostophyllum bilobolabellatum,SPECIES,79503,GENUS,13689,A,"Gilli, 1980 publ. 1983",
Agrostophyllum bimaculatum,SPECIES,74721,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum boeeanum,SPECIES,68886,GENUS,13689,A,"Ormerod, 2012",
Agrostophyllum brachiatum,SPECIES,70081,GENUS,13689,A,"J.J.Sm., 1908",
Agrostophyllum brassii,SPECIES,79843,GENUS,13689,A,"Ormerod, 2012",
Agrostophyllum brevipes,SPECIES,56020,GENUS,13689,A,"King & Pantl., 1890",
Agrostophyllum callosum,SPECIES,56021,GENUS,13689,A,"Rchb.f., 1868",
Agrostophyllum carrianum,SPECIES,73392,GENUS,13689,A,"Ormerod, 2012",
Agrostophyllum compressum,SPECIES,56022,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum crassicaule,SPECIES,78584,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum crassilabium,SPECIES,82274,GENUS,13689,A,"Ormerod, 2011",
Agrostophyllum curvilabre,SPECIES,73494,GENUS,13689,A,"J.J.Sm., 1912",
Agrostophyllum curvum,SPECIES,85184,GENUS,13689,A,"Ridl., 1916",
Agrostophyllum cyatheicola,SPECIES,78577,GENUS,13689,A,"Schuit. & de Vogel, 2009",
Agrostophyllum cyathiforme,SPECIES,28238,GENUS,13689,A,"J.J.Sm., 1905",
Agrostophyllum cycloglossum,SPECIES,73548,GENUS,13689,A,"Schltr., 1922",
Agrostophyllum cyclopense,SPECIES,73056,GENUS,13689,A,"J.J.Sm., 1912",
Agrostophyllum daymanense,SPECIES,75657,GENUS,13689,A,"Ormerod, 2011",
Agrostophyllum dewideorum,SPECIES,74909,GENUS,13689,A,"Ormerod, 2014",
Agrostophyllum dischorense,SPECIES,75676,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum djararatense,SPECIES,81303,GENUS,13689,A,"Schltr., 1911",
Agrostophyllum dolychophyllum,SPECIES,77793,GENUS,13689,A,"Schltr., 1905",
Agrostophyllum earinoides,SPECIES,72465,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum edanoanum,SPECIES,81409,GENUS,13689,A,"Ormerod, 2014",
Agrostophyllum elatum,SPECIES,74063,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum elmeri,SPECIES,79957,GENUS,13689,A,"Ames, 1923",
Agrostophyllum elongatum,SPECIES,71813,GENUS,13689,A,"(Ridl.) Schuit., 1990",
Agrostophyllum emwoodiae,SPECIES,71786,GENUS,13689,A,"Ormerod, 2014",
Agrostophyllum fibrosum,SPECIES,73090,GENUS,13689,A,"J.J.Sm., 1929",
Agrostophyllum flavidum,SPECIES,80694,GENUS,13689,A,"Phukan, 1990",
Agrostophyllum flexuosum,SPECIES,77876,GENUS,13689,A,"Ormerod, 2012",
Agrostophyllum formosanum,SPECIES,78075,GENUS,13689,A,"Rolfe, 1895",
Agrostophyllum fragrans,SPECIES,69288,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum galeandrae,SPECIES,69704,GENUS,13689,A,"Ormerod, 2012",
Agrostophyllum globiceps,SPECIES,81202,GENUS,13689,A,"Schltr., 1911",
Agrostophyllum globigerum,SPECIES,72302,GENUS,13689,A,"Ames & C.Schweinf., 1920",
Agrostophyllum glumaceum,SPECIES,75737,GENUS,13689,A,"Hook.f., 1890",
Agrostophyllum graminifolium,SPECIES,76650,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum grandiflorum,SPECIES,69766,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum grubbianum,SPECIES,71471,GENUS,13689,A,"Ormerod, 2010",
Agrostophyllum habbemense,SPECIES,70241,GENUS,13689,A,"Ormerod, 2011",
Agrostophyllum huonense,SPECIES,78443,GENUS,13689,A,"Ormerod, 2012",
Agrostophyllum inflatum,SPECIES,76191,GENUS,13689,A,"Ormerod, 2014",
Agrostophyllum inocephalum,SPECIES,70430,GENUS,13689,A,"(Schauer) Ames, 1908",
Agrostophyllum javanicum,SPECIES,28844,GENUS,13689,A,"Blume, 1825",
Agrostophyllum kairoanum,SPECIES,82144,GENUS,13689,A,"Ormerod, 2011",
Agrostophyllum kaniense,SPECIES,81742,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum kerenganum,SPECIES,76715,GENUS,13689,A,"Ormerod, 2012",
Agrostophyllum korubunense,SPECIES,69828,GENUS,13689,A,"Ormerod, 2014",
Agrostophyllum kusaiense,SPECIES,71838,GENUS,13689,A,"Tuyama, 1940",
Agrostophyllum lamellatum,SPECIES,82949,GENUS,13689,A,"J.J.Sm., 1910",
Agrostophyllum lampongense,SPECIES,69960,GENUS,13689,A,"J.J.Sm., 1928",
Agrostophyllum laterale,SPECIES,56025,GENUS,13689,A,"J.J.Sm., 1914",
Agrostophyllum latilobum,SPECIES,15130,GENUS,13689,A,"J.J.Sm., 1921",
Agrostophyllum laxum,SPECIES,17444,GENUS,13689,A,"J.J.Sm., 1921",
Agrostophyllum leucocephalum,SPECIES,80719,GENUS,13689,A,"Schltr., 1905",
Agrostophyllum leytense,SPECIES,78469,GENUS,13689,A,"Ames, 1920",
Agrostophyllum libanoanum,SPECIES,68906,GENUS,13689,A,"Ormerod, 2014",
Agrostophyllum lisowskii,SPECIES,70967,GENUS,13689,A,"Ormerod, 2012",
Agrostophyllum loheri,SPECIES,79403,GENUS,13689,A,"Ormerod, 2014",
Agrostophyllum longifolium,SPECIES,13892,GENUS,13689,A,"(Blume) Rchb.f., 1857",
Agrostophyllum longinode,SPECIES,72473,GENUS,13689,A,"Ormerod, 2012",
Agrostophyllum longivaginatum,SPECIES,78094,GENUS,13689,A,"Ames, 1913 publ. 1914",
Agrostophyllum luzonense,SPECIES,56026,GENUS,13689,A,"Ames & Quisumb., 1932",
Agrostophyllum macrocephalum,SPECIES,56027,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum majus,SPECIES,20950,GENUS,13689,A,"Hook.f., 1890",
Agrostophyllum maliauense,SPECIES,81952,GENUS,13689,A,"Ormerod, 2012",
Agrostophyllum malindangense,SPECIES,78730,GENUS,13689,A,"Ames, 1911",
Agrostophyllum megalurum,SPECIES,25165,GENUS,13689,A,"Rchb.f., 1868",
Agrostophyllum merrillii,SPECIES,70875,GENUS,13689,A,"Ames, 1907",
Agrostophyllum militare,SPECIES,76913,GENUS,13689,A,"Ormerod, 2011",
Agrostophyllum milneanum,SPECIES,79903,GENUS,13689,A,"Ormerod, 2011",
Agrostophyllum mindanense,SPECIES,77184,GENUS,13689,A,"Ames, 1915",
Agrostophyllum montanum,SPECIES,82533,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum mucronatum,SPECIES,81364,GENUS,13689,A,"J.J.Sm., 1908",
Agrostophyllum myrianthum,SPECIES,56028,GENUS,13689,A,"King & Pantl., 1898",
Agrostophyllum neoguinense,SPECIES,81171,GENUS,13689,A,"Kittr., 1984 publ. 1985",
Agrostophyllum nidus-avis,SPECIES,81115,GENUS,13689,A,"Ormerod, 2011",
Agrostophyllum niveum,SPECIES,77646,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum occidentale,SPECIES,22601,GENUS,13689,A,"Schltr., 1915",
Agrostophyllum oliganthum,SPECIES,89719,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum paniculatum,SPECIES,72230,GENUS,13689,A,"J.J.Sm., 1908",
Agrostophyllum papuanum,SPECIES,77319,GENUS,13689,A,"Schltr., 1905",
Agrostophyllum parviflorum,SPECIES,72646,GENUS,13689,A,"J.J.Sm., 1908",
Agrostophyllum patentissimum,SPECIES,78435,GENUS,13689,A,"J.J.Sm., 1915",
Agrostophyllum pelorioides,SPECIES,73831,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum philippinense,SPECIES,66589,GENUS,13689,A,"Ames, 1910",
Agrostophyllum planicaule,SPECIES,56029,GENUS,13689,A,"(Wall. ex Lindl.) Rchb.f., 1864",
Agrostophyllum potamophila,SPECIES,77937,GENUS,13689,A,"Schltr., 1912",
Agrostophyllum reeveanum,SPECIES,74701,GENUS,13689,A,"Ormerod, 2012",
Agrostophyllum rigidifolium,SPECIES,79133,GENUS,13689,A,"Ridl., 1916",
Agrostophyllum saccatilabium,SPECIES,81800,GENUS,13689,A,"Ames & Quisumb., 1932",
Agrostophyllum sepikanum,SPECIES,81804,GENUS,13689,A,"Schltr., 1922",
Agrostophyllum simile,SPECIES,77671,GENUS,13689,A,"Schltr., 1911",
Agrostophyllum spicatum,SPECIES,73164,GENUS,13689,A,"Schltr., 1905",
Agrostophyllum spinuliferum,SPECIES,80578,GENUS,13689,A,"Ormerod, 2012",
