cites_name,cites_taxon_code,speciesplusid,speciesplusname,rank
Antipathes aperta,3201.3,33776,Antipathes aperta,SPECIES
Antipathes arborea,3201.33,9785,Antipathes arborea,SPECIES
Antipathes assimilis,3201.35,8959,Antipathes assimilis,SPECIES
Antipathes atlantica,3201.4,3776,Antipathes atlantica,SPECIES
Antipathes barbadensis,3201.5,31668,Antipathes barbadensis,SPECIES
Antipathes bifaria,3201.505,31378,Antipathes bifaria,SPECIES
Antipathes boscii,3201.51,7845,Antipathes boscii,SPECIES
Antipathes brookii,3201.512,11251,Antipathes brookii,SPECIES
Antipathes caribbeana,3201.513,10837,Antipathes caribbeana,SPECIES
Antipathes catharinae,3201.515,9638,Antipathes catharinae,SPECIES
Antipathes ceylonensis,3201.52,11153,Antipathes ceylonensis,SPECIES
Antipathes chamaemorus,3201.525,9922,Antipathes chamaemorus,SPECIES
Antipathes chota,3201.53,10848,Antipathes chota,SPECIES
Antipathes columnaris,3201.535,31343,Antipathes columnaris,SPECIES
Antipathes contorta,3201.54,34447,Antipathes contorta,SPECIES
Antipathes crispa,3201.545,32337,Antipathes crispa,SPECIES
Antipathes cupressina,3201.55,31262,Antipathes cupressina,SPECIES
Antipathes curvata,3201.555,5480,Antipathes curvata,SPECIES
Antipathes cylindrica,3201.56,4528,Antipathes cylindrica,SPECIES
Antipathes delicatula,3201.6,10201,Antipathes delicatula,SPECIES
Antipathes densa,3201.65,7138,Antipathes densa,SPECIES
Antipathes dichotoma,3201.7,7391,Antipathes dichotoma,SPECIES
Antipathes dubia,3201.71,4091,Antipathes dubia,SPECIES
Antipathes elegans,3201.72,3848,Antipathes elegans,SPECIES
Antipathes ericoides,3201.73,34227,Antipathes ericoides,SPECIES
Antipathes erinaceus,3201.74,6103,Antipathes erinaceus,SPECIES
Antipathes eupteridea,3201.75,34580,Antipathes eupteridea,SPECIES
Antipathes expansa,3201.77,31165,Antipathes expansa,SPECIES
Antipathes fernandezii,3201.8,33626,Antipathes fernandezii,SPECIES
Antipathes fiordensis,3201.85,31264,Antipathes fiordensis,SPECIES
Antipathes flabellum,3201.9,4449,Antipathes flabellum,SPECIES
Antipathes flexibilis,3201.92,37466,Antipathes flexibilis,SPECIES
Antipathes fragilis,3201.93,8336,Antipathes fragilis,SPECIES
Antipathes fruticosa,3201.95,6718,Antipathes fruticosa,SPECIES
Antipathes furcata,3202,7702,Antipathes furcata,SPECIES
Antipathes galapagensis,3202.1,5470,Antipathes galapagensis,SPECIES
Antipathes gallensis,3202.13,3229,Antipathes gallensis,SPECIES
Antipathes glutinata,3202.15,6640,Antipathes glutinata,SPECIES
Antipathes gracilis,3202.2,4954,Antipathes gracilis,SPECIES
Antipathes grandiflora,3202.25,6653,Antipathes grandiflora,SPECIES
Antipathes grandis,3202.3,7718,Antipathes grandis,SPECIES
Antipathes grayi,3202.35,6335,Antipathes grayi,SPECIES
Antipathes herdmani,3202.37,3667,Antipathes herdmani,SPECIES
Antipathes hirta,3202.4,34520,Antipathes hirta,SPECIES
Antipathes hypnoides,3202.43,7795,Antipathes hypnoides,SPECIES
Antipathes indistincta,3202.45,8027,Antipathes indistincta,SPECIES
Antipathes intermedia,3202.47,6340,Antipathes intermedia,SPECIES
Antipathes irregularis,3202.48,6471,Antipathes irregularis,SPECIES
Antipathes japonica,3202.5,34668,Antipathes japonica,SPECIES
Antipathes lata,3202.55,32094,Antipathes lata,SPECIES
Antipathes lenta,3202.6,10740,Antipathes lenta,SPECIES
Antipathes lentipinna,3202.61,9652,Antipathes lentipinna,SPECIES
Antipathes longibrachiata,3202.62,5818,Antipathes longibrachiata,SPECIES
Antipathes mediterranea,3202.63,6032,Antipathes mediterranea,SPECIES
Antipathes minor,3202.64,9804,Antipathes minor,SPECIES
Antipathes myriophylla,3202.65,34601,Antipathes myriophylla,SPECIES
Antipathes nilanduensis,3202.66,8202,Antipathes nilanduensis,SPECIES
Antipathes panamensis,3202.7,32442,Antipathes panamensis,SPECIES
Antipathes paniculata,3202.72,32717,Antipathes paniculata,SPECIES
Antipathes pauroclema,3202.74,9908,Antipathes pauroclema,SPECIES
Antipathes pectinata,3202.76,8774,Antipathes pectinata,SPECIES
Antipathes pedata,3202.78,33464,Antipathes pedata,SPECIES
Antipathes pennacea,3202.8,33840,Antipathes pennacea,SPECIES
Antipathes plana,3202.81,10251,Antipathes plana,SPECIES
Antipathes plantagenista,3202.82,3263,Antipathes plantagenista,SPECIES
Antipathes pluma,3202.83,36606,Antipathes pluma,SPECIES
Antipathes pseudodichotoma,3202.84,5133,Antipathes pseudodichotoma,SPECIES
Antipathes punctata,3202.85,34211,Antipathes punctata,SPECIES
Antipathes reticulata,3202.86,37097,Antipathes reticulata,SPECIES
Antipathes rhipidion,3202.87,10920,Antipathes rhipidion,SPECIES
Antipathes rigida,3202.9,31300,Antipathes rigida,SPECIES
Antipathes robillardi,3202.93,32451,Antipathes robillardi,SPECIES
Antipathes rugosa,3202.95,36770,Antipathes rugosa,SPECIES
Antipathes salicoides,3202.97,10122,Antipathes salicoides,SPECIES
Antipathes salix,3203,33160,Antipathes salix,SPECIES
Antipathes sarothamnoides,3203.005,34176,Antipathes sarothamnoides,SPECIES
Antipathes sarothrum,3203.01,7293,Antipathes sarothrum,SPECIES
Antipathes sealarki,3203.015,7017,Antipathes sealarki,SPECIES
Antipathes sibogae,3203.02,4478,Antipathes sibogae,SPECIES
Antipathes simplex,3203.025,8676,Antipathes simplex,SPECIES
Antipathes simpsoni,3203.027,8410,Antipathes simpsoni,SPECIES
Antipathes speciosa,3203.03,6712,Antipathes speciosa,SPECIES
Antipathes spinescens,3203.035,37050,Antipathes spinescens,SPECIES
Antipathes spinosa,3203.04,33216,Antipathes spinosa,SPECIES
Antipathes spinulosa,3203.043,9822,Antipathes spinulosa,SPECIES
Antipathes squamosa,3203.045,34737,Antipathes squamosa,SPECIES
Antipathes stechowi,3203.05,35236,Antipathes stechowi,SPECIES
Antipathes strigosa,3203.055,37116,Antipathes strigosa,SPECIES
Antipathes subpinnata,3203.1,34930,Antipathes subpinnata,SPECIES
Antipathes tanacetum,3203.2,33036,Antipathes tanacetum,SPECIES
Antipathes tenuispina,3203.25,30787,Antipathes tenuispina,SPECIES
Antipathes ternatensis,3203.3,7973,Antipathes ternatensis,SPECIES
Antipathes thamnea,3203.4,36545,Antipathes thamnea,SPECIES
Antipathes thamnoides,3203.43,10116,Antipathes thamnoides,SPECIES
Antipathes triadocrada,3203.44,32341,Antipathes triadocrada,SPECIES
Antipathes tristis,3203.45,10515,Antipathes tristis,SPECIES
Antipathes ulex,3203.47,31313,Antipathes ulex,SPECIES
Antipathes umbratica,3203.48,10937,Antipathes umbratica,SPECIES
Antipathes undulata,3203.5,35672,Antipathes undulata,SPECIES
Antipathes valdiviae,3203.51,9768,Antipathes valdiviae,SPECIES
Antipathes verticillata,3203.52,34530,Antipathes verticillata,SPECIES
Antipathes viminalis,3203.53,6901,Antipathes viminalis,SPECIES
Antipathes virgata,3203.54,11085,Antipathes virgata,SPECIES
Antipathes wollastonii,3203.55,30759,Antipathes wollastonii,SPECIES
Antipathes zoothallus,3203.56,9425,Antipathes zoothallus,SPECIES
Aonyx capensis,611.1,5285,Aonyx capensis,SPECIES
Aonyx cinerea,611.2,5252,Aonyx cinerea,SPECIES
Aonyx microdon,611.4,34534,Aonyx microdon,SPECIES
Aotus azarae,232.01,6177,Aotus azarae,SPECIES
Aotus hershkovitzi,232.03,7420,Aotus hershkovitzi,SPECIES
Aotus lemurinus,232.05,7725,Aotus lemurinus,SPECIES
Aotus miconax,232.06,3269,Aotus miconax,SPECIES
Aotus nancymaae,232.07,8974,Aotus nancymaae,SPECIES
Aotus nigriceps,232.08,5421,Aotus nigriceps,SPECIES
Aotus trivirgatus,232.1,6573,Aotus trivirgatus,SPECIES
Aotus vociferans,232.2,6415,Aotus vociferans,SPECIES
Apalone atra,2165.1,37406,Apalone atra,SPECIES
Apatostelis atrorubens,5519.2,25634,Apatostelis atrorubens,SPECIES
Apatostelis gracilifolia,5520,24686,Apatostelis gracilifolia,SPECIES
Apatostelis latipetala,5520.5,18770,Apatostelis latipetala,SPECIES
Apatostelis montana,5521,20892,Apatostelis montana,SPECIES
Apatostelis pendulispica,5521.3,18652,Apatostelis pendulispica,SPECIES
Apatostelis persimilis,5521.4,20871,Apatostelis persimilis,SPECIES
Apatostelis standleyi,5521.9,25658,Apatostelis standleyi,SPECIES
Apatostelis tonduziana,5522,26922,Apatostelis tonduziana,SPECIES
Aphanipathes abietina,3204.015,33375,Aphanipathes abietina,SPECIES
Aphanipathes cancellata,3204.02,34961,Aphanipathes cancellata,SPECIES
Aphanipathes colombiana,3204.023,32328,Aphanipathes colombiana,SPECIES
Aphanipathes filix,3204.025,33477,Aphanipathes filix,SPECIES
Aphanipathes fruticosa,3204.027,34576,Aphanipathes fruticosa,SPECIES
Aphanipathes hancocki,3204.03,33585,Aphanipathes hancocki,SPECIES
Aphanipathes humilis,3204.035,33905,Aphanipathes humilis,SPECIES
Aphanipathes indistincta,3204.037,31759,Aphanipathes indistincta,SPECIES
Aphanipathes reticulata,3204.038,36625,Aphanipathes reticulata,SPECIES
Aphanipathes rigida,3204.04,34351,Aphanipathes rigida,SPECIES
Aphanipathes salix,3204.041,9364,Aphanipathes salix,SPECIES
Aphanipathes sarothamnoides,3204.042,4746,Aphanipathes sarothamnoides,SPECIES
Aphanipathes sibogae,3204.043,33803,Aphanipathes sibogae,SPECIES
Aphanipathes somervillei,3204.045,31587,Aphanipathes somervillei,SPECIES
Aphanipathes spinulosa,3204.05,33319,Aphanipathes spinulosa,SPECIES
Aphanipathes thamnoides,3204.055,33519,Aphanipathes thamnoides,SPECIES
Aphanipathes thyoides,3204.06,32157,Aphanipathes thyoides,SPECIES
Aphanipathes undulata,3204.065,37203,Aphanipathes undulata,SPECIES
Aphanipathes verticillata,3204.07,6575,Aphanipathes verticillata,SPECIES
Aphantochroa cirrochloris,1653.1,4132,Aphantochroa cirrochloris,SPECIES
Aphonopelma albiceps,2890.1,4440,Aphonopelma albiceps,SPECIES
Aphonopelma pallidum,2890.2,9233,Aphonopelma pallidum,SPECIES
Aphyllorchis aberrans,5523.05,41843,Aphyllorchis aberrans,SPECIES
Aphyllorchis anomala,5523.1,18715,Aphyllorchis anomala,SPECIES
Aphyllorchis gollani,5523.2,22219,Aphyllorchis gollani,SPECIES
Aphyllorchis montana,5523.25,24088,Aphyllorchis montana,SPECIES
Aphyllorchis pallida,5523.29,14202,Aphyllorchis pallida,SPECIES
Aphyllorchis parviflora,5523.3,21661,Aphyllorchis parviflora,SPECIES
Aphyllorchis queenslandica,5523.4,29347,Aphyllorchis queenslandica,SPECIES
Aphyllorchis vaginata,5523.5,19571,Aphyllorchis vaginata,SPECIES
Aplectrum hyemale,5524.1,16099,Aplectrum hyemale,SPECIES
Apodora papuana,2359.155,4588,Apodora papuana,SPECIES
Aporocactus conzattii,4112.1,45503,Aporocactus conzattii,SPECIES
Aporocactus flagelliformis,4112.2,41570,Aporocactus flagelliformis,SPECIES
Aporocactus flagriformis,4112.3,46170,Aporocactus flagriformis,SPECIES
Aporocactus leptophis,4112.4,49435,Aporocactus leptophis,SPECIES
Aporocactus martianus,4112.6,41739,Aporocactus martianus,SPECIES
Aporum anceps,5526.1,44480,Aporum anceps,SPECIES
Aporum indivisum,5526.2,40234,Aporum indivisum,SPECIES
Aporum leonis,5526.3,46811,Aporum leonis,SPECIES
Apostasia latifolia,5527.2,18018,Apostasia latifolia,SPECIES
Apostasia nuda,5527.4,18621,Apostasia nuda,SPECIES
Apostasia parvula,5527.7,27856,Apostasia parvula,SPECIES
Appendicula alba,5528.05,20854,Appendicula alba,SPECIES
Appendicula anceps,5528.1,28790,Appendicula anceps,SPECIES
Appendicula angustifolia,5528.12,16216,Appendicula angustifolia,SPECIES
Appendicula australiensis,5528.15,15032,Appendicula australiensis,SPECIES
Appendicula bifaria,5528.2,46727,Appendicula bifaria,SPECIES
Appendicula buxifolia,5528.3,27069,Appendicula buxifolia,SPECIES
Appendicula carnosa,5528.35,21906,Appendicula carnosa,SPECIES
Appendicula cornuta,5528.4,24264,Appendicula cornuta,SPECIES
Appendicula cristata,5528.43,17475,Appendicula cristata,SPECIES
Appendicula densifolia,5528.45,22326,Appendicula densifolia,SPECIES
Appendicula elegans,5528.5,29556,Appendicula elegans,SPECIES
Appendicula imbricata,5528.52,26611,Appendicula imbricata,SPECIES
Appendicula longa,5528.65,16896,Appendicula longa,SPECIES
Appendicula lucida,5528.7,15821,Appendicula lucida,SPECIES
Appendicula ovalis,5528.85,26461,Appendicula ovalis,SPECIES
Appendicula pauciflora,5528.87,20337,Appendicula pauciflora,SPECIES
Appendicula pendula,5528.9,22598,Appendicula pendula,SPECIES
Appendicula purpurascens,5529.05,21873,Appendicula purpurascens,SPECIES
Appendicula ramosa,5529.07,22437,Appendicula ramosa,SPECIES
Appendicula rupestris,5529.22,22416,Appendicula rupestris,SPECIES
Appendicula tenuifolia,5529.25,20063,Appendicula tenuifolia,SPECIES
Appendicula torta,5529.26,26449,Appendicula torta,SPECIES
Appendicula undulata,5529.3,21869,Appendicula undulata,SPECIES
Aprosmictus erythropterus,1480.1,4055,Aprosmictus erythropterus,SPECIES
Aprosmictus jonquillaceus,1480.2,6087,Aprosmictus jonquillaceus,SPECIES
Aquila adalberti,1197.05,9871,Aquila adalberti,SPECIES
Aquila audax,1197.1,4737,Aquila audax,SPECIES
Aquila chrysaetos,1197.2,6150,Aquila chrysaetos,SPECIES
Aquila clanga,1197.3,7698,Aquila clanga,SPECIES
Aquila gurneyi,1197.4,3461,Aquila gurneyi,SPECIES
Aquila hastata,1197.45,6855,Aquila hastata,SPECIES
Aquila heliaca,1197.5,6741,Aquila heliaca,SPECIES
Aquila hybrid,1197.03,55562,Aquila hybrid,SPECIES
Aquila nipalensis,1197.6,4482,Aquila nipalensis,SPECIES
Aquila pomarina,1197.7,5215,Aquila pomarina,SPECIES
Aquila rapax,1197.8,5393,Aquila rapax,SPECIES
Aquila verreauxii,1198,10538,Aquila verreauxii,SPECIES
Aquila vindhiana,1198.05,33249,Aquila vindhiana,SPECIES
Aquila wahlbergi,1198.1,34249,Aquila wahlbergi,SPECIES
Aquilaria agallocha,7585.007,44283,Aquilaria agallocha,SPECIES
Aquilaria apiculata,7585.01,27059,Aquilaria apiculata,SPECIES
Aquilaria audate,7585.015,29579,Aquilaria audate,SPECIES
Aquilaria beccariana,7585.025,26621,Aquilaria beccariana,SPECIES
Aquilaria brachyantha,7585.027,15193,Aquilaria brachyantha,SPECIES
Aquilaria citrinaecarpa,7585.03,14437,Aquilaria citrinaecarpa,SPECIES
Aquilaria crassna,7585.035,27640,Aquilaria crassna,SPECIES
Aquilaria cumingiana,7585.04,24546,Aquilaria cumingiana,SPECIES
Aquilaria filaria,7585.05,16426,Aquilaria filaria,SPECIES
Aquilaria grandiflora,7585.06,15627,Aquilaria grandiflora,SPECIES
Aquilaria grandifolia,7585.065,50106,Aquilaria grandifolia,SPECIES
Aquilaria hirta,7585.07,17085,Aquilaria hirta,SPECIES
Aquilaria khasiana,7585.08,13972,Aquilaria khasiana,SPECIES
Aquilaria malaccensis,7585.1,24742,Aquilaria malaccensis,SPECIES
Aquilaria microcarpa,7585.11,27777,Aquilaria microcarpa,SPECIES
Aquilaria moluccana,7585.12,44082,Aquilaria moluccana,SPECIES
Aquilaria moszkowskii,7585.13,27282,Aquilaria moszkowskii,SPECIES
Aquilaria parvifolia,7585.14,19453,Aquilaria parvifolia,SPECIES
Aquilaria podocarpus,7585.15,50903,Aquilaria podocarpus,SPECIES
Aquilaria rostrata,7585.16,22975,Aquilaria rostrata,SPECIES
Aquilaria secundana,7585.17,14831,Aquilaria secundana,SPECIES
Aquilaria sinensis,7585.2,19042,Aquilaria sinensis,SPECIES
Aquilaria subintegra,7585.21,26542,Aquilaria subintegra,SPECIES
Aquilaria tomentosa,7585.22,23466,Aquilaria tomentosa,SPECIES
Aquilaria urdanetensis,7585.23,26725,Aquilaria urdanetensis,SPECIES
Aquilaria versteegii,7585.24,48650,Aquilaria versteegii,SPECIES
Aquilaria yunnanensis,7585.25,19867,Aquilaria yunnanensis,SPECIES
Ara ambiguus,1481.1,11207,Ara ambiguus,SPECIES
Ara ararauna,1481.3,3879,Ara ararauna,SPECIES
Ara auricollis,1481.4,37278,Ara auricollis,SPECIES
Ara caninde,1481.5,36150,Ara caninde,SPECIES
Ara chloropterus,1481.6,8383,Ara chloropterus,SPECIES
Ara couloni,1481.7,34751,Ara couloni,SPECIES
Ara glaucogularis,1481.8,6768,Ara glaucogularis,SPECIES
Ara hybrid,1481.05,55626,Ara hybrid,SPECIES
Ara macao,1481.9,4650,Ara macao,SPECIES
Ara manilata,1482,36914,Ara manilata,SPECIES
Ara maracana,1482.1,32292,Ara maracana,SPECIES
Ara militaris,1482.2,5570,Ara militaris,SPECIES
Ara nobilis,1482.3,32692,Ara nobilis,SPECIES
Ara rubrogenys,1482.4,6826,Ara rubrogenys,SPECIES
Ara severus,1482.5,8817,Ara severus,SPECIES
Arachnis annamensis,5531.1,18372,Arachnis annamensis,SPECIES
Arachnis beccarii,5531.2,51214,Arachnis beccarii,SPECIES
Arachnis breviscapa,5531.4,14940,Arachnis breviscapa,SPECIES
Arachnis calcarata,5531.5,20481,Arachnis calcarata,SPECIES
Arachnis celebica,5531.65,26302,Arachnis celebica,SPECIES
Arachnis clarkei,5531.7,19393,Arachnis clarkei,SPECIES
Arachnis flos-aeris,5531.9,24490,Arachnis flos-aeris,SPECIES
Arachnis grandisepala,5531.95,13740,Arachnis grandisepala,SPECIES
Arachnis hookeriana,5532,25086,Arachnis hookeriana,SPECIES
Arachnis hybrid,5531.05,55482,Arachnis hybrid,SPECIES
Arachnis labrosa,5532.1,14170,Arachnis labrosa,SPECIES
Arachnis longicaulis,5532.23,14874,Arachnis longicaulis,SPECIES
Arachnis longisepala,5532.25,27132,Arachnis longisepala,SPECIES
Arachnis lowei,5532.3,29431,Arachnis lowei,SPECIES
Arachnis muelleri,5532.55,50697,Arachnis muelleri,SPECIES
Arachnopathes aculeata,3203.585,3453,Arachnopathes aculeata,SPECIES
Arachnopathes ericoides,3203.59,10741,Arachnopathes ericoides,SPECIES
Arachnothera clarae,1869.5,9011,Arachnothera clarae,SPECIES
Arapaima gigas,2640.1,7323,Arapaima gigas,SPECIES
Aratinga acuticaudata,1483.1,3224,Aratinga acuticaudata,SPECIES
Aratinga aurea,1483.3,10092,Aratinga aurea,SPECIES
Aratinga auricapillus,1483.5,9191,Aratinga auricapillus,SPECIES
Aratinga brevipes,1483.55,31518,Aratinga brevipes,SPECIES
Aratinga cactorum,1483.6,3944,Aratinga cactorum,SPECIES
Aratinga canicularis,1483.7,11275,Aratinga canicularis,SPECIES
Aratinga chloroptera,1483.8,10168,Aratinga chloroptera,SPECIES
Aratinga erythrogenys,1483.9,7143,Aratinga erythrogenys,SPECIES
Aratinga euops,1484,8739,Aratinga euops,SPECIES
Aratinga finschi,1484.1,4313,Aratinga finschi,SPECIES
Aratinga guarouba,1484.2,31275,Aratinga guarouba,SPECIES
Aratinga holochlora,1484.3,5325,Aratinga holochlora,SPECIES
Aratinga hybrid,1483.05,55605,Aratinga hybrid,SPECIES
Aratinga jandaya,1484.6,7663,Aratinga jandaya,SPECIES
Aratinga leucophthalma,1484.7,8280,Aratinga leucophthalma,SPECIES
Aratinga maculata,1484.75,5500,Aratinga maculata,SPECIES
Aratinga mitrata,1484.8,10115,Aratinga mitrata,SPECIES
Aratinga nana,1484.9,9864,Aratinga nana,SPECIES
Aratinga pertinax,1485.2,4797,Aratinga pertinax,SPECIES
Aratinga rubritorquis,1485.25,31107,Aratinga rubritorquis,SPECIES
Aratinga solstitialis,1485.3,7141,Aratinga solstitialis,SPECIES
Aratinga strenua,1485.35,6449,Aratinga strenua,SPECIES
Aratinga wagleri,1485.4,7695,Aratinga wagleri,SPECIES
Aratinga weddellii,1485.6,7392,Aratinga weddellii,SPECIES
Araucaria araucana,4050.1,25968,Araucaria araucana,SPECIES
Arborophila campbelli,1323.05,10384,Arborophila campbelli,SPECIES
Arborophila charltonii,1323.2,8682,Arborophila charltonii,SPECIES
Arborophila gingica,1323.23,8041,Arborophila gingica,SPECIES
Archilochus alexandri,1654.1,7922,Archilochus alexandri,SPECIES
Archilochus colubris,1654.2,9589,Archilochus colubris,SPECIES
Archineottia gaudissartii,5534.1,21931,Archineottia gaudissartii,SPECIES
Archineottia microglottis,5534.2,14561,Archineottia microglottis,SPECIES
Arctictis binturong,630.1,10356,Arctictis binturong,SPECIES
Arctocebus aureus,180.05,9357,Arctocebus aureus,SPECIES
Arctocebus calabarensis,180.1,10229,Arctocebus calabarensis,SPECIES
Arctocephalus australis,700.1,9396,Arctocephalus australis,SPECIES
Arctocephalus forsteri,700.2,3522,Arctocephalus forsteri,SPECIES
Arctocephalus galapagoensis,700.3,3749,Arctocephalus galapagoensis,SPECIES
Arctocephalus gazella,700.4,8289,Arctocephalus gazella,SPECIES
Arctocephalus philippii,700.5,3029,Arctocephalus philippii,SPECIES
Arctocephalus pusillus,700.6,5620,Arctocephalus pusillus,SPECIES
Arctocephalus townsendi,700.9,8609,Arctocephalus townsendi,SPECIES
Arctocephalus tropicalis,701,5342,Arctocephalus tropicalis,SPECIES
Arctostaphylos uva-ursi,5119.1,29040,Arctostaphylos uva-ursi,SPECIES
Ardea alba,1090.05,5220,Ardea alba,SPECIES
Ardea goliath,1090.1,6824,Ardea goliath,SPECIES
Ardeotis arabs,1402.02,3323,Ardeotis arabs,SPECIES
Ardeotis australis,1402.04,11103,Ardeotis australis,SPECIES
Ardeotis kori,1402.1,7019,Ardeotis kori,SPECIES
Ardeotis nigriceps,1402.12,5869,Ardeotis nigriceps,SPECIES
