cites_trade_name,legacy_cites_ID,valid_name_species_plus_id,valid_name,trade_name_rank,name_status
Opuntia pygnantha,4680.1,29199,Opuntia pycnantha,SPECIES,T
Melocactus macrodiscus,4572.7,29264,Melocactus zehntneri,SPECIES,T
Dactylorhiza maculata ericetorum,5931.51,29270,Dactylorhiza maculata,SUBSPECIES,T
Caladenia catenata,5671.2,29302,Caladenia carnea,SPECIES,T
Nepenthes hamatus,5393.2,29308,Nepenthes hamata,SPECIES,T
Cirrhopetalum corolliferum,5790.2,29362,Bulbophyllum corolliferum,SPECIES,T
Dendrobium sessile,5997.1,29409,Trichotosia velutina,SPECIES,T
Eria velutina,6221.2,29409,Trichotosia velutina,SPECIES,T
Barkeria lindleyana lindleyana,5562.81,29441,Barkeria lindleyana,SUBSPECIES,T
Barkeria lindleyana vanneriana,5562.82,29441,Barkeria lindleyana,SUBSPECIES,T
Orchis mascula ichnusae,6789.305,29475,Orchis mascula,SUBSPECIES,T
Echinocereus matudae,4280.35,29519,Echinocereus coccineus,SPECIES,T
Echinocereus roemeri,4284.4,29519,Echinocereus coccineus,SPECIES,T
Echinocereus rosei,4284.6,29519,Echinocereus coccineus,SPECIES,T
Echinocereus coccineus coccineus,4274.505,29519,Echinocereus coccineus,SUBSPECIES,T
Frailea pullispina,4361,29570,Frailea chiquitana,SPECIES,T
Phalaenopsis equestris var. alba,6871.72,29574,Phalaenopsis equestris,VARIETY,T
Phalaenopsis equestris var. leucaspis,6871.73,29574,Phalaenopsis equestris,VARIETY,T
Phalaenopsis equestris var. rosea,6871.75,29574,Phalaenopsis equestris,VARIETY,T
Trichoglossus haematodus forsteni,1564.6,31306,Trichoglossus forsteni,SUBSPECIES,T
Dendrobates bilinguis,2540.8,32342,Epipedobates bilinguis,SPECIES,T
Trichoglossus haematodus capistratus,1564.55,35245,Trichoglossus capistratus,SUBSPECIES,T
Chamaeleo jacksonii merumontanus,2286.15,35499,Chamaeleo jacksonii,SUBSPECIES,T
Eltroplectris dalessandroi,6112.05,39242,Eltroplectris,SPECIES,T
Hormidium gilbertoi,6374.27,39262,Hormidium,SPECIES,T
Cyrtochilum alboroseum,5920.03,39326,Cyrtochilum,SPECIES,T
Cyrtochilum angustatum,5920.07,39326,Cyrtochilum,SPECIES,T
Cyrtochilum annulare,5920.1,39326,Cyrtochilum,SPECIES,T
Cyrtochilum anthoxanthum,5920.11,39326,Cyrtochilum,SPECIES,T
Cyrtochilum aureum,5920.14,39326,Cyrtochilum,SPECIES,T
Cyrtochilum auropurpureum,5920.15,39326,Cyrtochilum,SPECIES,T
Cyrtochilum cimiciferum,5920.25,39326,Cyrtochilum,SPECIES,T
Cyrtochilum confertum,5920.305,39326,Cyrtochilum,SPECIES,T
Cyrtochilum cordatum,5920.32,39326,Cyrtochilum,SPECIES,T
Cyrtochilum cryptocopis,5920.33,39326,Cyrtochilum,SPECIES,T
Cyrtochilum cuencanum,5920.34,39326,Cyrtochilum,SPECIES,T
Cyrtochilum cumandae,5920.35,39326,Cyrtochilum,SPECIES,T
Cyrtochilum densiflorum,5920.355,39326,Cyrtochilum,SPECIES,T
Cyrtochilum diceratum,5920.36,39326,Cyrtochilum,SPECIES,T
Cyrtochilum diodon,5920.361,39326,Cyrtochilum,SPECIES,T
Cyrtochilum dipterum,5920.363,39326,Cyrtochilum,SPECIES,T
Cyrtochilum divaricatum,5920.367,39326,Cyrtochilum,SPECIES,T
Cyrtochilum edwardii,5920.37,39326,Cyrtochilum,SPECIES,T
Cyrtochilum englerianum,5920.4,39326,Cyrtochilum,SPECIES,T
Cyrtochilum falcipetalum,5920.415,39326,Cyrtochilum,SPECIES,T
Cyrtochilum flexuosum,5920.425,39326,Cyrtochilum,SPECIES,T
Cyrtochilum fractum,5920.44,39326,Cyrtochilum,SPECIES,T
Cyrtochilum funis,5920.45,39326,Cyrtochilum,SPECIES,T
Cyrtochilum gargantua,5920.46,39326,Cyrtochilum,SPECIES,T
Cyrtochilum geniculatum,5920.47,39326,Cyrtochilum,SPECIES,T
Cyrtochilum gracile,5920.48,39326,Cyrtochilum,SPECIES,T
Cyrtochilum graminoides,5920.49,39326,Cyrtochilum,SPECIES,T
Cyrtochilum grandiflorum,5920.5,39326,Cyrtochilum,SPECIES,T
Cyrtochilum gyriferum,5920.505,39326,Cyrtochilum,SPECIES,T
Cyrtochilum halteratum,5920.51,39326,Cyrtochilum,SPECIES,T
Cyrtochilum hoeijeri,5920.52,39326,Cyrtochilum,SPECIES,T
Cyrtochilum incarum,5920.525,39326,Cyrtochilum,SPECIES,T
Cyrtochilum ixioides,5920.54,39326,Cyrtochilum,SPECIES,T
Cyrtochilum lamelligerum,5920.55,39326,Cyrtochilum,SPECIES,T
Cyrtochilum leopoldianum,5920.56,39326,Cyrtochilum,SPECIES,T
Cyrtochilum loesenerianum,5920.577,39326,Cyrtochilum,SPECIES,T
Cyrtochilum loxense,5920.6,39326,Cyrtochilum,SPECIES,T
Cyrtochilum macranthum,5920.7,39326,Cyrtochilum,SPECIES,T
Cyrtochilum maduroi,5920.705,39326,Cyrtochilum,SPECIES,T
Cyrtochilum matangense,5920.71,39326,Cyrtochilum,SPECIES,T
Cyrtochilum meirax,5920.711,39326,Cyrtochilum,SPECIES,T
Cyrtochilum minax,5920.7145,39326,Cyrtochilum,SPECIES,T
Cyrtochilum murinum,5920.7155,39326,Cyrtochilum,SPECIES,T
Cyrtochilum myanthum,5920.716,39326,Cyrtochilum,SPECIES,T
Cyrtochilum orgyale,5920.7165,39326,Cyrtochilum,SPECIES,T
Cyrtochilum pardinum,5920.72,39326,Cyrtochilum,SPECIES,T
Cyrtochilum pastasae,5920.721,39326,Cyrtochilum,SPECIES,T
Cyrtochilum ramosissimum,5920.73,39326,Cyrtochilum,SPECIES,T
Cyrtochilum retusum,5920.74,39326,Cyrtochilum,SPECIES,T
Cyrtochilum revolutum,5920.741,39326,Cyrtochilum,SPECIES,T
Cyrtochilum rhodoneurum,5920.742,39326,Cyrtochilum,SPECIES,T
Cyrtochilum serratum,5920.75,39326,Cyrtochilum,SPECIES,T
Cyrtochilum tetracopis,5920.81,39326,Cyrtochilum,SPECIES,T
Cyrtochilum tetraplasium,5920.815,39326,Cyrtochilum,SPECIES,T
Cyrtochilum tricostatum,5920.82,39326,Cyrtochilum,SPECIES,T
Cyrtochilum trifurcatum,5920.825,39326,Cyrtochilum,SPECIES,T
Cyrtochilum tumiferum,5920.838,39326,Cyrtochilum,SPECIES,T
Cyrtochilum ventilabrum,5920.86,39326,Cyrtochilum,SPECIES,T
Cyrtochilum villenarum,5920.9,39326,Cyrtochilum,SPECIES,T
Cyrtochilum viminale,5920.91,39326,Cyrtochilum,SPECIES,T
Cyrtochilum volubile,5920.92,39326,Cyrtochilum,SPECIES,T
Cyrtochilum williamsianum,5920.95,39326,Cyrtochilum,SPECIES,T
Cyrtochilum xanthodon,5920.96,39326,Cyrtochilum,SPECIES,T
Cyrtochilum zebrinum,5920.97,39326,Cyrtochilum,SPECIES,T
Ascocentropsis pusilla,5543.75,39338,Ascocentropsis,SPECIES,T
Barombia schliebenii,5565.2,39385,Barombia,SPECIES,T
Sulcorebutia langeri,4858,39409,Sulcorebutia,SPECIES,T
Hexisea bidentata,6358.4,39422,Hexisea,SPECIES,T
Hexisea cuniculata,6358.5,39422,Hexisea,SPECIES,T
Hexisea imbricata,6358.7,39422,Hexisea,SPECIES,T
Ephemerantha celebensis,6140.05,39527,Ephemerantha,SPECIES,T
Ephemerantha smithii,6140.3,39527,Ephemerantha,SPECIES,T
Cyathea bellisquamata var. basilobata,5003.01,39694,Cyathea bellisquamata,VARIETY,T
Epidendrum anceps,6149.6,40787,Epidendrum secundum,SPECIES,T
Epidendrum cochlidium,6157.25,40787,Epidendrum secundum,SPECIES,T
Epidendrum crassifolium,6159.5,40787,Epidendrum secundum,SPECIES,T
Epidendrum ellipticum,6163,40787,Epidendrum secundum,SPECIES,T
Epidendrum elongatum,6163.1,40787,Epidendrum secundum,SPECIES,T
Epidendrum fuscatum,6166.3,40787,Epidendrum secundum,SPECIES,T
Epidendrum galeottianum,6166.5,40787,Epidendrum secundum,SPECIES,T
Epidendrum musciferum,6177.5,40787,Epidendrum secundum,SPECIES,T
Triaristella butcheri,7319.1,40810,Masdevallia butcheri,SPECIES,T
Harrisiella porrecta,6343.1,41282,Harrisella porrecta,SPECIES,T
Phragmipedium caudatum var. wallisii,6886.75,41377,Phragmipedium warszewiczianum,VARIETY,T
Anota violacea,5512.1,41694,Rhynchostylis violacea,SPECIES,T
Dendrobium batanense,5943.1,42894,Dendrobium equitans,SPECIES,T
Ceropegia lugardii,4067,43096,Ceropegia distincta,SPECIES,T
Ornithocephalus grandifolius,6797,43157,Ornithocephalus grandiflorus,SPECIES,T
Arachnanthe clarkei,5530.3,44294,Esmeralda clarkei,SPECIES,T
Odontoglossum madrense,6718.9,45303,Lemboglossum madrense,SPECIES,T
Odontoglossum platycheilum,6720.6,45809,Lemboglossum majale,SPECIES,T
Oncidium stipitatum,6772.9,46264,Stilifolium stipitatum,SPECIES,T
Aerangis henrici,5429.9,46794,Aeranthes henrici,SPECIES,T
Miltonia spectabilis var. moreliana,6624.71,47788,Miltonia moreliana,VARIETY,T
Centrogenium setaceum,5736.5,48470,Eltroplectris calcarata,SPECIES,T
Odontoglossum caudatum,6711.9,48730,Lemboglossum cordatum,SPECIES,T
Cyathea decrescens var. hirsutifolia,5007.72,49068,Cyathea decrescens,VARIETY,T
Dendrobium quadrangulare,5989.8,49357,Dendrobium hymenanthum,SPECIES,T
Triaristella triseta,7320,49931,Masdevallia triseta,SPECIES,T
Oncidium ascendens,6737.5,50467,Stilifolium ascendens,SPECIES,T
Polyrrhiza lindeni,6992.2,50717,Polyradicion lindenii,SPECIES,T
Cyathea dregei var. dregei,5008.71,51347,Cyathea dregei,VARIETY,T
Cyathea borbonica var. laevigata,5003.52,51543,Cyathea borbonica,VARIETY,T
Doritis buyssoniana,6082.4,52226,Phalaenopsis buyssoniana,SPECIES,T
Arachnis sulingii,5532.8,52410,Armodorum sulingi,SPECIES,T
Stenocoryne aureo-fulva,7253.1,52732,Bifrenaria aureofulva,SPECIES,T
Oncidium crista-gallii,6744.3,52907,Oncidium crista-galli,SPECIES,T
Ascocentrum hendersonianum,5544.6,52985,Dyakia hendersoniana,SPECIES,T
Epipedobates trivittatus,2544.943,54886,Epipedobates trivittatus,SPECIES,T
Cyrtorchis arcuata leonensis,5926.11,55200,Cyrtorchis arcuata,SUBSPECIES,T
Cyrtorchis arcuata whytei,5926.115,55200,Cyrtorchis arcuata,SUBSPECIES,T
Armatocereus procerus,4117.3,55205,Armatocereus procerus,SPECIES,T
Chelonia agassizii,2152.05,55206,Chelonia mydas,SPECIES,T
Chamaeleo ruspolii,2289.35,55207,Chamaeleo dilepis,SPECIES,T
Vanda x boumaniae,7357.87,55412,Vanda hybrid,SPECIES,T
Vanda x charlesworthii,7358.2,55412,Vanda hybrid,SPECIES,T
Vanda x confusa,7358.5,55412,Vanda hybrid,SPECIES,T
Vanda x moorei,7362,55412,Vanda hybrid,SPECIES,T
Platanthera x andrewsii,6908.155,55413,Platanthera hybrid,SPECIES,T
Platanthera x bicolor,6908.36,55413,Platanthera hybrid,SPECIES,T
Platanthera x canbyi,6908.583,55413,Platanthera hybrid,SPECIES,T
Platanthera x channellii,6908.585,55413,Platanthera hybrid,SPECIES,T
Platanthera x hollandiae,6909.385,55413,Platanthera hybrid,SPECIES,T
Platanthera x media,6910.445,55413,Platanthera hybrid,SPECIES,T
Platanthera x okubo-hachijoensis,6910.63,55413,Platanthera hybrid,SPECIES,T
Platanthera x ophryotipuloides,6910.77,55413,Platanthera hybrid,SPECIES,T
Platanthera x reznicekii,6911.11,55413,Platanthera hybrid,SPECIES,T
Platanthera x vossii,6911.433,55413,Platanthera hybrid,SPECIES,T
Oncidium x monacranthum,6761.65,55415,Oncidium hybrid,SPECIES,T
Odontoglossum x andersonianum,6710.2,55416,Odontoglossum hybrid,SPECIES,T
Odontoglossum x humeanum,6716.6,55416,Odontoglossum hybrid,SPECIES,T
Cyclamen x drydeniae,7470.95,55417,Cyclamen hybrid,SPECIES,T
Cyclamen x hildebrandii,7471.34,55417,Cyclamen hybrid,SPECIES,T
Cyclamen x meiklei,7471.55,55417,Cyclamen hybrid,SPECIES,T
Cyclamen x schwarzii,7472.43,55417,Cyclamen hybrid,SPECIES,T
Cyclamen x wellensiekii,7472.65,55417,Cyclamen hybrid,SPECIES,T
Cyclamen x whiteae,7472.7,55417,Cyclamen hybrid,SPECIES,T
Dracula x anicula,6085.35,55419,Dracula hybrid,SPECIES,T
Dracula x radiosyndactyla,6092.12,55419,Dracula hybrid,SPECIES,T
Euphorbia x ambohipotsiensis,5132.25,55421,Euphorbia hybrid,SPECIES,T
Euphorbia x andrefandrovana,5132.75,55421,Euphorbia hybrid,SPECIES,T
Euphorbia x bothae,5138,55421,Euphorbia hybrid,SPECIES,T
Euphorbia x doinetiana,5149.67,55421,Euphorbia hybrid,SPECIES,T
Euphorbia x ingezalahiana,5163.45,55421,Euphorbia hybrid,SPECIES,T
Euphorbia x jubaephylla,5164.35,55421,Euphorbia hybrid,SPECIES,T
Euphorbia x lomi,5168.6,55421,Euphorbia hybrid,SPECIES,T
Euphorbia x lyttoniana,5169.7,55421,Euphorbia hybrid,SPECIES,T
Euphorbia x mitsimbinensis,5173.65,55421,Euphorbia hybrid,SPECIES,T
Euphorbia x navae,5176.25,55421,Euphorbia hybrid,SPECIES,T
Euphorbia x petterssonii,5182.05,55421,Euphorbia hybrid,SPECIES,T
Euphorbia x soanieranensis,5192.95,55421,Euphorbia hybrid,SPECIES,T
Euphorbia x zanaharensis,5203.25,55421,Euphorbia hybrid,SPECIES,T
Euphorbia x bothae var. anticaffra,5138.01,55421,Euphorbia hybrid,VARIETY,T
Euphorbia x bothae var. bothae,5138.02,55421,Euphorbia hybrid,VARIETY,T
Cleistocactus x crassiserpens,4192.15,55424,Cleistocactus hybrid,SPECIES,T
Cleistocactus x villamontesii,4199.1,55424,Cleistocactus hybrid,SPECIES,T
Galanthus x allenii,4010.1,55425,Galanthus hybrid,SPECIES,T
Galanthus x grandiflorus,4010.65,55425,Galanthus hybrid,SPECIES,T
Spathoglottis x parsonii,7213.5,55427,Spathoglottis hybrid,SPECIES,T
Cypripedium x andrewsii,5908.19,55430,Cypripedium hybrid,SPECIES,T
Cypripedium x columbianum,5909.82,55430,Cypripedium hybrid,SPECIES,T
Cypripedium x favillianum,5911.1,55430,Cypripedium hybrid,SPECIES,T
Cypripedium x freynii,5911.46,55430,Cypripedium hybrid,SPECIES,T
Cypripedium x ventricosum,5916.47,55430,Cypripedium hybrid,SPECIES,T
Melocactus x albicephalus,4565.5,55433,Melocactus hybrid,SPECIES,T
Melocactus x horridus,4571,55433,Melocactus hybrid,SPECIES,T
Aerangis x chirioana,5427.57,55435,Aerangis hybrid,SPECIES,T
Aerangis x primulina,5432.17,55435,Aerangis hybrid,SPECIES,T
Paphiopedilum x dalatense,6824.63,55439,Paphiopedilum hybrid,SPECIES,T
Paphiopedilum x fanaticum,6825.95,55439,Paphiopedilum hybrid,SPECIES,T
Paphiopedilum x mattesii,6830.75,55439,Paphiopedilum hybrid,SPECIES,T
Acipenser baerii x huso huso,2620.075,55441,Acipenseridae hybrid,SPECIES,T
Acipenser naccarii x huso huso,2620.285,55441,Acipenseridae hybrid,SPECIES,T
Acipenser schrenckii x huso huso,2620.365,55441,Acipenseridae hybrid,SPECIES,T
Huso huso x acipenser ruthenus,2621.22,55441,Acipenseridae hybrid,SPECIES,T
Dactylorhiza x abantiana,5930.01,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x aldenii,5930.02,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x altobracensis,5930.04,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x aschersoniana,5930.11,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x aschersoniana naschersoniana,5930.113,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x aschersoniana ntemplinensis,5930.115,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x aschersoniana nuliginosa,5930.117,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x baikalica,5930.12,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x balabaniana,5930.123,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x bayburtiana,5930.18,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x beckeriana,5930.19,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x boluiana,5930.204,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x bourdonii,5930.206,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x braunii,5930.208,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x braunii nbraunii,5930.21,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x braunii nlilacina,5930.212,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x braunii nmonticola,5930.214,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x braunii nsmitakii,5930.216,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x breviceras,5930.218,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x carnea,5930.225,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x carnea nampolai,5930.23,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x carnea ncarnea,5930.235,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x carnea nmaculatiformis,5930.24,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x claudiopolitana,5930.275,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x conigerum,5930.29,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x csatoi,5930.322,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x daunia,5930.326,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x delamainii,5930.328,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x dinglensis,5930.33,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x dinglensis ndinglensis,5930.332,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x dinglensis nrobertsii,5930.334,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x dinglensis nsenayi,5930.336,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x dinglensis ntownsendiana,5930.338,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x dinglensis nvermeuleniana,5930.34,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x drucei,5930.342,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x dubreuilhii,5930.344,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x dufftiana,5930.346,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x dufftii,5930.348,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x dufftii ndufftii,5930.35,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x dufftii ngotlandica,5930.352,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x dufftii nstenkyrkae,5930.354,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x erdingeri,5930.44,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x flixensis,5930.75,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x formosa,5930.83,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x fourkensis,5930.85,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x gabretana,5930.93,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x genevensis,5930.933,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x godferyana,5930.937,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x grandis,5930.96,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x guilhotii,5930.965,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x guillaumeae,5930.97,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x gustavssonii,5930.975,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x hallii,5930.98,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x hallii nhallii,5930.985,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x hallii nnummiana,5930.99,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x hochreutineranum,5931.05,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x insignis,5931.24,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x ishorica,5931.25,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x jenensis,5931.255,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x jestrebiensis,5931.26,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x juennensis,5931.265,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x katarana,5931.305,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x kelleriana,5931.31,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x kerasovinensis,5931.315,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x kerneriorum,5931.32,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x kerneriorum nkerneriorum,5931.325,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x kerneriorum nlillsundica,5931.33,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x kerneriorum nvariabilis,5931.335,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x komiensis,5931.34,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x kopdagiana,5931.345,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x koutsourana,5931.35,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x kuuskiae,5931.36,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x latirella,5931.41,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x lehmannii,5931.43,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x megapolitana,5931.71,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x metsowonensis,5931.73,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x mixtum,5931.75,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x mulignensis,5931.77,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x nevskii,5931.79,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x oronensis,5931.87,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x paridaeniana,5931.93,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x pontica,5931.57,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x prochazkana,5932.03,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x renzii,5932.13,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x rizeana,5932.14,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x rombucina,5932.16,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x ruppertii,5932.17,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x salictina,5932.33,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x serbica,5932.421,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x serreana,5932.422,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x sivasiana,5932.423,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x sooi,5932.425,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x souflikensis,5932.426,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x stagni-novi,5932.45,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x szaboiana,5932.55,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x transiens,5932.56,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x transiens ncorylensis,5932.57,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x transiens ntransiens,5932.58,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x turcestanicum,5932.67,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x vallis-peenae,5932.805,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x venusta,5932.81,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x venusta nhebridella,5932.815,55443,Dactylorhiza hybrid,SPECIES,T
Dactylorhiza x venusta nvenusta,5932.82,55443,Dactylorhiza hybrid,SPECIES,T
