cites_trade_name,legacy_cites_ID,valid_name_species_plus_id,valid_name,trade_name_rank,name_status
Kefersteinia elegans,6408.4,12773,Kefersteinia,SPECIES,T
Kefersteinia escalerensis,6408.43,12773,Kefersteinia,SPECIES,T
Kefersteinia excentrica,6408.45,12773,Kefersteinia,SPECIES,T
Kefersteinia expansa,6408.47,12773,Kefersteinia,SPECIES,T
Kefersteinia gemma,6408.6,12773,Kefersteinia,SPECIES,T
Kefersteinia laminata,6408.9,12773,Kefersteinia,SPECIES,T
Kefersteinia lojae,6409,12773,Kefersteinia,SPECIES,T
Kefersteinia minutiflora,6409.07,12773,Kefersteinia,SPECIES,T
Kefersteinia mystacina,6409.1,12773,Kefersteinia,SPECIES,T
Kefersteinia ocellata,6409.15,12773,Kefersteinia,SPECIES,T
Kefersteinia oscarii,6409.17,12773,Kefersteinia,SPECIES,T
Kefersteinia pellita,6409.27,12773,Kefersteinia,SPECIES,T
Kefersteinia perlonga,6409.28,12773,Kefersteinia,SPECIES,T
Kefersteinia pulchella,6409.35,12773,Kefersteinia,SPECIES,T
Kefersteinia pusilla,6409.4,12773,Kefersteinia,SPECIES,T
Kefersteinia sanguinolenta,6409.5,12773,Kefersteinia,SPECIES,T
Kefersteinia stevensonii,6409.55,12773,Kefersteinia,SPECIES,T
Kefersteinia taggesellii,6409.58,12773,Kefersteinia,SPECIES,T
Kefersteinia taurina,6409.6,12773,Kefersteinia,SPECIES,T
Kefersteinia tolimensis,6409.7,12773,Kefersteinia,SPECIES,T
Kefersteinia trullata,6409.8,12773,Kefersteinia,SPECIES,T
Kefersteinia vasquezii,6409.81,12773,Kefersteinia,SPECIES,T
Kefersteinia pallida,6409.2,12773,Kefersteinia,SPECIES,T
Kefersteinia amazonica,6408.1,12773,Kefersteinia,SPECIES,T
Hylocereus bronxensis,4417.2,12775,Hylocereus,SPECIES,T
Hylocereus schomburgkii,4419.1,12775,Hylocereus,SPECIES,T
Ansellia japonica,5513.4,12777,Ansellia,SPECIES,T
Epidendropsis violascens,6146.3,12779,Epidendropsis,SPECIES,T
Coelogyne cristata,5826,12780,Coelogyne,SPECIES,T
Coelogyne dichroantha,5826.63,12780,Coelogyne,SPECIES,T
Coelogyne fragrans,5827.4,12780,Coelogyne,SPECIES,T
Coelogyne monalirachis,5830.355,12780,Coelogyne,SPECIES,T
Coelogyne odoardoi,5831.05,12780,Coelogyne,SPECIES,T
Coelogyne palawanensis,5831.32,12780,Coelogyne,SPECIES,T
Coelogyne pendula,5831.75,12780,Coelogyne,SPECIES,T
Coelogyne psectrantha,5832.35,12780,Coelogyne,SPECIES,T
Coelogyne suaveolens,5833.9,12780,Coelogyne,SPECIES,T
Coelogyne intermedia,5828.6,12780,Coelogyne,SPECIES,T
Coelogyne stannyii,5833.5,12780,Coelogyne,SPECIES,T
Coelogyne aromatica,5824.2,12780,Coelogyne,SPECIES,T
Coelogyne cochleata,5825.4,12780,Coelogyne,SPECIES,T
Coelogyne lindleyana,5829.3,12780,Coelogyne,SPECIES,T
Coelogyne granulata,5828.1,12780,Coelogyne,SPECIES,T
Coelogyne fulvescens,5827.6,12780,Coelogyne,SPECIES,T
Coelogyne virginalis,5835.4,12780,Coelogyne,SPECIES,T
Coelogyne flava,5827,12780,Coelogyne,SPECIES,T
Coelogyne cylindrica,5826.3,12780,Coelogyne,SPECIES,T
Oeoniella aphrodite,6730.05,12784,Oeoniella,SPECIES,T
Peristylus affinis,6856.08,12785,Peristylus,SPECIES,T
Peristylus albomarginatus,6856.1,12785,Peristylus,SPECIES,T
Peristylus aristatus,6856.2,12785,Peristylus,SPECIES,T
Peristylus constrictus,6856.6,12785,Peristylus,SPECIES,T
Peristylus macer,6857.2,12785,Peristylus,SPECIES,T
Peristylus mannii,6857.207,12785,Peristylus,SPECIES,T
Trigonidium fasciatum,7340.3,12786,Trigonidium,SPECIES,T
Kegeliella houtteana,6410.2,12788,Kegeliella,SPECIES,T
Diadenium micranthum,6019.2,12789,Diadenium,SPECIES,T
Rebutia acanthocarpa,4776.1,12791,Rebutia,SPECIES,T
Rebutia permutata,4792.5,12791,Rebutia,SPECIES,T
Rebutia laterita,4788.3,12791,Rebutia,SPECIES,T
Rebutia aureicentra,4777.6,12791,Rebutia,SPECIES,T
Rebutia maxima,4789.2,12791,Rebutia,SPECIES,T
Rebutia recidua,4795,12791,Rebutia,SPECIES,T
Rebutia winteriana,4800.5,12791,Rebutia,SPECIES,T
Rebutia residua,4795.1,12791,Rebutia,SPECIES,T
Sulcorebutia cupreata,4856.3,12791,Rebutia,SPECIES,T
Rebutia escrupula,4783.1,12791,Rebutia,SPECIES,T
Sulcorebutia elongata,4856.8,12791,Rebutia,SPECIES,T
Sulcorebutia rojasii,4860.3,12791,Rebutia,SPECIES,T
Rebutia minima,4789.5,12791,Rebutia,SPECIES,T
Rebutia pilayensis,4793,12791,Rebutia,SPECIES,T
Rebutia spinosior,4797.3,12791,Rebutia,SPECIES,T
Sulcorebutia vanbaelii,4862,12791,Rebutia,SPECIES,T
Rebutia lauii,4788.4,12791,Rebutia,SPECIES,T
Rebutia condorensis,4781.2,12791,Rebutia,SPECIES,T
Rebutia pilosa,4793.2,12791,Rebutia,SPECIES,T
Sulcorebutia bicolor,4854.8,12791,Rebutia,SPECIES,T
Rebutia crispimarginata,4781.7,12791,Rebutia,SPECIES,T
Rebutia ressiniana,4795.2,12791,Rebutia,SPECIES,T
Rebutia theresae,4798.4,12791,Rebutia,SPECIES,T
Rebutia vatteri,4799.4,12791,Rebutia,SPECIES,T
Rebutia aiquilensis,4776.2,12791,Rebutia,SPECIES,T
Rebutia decrescens,4781.9,12791,Rebutia,SPECIES,T
Rhipsalis saxicola,4814.3,12792,Rhipsalis,SPECIES,T
Rhipsalis rhombea,4813.7,12792,Rhipsalis,SPECIES,T
Rhipsalis platycarpa,4812.7,12792,Rhipsalis,SPECIES,T
Rhipsalis testudo,4814.9,12792,Rhipsalis,SPECIES,T
Rhipsalis catenulata,4804.9,12792,Rhipsalis,SPECIES,T
Stellilabium astroglossum,7251.05,12793,Stellilabium,SPECIES,T
Stellilabium boliviense,7251.1,12793,Stellilabium,SPECIES,T
Stellilabium hirtzii,7251.35,12793,Stellilabium,SPECIES,T
Stellilabium pogonostalix,7251.45,12793,Stellilabium,SPECIES,T
Sodiroella,7204,12793,Stellilabium,SPECIES,T
Cereus glaucus,4173.7,12795,Cereus,SPECIES,T
Piptanthocereus,4751,12795,Cereus,SPECIES,T
Monvillea cavendishii,4583.8,12795,Cereus,SPECIES,T
Cereus caesius,4171,12795,Cereus,SPECIES,T
Cereus alacriportanus,4170.2,12795,Cereus,SPECIES,T
Cereus childsii,4171.5,12795,Cereus,SPECIES,T
Cereus torulosus,4181.1,12795,Cereus,SPECIES,T
Cereus grandicostatus,4174,12795,Cereus,SPECIES,T
Leptotes bohnkiana,6463.12,12797,Leptotes,SPECIES,T
Leptotes pauloensis,6463.4,12797,Leptotes,SPECIES,T
Leptotes pohlitinocoi,6463.45,12797,Leptotes,SPECIES,T
Leptotes regentii,6463.5,12797,Leptotes,SPECIES,T
Leptotes samacensis,6463.6,12797,Leptotes,SPECIES,T
Leptotes grinsbergii,6463.3,12797,Leptotes,SPECIES,T
Leptotes concolor,6463.2,12797,Leptotes,SPECIES,T
Arequipa hazelea,4113.2,12799,Oreocereus,SPECIES,T
Oreocereus urmiriensis,4693.7,12799,Oreocereus,SPECIES,T
Oreocereus lecoriensis,4692.9,12799,Oreocereus,SPECIES,T
Paphinia clausula,6820.1,12801,Paphinia,SPECIES,T
Paphinia cristata,6820.3,12801,Paphinia,SPECIES,T
Paphinia grandiflora,6820.4,12801,Paphinia,SPECIES,T
Paphinia lindeniana,6820.6,12801,Paphinia,SPECIES,T
Paphinia neudeckeri,6820.65,12801,Paphinia,SPECIES,T
Paphinia posadarum,6820.67,12801,Paphinia,SPECIES,T
Paphinia rugosa,6820.7,12801,Paphinia,SPECIES,T
Paphinia seegeri,6820.8,12801,Paphinia,SPECIES,T
Paphinia subclausa,6820.85,12801,Paphinia,SPECIES,T
Paphinia zamorae,6820.9,12801,Paphinia,SPECIES,T
Caucaea andigena,5734.015,12803,Caucaea,SPECIES,T
Caucaea dayana,5734.03,12803,Caucaea,SPECIES,T
Caucaea mimetica,5734.045,12803,Caucaea,SPECIES,T
Caucaea nubigena,5734.05,12803,Caucaea,SPECIES,T
Caucaea olivacea,5734.055,12803,Caucaea,SPECIES,T
Caucaea phalaenopsis,5734.06,12803,Caucaea,SPECIES,T
Caucaea radiata,5734.1,12803,Caucaea,SPECIES,T
Caucaea tarquiensis,5734.12,12803,Caucaea,SPECIES,T
Horichia dressleri,6373.2,12805,Horichia,SPECIES,T
Tipularia discolor,7313.1,12806,Tipularia,SPECIES,T
Tipularia japonica,7313.2,12806,Tipularia,SPECIES,T
Tipularia josephii,7313.3,12806,Tipularia,SPECIES,T
Sarcoglottis acaulis,7136.1,12807,Sarcoglottis,SPECIES,T
Sarcoglottis grandiflora,7136.3,12807,Sarcoglottis,SPECIES,T
Sarcoglottis metallica,7136.45,12807,Sarcoglottis,SPECIES,T
Sarcoglottis sceptrodes,7136.53,12807,Sarcoglottis,SPECIES,T
Sarcoglottis schaffneri,7136.55,12807,Sarcoglottis,SPECIES,T
Chaubardia surinamensis,5760.35,12808,Chaubardia,SPECIES,T
Chaubardia liliputana,5760.3,12808,Chaubardia,SPECIES,T
Hemiscleria nutans,6349.1,12811,Hemiscleria,SPECIES,T
Brachycorythis acuta,5600.1,12815,Brachycorythis,SPECIES,T
Brachycorythis helferi,5600.3,12815,Brachycorythis,SPECIES,T
Brachycorythis henryi,5600.4,12815,Brachycorythis,SPECIES,T
Brachycorythis kalbreyeri,5600.6,12815,Brachycorythis,SPECIES,T
Brachycorythis ovata,5600.9,12815,Brachycorythis,SPECIES,T
Brachycorythis pleistophylla,5601,12815,Brachycorythis,SPECIES,T
Elythranthera brunonis,6113.1,12817,Elythranthera,SPECIES,T
Amblostoma amblostonoides,5456.05,12818,Amblostoma,SPECIES,T
Amblostoma cernuum,5456.3,12818,Amblostoma,SPECIES,T
Amblostoma subpurum,5456.4,12818,Amblostoma,SPECIES,T
Amblostoma caniqueralli,5456.2,12818,Amblostoma,SPECIES,T
Dichaea ancoraelabia,6026.35,12821,Dichaea,SPECIES,T
Dichaea australis,6026.5,12821,Dichaea,SPECIES,T
Dichaea cachacoensis,6026.68,12821,Dichaea,SPECIES,T
Dichaea camaridioides,6026.75,12821,Dichaea,SPECIES,T
Dichaea campanulata,6026.755,12821,Dichaea,SPECIES,T
Dichaea chasei,6026.77,12821,Dichaea,SPECIES,T
Dichaea cogniauxiana,6026.9,12821,Dichaea,SPECIES,T
Dichaea costaricensis,6027,12821,Dichaea,SPECIES,T
Dichaea dammeriana,6027.2,12821,Dichaea,SPECIES,T
Dichaea elliptica,6027.46,12821,Dichaea,SPECIES,T
Dichaea fragrantissima,6027.48,12821,Dichaea,SPECIES,T
Dichaea glauca,6027.6,12821,Dichaea,SPECIES,T
Dichaea hirtzii,6027.83,12821,Dichaea,SPECIES,T
Dichaea hookeri,6027.95,12821,Dichaea,SPECIES,T
Dichaea humilis,6028,12821,Dichaea,SPECIES,T
Dichaea hutchisonii,6028.05,12821,Dichaea,SPECIES,T
Dichaea kegelii,6028.17,12821,Dichaea,SPECIES,T
Dichaea lankesteri,6028.2,12821,Dichaea,SPECIES,T
Dichaea latifolia,6028.3,12821,Dichaea,SPECIES,T
Dichaea longa,6028.45,12821,Dichaea,SPECIES,T
Dichaea moronensis,6028.55,12821,Dichaea,SPECIES,T
Dichaea morrisii,6028.6,12821,Dichaea,SPECIES,T
Dichaea mosenii,6028.65,12821,Dichaea,SPECIES,T
Dichaea muricatoides,6028.8,12821,Dichaea,SPECIES,T
Dichaea panamensis,6029.4,12821,Dichaea,SPECIES,T
Dichaea pendula,6029.5,12821,Dichaea,SPECIES,T
Dichaea peruviensis,6029.55,12821,Dichaea,SPECIES,T
Dichaea picta,6029.6,12821,Dichaea,SPECIES,T
Dichaea similis,6029.8,12821,Dichaea,SPECIES,T
Dichaea sodiroi,6029.85,12821,Dichaea,SPECIES,T
Dichaea squarrosa,6029.9,12821,Dichaea,SPECIES,T
Dichaea standleyi,6030,12821,Dichaea,SPECIES,T
Dichaea tachirensis,6030.04,12821,Dichaea,SPECIES,T
Dichaea trichocarpa,6030.1,12821,Dichaea,SPECIES,T
Dichaea trulla,6030.2,12821,Dichaea,SPECIES,T
Dichaea tuerckheimii,6030.3,12821,Dichaea,SPECIES,T
Dichaea verrucosa,6030.4,12821,Dichaea,SPECIES,T
Dichaea violacea,6030.43,12821,Dichaea,SPECIES,T
Encyclia adenocarpa,6116.4,12822,Encyclia,SPECIES,T
Encyclia bennettii,6118.65,12822,Encyclia,SPECIES,T
Encyclia caximboensis,6120.27,12822,Encyclia,SPECIES,T
Encyclia dasilvae,6121.97,12822,Encyclia,SPECIES,T
Encyclia edithiana,6123.03,12822,Encyclia,SPECIES,T
Encyclia elegantula,6123.07,12822,Encyclia,SPECIES,T
Encyclia fusca,6124.15,12822,Encyclia,SPECIES,T
Encyclia hanburyi,6125.3,12822,Encyclia,SPECIES,T
Encyclia kingsii,6126.55,12822,Encyclia,SPECIES,T
Encyclia lehmannii,6127,12822,Encyclia,SPECIES,T
Encyclia magdalenae,6128.37,12822,Encyclia,SPECIES,T
Encyclia meneziana,6128.95,12822,Encyclia,SPECIES,T
Encyclia profusa,6132.13,12822,Encyclia,SPECIES,T
Encyclia pyriformis,6132.61,12822,Encyclia,SPECIES,T
Encyclia replicata,6132.84,12822,Encyclia,SPECIES,T
Encyclia ochroleuca,6129.9,12822,Encyclia,SPECIES,T
Encyclia oculata,6130,12822,Encyclia,SPECIES,T
Encyclia lunata,6127.8,12822,Encyclia,SPECIES,T
Encyclia silvana,6133.8,12822,Encyclia,SPECIES,T
Encyclia uncata,6135.35,12822,Encyclia,SPECIES,T
Encyclia cattilus,6120.25,12822,Encyclia,SPECIES,T
Anacheilium santanderense,5466.25,12822,Encyclia,SPECIES,T
Encyclia krameriana,6126.7,12822,Encyclia,SPECIES,T
Encyclia acaulis,6116.2,12822,Encyclia,SPECIES,T
Rhynchostylis teres,7098.1,12823,Rhynchostylis,SPECIES,T
Rhynchostylis laotica,7097.7,12823,Rhynchostylis,SPECIES,T
Haageocereus pectinatus,4388.7,12825,Ferocactus,SPECIES,T
Ferocactus jalapensis,4351.4,12825,Ferocactus,SPECIES,T
Ferocactus flavispinus,4349.7,12825,Ferocactus,SPECIES,T
Binotia brasiliensis,5580.1,12826,Binotia,SPECIES,T
Phalaenopsis borneensis,6870.15,12827,Phalaenopsis,SPECIES,T
Phalaenopsis braceana,6870.23,12827,Phalaenopsis,SPECIES,T
Phalaenopsis chibae,6870.57,12827,Phalaenopsis,SPECIES,T
Phalaenopsis cornu-cervi,6871,12827,Phalaenopsis,SPECIES,T
Phalaenopsis doweryensis,6871.58,12827,Phalaenopsis,SPECIES,T
Phalaenopsis finleyi,6872.03,12827,Phalaenopsis,SPECIES,T
Phalaenopsis honghenensis,6873.17,12827,Phalaenopsis,SPECIES,T
Phalaenopsis inscriptiosinensis,6873.2,12827,Phalaenopsis,SPECIES,T
Phalaenopsis regnieriana,6876.55,12827,Phalaenopsis,SPECIES,T
Phalaenopsis villosum,6878.5,12827,Phalaenopsis,SPECIES,T
Phalaenopsis daltonii,6871.1,12827,Phalaenopsis,SPECIES,T
Phalaenopsis purpurea,6876.5,12827,Phalaenopsis,SPECIES,T
Tuberolabium kotoense,7350.1,12828,Tuberolabium,SPECIES,T
Tuberolabium phillipsii,7350.201,12828,Tuberolabium,SPECIES,T
Tuberolabium rhopalorrhachis,7350.21,12828,Tuberolabium,SPECIES,T
Perrieriella madagascariensis,6858.1,12830,Perrieriella,SPECIES,T
Capanemia adelaidae,5702.1,12832,Capanemia,SPECIES,T
Capanemia australis,5702.2,12832,Capanemia,SPECIES,T
Capanemia carinata,5702.3,12832,Capanemia,SPECIES,T
Capanemia duseniana,5702.4,12832,Capanemia,SPECIES,T
Capanemia gehrtii,5702.65,12832,Capanemia,SPECIES,T
Capanemia micromera,5702.8,12832,Capanemia,SPECIES,T
Capanemia superflua,5703,12832,Capanemia,SPECIES,T
Capanemia theresae,5703.1,12832,Capanemia,SPECIES,T
Ascocentrum crassifolium,5544.3,12833,Ascocentrum,SPECIES,T
Sphyrastylis dalstromii,7218.3,12837,Sphyrastylis,SPECIES,T
Sphyrastylis dressleri,7218.33,12837,Sphyrastylis,SPECIES,T
Sphyrastylis ecuadorensis,7218.35,12837,Sphyrastylis,SPECIES,T
Sphyrastylis escobariana,7218.4,12837,Sphyrastylis,SPECIES,T
Sphyrastylis urceilabris,7218.45,12837,Sphyrastylis,SPECIES,T
Sphyrastylis ariasii,7218.1,12837,Sphyrastylis,SPECIES,T
Aulosepalum hemichroa,5554.1,12838,Aulosepalum,SPECIES,T
Cycas glauca,5062.35,12839,Cycas,SPECIES,T
Cycas maconochiei,5062.64,12839,Cycas,SPECIES,T
Cycas montana,5062.825,12839,Cycas,SPECIES,T
Dimerandra elegans,6041.05,12840,Dimerandra,SPECIES,T
Cadetia chionantha,5668.2,12841,Cadetia,SPECIES,T
Cadetia funiformis,5668.6,12841,Cadetia,SPECIES,T
Cadetia hispida,5668.7,12841,Cadetia,SPECIES,T
Cadetia macroloba,5668.8,12841,Cadetia,SPECIES,T
Cadetia maideniana,5668.9,12841,Cadetia,SPECIES,T
Cadetia potamophila,5669.1,12841,Cadetia,SPECIES,T
Cadetia taylorii,5669.3,12841,Cadetia,SPECIES,T
Cadetia umbellata,5669.4,12841,Cadetia,SPECIES,T
Codonorchis lessonii,5818.1,12845,Codonorchis,SPECIES,T
Cyrtostylis reniformis,5927.68,12847,Cyrtostylis,SPECIES,T
Cyrtostylis robusta,5927.7,12847,Cyrtostylis,SPECIES,T
Glomera aurea,6286.1,12849,Glomera,SPECIES,T
Glomera macdonaldii,6286.3,12849,Glomera,SPECIES,T
Glomera wariana,6286.5,12849,Glomera,SPECIES,T
Glossorhyncha diffusa,6288.4,12849,Glomera,SPECIES,T
Glossorhyncha alacaulinum,6288.1,12849,Glomera,SPECIES,T
Domingoa gemma,6081.15,12850,Domingoa,SPECIES,T
Domingoa purpurea,6081.45,12850,Domingoa,SPECIES,T
Domingoa bergeriana,6081.1,12850,Domingoa,SPECIES,T
Gomesa alpina,6290.05,12851,Gomesa,SPECIES,T
Gomesa barkeri,6290.1,12851,Gomesa,SPECIES,T
Gomesa blanchetii,6290.18,12851,Gomesa,SPECIES,T
Gomesa crispa,6290.3,12851,Gomesa,SPECIES,T
Gomesa echinata,6290.38,12851,Gomesa,SPECIES,T
Gomesa fischeri,6290.4,12851,Gomesa,SPECIES,T
Gomesa glaziovii,6290.5,12851,Gomesa,SPECIES,T
Gomesa gutfreundiana,6290.635,12851,Gomesa,SPECIES,T
Gomesa insignis,6290.64,12851,Gomesa,SPECIES,T
Gomesa macronyx,6290.66,12851,Gomesa,SPECIES,T
Gomesa micropogon,6290.68,12851,Gomesa,SPECIES,T
Gomesa paranaensis,6290.7,12851,Gomesa,SPECIES,T
Gomesa planifolia,6290.8,12851,Gomesa,SPECIES,T
Gomesa recurva,6290.9,12851,Gomesa,SPECIES,T
Gomesa sessilis,6291,12851,Gomesa,SPECIES,T
Gomesa varicosa,6291.15,12851,Gomesa,SPECIES,T
Gomesa venusta,6291.18,12851,Gomesa,SPECIES,T
Gomesa xanthina,6291.3,12851,Gomesa,SPECIES,T
Amitostigma alpestre,5461.1,12852,Amitostigma,SPECIES,T
Amitostigma lepidum,5461.5,12852,Amitostigma,SPECIES,T
Vanda jennae,7360.75,12854,Vanda,SPECIES,T
Vanda merrillii,7361.9,12854,Vanda,SPECIES,T
Vanda metusalae,7361.92,12854,Vanda,SPECIES,T
Vanda miniata,7361.95,12854,Vanda,SPECIES,T
Vanda ustii,7365.45,12854,Vanda,SPECIES,T
Vanda rothschildiana,7363,12854,Vanda,SPECIES,T
Vanda aphylla,7357.3,12854,Vanda,SPECIES,T
Drymoanthus adversus,6101.1,12855,Drymoanthus,SPECIES,T
Odontochilus poilanei,6709.76,12858,Odontochilus,SPECIES,T
Odontochilus yunnanensis,6709.9,12858,Odontochilus,SPECIES,T
Grammangis spectabilis,6304.5,12861,Grammangis,SPECIES,T
Grammangis stapeliiflora,6304.6,12861,Grammangis,SPECIES,T
Dresslerella hirsutissima,6096.3,12863,Dresslerella,SPECIES,T
Dresslerella lasiocampa,6096.37,12863,Dresslerella,SPECIES,T
Dresslerella portillae,6096.55,12863,Dresslerella,SPECIES,T
Dresslerella stellaris,6096.7,12863,Dresslerella,SPECIES,T
Phymatidium delicatulum,6894.1,12864,Phymatidium,SPECIES,T
Phymatidium falcifolium,6894.2,12864,Phymatidium,SPECIES,T
Phymatidium hysteranthum,6894.3,12864,Phymatidium,SPECIES,T
Phymatidium tillandsioides,6894.6,12864,Phymatidium,SPECIES,T
Armodorum siamense,5537.3,12868,Armodorum,SPECIES,T
Caladenia dilatata,5672.1,12871,Caladenia,SPECIES,T
Caladenia flava,5673,12871,Caladenia,SPECIES,T
Caladenia latifolia,5674,12871,Caladenia,SPECIES,T
Caladenia macrostylis,5674.6,12871,Caladenia,SPECIES,T
Caladenia menziesii,5674.8,12871,Caladenia,SPECIES,T
Caladenia nana,5675,12871,Caladenia,SPECIES,T
Caladenia pallida,5675.2,12871,Caladenia,SPECIES,T
Caladenia patersonii,5675.3,12871,Caladenia,SPECIES,T
Caladenia roei,5676.2,12871,Caladenia,SPECIES,T
Caladenia tentaculata,5676.59,12871,Caladenia,SPECIES,T
Phragmipedium andreettae,6886.15,12877,Phragmipedium,SPECIES,T
Phragmipedium dalessandroi,6886.83,12877,Phragmipedium,SPECIES,T
Phragmipedium fischeri,6887.15,12877,Phragmipedium,SPECIES,T
Phragmipedium kovachii,6887.75,12877,Phragmipedium,SPECIES,T
Phragmipedium tetzlaffianum,6889.15,12877,Phragmipedium,SPECIES,T
Phragmipedium schroederianum,6888.9,12877,Phragmipedium,SPECIES,T
Phragmipedium calurum,6886.5,12877,Phragmipedium,SPECIES,T
Phragmipedium grande,6887.3,12877,Phragmipedium,SPECIES,T
Phragmipedilum albo-purpureum,6885.1,12877,Phragmipedium,SPECIES,T
Phragmipedium sedenii,6889,12877,Phragmipedium,SPECIES,T
Sirhookera lanceolata,7193.1,12878,Sirhookera,SPECIES,T
Diploprora championi,6055.1,12880,Diploprora,SPECIES,T
Diploprora truncata,6055.15,12880,Diploprora,SPECIES,T
Koellensteinia altissima,6417.1,12882,Koellensteinia,SPECIES,T
Koellensteinia graminea,6417.4,12882,Koellensteinia,SPECIES,T
Koellensteinia ionoptera,6417.55,12882,Koellensteinia,SPECIES,T
Koellensteinia kellneriana,6417.6,12882,Koellensteinia,SPECIES,T
Koellensteinia tricolor,6417.8,12882,Koellensteinia,SPECIES,T
Koellensteinia graminifolia,6417.5,12882,Koellensteinia,SPECIES,T
Papilionanthe triscuspidata,6838.5,12883,Papilionanthe,SPECIES,T
Anguloa strobelii,5504.3,12885,Anguloa,SPECIES,T
Anguloa longicalcar,5504.1,12885,Anguloa,SPECIES,T
Lemurella virescens,6444.205,12886,Lemurella,SPECIES,T
Pristiglottis bisaccata,7030.1,12887,Pristiglottis,SPECIES,T
Pristiglottis montana,7030.3,12887,Pristiglottis,SPECIES,T
Saccolabiopsis armitii,7119.1,12888,Saccolabiopsis,SPECIES,T
Lemaireocereus densispinus,4427.5,12893,Pachycereus,SPECIES,T
Habenaria acuifera,6318.05,12895,Habenaria,SPECIES,T
Habenaria acuticalcar,6318.15,12895,Habenaria,SPECIES,T
Habenaria alpestris,6318.45,12895,Habenaria,SPECIES,T
Habenaria ambositrana,6318.48,12895,Habenaria,SPECIES,T
Habenaria amplexicaulis,6318.52,12895,Habenaria,SPECIES,T
Habenaria arenaria,6318.9,12895,Habenaria,SPECIES,T
Habenaria ayangannensis,6319.503,12895,Habenaria,SPECIES,T
Habenaria bathiei,6319.75,12895,Habenaria,SPECIES,T
Habenaria cerea,6320.42,12895,Habenaria,SPECIES,T
Habenaria chlorina,6320.5,12895,Habenaria,SPECIES,T
Habenaria ciliaris,6320.8,12895,Habenaria,SPECIES,T
Habenaria clavata,6321,12895,Habenaria,SPECIES,T
Habenaria columbae,6321.2,12895,Habenaria,SPECIES,T
Habenaria commelinifolia,6321.3,12895,Habenaria,SPECIES,T
Habenaria cornuta,6321.6,12895,Habenaria,SPECIES,T
Habenaria corymbosa,6321.66,12895,Habenaria,SPECIES,T
Habenaria diphylla,6322.65,12895,Habenaria,SPECIES,T
Habenaria dives,6323.1,12895,Habenaria,SPECIES,T
Habenaria entomantha,6323.9,12895,Habenaria,SPECIES,T
Habenaria erichmichelii,6324.05,12895,Habenaria,SPECIES,T
Habenaria filicornis,6324.3,12895,Habenaria,SPECIES,T
Habenaria formosana,6324.7,12895,Habenaria,SPECIES,T
Habenaria furcifera,6324.72,12895,Habenaria,SPECIES,T
Habenaria gabonensis,6324.75,12895,Habenaria,SPECIES,T
Habenaria gourlieana,6324.95,12895,Habenaria,SPECIES,T
Habenaria hollandiana,6325.2,12895,Habenaria,SPECIES,T
Habenaria holotricha,6325.34,12895,Habenaria,SPECIES,T
Habenaria hosokawae,6325.5,12895,Habenaria,SPECIES,T
Habenaria hosseusii,6325.6,12895,Habenaria,SPECIES,T
Habenaria humidicola,6325.656,12895,Habenaria,SPECIES,T
Habenaria humistrata,6325.67,12895,Habenaria,SPECIES,T
Habenaria incarnata,6325.83,12895,Habenaria,SPECIES,T
Habenaria intermedia,6326,12895,Habenaria,SPECIES,T
Habenaria juruenensis,6326.41,12895,Habenaria,SPECIES,T
Habenaria khasiana,6326.445,12895,Habenaria,SPECIES,T
Habenaria leucosantha,6327.05,12895,Habenaria,SPECIES,T
Habenaria limprichtii,6327.25,12895,Habenaria,SPECIES,T
Habenaria lindleyana,6327.3,12895,Habenaria,SPECIES,T
Habenaria longitheca,6327.555,12895,Habenaria,SPECIES,T
Habenaria lucida,6327.56,12895,Habenaria,SPECIES,T
Habenaria malintana,6328,12895,Habenaria,SPECIES,T
Habenaria mandersii,6328.03,12895,Habenaria,SPECIES,T
Habenaria marginata,6328.05,12895,Habenaria,SPECIES,T
Habenaria medioflexa,6328.2,12895,Habenaria,SPECIES,T
Habenaria myriotricha,6328.44,12895,Habenaria,SPECIES,T
Habenaria ochroleuca,6328.8,12895,Habenaria,SPECIES,T
Habenaria pectinata,6329.3,12895,Habenaria,SPECIES,T
Habenaria plantaginea,6329.7,12895,Habenaria,SPECIES,T
Habenaria poilanei,6329.73,12895,Habenaria,SPECIES,T
Habenaria porphyricola,6329.85,12895,Habenaria,SPECIES,T
Habenaria prainii,6329.9,12895,Habenaria,SPECIES,T
Habenaria quinqueseta,6330.6,12895,Habenaria,SPECIES,T
Habenaria recurva,6330.9,12895,Habenaria,SPECIES,T
Habenaria repens,6331.1,12895,Habenaria,SPECIES,T
Habenaria roseata,6331.7,12895,Habenaria,SPECIES,T
Habenaria rostellifera,6331.9,12895,Habenaria,SPECIES,T
Habenaria rostrata,6331.8,12895,Habenaria,SPECIES,T
Habenaria sagittifera,6332.1,12895,Habenaria,SPECIES,T
Habenaria secundiflora,6332.231,12895,Habenaria,SPECIES,T
Habenaria simplex,6332.32,12895,Habenaria,SPECIES,T
Habenaria thailandica,6333.23,12895,Habenaria,SPECIES,T
Habenaria tortilis,6333.3,12895,Habenaria,SPECIES,T
Habenaria trichochila,6333.5,12895,Habenaria,SPECIES,T
Habenaria trifida,6333.75,12895,Habenaria,SPECIES,T
Habenaria triplonema,6333.85,12895,Habenaria,SPECIES,T
