ID,Scientific name,CurrentParentID,CurrentParentStatus,ParentID,ParentStatus
62270,Pleurothallis macrocardia,13070,A,13070,A
62274,Pleurothallis manicosa,13070,A,13070,A
62275,Pleurothallis mantiquyrana,13070,A,13070,A
62276,Pleurothallis marthae,13070,A,13070,A
62282,Pleurothallis medinae,13070,A,13070,A
62284,Pleurothallis megalotis,13070,A,13070,A
62285,Pleurothallis melanosticta,13070,A,13070,A
62288,Pleurothallis micklowii,13070,A,13070,A
62289,Pleurothallis microcardia,13070,A,13070,A
62302,Pleurothallis nephroglossa,13070,A,13070,A
62304,Pleurothallis nipterophylla,13070,A,13070,A
62305,Pleurothallis niveoglobula,13070,A,13070,A
62306,Pleurothallis nossax,13070,A,13070,A
62307,Pleurothallis nuda,13070,A,13070,A
62312,Pleurothallis octavioi,13070,A,13070,A
62315,Pleurothallis odobeniceps,13070,A,13070,A
62317,Pleurothallis omoglossa,13070,A,13070,A
62319,Pleurothallis orthostachys,13070,A,13070,A
62326,Pleurothallis pansamalae,13070,A,13070,A
62329,Pleurothallis paquishae,13070,A,13070,A
62335,Pleurothallis pedunculata,13070,A,13070,A
62336,Pleurothallis pelex,13070,A,13070,A
62337,Pleurothallis penduliflora,13070,A,13070,A
62338,Pleurothallis penelops,13070,A,13070,A
62339,Pleurothallis penicillata,13070,A,13070,A
62341,Pleurothallis perijaensis,13070,A,13070,A
62342,Pleurothallis peroniocephala,13070,A,13070,A
62345,Pleurothallis phalangifera,13070,A,13070,A
62347,Pleurothallis phyllocardioides,13070,A,13070,A
62348,Pleurothallis phymatodea,13070,A,13070,A
62358,Pleurothallis praecipua,13070,A,13070,A
62365,Pleurothallis pruinosa,13070,A,13070,A
62367,Pleurothallis ptychophora,13070,A,13070,A
62371,Pleurothallis punctulata,13070,A,13070,A
62373,Pleurothallis quadricaudata,13070,A,13070,A
62376,Pleurothallis quaternaria,13070,A,13070,A
62379,Pleurothallis radula,13070,A,13070,A
62389,Pleurothallis revoluta,13070,A,13070,A
62391,Pleurothallis ripleyi,13070,A,13070,A
62393,Pleurothallis rowleei,13070,A,13070,A
62395,Pleurothallis ruberrima,13070,A,13070,A
62397,Pleurothallis rubroinversa,13070,A,13070,A
62400,Pleurothallis ruscifolia,13070,A,13070,A
62401,Pleurothallis sanchoi,13070,A,13070,A
62402,Pleurothallis sandemanii,13070,A,13070,A
62409,Pleurothallis scabrilinguis,13070,A,13070,A
62414,Pleurothallis schweinfurthii,13070,A,13070,A
62415,Pleurothallis scurrula,13070,A,13070,A
62416,Pleurothallis secunda,13070,A,13070,A
62422,Pleurothallis sextonii,13070,A,13070,A
62425,Pleurothallis silverstonei,13070,A,13070,A
62426,Pleurothallis siphoglossa,13070,A,13070,A
62428,Pleurothallis solium,13070,A,13070,A
62438,Pleurothallis stricta,13070,A,13070,A
62439,Pleurothallis strobilifera,13070,A,13070,A
62443,Pleurothallis supervacanea,13070,A,13070,A
62444,Pleurothallis suspensa,13070,A,13070,A
62445,Pleurothallis talpinaria,13070,A,13070,A
62446,Pleurothallis talpinarioides,13070,A,13070,A
62448,Pleurothallis taurus,13070,A,13070,A
62449,Pleurothallis teaguei,13070,A,13070,A
62450,Pleurothallis tentaculata,13070,A,13070,A
62455,Pleurothallis tetragona,13070,A,13070,A
62456,Pleurothallis tetroxys,13070,A,13070,A
62459,Pleurothallis tonduzii,13070,A,13070,A
62463,Pleurothallis tridentata,13070,A,13070,A
62465,Pleurothallis trifurcata,13070,A,13070,A
62467,Pleurothallis troglodytes,13070,A,13070,A
62468,Pleurothallis truncata,13070,A,13070,A
62475,Pleurothallis undulata,13070,A,13070,A
62477,Pleurothallis uvifera,13070,A,13070,A
62478,Pleurothallis valladolidensis,13070,A,13070,A
62484,Pleurothallis viduata,13070,A,13070,A
62486,Pleurothallis vinealis,13070,A,13070,A
62488,Pleurothallis volans,13070,A,13070,A
62495,Pleurothallis xanthochlora,13070,A,13070,A
62501,Pleurothallopsis carnosa,12509,A,66840,A
62502,Pleurothallopsis microptera,12509,A,66840,A
62503,Pleurothallopsis striata,12509,A,66840,A
62504,Plocoglottis atroviridis,12688,A,12688,A
62509,Podochilus australiensis,15032,A,13440,A
62510,Podochilus cultratus,13440,A,13440,A
62511,Podochilus intricatus,13440,A,13440,A
62512,Podochilus khasianus,13440,A,13440,A
62513,Podochilus malabaricus,13440,A,13440,A
62514,Podochilus microphyllus,13440,A,13440,A
62517,Podochilus serpyllifolius,13440,A,13440,A
62519,Pogonia minor,13030,A,13030,A
62520,Pogonia ophioglossoides,13030,A,13030,A
62525,Polycycnis annectans,12756,A,12756,A
62526,Polycycnis aurita,12756,A,12756,A
62527,Polycycnis barbata,12756,A,12756,A
62528,Polycycnis lehmannii,12756,A,12756,A
62529,Polycycnis lepida,12756,A,12756,A
62530,Polycycnis muscifera,12756,A,12756,A
62531,Polycycnis pfisteri,12756,A,12756,A
62532,Polycycnis silvana,12756,A,12756,A
62533,Polycycnis tortuosa,12756,A,12756,A
62535,Polycycnis villegasiana,12756,A,12756,A
62541,Polystachya acridolens,13076,A,13076,A
62542,Polystachya adansoniae,13076,A,13076,A
62543,Polystachya affinis,13076,A,13076,A
62544,Polystachya albescens,13076,A,13076,A
62546,Polystachya aurantiaca,13076,A,13076,A
62549,Polystachya bella,13076,A,13076,A
62550,Polystachya bennettiana,13076,A,13076,A
62551,Polystachya bicarinata,13076,A,13076,A
62552,Polystachya bifida,13076,A,13076,A
62553,Polystachya brassii,13076,A,13076,A
62554,Polystachya caespitifica,13076,A,13076,A
62555,Polystachya caloglossa,13076,A,13076,A
62556,Polystachya campyloglossa,13076,A,13076,A
65233,Polystachya cerea,13076,A,13076,A
62558,Polystachya clareae,13076,A,13076,A
62559,Polystachya clavata,13076,A,13076,A
62560,Polystachya confusa,13076,A,13076,A
62561,Polystachya coriscensis,13076,A,13076,A
62562,Polystachya cornigera,13076,A,13076,A
62563,Polystachya cultriformis,13076,A,13076,A
62564,Polystachya dendrobiiflora,13076,A,13076,A
62565,Polystachya dolichophylla,13076,A,13076,A
62566,Polystachya elegans,13076,A,13076,A
62568,Polystachya eurychila,13076,A,13076,A
62569,Polystachya eurygnatha,13076,A,13076,A
62571,Polystachya fallax,13076,A,13076,A
62572,Polystachya foliosa,13076,A,13076,A
62573,Polystachya greatrexii,13076,A,13076,A
62574,Polystachya heckeliana,13076,A,13076,A
62575,Polystachya heckmanniana,13076,A,13076,A
62576,Polystachya henrici,13076,A,13076,A
62577,Polystachya holmesiana,13076,A,13076,A
62578,Polystachya humbertii,13076,A,13076,A
62579,Polystachya isochiloides,13076,A,13076,A
62580,Polystachya johnstonii,13076,A,13076,A
62581,Polystachya kermesina,13076,A,13076,A
62582,Polystachya lawrenceana,13076,A,13076,A
62583,Polystachya laxiflora,13076,A,13076,A
62584,Polystachya leonensis,13076,A,13076,A
62585,Polystachya lindblomii,13076,A,13076,A
62586,Polystachya lineata,13076,A,13076,A
62587,Polystachya longiscapa,13076,A,13076,A
62589,Polystachya maculata,13076,A,13076,A
62590,Polystachya malilaensis,13076,A,13076,A
62591,Polystachya masayensis,13076,A,13076,A
62593,Polystachya meyeri,13076,A,13076,A
62594,Polystachya minima,13076,A,13076,A
62596,Polystachya oreocharis,13076,A,13076,A
62597,Polystachya ottoniana,13076,A,13076,A
62599,Polystachya paniculata,13076,A,13076,A
62600,Polystachya perrieri,13076,A,13076,A
62602,Polystachya piersii,13076,A,13076,A
62603,Polystachya pinicola,13076,A,13076,A
62604,Polystachya polychaete,13076,A,13076,A
62605,Polystachya pubescens,13076,A,13076,A
62607,Polystachya rhodochila,13076,A,13076,A
62608,Polystachya rosea,13076,A,13076,A
62609,Polystachya sandersonii,13076,A,13076,A
62610,Polystachya shega,13076,A,13076,A
62611,Polystachya simplex,13076,A,13076,A
62612,Polystachya spatella,13076,A,13076,A
62614,Polystachya subulata,13076,A,13076,A
62615,Polystachya tenuissima,13076,A,13076,A
62617,Polystachya transvaalensis,13076,A,13076,A
62618,Polystachya tsinjoarivensis,13076,A,13076,A
62619,Polystachya vaginata,13076,A,13076,A
62620,Polystachya valentina,13076,A,13076,A
62621,Polystachya villosa,13076,A,13076,A
62622,Polystachya virginea,13076,A,13076,A
62623,Polystachya vulcanica,13076,A,13076,A
62624,Polystachya zambesiaca,13076,A,13076,A
62625,Pomatocalpa angustifolium,13226,A,13226,A
62627,Pomatocalpa bicolor,13226,A,13226,A
62629,Pomatocalpa diffusum,13226,A,13226,A
62631,Pomatocalpa macphersonii,13226,A,13226,A
62634,Pomatocalpa spicatum,13226,A,13226,A
62636,Ponera juncifolia,13298,A,13298,A
62638,Ponerorchis graminifolia,12509,A,62637,A
62642,Ponthieva andicola,13010,A,13010,A
62643,Ponthieva brenesii,16488,A,13010,A
62644,Ponthieva cornuta,13010,A,13010,A
62645,Ponthieva diptera,13010,A,13010,A
62647,Ponthieva garayana,13010,A,13010,A
62649,Ponthieva inaudita,13010,A,13010,A
62650,Ponthieva keraia,13010,A,13010,A
62652,Ponthieva parvilabris,13010,A,13010,A
62653,Ponthieva pilosissima,13010,A,13010,A
62654,Ponthieva pubescens,13010,A,13010,A
62656,Ponthieva racemosa,13010,A,13010,A
62657,Ponthieva ventricosa,13010,A,13010,A
62658,Ponthieva villosa,13010,A,13010,A
62663,Porpax borneensis,13041,A,13041,A
65241,Porpax elwesii,13041,A,13041,A
62664,Porpax fibuliformis,13041,A,13041,A
62665,Porpax grandiflora,13041,A,13041,A
62666,Porpax lanii,13041,A,13041,A
62667,Porpax meirax,13041,A,13041,A
62669,Porpax parishii,13041,A,13041,A
62670,Porpax scaposa,13041,A,13041,A
62671,Porpax ustulata,13041,A,13041,A
62672,Porphyroglottis maxwelliae,12595,A,12595,A
62673,Porphyrostachys pilifera,12971,A,12971,A
62674,Porroglossum actrix,13011,A,13011,A
62675,Porroglossum agile,13011,A,13011,A
62676,Porroglossum aureum,13011,A,13011,A
62677,Porroglossum condylosepalum,13011,A,13011,A
62678,Porroglossum dactylum,13011,A,13011,A
62681,Porroglossum hoeijeri,13011,A,13011,A
62682,Porroglossum jesupiae,13011,A,13011,A
62683,Porroglossum josei,13011,A,13011,A
62684,Porroglossum lorenae,13011,A,13011,A
62685,Porroglossum lycinum,13011,A,13011,A
62686,Porroglossum nutibara,13011,A,13011,A
62687,Porroglossum olivaceum,13011,A,13011,A
62689,Porroglossum peruvianum,13011,A,13011,A
62690,Porroglossum porphyreum,13011,A,13011,A
62691,Porroglossum portillae,13011,A,13011,A
62692,Porroglossum rodrigoi,13011,A,13011,A
62693,Porroglossum sergii,13011,A,13011,A
62694,Porroglossum tokachii,13011,A,13011,A
62695,Porroglossum tripollex,13011,A,13011,A
62696,Porroglossum uxorium,13011,A,13011,A
62698,Prasophyllum elatum,13042,A,13042,A
62699,Prasophyllum gracile,13042,A,13042,A
62701,Prescottia stachyodes,13285,A,13285,A
62709,Promenaea guttata,12922,A,12922,A
62712,Promenaea ovatiloba,12922,A,12922,A
62713,Promenaea paranaensis,12922,A,12922,A
62717,Promenaea rollissonii,12922,A,12922,A
62718,Promenaea silvana,12922,A,12922,A
62720,Promenaea xanthina,12922,A,12922,A
62722,Prosthechea abbreviata,13623,A,13623,A
62723,Prosthechea aemula,13623,A,13623,A
62724,Prosthechea allemanoides,13623,A,13623,A
62725,Prosthechea baculus,62725,A,13623,A
62726,Prosthechea brassavolae,13623,A,13623,A
62727,Prosthechea bulbosa,13623,A,13623,A
62729,Prosthechea campylostalix,13623,A,13623,A
62730,Prosthechea chacaoensis,13623,A,13623,A
65242,Prosthechea chimborazoensis,13623,A,13623,A
62731,Prosthechea chondylobulbon,13623,A,13623,A
62732,Prosthechea concolor,13623,A,13623,A
62733,Prosthechea crassilabia,13623,A,13623,A
62734,Prosthechea elisae,13623,A,13623,A
62735,Prosthechea farfanii,13623,A,13623,A
62736,Prosthechea fragrans,13623,A,13623,A
62737,Prosthechea garciana,13623,A,13623,A
62738,Prosthechea ghiesbreghtiana,13623,A,13623,A
62739,Prosthechea gilbertoi,13623,A,13623,A
62740,Prosthechea grammatoglossa,13623,A,13623,A
66175,Prosthechea guttata,66175,A,13623,A
62741,Prosthechea hartwegii,13623,A,13623,A
62742,Prosthechea ionocentra,13623,A,13623,A
62743,Prosthechea ionophlebia,13623,A,13623,A
62745,Prosthechea livida,13623,A,13623,A
62746,Prosthechea macrothyrsodes,13623,A,13623,A
62747,Prosthechea magnispatha,13623,A,13623,A
62748,Prosthechea michuacana,13623,A,13623,A
62749,Prosthechea pamplonensis,13623,A,13623,A
62750,Prosthechea panthera,13623,A,13623,A
62751,Prosthechea pringlei,13623,A,13623,A
62752,Prosthechea prismatocarpa,13623,A,13623,A
62754,Prosthechea radiata,13623,A,13623,A
62755,Prosthechea sceptra,13623,A,13623,A
62756,Prosthechea sima,13623,A,13623,A
62757,Prosthechea squalida,13623,A,13623,A
62760,Prosthechea varicosa,13623,A,13623,A
62761,Prosthechea venezuelana,13623,A,13623,A
62762,Prosthechea vespa,13623,A,13623,A
62763,Prosthechea vitellina,13623,A,13623,A
62766,Pseuderia pauciflora,13018,A,13018,A
62767,Pseuderia wariana,13018,A,13018,A
62768,Pseudocentrum purdii,13390,A,13390,A
62772,Pseudolaelia irwiniana,13559,A,13559,A
62774,Pseudolaelia vellozicola,13559,A,13559,A
62786,Psilochilus carinatus,13157,A,13157,A
62789,Psychilis atropurpurea,12692,A,12692,A
65247,Psychilis bifida,12692,A,12692,A
62790,Psychilis dodii,12692,A,12692,A
62791,Psychilis macconnelliae,12692,A,12692,A
62793,Psychilis truncata,12692,A,12692,A
62794,Psychopsiella limminghei,13635,A,13635,A
62800,Pterichis leucoptera,13557,A,13557,A
62803,Pteroceras fragrans,12963,A,12963,A
62804,Pteroceras hirsutum,12963,A,12963,A
62805,Pteroceras johorense,12963,A,12963,A
62812,Pterostylis abrupta,12659,A,12659,A
62813,Pterostylis aestiva,12659,A,12659,A
62814,Pterostylis alata,12659,A,12659,A
62815,Pterostylis alpina,12659,A,12659,A
62816,Pterostylis banksii,12659,A,12659,A
62817,Pterostylis baptistii,12659,A,12659,A
62818,Pterostylis barbata,12659,A,12659,A
62820,Pterostylis concinna,12659,A,12659,A
62822,Pterostylis curta,12659,A,12659,A
62823,Pterostylis cycnocephala,12659,A,12659,A
62824,Pterostylis decurva,12659,A,12659,A
62825,Pterostylis dolichochila,12659,A,12659,A
62826,Pterostylis erecta,12659,A,12659,A
62827,Pterostylis erythroconcha,12659,A,12659,A
62828,Pterostylis furcata,12659,A,12659,A
62829,Pterostylis graminea,12659,A,12659,A
62830,Pterostylis grandiflora,12659,A,12659,A
62832,Pterostylis irsoniana,12659,A,12659,A
62833,Pterostylis laxa,12659,A,12659,A
62834,Pterostylis longifolia,12659,A,12659,A
62835,Pterostylis longipetala,12659,A,12659,A
62836,Pterostylis nana,12659,A,12659,A
62838,Pterostylis obtusa,12659,A,12659,A
62839,Pterostylis oliveri,12659,A,12659,A
62840,Pterostylis ophioglossa,12659,A,12659,A
62841,Pterostylis parviflora,12659,A,12659,A
62842,Pterostylis pedoglossa,12659,A,12659,A
62843,Pterostylis pedunculata,12659,A,12659,A
62844,Pterostylis plumosa,12659,A,12659,A
62845,Pterostylis recurva,12659,A,12659,A
62846,Pterostylis reflexa,12659,A,12659,A
62847,Pterostylis revoluta,12659,A,12659,A
62848,Pterostylis rogersii,12659,A,12659,A
62849,Pterostylis rufa,12659,A,12659,A
62850,Pterostylis russellii,12659,A,12659,A
62851,Pterostylis sanguinea,12659,A,12659,A
62852,Pterostylis scabra,12659,A,12659,A
62853,Pterostylis stricta,12659,A,12659,A
62856,Pterostylis trullifolia,12659,A,12659,A
62857,Pterostylis truncata,12659,A,12659,A
62859,Pterostylis vittata,12659,A,12659,A
62860,Pterygodium caffrum,13611,A,13611,A
62861,Pterygodium catholicum,13611,A,13611,A
62864,Pygmaeorchis brasiliensis,12764,A,12764,A
62865,Pygmaeorchis seidelii,12764,A,12764,A
62866,Pyrorchis nigricans,12509,A,68513,A
62874,Quekettia microscopica,12934,A,12934,A
62876,Rangaeris schliebenii,13163,A,13163,A
62877,Rangaeris trilobata,13163,A,13163,A
62878,Rauhiella brasiliensis,12570,A,12570,A
62944,Restrepia howei,12559,A,12559,A
62949,Restrepiella ophiocephala,13331,A,13331,A
62963,Rhinerrhiza divitiflora,12628,A,12628,A
62984,Rhynchogyna luisifolia,13630,A,13630,A
62985,Rhynchogyna saccata,13630,A,13630,A
62995,Robiquetia bertholdii,13428,A,13428,A
62996,Robiquetia cerina,13428,A,13428,A
62997,Robiquetia compressa,13428,A,13428,A
62998,Robiquetia crockerensis,13428,A,13428,A
63000,Robiquetia gracilistipes,13428,A,13428,A
63002,Robiquetia hamata,13428,A,13428,A
63007,Robiquetia pantherina,13428,A,13428,A
63012,Rodriguezia brachystachys,13037,A,13037,A
63014,Rodriguezia limae,13037,A,13037,A
63015,Rodriguezia pulcherrima,13037,A,13037,A
63029,Saccolabiopsis armitii,12888,A,12888,A
63039,Sarcanthopsis warocqueana,13373,A,13373,A
63046,Sarcochilus australis,12912,A,12912,A
63047,Sarcochilus ceciliae,12912,A,12912,A
63049,Sarcochilus falcatus,12912,A,12912,A
63054,Sarcochilus parviflorus,12912,A,12912,A
63055,Sarcochilus spathulatus,12912,A,12912,A
63057,Sarcochilus tricalliatus,12912,A,12912,A
63059,Sarcoglottis acaulis,12807,A,12807,A
63060,Sarcoglottis grandiflora,12807,A,12807,A
63061,Sarcoglottis metallica,12807,A,12807,A
63062,Sarcoglottis sceptrodes,12807,A,12807,A
63063,Sarcoglottis schaffneri,12807,A,12807,A
63064,Sarcoglyphis comberi,13231,A,13231,A
63065,Sarcoglyphis flava,13231,A,13231,A
63066,Sarcoglyphis mirabilis,13231,A,13231,A
63067,Sarcoglyphis smithiana,13231,A,13231,A
63068,Sarcoglyphis thailandica,13231,A,13231,A
63074,Satyrium acuminatum,12578,A,12578,A
63075,Satyrium amblyosaccos,12578,A,12578,A
63076,Satyrium amoenum,12578,A,12578,A
63077,Satyrium bicallosum,12578,A,12578,A
63078,Satyrium bicorne,12578,A,12578,A
63079,Satyrium bracteatum,12578,A,12578,A
63080,Satyrium breve,12578,A,12578,A
63081,Satyrium buchananii,12578,A,12578,A
63082,Satyrium chlorocorys,12578,A,12578,A
63083,Satyrium coriifolium,12578,A,12578,A
63084,Satyrium crassicaule,12578,A,12578,A
63085,Satyrium cristatum,12578,A,12578,A
63086,Satyrium erectum,12578,A,12578,A
63087,Satyrium hallackii,12578,A,12578,A
63088,Satyrium humile,12578,A,12578,A
63089,Satyrium ligulatum,12578,A,12578,A
63090,Satyrium longicauda,12578,A,12578,A
63091,Satyrium membranaceum,12578,A,12578,A
63092,Satyrium microcorys,12578,A,12578,A
63093,Satyrium neglectum,12578,A,12578,A
63094,Satyrium nepalense,12578,A,12578,A
63095,Satyrium odorum,12578,A,12578,A
63096,Satyrium orbiculare,12578,A,12578,A
63097,Satyrium paludosum,12578,A,12578,A
63098,Satyrium parviflorum,12578,A,12578,A
63099,Satyrium princeae,12578,A,12578,A
63100,Satyrium pumilum,12578,A,12578,A
63101,Satyrium rostratum,12578,A,12578,A
63102,Satyrium rupestre,12578,A,12578,A
63103,Satyrium sceptrum,12578,A,12578,A
63104,Satyrium sphaeranthum,12578,A,12578,A
63105,Satyrium sphaerocarpum,12578,A,12578,A
63106,Satyrium stenopetalum,12578,A,12578,A
63107,Satyrium trinerve,12578,A,12578,A
63108,Satyrium volkensii,12578,A,12578,A
63109,Saundersia mirabilis,13291,A,13291,A
63110,Saundersia paniculata,13291,A,13291,A
63111,Scaphosepalum antenniferum,13204,A,13204,A
63112,Scaphosepalum bicolor,13204,A,13204,A
63113,Scaphosepalum bicristatum,13204,A,13204,A
63114,Scaphosepalum cimex,13204,A,13204,A
63115,Scaphosepalum dalstroemii,13204,A,13204,A
63116,Scaphosepalum decorum,13204,A,13204,A
63117,Scaphosepalum digitale,13204,A,13204,A
63120,Scaphosepalum grande,13204,A,13204,A
63121,Scaphosepalum macrodactylum,13204,A,13204,A
63123,Scaphosepalum martineae,13204,A,13204,A
63124,Scaphosepalum medinae,13204,A,13204,A
63125,Scaphosepalum merinoi,13204,A,13204,A
63127,Scaphosepalum odontochilum,13204,A,13204,A
63128,Scaphosepalum ophidion,13204,A,13204,A
63129,Scaphosepalum parviflorum,13204,A,13204,A
63135,Scaphosepalum swertiifolium,13204,A,13204,A
63136,Scaphosepalum tiaratum,13204,A,13204,A
63137,Scaphosepalum triceratops,13204,A,13204,A
63138,Scaphosepalum ursinum,13204,A,13204,A
63139,Scaphosepalum xystra,13204,A,13204,A
63140,Scaphyglottis acostaei,13663,A,13663,A
63143,Scaphyglottis amparoana,13663,A,13663,A
63144,Scaphyglottis aurea,13663,A,13663,A
63145,Scaphyglottis behrii,13663,A,13663,A
63146,Scaphyglottis bidentata,13663,A,13663,A
63147,Scaphyglottis bifida,13663,A,13663,A
63148,Scaphyglottis boliviensis,13663,A,13663,A
63149,Scaphyglottis chocoana,13663,A,13663,A
63150,Scaphyglottis confusa,13663,A,13663,A
65291,Scaphyglottis corallorrhiza,13663,A,13663,A
65292,Scaphyglottis crurigera,13663,A,13663,A
63152,Scaphyglottis fusiformis,18625,A,13663,A
63153,Scaphyglottis grandiflora,13663,A,13663,A
63154,Scaphyglottis leucantha,13663,A,13663,A
63155,Scaphyglottis lindeniana,13663,A,13663,A
63156,Scaphyglottis longicaulis,13663,A,13663,A
63157,Scaphyglottis mesocopis,13663,A,13663,A
65293,Scaphyglottis micrantha,13663,A,13663,A
63158,Scaphyglottis minutiflora,13663,A,13663,A
65294,Scaphyglottis modesta,13663,A,13663,A
63160,Scaphyglottis pulchella,16276,A,13663,A
65295,Scaphyglottis punctulata,13663,A,13663,A
63162,Scaphyglottis summersii,13663,A,13663,A
63163,Scaphyglottis triloba,13663,A,13663,A
63180,Schlimia alpina,12509,A,63179,A
63181,Schlimia condorana,12509,A,63179,A
63186,Schoenorchis aurea,13062,A,13062,A
63187,Schoenorchis buddleiflora,13062,A,13062,A
63188,Schoenorchis fragrans,13062,A,13062,A
63189,Schoenorchis juncifolia,13062,A,13062,A
63190,Schoenorchis minutiflora,13062,A,13062,A
63191,Schoenorchis secundiflora,13062,A,13062,A
65298,Schoenorchis seidenfadenii,13062,A,13062,A
63207,Scuticaria irwiniana,13697,A,13697,A
63208,Scuticaria kautskyi,13697,A,13697,A
63210,Scuticaria novaesii,13697,A,13697,A
63211,Scuticaria steelei,13697,A,13697,A
63217,Selenipedium aequinoctiale,12968,A,12968,A
63220,Sertifera colombiana,12509,A,63219,A
63221,Sertifera lehmanniana,12509,A,63219,A
63223,Sievekingia rhonhofiae,13401,A,13401,A
63229,Sirhookera lanceolata,12878,A,12878,A
63230,Sirindhornia pulchella,12509,A,68535,A
63231,Smitinandia helferi,13044,A,13044,A
63232,Sobennikoffia humbertiana,13021,A,13021,A
63233,Sobralia altissima,12678,A,12678,A
63234,Sobralia andreae,12678,A,12678,A
63236,Sobralia augusta,12678,A,12678,A
63238,Sobralia biflora,12678,A,12678,A
63239,Sobralia bimaculata,12678,A,12678,A
63240,Sobralia blancoi,12678,A,12678,A
63241,Sobralia caloglossa,12678,A,12678,A
63242,Sobralia candida,12678,A,12678,A
63243,Sobralia cattleya,12678,A,12678,A
63244,Sobralia chrysostoma,12678,A,12678,A
63245,Sobralia crocea,12678,A,12678,A
63246,Sobralia decora,12678,A,12678,A
63247,Sobralia dichotoma,12678,A,12678,A
63248,Sobralia dissimilis,12678,A,12678,A
63249,Sobralia dorbignyana,12678,A,12678,A
63250,Sobralia doremiliae,12678,A,12678,A
63251,Sobralia ecuadorana,12678,A,12678,A
63252,Sobralia fimbriata,12678,A,12678,A
63253,Sobralia fragrans,12678,A,12678,A
63254,Sobralia gentryi,12678,A,12678,A
63255,Sobralia gloriosa,12678,A,12678,A
63256,Sobralia kermesina,12678,A,12678,A
63257,Sobralia kerryae,12678,A,12678,A
63258,Sobralia klotzscheana,12678,A,12678,A
63259,Sobralia lancea,12678,A,12678,A
63261,Sobralia liliastrum,12678,A,12678,A
63264,Sobralia lowii,12678,A,12678,A
63265,Sobralia luerorum,12678,A,12678,A
63266,Sobralia macrantha,12678,A,12678,A
63268,Sobralia paradisiaca,12678,A,12678,A
63269,Sobralia persimilis,12678,A,12678,A
63270,Sobralia powellii,12678,A,12678,A
63271,Sobralia pulcherrima,12678,A,12678,A
63272,Sobralia purpurea,12678,A,12678,A
63273,Sobralia roezlii,12678,A,12678,A
63274,Sobralia rosea,12678,A,12678,A
63275,Sobralia ruckeri,12678,A,12678,A
63276,Sobralia sessilis,12678,A,12678,A
63278,Sobralia turkeliae,12678,A,12678,A
63279,Sobralia violacea,12678,A,12678,A
63280,Sobralia virginalis,12678,A,12678,A
63281,Sobralia yauaperyensis,12678,A,12678,A
63285,Solenidium lunatum,12626,A,12626,A
63286,Solenidium portillae,12626,A,12626,A
63287,Solenidium racemosum,12626,A,12626,A
63301,Spathoglottis albida,13658,A,13658,A
63302,Spathoglottis altigena,13658,A,13658,A
63303,Spathoglottis bulbosa,13658,A,13658,A
63304,Spathoglottis chrysantha,13658,A,13658,A
63305,Spathoglottis eburnea,13658,A,13658,A
63306,Spathoglottis elmeri,13658,A,13658,A
63307,Spathoglottis gracilis,13658,A,13658,A
63308,Spathoglottis grandifolia,13658,A,13658,A
63309,Spathoglottis hardingiana,13658,A,13658,A
63310,Spathoglottis ixioides,13658,A,13658,A
63314,Spathoglottis portus-finschii,13658,A,13658,A
63316,Spathoglottis tomentosa,13658,A,13658,A
63318,Spathoglottis vanoverberghii,13658,A,13658,A
63319,Spathoglottis vanvuurenii,13658,A,13658,A
63325,Specklinia colombiana,12722,A,12722,A
63326,Specklinia corniculata,12722,A,12722,A
63327,Specklinia coronula,12722,A,12722,A
63328,Specklinia endotrachys,12722,A,12722,A
63329,Specklinia fulgens,12722,A,12722,A
63330,Specklinia gracillima,12722,A,12722,A
63332,Specklinia guanacastensis,12722,A,12722,A
63333,Specklinia lanceola,12722,A,12722,A
63335,Specklinia picta,12722,A,12722,A
63336,Specklinia recula,12722,A,12722,A
63338,Specklinia scolopax,12722,A,12722,A
63340,Specklinia subpicta,12722,A,12722,A
63341,Specklinia tenax,12722,A,12722,A
63343,Sphyrarhynchus schliebenii,13406,A,13406,A
63350,Spiculaea ciliata,13133,A,13133,A
63352,Spiranthes cernua,13077,A,13077,A
63357,Spiranthes lacera,13077,A,13077,A
63359,Spiranthes ovalis,13077,A,13077,A
63363,Spiranthes torta,13077,A,13077,A
63369,Stanhopea confusa,13102,A,13102,A
63372,Stanhopea haseloffiana,13102,A,13102,A
63374,Stanhopea jenischiana,13102,A,13102,A
63378,Stanhopea posadae,13102,A,13102,A
63395,Stelis acaroi,13099,A,13099,A
63396,Stelis adrianae,13099,A,13099,A
63397,Stelis aemula,13099,A,13099,A
63398,Stelis alba,13099,A,13099,A
63399,Stelis alternans,13099,A,13099,A
63400,Stelis antennata,13099,A,13099,A
63401,Stelis aprica,13099,A,13099,A
63402,Stelis aquinoana,13099,A,13099,A
63403,Stelis argentata,13099,A,13099,A
63404,Stelis aviceps,13099,A,13099,A
63406,Stelis bicornis,13099,A,13099,A
63408,Stelis bivalvis,13099,A,13099,A
63409,Stelis brunnea,13099,A,13099,A
63410,Stelis cajanumae,13099,A,13099,A
63411,Stelis calceolaris,13099,A,13099,A
63413,Stelis calotricha,13099,A,13099,A
63414,Stelis chamaestelis,13099,A,13099,A
63415,Stelis ciliaris,13099,A,13099,A
63416,Stelis ciliolata,13099,A,13099,A
63418,Stelis columnaris,13099,A,13099,A
63420,Stelis congesta,13099,A,13099,A
63422,Stelis convoluta,13099,A,13099,A
