Scientific name,Rank,RecID,ParentRank,ParentID,Status,Species Author,Notes,Designation,AcceptedRank,AcceptedID
pachyclados,SPECIES,,GENUS,103597,S,Aitch. & Hemsl.,,CITES_EU,SPECIES,99709
pamiroalaicum,SPECIES,,GENUS,103597,S,(Boriss.) C.- A.Jansson,,CITES_EU,SPECIES,99710
prainii,SPECIES,,GENUS,103597,S,Raym.-Hamet,,CITES_EU,SPECIES,99711
primuloides,SPECIES,,GENUS,103597,S,Franch.,,CITES_EU,SPECIES,99712
pleurogynantha,SPECIES,,GENUS,99655,S,(Hand.-Mazz.) S.H.Fu,,CITES_EU,SPECIES,99712
pleurogynanthum,SPECIES,,GENUS,103597,S,Hand.-Mazz.,,CITES_EU,SPECIES,99712
purpureoviride,SPECIES,,GENUS,103597,S,Praeger,,CITES_EU,SPECIES,100454
quadrifidum,SPECIES,,GENUS,103597,S,Pall.,,CITES_EU,SPECIES,99713
recticaule,SPECIES,,GENUS,103597,S,(Boriss.) Wendelbo,,CITES_EU,SPECIES,99714
rhodanthum,SPECIES,,GENUS,103597,S,A.Gray,,CITES_EU,SPECIES,99715
arctica,SPECIES,,GENUS,99655,S,Boriss.,,CITES_EU,SPECIES,99716
elongata,SPECIES,,GENUS,99655,S,(Ledeb.) Fisch. & ?.?.Mey.,,CITES_EU,SPECIES,99716
hideoi,SPECIES,,GENUS,99655,S,Nakai,,CITES_EU,SPECIES,99716
iremelica,SPECIES,,GENUS,99655,S,Boriss.,,CITES_EU,SPECIES,99716
krivochizhinii,SPECIES,,GENUS,99655,S,Sipliv.,,CITES_EU,SPECIES,99716
maxima,SPECIES,,GENUS,99655,S,Nakai,,CITES_EU,SPECIES,99716
minor,SPECIES,,GENUS,99655,S,Mill.,,CITES_EU,SPECIES,99716
odora,SPECIES,,GENUS,99655,S,Salisb.,,CITES_EU,SPECIES,99716
odorata,SPECIES,,GENUS,99655,S,Lam.,,CITES_EU,SPECIES,99716
roanensis,SPECIES,,GENUS,99655,S,(Britton) Britton,,CITES_EU,SPECIES,99716
sachalinensis,SPECIES,,GENUS,99655,S,Boriss.,,CITES_EU,SPECIES,99716
scopolii,SPECIES,,GENUS,99655,S,A.Kern. ex Simonk.,,CITES_EU,SPECIES,99716
sibirica,SPECIES,,GENUS,99655,S,Sweet,,CITES_EU,SPECIES,99716
tachiroei,SPECIES,,GENUS,99655,S,(Franch. & Sav.) Nakai,,CITES_EU,SPECIES,99716
telephioides,SPECIES,,GENUS,99655,S,(Maxim.) S.H.Fu,,CITES_EU,SPECIES,99716
altaicum,SPECIES,,GENUS,103597,S,G.Don,,CITES_EU,SPECIES,99716
arcticum,SPECIES,,GENUS,103597,S,(Boriss.) Rønning,,CITES_EU,SPECIES,99716
caerulans,SPECIES,,GENUS,103597,S,H.Lév. & Vaniot,,CITES_EU,SPECIES,99716
elongatum,SPECIES,,GENUS,103597,S,Ledeb.,,CITES_EU,SPECIES,99716
rhodiola,SPECIES,,GENUS,103597,S,DC.,,CITES_EU,SPECIES,99716
roanense,SPECIES,,GENUS,103597,S,Britton,,CITES_EU,SPECIES,99716
rosea,SPECIES,,GENUS,103597,S,(L.) Scop.,,CITES_EU,SPECIES,99716
sachalinense,SPECIES,,GENUS,103597,S,Vorosch.,,CITES_EU,SPECIES,99716
saxifragoides,SPECIES,,GENUS,103597,S,Fröd.,,CITES_EU,SPECIES,99717
alba,SPECIES,,GENUS,99653,S,(Cham.) Sandwith,,CITES_EU,SPECIES,99810
alba,SPECIES,,GENUS,103598,S,Cham.,,CITES_EU,SPECIES,99810
arianeae,SPECIES,,GENUS,99653,S,A.H.Gentry,,CITES_EU,SPECIES,99811
barbata,SPECIES,,GENUS,99653,S,(E.Mey.) Sandwith,,CITES_EU,SPECIES,99812
barbata,SPECIES,,GENUS,103598,S,(E.Mey.) DC.,,CITES_EU,SPECIES,99812
toxophora,SPECIES,,GENUS,103598,S,Mart.,,CITES_EU,SPECIES,99812
billbergii,SPECIES,,GENUS,99653,S,(Bureau & K.Schum.) Standl.,,CITES_EU,SPECIES,99813
billbergii,SPECIES,,GENUS,103598,S,Bureau & K.Schum.,,CITES_EU,SPECIES,99813
botelhensis,SPECIES,,GENUS,99653,S,A.H.Gentry,,CITES_EU,SPECIES,99814
dentatus,SPECIES,,GENUS,99802,S,(Bureau & K.Schum.) Mattos,,CITES_EU,SPECIES,99815
bureavii,SPECIES,,GENUS,99653,S,Sandwith,,CITES_EU,SPECIES,99815
dentata,SPECIES,,GENUS,103598,S,Bureau & K.Schum.,,CITES_EU,SPECIES,99815
capitata,SPECIES,,GENUS,99653,S,(Bureau & K.Schum.) Sandwith,,CITES_EU,SPECIES,99816
glomerata,SPECIES,,GENUS,99653,S,Urb.,,CITES_EU,SPECIES,99816
hypolepra,SPECIES,,GENUS,99653,S,Sprague & Sandwith,,CITES_EU,SPECIES,99816
capitata,SPECIES,,GENUS,103598,S,Bureau & K.Schum.,,CITES_EU,SPECIES,99816
catarinensis,SPECIES,,GENUS,99653,S,A.H.Gentry,,CITES_EU,SPECIES,99817
chrysantha,SPECIES,,GENUS,99653,S,(Jacq.) G.Nicholson,,CITES_EU,SPECIES,99819
chrysantha,SPECIES,,GENUS,103598,S,(Jacq.) DC.,,CITES_EU,SPECIES,99819
chrysotricha,SPECIES,,GENUS,99653,S,(Mart. ex DC.) Standl.,,CITES_EU,SPECIES,99818
chrysotricha,SPECIES,,GENUS,103598,S,Mart. ex DC.,,CITES_EU,SPECIES,99818
flavescens,SPECIES,,GENUS,103598,S,Mart. ex DC.,,CITES_EU,SPECIES,99818
grandis,SPECIES,,GENUS,103598,S,Kraenzl.,,CITES_EU,SPECIES,99818
obtusata,SPECIES,,GENUS,103598,S,DC.,,CITES_EU,SPECIES,99818
coralibe,SPECIES,,GENUS,99653,S,Standl.,,CITES_EU,SPECIES,99874
coronata,SPECIES,,GENUS,99653,S,Proença & Farias,,CITES_EU,SPECIES,99875
cristata,SPECIES,,GENUS,99653,S,A.H.Gentry,,CITES_EU,SPECIES,99876
floccosa,SPECIES,,GENUS,99653,S,(Klotzsch) Sprague & Sandwith,,CITES_EU,SPECIES,99878
floccosa,SPECIES,,GENUS,103598,S,Klotzsch,,CITES_EU,SPECIES,99878
guayacan,SPECIES,,GENUS,99653,S,(Seem.) Hemsl.,,CITES_EU,SPECIES,99880
guayacan,SPECIES,,GENUS,103598,S,Seem.,,CITES_EU,SPECIES,99880
eximius,SPECIES,,GENUS,99802,S,Mattos,,CITES_EU,SPECIES,99881
eximia,SPECIES,,GENUS,99653,S,(Miq.) Sandwith,,CITES_EU,SPECIES,99881
heptaphylla,SPECIES,,GENUS,99653,S,(Vell.) Toledo,,CITES_EU,SPECIES,99881
ipe,SPECIES,,GENUS,99653,S,(Mart. ex K.Schum.) Standl.,,CITES_EU,SPECIES,99881
curialis,SPECIES,,GENUS,103598,S,Saldanha,,CITES_EU,SPECIES,99881
eximia,SPECIES,,GENUS,103598,S,Miq.,,CITES_EU,SPECIES,99881
ipe,SPECIES,,GENUS,103598,S,Mart. ex K.Schum.,,CITES_EU,SPECIES,99881
avellanedae,SPECIES,,GENUS,99802,S,(Lorentz ex Griseb.) Mattos,,CITES_EU,SPECIES,99882
avellanedae,SPECIES,,GENUS,99653,S,Lorentz ex Griseb.,,CITES_EU,SPECIES,99882
dugandii,SPECIES,,GENUS,99653,S,Standl.,,CITES_EU,SPECIES,99882
impetiginosa,SPECIES,,GENUS,99653,S,(Mart. ex DC.) Standl.,,CITES_EU,SPECIES,99882
nicaraguensis,SPECIES,,GENUS,99653,S,S.F.Blake,,CITES_EU,SPECIES,99882
palmeri,SPECIES,,GENUS,99653,S,Rose,,CITES_EU,SPECIES,99882
schunkevigoi,SPECIES,,GENUS,99653,S,D.R.Simpson,,CITES_EU,SPECIES,99882
adenophylla,SPECIES,,GENUS,103598,S,Bureau & K.Schum.,,CITES_EU,SPECIES,99882
avellanedae,SPECIES,,GENUS,103598,S,(Lorentz ex Griseb.) Speg.,,CITES_EU,SPECIES,99882
impetiginosa,SPECIES,,GENUS,103598,S,Mart. ex DC.,,CITES_EU,SPECIES,99882
integra,SPECIES,,GENUS,103598,S,(Sprague) Hassl.,,CITES_EU,SPECIES,99882
incana,SPECIES,,GENUS,99653,S,A.H.Gentry,,CITES_EU,SPECIES,99883
lapacho,SPECIES,,GENUS,99653,S,(K.Schum.) Sandwith,,CITES_EU,SPECIES,99884
lapacho,SPECIES,,GENUS,103598,S,K.Schum.,,CITES_EU,SPECIES,99884
obscura,SPECIES,,GENUS,99653,S,(Bureau & K.Schum.) Sandwith,,CITES_EU,SPECIES,99885
obscura,SPECIES,,GENUS,103598,S,Bureau & K.Schum.,,CITES_EU,SPECIES,99885
ochracea,SPECIES,,GENUS,99653,S,(Cham.) Standl.,,CITES_EU,SPECIES,99886
catinga,SPECIES,,GENUS,99802,S,(Bureau & K.Schum.) Mattos,,CITES_EU,SPECIES,99888
pedicellata,SPECIES,,GENUS,99653,S,(Bureau & K.Schum.) A.H.Gentry,,CITES_EU,SPECIES,99888
catinga,SPECIES,,GENUS,103598,S,Bureau & K.Schum.,,CITES_EU,SPECIES,99888
pedicellata,SPECIES,,GENUS,103598,S,Bureau & K.Schum.,,CITES_EU,SPECIES,99888
pulcherrima,SPECIES,,GENUS,99653,S,Sandwith,,CITES_EU,SPECIES,99889
petropolitana,SPECIES,,GENUS,103598,S,Glaz.,,CITES_EU,SPECIES,99889
pumila,SPECIES,,GENUS,99653,S,A.H.Gentry,,CITES_EU,SPECIES,99890
riodocensis,SPECIES,,GENUS,99653,S,A.H.Gentry,,CITES_EU,SPECIES,99891
selachidentata,SPECIES,,GENUS,99653,S,A.H.Gentry,,CITES_EU,SPECIES,99892
araliaceus,SPECIES,,GENUS,99802,S,(Cham.) Mattos,,CITES_EU,SPECIES,99893
atractocarpus,SPECIES,,GENUS,99802,S,(Bureau & K.Schum.) Mattos,,CITES_EU,SPECIES,99893
flavescens,SPECIES,,GENUS,99802,S,(Vell.) Mattos,,CITES_EU,SPECIES,99893
araliacea,SPECIES,,GENUS,99653,S,(Cham.) Morong & Britton,,CITES_EU,SPECIES,99893
serratifolia,SPECIES,,GENUS,99653,S,(Vahl) G.Nicholson,,CITES_EU,SPECIES,99893
araliacea,SPECIES,,GENUS,103598,S,(Cham.) DC.,,CITES_EU,SPECIES,99893
atractocarpa,SPECIES,,GENUS,103598,S,Bureau & K.Schum.,,CITES_EU,SPECIES,99893
conspicua,SPECIES,,GENUS,103598,S,DC.,,CITES_EU,SPECIES,99893
nigricans,SPECIES,,GENUS,103598,S,Klotzsch,,CITES_EU,SPECIES,99893
patrisiana,SPECIES,,GENUS,103598,S,DC.,,CITES_EU,SPECIES,99893
serratifolia,SPECIES,,GENUS,103598,S,(Vahl) G.Don,,CITES_EU,SPECIES,99893
longiflora,SPECIES,,GENUS,99802,S,Handroanthus longiflora Mattos,,CITES_EU,SPECIES,99894
vellosoi,SPECIES,,GENUS,99802,S,Handroanthus vellosoi (Toledo) Mattos,,CITES_EU,SPECIES,99894
vellosoi,SPECIES,,GENUS,99653,S,Tabebuia vellosoi Toledo,,CITES_EU,SPECIES,99894
longiflora,SPECIES,,GENUS,103598,S,Tecoma longiflora Bureau & K.Schum.,,CITES_EU,SPECIES,99894
speciosa,SPECIES,,GENUS,103598,S,Tecoma speciosa DC. ex Mart.,,CITES_EU,SPECIES,99894
spongiosa,SPECIES,,GENUS,99653,S,Rizzini,,CITES_EU,SPECIES,99895
subtilis,SPECIES,,GENUS,99653,S,Sprague & Sandwith,,CITES_EU,SPECIES,99896
uleana,SPECIES,,GENUS,99653,S,(Kraenzl.) A.H.Gentry,,CITES_EU,SPECIES,99897
uleana,SPECIES,,GENUS,103598,S,Kraenzl.,,CITES_EU,SPECIES,99897
umbellata,SPECIES,,GENUS,99653,S,(Sond.) Sandwith,,CITES_EU,SPECIES,99898
umbellata,SPECIES,,GENUS,103598,S,Sond.,,CITES_EU,SPECIES,99898
rugosa,SPECIES,,GENUS,99653,S,Leonard,,CITES_EU,SPECIES,99654
acrophylla,SPECIES,,GENUS,103598,S,Urb.,,CITES_EU,SPECIES,99654
richardiana,SPECIES,,GENUS,99653,S,Urb.,,CITES_EU,SPECIES,99654
trinitensis,SPECIES,,GENUS,99653,S,Britton,,CITES_EU,SPECIES,99654
heptaphylla,SPECIES,,GENUS,103598,S,Mart.,,CITES_EU,SPECIES,99654
caraiba,SPECIES,,GENUS,99802,S,(Mart.) Mattos,,CITES_EU,SPECIES,99658
leucophloeus,SPECIES,,GENUS,99802,S,(Mart. ex DC.) Mattos,,CITES_EU,SPECIES,99658
argentea,SPECIES,,GENUS,99653,S,(Bureau & K.Schum.) Britton,,CITES_EU,SPECIES,99658
caraiba,SPECIES,,GENUS,99653,S,(Mart.) Bureau,,CITES_EU,SPECIES,99658
suberosa,SPECIES,,GENUS,99653,S,Rusby,,CITES_EU,SPECIES,99658
