TAXON_FAMILY,TERM_CODE
Threskiornithidae,SKI
Ardeidae,EGG
Threskiornithidae,EGG
Falconidae,SKU
Ramphastidae,SKU
Sagittariidae,BON
Musophagidae,SKU
Tytonidae,SKU
Tytonidae,EGG
Varanidae,SKU
Moschidae,SKP
Dermatemydidae,CAP
Carettochelidae,LIV
Zamiaceae,TIP
Cetorhinidae,MEA
Pythonidae,OIL
Cycadaceae,EXT
Apocynaceae,CHP
Odobenidae,GEN
Cercopithecidae,EAR
Pedaliaceae,DPL
Pedaliaceae,LIV
Pedaliaceae,DER
Pedaliaceae,EXT
Pedaliaceae,LVS
Pedaliaceae,ROO
Pedaliaceae,SPE
Acipenseridae,SKP
Chamaeleonidae,SKU
Tragulidae,GAR
Ambystomidae,BOD
Canidae,TRO
Otariidae,GAR
Cetorhinidae,LPL
Bufonidae,BOD
Cervidae,GAR
Cervidae,LPS
Colubridae,GAR
Balaenopteridae,SKU
Odobenidae,TAI
Mytilidae,BOD
Thylacinidae,BOD
Myriopathidae,LIV
Phalangeridae,BOD
Struthionidae,SKI
Struthionidae,MEA
Mustelidae,BOD
Meliaceae,PLY
Lorisidae,SKI
Iguanidae,LPL
Myriopathidae,SPE
Tragulidae,LPS
Strigidae,CLA
Felidae,GEN
(Crocodylia),FOO
Felidae,BOP
Emydidae,BON
Viverridae,HAP
Phocidae,SKP
Myriopathidae,COR
Lorisidae,BOD
Lorisidae,FOO
Chelydridae,LIV
Manidae,TAI
Carettochelidae,CAR
Rosaceae,LVS
Viperidae,PLA
Hydrophiidae,PLA
Colubridae,PLA
Taxaceae,OIL
Scorpionidae,BOD
Lamnidae,TRO
Elapidae,BON
Mustelidae,SHO
Tytonidae,CLA
Stichopodidae,MEA
Cercopithecidae,EXT
Manidae,LPS
Estrildidae,SKI
Fringillidae,SKI
Pythonidae,SKE
Canidae,HAP
Myriopathidae,CAR
Trionychidae,MEA
Viverridae,CLA
Threskiornithidae,GAR
Phoenicopteridae,GAR
Cetorhinidae,LPS
Hominidae,SKP
Tytonidae,FEA
Rhinocerotidae,GEN
Viverridae,SKU
Phoenicopteridae,EGG
Tarsiidae,SKU
Threskiornithidae,SKE
Osteoglossidae,SKE
Cathartidae,SKE
Macropodidae,BOD
Varanidae,GAB
Taxaceae,POW
Testudinidae,SCA
Zygophyllaceae,POW
Phocidae,BON
Phocidae,TEE
Leguminosae,LOG
Thymelaeaceae,SAW
Moschidae,SKU
Pinaceae,STE
Canidae,PLA
Procyonidae,SKU
Cuniculidae,SKU
Procyonidae,BON
Compositae,CAR
Colubridae,SKP
Equidae,SHO
Cervidae,LPL
Bovidae,HAI
Accipitridae,FOO
Falconidae,FOO
Pristidae,LIV
Ardeidae,FEA
Cercopithecidae,SKI
Dugongidae,CAR
Cupressaceae,CAR
Meliaceae,FRN
Labridae,SPE
Macropodidae,SKP
Rheidae,FEA
Cyatheaceae,LOG
Cyatheaceae,LIV
Elephantidae,HAP
(Crocodylia),GEN
Testudinidae,MEA
Phocoenidae,TEE
(Crocodylia),SKE
Taxaceae,LVS
Leguminosae,CAR
Orobanchaceae,POW
Camelidae,SKP
Manidae,LPL
Viperidae,SHO
Schizopathidae,CAR
Varanidae,SKP
Camelidae,CLO
Cervidae,SKP
Psittacidae,CLA
Dermochelyidae,CAP
Camelidae,HAI
Procyonidae,SKI
Balaenidae,MEA
Crocodylidae,EXT
Cercopithecidae,HAP
Dermatemydidae,MEA
Manidae,SKU
Haliotidae,CAR
Crocodylidae,EGL
Crocodylidae,GAB
Thymelaeaceae,LVS
Bradypodidae,SKU
Pelomedusidae,BOD
Dasypodidae,SKU
Pythonidae,HEA
Otariidae,SKI
Manidae,SKE
Mustelidae,BOP
Rhinocerotidae,BOP
Balaenopteridae,OIL
Tridacnidae,MEA
Columbidae,BON
Ardeidae,SKU
Haliotidae,LIV
Haliotidae,SHE
Haliotidae,BOD
Haliotidae,MEA
Rhincodontidae,SPE
Rhincodontidae,FIN
Rhincodontidae,BOD
Rhincodontidae,MEA
Latimeriidae,BOD
Crocodylidae,GAL
Canidae,SKS
Cupressaceae,FRN
Leguminosae,SAW
Pinaceae,FRU
Stangeriaceae,FLO
Thymelaeaceae,LOG
Emydidae,EXT
Taxaceae,LOG
Ursidae,WAX
Accipitridae,CAR
Strigidae,CAR
Fregatidae,FEA
Sulidae,FEA
Sulidae,EGG
Phocidae,HAI
Scincidae,BOD
Ranunculaceae,POW
Lycopodiaceae,POW
Moschidae,EXT
Anatidae,GAR
Valerianaceae,DPL
Leguminosae,POW
Rheidae,SKI
Pedaliaceae,POW
Potoroidae,DER
Potoroidae,BOD
Potoroidae,LIV
Potoroidae,SKP
Potoroidae,SPE
Potoroidae,UNS
Hyaenidae,BON
Coralliidae,CAR
Rosaceae,TIP
Bucerotidae,SKI
Cercopithecidae,LPL
Strombidae,CAR
Lemuridae,SKI
Ciconiidae,SKI
Cyatheaceae,POW
Cryptobranchidae,BOD
Apogonidae,LIV
Apogonidae,BOD
Apogonidae,SKE
Apogonidae,SPE
Ambystomidae,SKE
Helodermatidae,SKE
Platanistidae,SKE
Cercopithecidae,BOC
Dasypodidae,CAR
Cyprinidae,BOD
Coralliidae,COR
Pristidae,BOD
Pristidae,SPE
Hydrophiidae,SKP
Haliotidae,SPE
Acipenseridae,OIL
Viverridae,HAI
Taxaceae,TIM
Dermatemydidae,BOD
Phalangeridae,HAP
Emydidae,SOU
Varanidae,MEA
Accipitridae,SKP
Boidae,SKU
Pristidae,BON
Viverridae,BOD
Ursidae,SKU
Coralliidae,SPE
Coralliidae,LIV
Physeteridae,MEA
Ursidae,HAP
Equidae,SKI
(Primates),HAI
Eschrichtidae,BAL
Neobalaenidae,BON
Balaenopteridae,BON
Portulacaceae,STE
Ziphiidae,SKU
Dermochelyidae,CAR
Hylobatidae,TEE
Hylobatidae,SKI
Berberidaceae,LIV
Acipenseridae,BON
Hirudinidae,POW
Tragulidae,TEE
Moschidae,TEE
Cercopithecidae,FOO
Rosaceae,FRU
Anguillidae,LIV
Alligatoridae,SID
Thymelaeaceae,EXT
Cathartidae,EGG
Salamandridae,LIV
Salamandridae,BOD
Salamandridae,SPE
Hylidae,LIV
Hylidae,BOD
Hylidae,SPE
Viperidae,MED
Primulaceae,MED
Compositae,MED
Moschidae,LPS
Cetorhinidae,BON
Rosaceae,CAR
Scincidae,SKI
Anguillidae,BOD
Helodermatidae,BOD
Ceratodontidae,DER
Ceratodontidae,LIV
Ceratodontidae,SPE
Ceratodontidae,UNS
Testudinidae,EGG
Struthionidae,EGG
Struthionidae,SHE
Rhincodontidae,SKP
Pristidae,CAR
Pristidae,SKP
Balaenopteridae,SKE
Zygophyllaceae,CHP
Canidae,CLO
Hippopotamidae,SID
Odobenidae,HOC
Welwitschiaceae,DPL
Anguillidae,MEA
Acipenseridae,CAV
Anguillidae,SKI
Viperidae,SKP
Camelidae,SKI
Anguillidae,FIG
Bradypodidae,BOD
Myrmecophagidae,BOD
Nymphalidae,BOD
Nymphalidae,LIV
Scarabaeidae,BOD
Scarabaeidae,LIV
Loriidae,BOD
Loriidae,LIV
Polyodontidae,CAV
(Testudines),CAP
Otididae,EGG
Dugongidae,BOP
Labridae,DER
Rheidae,SHE
Rhinocerotidae,SKE
Crocodylidae,SHE
Bovidae,GEN
Balaenopteridae,SKI
Cercopithecidae,GEN
Testudinidae,SHE
Rhincodontidae,TEE
Felidae,LEG
Atelidae,BOD
Atelidae,BON
Atelidae,DER
Atelidae,HAI
Atelidae,LIV
Atelidae,SKE
Atelidae,SKI
Atelidae,SKU
Atelidae,SPE
Atelidae,TEE
Atelidae,UNS
Mantellidae,BOD
Mantellidae,DER
Mantellidae,LIV
Mantellidae,SKI
Mantellidae,MEA
Mantellidae,SPE
Mantellidae,UNS
Cuniculidae,SKI
Acipenseridae,FIG
Anacardiaceae,LIV
Anacardiaceae,DPL
Anacardiaceae,SEE
Cucurbitaceae,LIV
Cucurbitaceae,FRU
Cucurbitaceae,SEE
Vitaceae,LIV
Vitaceae,DPL
Vitaceae,FRU
Vitaceae,LVS
Trichechidae,BOD
Cacatuidae,BON
Cacatuidae,BOD
Cacatuidae,DER
Cacatuidae,CLA
Cacatuidae,EGG
Cacatuidae,FEA
Cacatuidae,LIV
Cacatuidae,SKE
Cacatuidae,SKU
Cacatuidae,SPE
Loriidae,SPE
Loriidae,EGG
Loriidae,FEA
Loriidae,DER
Zygophyllaceae,OIL
Anguillidae,LPS
Geoemydidae,BOD
Geoemydidae,CAP
Geoemydidae,LIV
Geoemydidae,DER
Geoemydidae,SPE
Geoemydidae,MEA
Dicksoniaceae,EXT
Orobanchaceae,EXT
(Cetacea),BOD
Carettochelidae,BOD
Carettochelidae,SPE
Carettochelidae,DER
Carettochelidae,CAP
Accipitridae,TAI
Anguillidae,SPE
Delphinidae,SKI
Indriidae,BOD
Testudinidae,EGL
Syngnathidae,SKE
Trichechidae,BON
Trichechidae,SKI
Herpestidae,TRO
Fringillidae,FEA
Viverridae,EAR
Euphorbiaceae,LVS
Calyptocephalellidae,LIV
Calyptocephalellidae,BOD
Calyptocephalellidae,SPE
Calyptocephalellidae,DER
Apocynaceae,MED
Syngnathidae,MED
Moschidae,MED
Thymelaeaceae,MED
Orobanchaceae,MED
Carettochelyidae,LIV
Carettochelyidae,CAP
Carettochelyidae,SPE
Carettochelyidae,BOD
Carettochelyidae,MEA
Carettochelyidae,DER
Megalonychidae,BOD
Megalonychidae,DER
Megalonychidae,HAI
Megalonychidae,LIV
Megalonychidae,SPE
Megalonychidae,UNS
Megalonychidae,SKU
Falconidae,SHE
Cycadaceae,CUL
Megalonychidae,SKE
Rallidae,FEA
Hirudinidae,MED
Lauraceae,OIL
Leguminosae,TIM
Alligatoridae,BOC
(Crocodylia),EGG
Eupleridae,SPE
Araliaceae,MED
Pythonidae,EXT
Struthionidae,EGL
Ursidae,EXT
Otariidae,SKP
(Acipenseriformes),BOD
(Acipenseriformes),CAV
(Acipenseriformes),EGG
(Acipenseriformes),DER
(Acipenseriformes),SPE
(Acipenseriformes),MEA
(Acipenseriformes),EXT
(Acipenseriformes),LIV
(Acipenseriformes),EGL
(Acipenseriformes),SKI
Camelidae,MEA
Pristidae,TEE
Cervidae,BOD
Dasypodidae,TEE
Tachyglossidae,LPS
Dasyproctidae,FOO
Coralliidae,DER
Apogonidae,DER
Falconidae,HEA
(Crocodylia),HEA
Lamnidae,BOD
Coralliidae,LPS
Coralliidae,LPL
Coralliidae,SHE
Rheidae,GAR
Equidae,SKP
Euphorbiaceae,WAX
(Serpentes),DER
Lemuridae,LPS
Lemuridae,LPL
Pandionidae,LPS
Paradisaeidae,TRO
Ceratodontidae,EGL
Cheloniidae,SHE
Papilionidae,EGL
Nepenthaceae,FLO
(Serpentes),SKI
Ursidae,TRO
Gekkonidae,SKI
Dicksoniaceae,LVS
Mussidae,BOD
Osteoglossidae,FIG
Otariidae,BOD
Delphinidae,BOD
Elephantidae,SKI
Elephantidae,LPS
Elephantidae,SKP
Elapidae,PLA
Bovidae,TEE
(Primates),SKE
(Primates),BOP
Tytonidae,SKE
Monodontidae,SKI
Pythonidae,BON
Struthionidae,BON
Balaenopteridae,FIN
Bucerotidae,LPS
Hylobatidae,BOD
Leguminosae,CHP
(Serpentes),LPS
(Serpentes),LPL
(Serpentes),GAR
(Serpentes),SKP
(Serpentes),BOD
Hippopotamidae,TEE
Iguanidae,SCA
Elephantidae,HAI
Nepenthaceae,EXT
Hystricidae,SKU
Lauraceae,DER
Lauraceae,EXT
Pristidae,BOP
Portulacaceae,CUL
Anguillidae,SKP
Dugongidae,SKP
Dugongidae,SKI
Nepenthaceae,CUL
Bromeliaceae,CUL
Otididae,SKU
Hyaenidae,BOD
Hyaenidae,SKP
Gerrhosauridae,LPS
Spheniscidae,SHE
Podocarpaceae,CUL
Berberidaceae,EXT
Tayassuidae,SKE
Lauraceae,TIM
Ciconiidae,SKP
Eupleridae,LIV
(Falconiformes),SKE
(Psittaciformes),LIV
Compositae,LVS
(Serpentes),SKE
Bromeliaceae,FLO
Tapiridae,SKP
Tapiridae,FOO
Myrmecophagidae,BON
Iguanidae,BON
Cyatheaceae,FPT
Erethizontidae,BON
Lauraceae,CAR
Monodontidae,SKE
Alligatoridae,MED
Chamaeleonidae,TAI
Equidae,TAI
Hominidae,TAI
Hyaenidae,TEE
Pteropodidae,SKU
Dasypodidae,LPS
Tapiridae,LPS
Ramphastidae,SKP
Atelidae,CAR
Tapiridae,CAR
Varanidae,CAR
Acipenseridae,SKE
Cupressaceae,SAW
Trochilidae,GAR
Trochilidae,SHE
(Crocodylia),SHE
Parmeliaceae,LVS
Taxaceae,STE
Leguminosae,VEN
Tridacnidae,BOD
Hominidae,TEE
Tragulidae,SKU
Columbidae,SHE
Bucerotidae,FOO
Boidae,SHE
Phalangeridae,SKP
Phalangeridae,BON
Varanidae,FOO
Varanidae,TEE
Acipenseridae,GEN
Acipenseridae,FIN
(Anura),LIV
Meliaceae,LVS
(Psittaciformes),SPE
Tapiridae,BON
Alligatoridae,GEN
Elapidae,EGG
Lamnidae,SKI
(Serpentes),LIV
Indriidae,EAR
Chelydridae,CAP
Geoemydidae,MED
Orchidaceae,MED
Pinaceae,LOG
Psittacidae,TRO
Cebidae,TRO
Lamnidae,FIN
Gerrhosauridae,TRO
Vitaceae,SEE
Spheniscidae,TRO
Bovidae,MED
Pristidae,TRO
(Serpentes),SPE
Ursidae,CAR
Ranunculaceae,LVS
(Psittaciformes),BOD
Manidae,SCA
Manidae,SKI
Manidae,SKP
Araliaceae,EXT
Pinaceae,SAW
Pinaceae,CAR
Pinaceae,TIM
Camelidae,TEE
Elephantidae,TRO
Thymelaeaceae,VEN
Gekkonidae,TAI
Nepenthaceae,LVS
Physeteridae,SKI
Pedaliaceae,MED
Osteoglossidae,TAI
Dasyproctidae,CLA
Euphorbiaceae,MED
Zygophyllaceae,BAR
Berberidaceae,ROO
Didiereaceae,FLO
Gerrhosauridae,SKU
Gerrhosauridae,SKI
Cercopithecidae,MED
Elapidae,MED
Sciuridae,TAI
Cactaceae,GRS
