rank_name,rec_id,listing,effective_from,party_iso2,is_current,populations_iso2,EXCLUDEDpopulations_iso,is_inclusion,included_in_RecID,RankforInclusions,excluded_rec_ids,short_note_en,short_note_es,short_note_fr,full_note_en,SpeciesIndexAnnotation,HistoryAnnotation,hash_note,Notes
SPECIES,2890,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,2897,III,26/02/1976,GH,0,,,0,,,,,,,,,,,
SPECIES,2897,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,2897,III/w,01/01/1984,DK,0,,,0,,,,,,,,,,,
SPECIES,2897,DELIII,04/03/2007,GH,1,,,0,,,,,,,,,,,
SPECIES,2899,III,26/02/1976,GH,0,,,0,,,,,,,,,,,
SPECIES,2899,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,2899,III/w,01/01/1984,DK,0,,,0,,,,,,,,,,,
SPECIES,2899,DELIII,04/03/2007,GH,1,,,0,,,,,,,,,,,
SPECIES,2916,III/r,13/04/1987,AT,0,,,0,,,,,,,,,,,
SPECIES,2916,III,13/04/1987,HN,0,,,0,,,,,,,,,,,
SPECIES,2916,III/w,26/09/1990,AT,0,,,0,,,,,,,,,,,
SPECIES,2916,DELIII,15/12/2002,HN,1,,,0,,,,,,,,,,,
SPECIES,2918,III/r,13/04/1987,AT,0,,,0,,,,,,,,,,,
SPECIES,2918,III,13/04/1987,HN,0,,,0,,,,,,,,,,,
SPECIES,2918,III/w,26/09/1990,AT,0,,,0,,,,,,,,,,,
SPECIES,2918,DELIII,15/12/2002,HN,1,,,0,,,,,,,,,,,
SPECIES,2919,III/r,13/04/1987,AT,0,,,0,,,,,,,,,,,
SPECIES,2919,III,13/04/1987,HN,0,,,0,,,,,,,,,,,
SPECIES,2919,III/w,26/09/1990,AT,0,,,0,,,,,,,,,,,
SPECIES,2919,DELIII,15/12/2002,HN,1,,,0,,,,,,,,,,,
SPECIES,2920,III/r,13/04/1987,AT,0,,,0,,,,,,,,,,,
SPECIES,2920,III,13/04/1987,HN,0,,,0,,,,,,,,,,,
SPECIES,2920,III/w,26/09/1990,AT,0,,,0,,,,,,,,,,,
SPECIES,2920,DELIII,15/12/2002,HN,1,,,0,,,,,,,,,,,
SPECIES,2921,III/r,13/04/1987,AT,0,,,0,,,,,,,,,,,
SPECIES,2921,III,13/04/1987,HN,0,,,0,,,,,,,,,,,
SPECIES,2921,III/w,26/09/1990,AT,0,,,0,,,,,,,,,,,
SPECIES,2921,DELIII,15/12/2002,HN,1,,,0,,,,,,,,,,,
SPECIES,2977,II/r,01/08/1985,AT,0,,,0,,,,,,,,,,,
SPECIES,2977,II,01/08/1985,,0,,,0,,,,,,,,,,,
SPECIES,2977,II/w,06/01/1989,AT,0,,,0,,,,,,,,,,,
SPECIES,2977,II,16/02/1995,,1,,,1,633,GENUS,,Included in <i>Brachypelma</i> spp.,Incluida en <i>Brachypelma</i> spp.,Inscrit sous <i>Brachypelma</i> spp.,,,,,
SPECIES,2993,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,2994,I,01/07/1975,,1,,,0,,,,Formerly included in <i>Brachyteles arachnoides</i>.,Anteriormente incluida en <i>Brachyteles arachnoides</i>.,Précédemment inscrit sous <i>Brachyteles arachnoides</i>.,,,,,
SPECIES,3038,II,01/07/1975,,0,,,0,,,,Formerly listed under synonym <i>Bradypus boliviensis</i>.,Anteriormente incluida como el sinónimo <i>Bradypus boliviensis</i>.,Précédemment inscrit comme le synonyme <i>Bradypus boliviensis</i>.,,,,,
SPECIES,3038,II,28/10/1976,,0,,,0,,,,Formerly listed under synonym <i>Bradypus boliviensis</i>.,Anteriormente incluida como el sinónimo <i>Bradypus boliviensis</i>.,Précédemment inscrit comme le synonyme <i>Bradypus boliviensis</i>.,,,,,
SPECIES,3038,III,28/10/1976,CR,0,,,0,,,,Formerly listed under synonym <i>Bradypus griseus<i>.,Anteriormente incluida como el sinónimo <i>Bradypus griseus</i>.,Précédemment inscrit comme le synonyme <i>Bradypus griseus</i>.,,,,,
SPECIES,3038,III/r,24/10/1977,,0,,,0,,,,Reservation entered under <i>Bradypus griseus</i>.,Reserva formulada como <i>Bradypus griseus</i>.,Réservation inscrite sous <i>Bradypus griseus</i>.,,,,,
SPECIES,3038,II,29/07/1983,,1,,,0,,,,"Includes <i>Bradypus boliviensis, B. griseus, B. infuscatus</i>.","Incluye <i>Bradypus boliviensis, B. griseus, B. infuscatus</i>.","Inclut <i>Bradypus boliviensis, B. griseus, B. infuscatus</i>..",,,,,
SPECIES,3038,III/w,29/07/1983,,0,,,0,,,,Reservation entered under <i>Bradypus griseus</i>.,Reserva formulada como <i>Bradypus griseus</i>.,Réservation inscrite sous <i>Bradypus griseus</i>.,,,,,
SPECIES,3060,II,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,3061,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,3083,I,13/02/2003,,1,,,0,,,,,,,,,,,
SPECIES,3124,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3124,III/w,01/01/1984,DK,0,,,0,,,,,,,,,,,
SPECIES,3125,III,16/11/1975,NP,1,,,0,,,,Excludes the domestic form <i>Bubalus bubalis</i>.,Excluida la forma doméstica <i>Bubalus bubalis</i>.,Exclut la forme domestique <i>Bubalus bubalis</i>.,"Included in Appendix III, except for the domesticated form, which is referenced as <i>Bubalus bubalis</i> and is not subject to the provisions of the Convention.",4,,,
SPECIES,3125,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3125,III/w,01/01/1984,DK,0,,,0,,,,,,,,,,,
SPECIES,3126,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,3127,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,3128,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,3133,III,22/04/1976,TN,0,,,0,,,,,,,,,,,
SPECIES,3133,II,04/02/1977,,0,,,0,,,,,,,,,,,
SPECIES,3133,DELIII,04/02/1977,TN,0,,,0,,,,,,,,,,,
SPECIES,3133,II,28/06/1979,,1,,,1,147,ORDER,,Included in STRIGIFORMES spp.,Incluida en STRIGIFORMES spp.,Inscrit sous STRIGIFORMES spp.,,,,,
SPECIES,3145,III,26/02/1976,GH,0,,,0,,,,,,,,,,,
SPECIES,3145,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3145,III/w,01/01/1984,DK,0,,,0,,,,,,,,,,,
SPECIES,3145,DELIII,04/03/2007,GH,1,,,0,,,,,,,,,,,
SPECIES,3150,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,3150,II,28/06/1979,,0,,,0,,,,Except subspecies included in Appendix I.,Excepto las subspecies incluidas en el Apéndice I.,Sauf les sous-espèces celles inscrites à l'Annexe II.,,,,,
SPECIES,3150,I,11/06/1992,,1,,,0,,,,All subspecies.,Todas las subespecies.,Toutes les sous-espèces.,,,,,
SPECIES,3152,II,18/01/1990,,0,,,0,,,,,,,,,,,
SPECIES,3152,II,11/06/1992,,1,,,1,663,GENUS,,Included in <i>Buceros</i> spp.,Incluida en <i>Buceros</i> spp.,Inscrit sous <i>Buceros</i> spp.,,,,,
SPECIES,3153,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,3160,II/r,01/08/1985,AT,0,,,0,,,,,,,,,,,
SPECIES,3160,II,01/08/1985,,1,,,0,,,,,,,,,,,
SPECIES,3160,II/w,06/01/1989,AT,0,,,0,,,,,,,,,,,
SPECIES,3171,III,22/04/1976,TN,0,,,0,,,,,,,,,,,
SPECIES,3171,DELIII,01/07/1977,TN,1,,,0,,,,,,,,,,,
SPECIES,3172,I,01/07/1975,,0,,,0,,,,Formerly listed under synonym <i>Bufo periglenes</i>.,Anteriormente incluida como el sinónimo <i>Bufo periglenes</i>.,Précédemment inscrit comme le synonyme <i>Bufo periglenes</i>.,"Formerly listed under synonym <i>Bufo periglenes</i>, prior to taxonomic change adopted at CoP16.",,,,
SPECIES,3172,DELI,01/08/1985,,0,,,0,,,,Formerly listed under synonym <i>Bufo periglenes</i>.,Anteriormente incluida como el sinónimo <i>Bufo periglenes</i>.,Précédemment inscrit comme le synonyme <i>Bufo periglenes</i>.,"Formerly listed under synonym <i>Bufo periglenes</i>, prior to taxonomic change adopted at CoP16.",,,,
SPECIES,3172,I,16/02/1995,,1,,,0,,,,Formerly listed under synonym <i>Bufo periglenes</i>.,Anteriormente incluida como el sinónimo <i>Bufo periglenes</i>.,Précédemment inscrit comme le synonyme <i>Bufo periglenes</i>.,"Formerly listed under synonym <i>Bufo periglenes</i>, prior to taxonomic change adopted at CoP16.",,,,
SPECIES,3173,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,3173,DELII,19/07/2000,,1,,,0,,,,,,,,,,,
SPECIES,3174,I,01/07/1975,,1,,,0,,,,Formerly listed under synonym <i>Bufo superciliaris</i>.,Anteriormente incluida como el sinónimo <i>Bufo superciliaris</i>.,Précédemment inscrit comme le synonyme <i>Bufo superciliaris</i>.,"Formerly listed under synonym <i>Bufo superciliaris</i>, prior to taxonomic change adopted at CoP16.",,,,
SPECIES,3335,III,23/04/1981,GT,1,,,0,,,,,,,,,,,
SPECIES,3339,I,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,3339,II,04/02/1977,,0,,,0,,,,,,,,,,,
SPECIES,3339,DELI,04/02/1977,,0,,,0,,,,,,,,,,,
SPECIES,3339,DELII,18/09/1997,,1,,,0,,,,,,,,,,,
SPECIES,3340,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3340,II,28/06/1979,,1,,,1,59,ORDER,,Included in FALCONIFORMES spp.,Incluida en FALCONIFORMES spp.,Inscrit sous FALCONIFORMES spp.,,,,,
SPECIES,3340,III/w,28/06/1979,DK,0,,,0,,,,,,,,,,,
SPECIES,3345,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3345,II,28/06/1979,,1,,,1,59,ORDER,,Included in FALCONIFORMES spp.,Incluida en FALCONIFORMES spp.,Inscrit sous FALCONIFORMES spp.,,,,,
SPECIES,3345,III/w,28/06/1979,DK,0,,,0,,,,,,,,,,,
SPECIES,3347,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3347,II,28/06/1979,,1,,,1,59,ORDER,,Included in FALCONIFORMES spp.,Incluida en FALCONIFORMES spp.,Inscrit sous FALCONIFORMES spp.,,,,,
SPECIES,3347,III/w,28/06/1979,DK,0,,,0,,,,,,,,,,,
SPECIES,3352,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3352,II,28/06/1979,,1,,,1,59,ORDER,,Included in FALCONIFORMES spp.,Incluida en FALCONIFORMES spp.,Inscrit sous FALCONIFORMES spp.,,,,,
SPECIES,3352,III/w,28/06/1979,DK,0,,,0,,,,,,,,,,,
SPECIES,3356,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3356,II,28/06/1979,,1,,,1,59,ORDER,,Included in FALCONIFORMES spp.,Incluida en FALCONIFORMES spp.,Inscrit sous FALCONIFORMES spp.,,,,,
SPECIES,3356,III/w,28/06/1979,DK,0,,,0,,,,,,,,,,,
SPECIES,3360,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3360,II,28/06/1979,,1,,,1,59,ORDER,,Included in FALCONIFORMES spp.,Incluida en FALCONIFORMES spp.,Inscrit sous FALCONIFORMES spp.,,,,,
SPECIES,3360,III/w,28/06/1979,DK,0,,,0,,,,,,,,,,,
SPECIES,3362,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3362,II,28/06/1979,,1,,,1,59,ORDER,,Included in FALCONIFORMES spp.,Incluida en FALCONIFORMES spp.,Inscrit sous FALCONIFORMES spp.,,,,,
SPECIES,3362,III/w,28/06/1979,DK,0,,,0,,,,,,,,,,,
SPECIES,3370,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3370,II,28/06/1979,,1,,,1,59,ORDER,,Included in FALCONIFORMES spp.,Incluida en FALCONIFORMES spp.,Inscrit sous FALCONIFORMES spp.,,,,,
SPECIES,3370,III/w,28/06/1979,DK,0,,,0,,,,,,,,,,,
SPECIES,3373,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3373,II,28/06/1979,,1,,,1,59,ORDER,,Included in FALCONIFORMES spp.,Incluida en FALCONIFORMES spp.,Inscrit sous FALCONIFORMES spp.,,,,,
SPECIES,3373,III/w,28/06/1979,DK,0,,,0,,,,,,,,,,,
SPECIES,3374,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3374,II,28/06/1979,,1,,,1,59,ORDER,,Included in FALCONIFORMES spp.,Incluida en FALCONIFORMES spp.,Inscrit sous FALCONIFORMES spp.,,,,,
SPECIES,3374,III/w,28/06/1979,DK,0,,,0,,,,,,,,,,,
SPECIES,3375,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3375,II,28/06/1979,,1,,,1,59,ORDER,,Included in FALCONIFORMES spp.,Incluida en FALCONIFORMES spp.,Inscrit sous FALCONIFORMES spp.,,,,,
SPECIES,3375,III/w,28/06/1979,DK,0,,,0,,,,,,,,,,,
SPECIES,3376,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3376,II,28/06/1979,,1,,,1,59,ORDER,,Included in FALCONIFORMES spp.,Incluida en FALCONIFORMES spp.,Inscrit sous FALCONIFORMES spp.,,,,,
SPECIES,3376,III/w,28/06/1979,DK,0,,,0,,,,,,,,,,,
SPECIES,3412,III,28/10/1976,CR,1,,,0,,,,,,,,,,,
SPECIES,3412,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3412,III/w,01/01/1984,DK,0,,,0,,,,,,,,,,,
SPECIES,3414,III,14/07/1976,UY,1,,,0,,,,,,,,,,,
SPECIES,3414,III/r,24/10/1977,DK,0,,,0,,,,,,,,,,,
SPECIES,3414,III/w,01/01/1984,DK,0,,,0,,,,,,,,,,,
SPECIES,3425,II/r,20/03/1987,CH,1,,,0,,,,,,,,,,,
SPECIES,3425,II/r,20/03/1987,LI,1,,,0,,,,,,,,,,,
SPECIES,3426,I,11/06/1992,,1,,,0,,,,,,,,,,,
SPECIES,3427,I,11/06/1992,,1,,,0,,,,,,,,,,,
SPECIES,3429,I,18/01/1990,,1,,,0,,,,,,,,,,,
SPECIES,3433,I,12/01/2005,,1,,,0,,,,,,,,,,,
SPECIES,3434,II,04/02/1977,,0,,,0,,,,,,,,,,,
SPECIES,3434,II,06/06/1981,,1,,,1,129,ORDER,,Included in PSITTACIFORMES spp.,Incluida en PSITTACIFORMES spp.,Inscrit sous  PSITTACIFORMES spp.,,,,,
Species,3434,II/r,11/06/1981,CH,0,,,,,,,,,,,,,,
Species,3434,II/w,01/01/1982,CH,1,,,,,,,,,,,,,,
SPECIES,3449,II/r,06/06/1981,CH,1,,,0,,,,,,,,,,,
SPECIES,3449,II/r,06/06/1981,LI,1,,,0,,,,,,,,,,,
SPECIES,3449,II,06/06/1981,,1,,,0,,,,,,,,,,,
SPECIES,3454,I,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,3454,I/r,31/10/1976,GB,0,,,0,,,,On behalf of HK.,En nombre de HK.,Au nom de HK.,On behalf of Hong Kong.,,,,
SPECIES,3454,I/w,03/07/1978,GB,0,,,0,,,,On behalf of HK.,En nombre de HK.,Au nom de HK.,On behalf of Hong Kong.,,,,
SPECIES,3454,I/r,31/12/1979,IT,0,,,0,,,,,,,,,,,
SPECIES,3454,I/w,01/01/1984,IT,0,,,0,,,,,,,,,,,
SPECIES,3454,I,18/09/1997,,1,,AR,0,,,,Except population of AR.,Excepto la población de AR.,Sauf la population d'AR.,"Included in Appendix I, except for the population of Argentina, which is included in Appendix II.",30,,,
SPECIES,3454,II,18/09/1997,,1,AR,,0,,,,Population of AR; included in CROCODYLIA spp.,Población de AR; incluida en CROCODYLIA spp.,Population de AR; inscrit sous CROCODYLIA spp.,Population of Argentina (Included in CROCODYLIA spp.),,,,
SPECIES,3455,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,3455,II/r,31/10/1976,GB,0,,,0,,,,On behalf of HK.,En nombre de HK.,Au nom de HK.,On behalf of Hong Kong.,,,,
SPECIES,3455,II,04/02/1977,,1,,,1,43,ORDER,,Included in CROCODYLIA spp.,Incluida en CROCODYLIA spp.,Inscrit sous CROCODYLIA spp.,,,,,
SPECIES,3455,II/w,03/07/1978,GB,0,,,0,,,,On behalf of HK.,En nombre de HK.,Au nom de HK.,On behalf of Hong Kong.,,,,
SPECIES,3459,III/r,13/04/1987,AT,0,,,0,,,,,,,,,,,
SPECIES,3459,III,13/04/1987,HN,1,,,0,,,,,,,,,,,
SPECIES,3459,III/w,26/09/1990,AT,0,,,0,,,,,,,,,,,
SPECIES,3460,I,01/07/1975,,1,,,0,,,,Formerly listed under synonym <i>Cairina scutulata</i>,Anteriormente incluida como el sinónimo <i>Cairina scutulata</i>,Précédemment inscrit comme le synonyme <i>Cairina scutulata</i>,,,,,
SPECIES,3543,II,18/09/1997,,0,,,0,,,,Formerly listed under synonym <i>Callagur borneoensis</i>,Anteriormente incluida como el sinónimo <i>Callagur borneoensis</i>,Précédemment inscrit comme le synonyme <i>Callagur borneoensis</i>,,,,,
SPECIES,3543,II,13/02/2003,,0,,,1,532,GENUS,,Included in <i>Batagur</i> spp.,Incluida en <i>Batagur</i> spp.,Inscrit sous <i>Batagur</i> spp.,,,,,
Species,3543,II,12/06/2013,,1,,,0,,,,Zero quota for wild specimens for commercial purposes.,Cupo nulo para especímenes silvestres comercializados con fines comerciales.,Quota nul pour les spécimens sauvages faisant l'objet de transactions commerciales.,Zero quota for wild specimens for commercial purposes.,38,,,
SPECIES,3564,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,3570,I,04/02/1977,,1,,,0,,,,,,,,,,,
SPECIES,3571,I,04/02/1977,,1,,,0,,,,,,,,,,,
SPECIES,3577,I,04/02/1977,,0,,,0,,,,,,,,,,,
SPECIES,3577,II,28/06/1979,,1,,,1,124,ORDER,,Included in PRIMATES spp.,Incluida en PRIMATES spp.,Inscrit sous PRIMATES spp.,,,,,
SPECIES,3577,DELI,28/06/1979,,0,,,0,,,,,,,,,,,
SPECIES,3607,I/r,28/06/1979,CH,1,,,0,,,,,,,,,,,
SPECIES,3607,I,28/06/1979,,1,,,0,,,,,,,,,,,
SPECIES,3607,I/r,15/07/2004,PW,1,,,0,,,,,,,,,,,
SPECIES,3625,III,13/11/1986,MY,0,,,0,,,,,,,,,,,
SPECIES,3625,DELIII,22/05/2009,MY,1,,,0,,,,,,,,,,,
SPECIES,3626,I,01/07/1975,,0,,,0,,,,Possibly extinct,Posiblemente extinguida,Peut-être éteint,,,,,
Species,3626,DELI,12/06/2013,,1,,,0,,,,,,,,,,,
SPECIES,3660,II,04/02/1977,,0,,,0,,,,,,,,,,,
SPECIES,3660,II,06/06/1981,,1,,,1,129,ORDER,,Included in PSITTACIFORMES spp.,Incluida en PSITTACIFORMES spp.,Inscrit sous  PSITTACIFORMES spp.,,,,,
Species,3660,II/r,12/06/1981,CH,0,,,,,,,,,,,,,,
Species,3660,II/w,01/01/1982,CH,1,,,,,,,,,,,,,,
SPECIES,3707,I,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,3707,DELI,28/06/1979,,1,,,0,,,,,,,,,,,
SPECIES,3711,I,01/07/1975,,0,,,0,,,,,,,,,,,
Species,3711,DELI,12/06/2013,,1,,,0,,,,,,,,,,,
SPECIES,3742,II/r,15/07/2004,PW,1,,,0,,,,,,,,,,,
SPECIES,3744,III/r,16/03/1989,DE,0,,,0,,,,,,,,,,,
SPECIES,3744,III/r,16/03/1989,DK,0,,,0,,,,,,,,,,,
SPECIES,3744,III/r,16/03/1989,IT,0,,,0,,,,,,,,,,,
SPECIES,3744,III,16/03/1989,IN,1,,,0,,,,,,,,,,,
SPECIES,3744,III/r,21/03/1989,CH,1,,,0,,,,,,,,,,,
SPECIES,3744,III/r,21/03/1989,LI,1,,,0,,,,,,,,,,,
SPECIES,3744,III/r,30/03/1989,LU,0,,,0,,,,,,,,,,,
SPECIES,3744,III/r,17/05/1989,GB,0,,,0,,,,,,,,,,,
SPECIES,3744,III/r,24/05/1989,ES,0,,,0,,,,,,,,,,,
SPECIES,3744,III/r,29/06/1989,NL,0,,,0,,,,,,,,,,,
SPECIES,3744,III/r,28/07/1989,PT,0,,,0,,,,,,,,,,,
SPECIES,3744,III/w,18/01/1990,DK,0,,,0,,,,,,,,,,,
SPECIES,3744,III/w,01/03/1990,IT,0,,,0,,,,,,,,,,,
SPECIES,3744,III/w,18/04/1990,LU,0,,,0,,,,,,,,,,,
SPECIES,3744,III/w,23/04/1990,DE,0,,,0,,,,,,,,,,,
SPECIES,3744,III/w,25/05/1990,GB,0,,,0,,,,,,,,,,,
SPECIES,3744,III/w,03/08/1990,PT,0,,,0,,,,,,,,,,,
SPECIES,3744,III/w,23/10/1990,ES,0,,,0,,,,,,,,,,,
SPECIES,3744,III/w,11/01/1991,NL,0,,,0,,,,,,,,,,,
SPECIES,3746,II/r,04/02/1977,RU,0,,,0,,,,Original reservation as USSR.,Reserva original de la URSS.,Reserve formulée à l'origine par l'URSS.,,,,,
SPECIES,3746,II,04/02/1977,,0,,,0,,,,All subspecies.,Todas las subespecies.,Toutes les sous-espèces.,,,,,
SPECIES,3746,II,28/06/1979,,0,,"BT,IN,NP,PK",0,,,,All populations except those included in Appendix I.,"Todas las poblaciones, excepto las incluidas en el Apéndice I.",Toutes les populations sauf celles inscrites à l'Annexe I.,,,,,
SPECIES,3746,I,28/06/1979,,0,"BT,IN,NP,PK",,0,,,,"Populations of BT, IN, NP, PK.","Poblaciones de BT, IN, NP, PK.","Populations de BT, IN, NP, PK.","Populations of Bhutan, India, Nepal and Pakistan.",,,,
SPECIES,3746,I/r,28/06/1979,CH,1,,,0,,,,,,,,,,,
SPECIES,3746,II/w,26/04/1995,RU,0,,,0,,,,Original reservation as USSR.,Reserva original de la URSS.,Reserve formulée à l'origine par l'URSS.,,,,,
SPECIES,3746,II/r,02/10/2000,MK,1,,,0,,,,,,,,,,,
SPECIES,3746,I/r,02/10/2000,MK,1,,,0,,,,,,,,,,,
SPECIES,3746,II,23/06/2010,,1,,"BT,IN,NP,PK",0,,,,All populations except those included in Appendix I. Excludes the domesticated form and the dingo which are referenced as <i>Canis lupus familiaris</i> and <i>Canis lupus dingo</i>.,"Todas las poblaciones, excepto las incluidas en el Apéndice I. Excluidas la forma domesticada y el dingo, a las que se hace alusión como <i>Canis lupus familiaris</i> y <i>Canis lupus dingo</i>.","Toutes les populations sauf celles inscrites à l'Annexe I. Exclure la forme domestiquée et le dingo, référencés comme <i>Canis lupus familiaris</i> et <i>Canis lupus dingo</i>.","The populations of Bhutan, India, Nepal and Pakistan are included in Appendix I. All other populations are included in Appendix II. The domesticated form and the dingo, which are referenced as Canis lupus familiaris and Canis lupus dingo, are not subject to the provisions of the Convention.",9,,,
SPECIES,3746,I,23/06/2010,,1,"BT,IN,NP,PK",,0,,,,"Populations of BT, IN, NP, PK. Excludes the domesticated form and the dingo which are referenced as <i>Canis lupus familiaris</i> and <i>Canis lupus dingo</i>.","Poblaciones de BT, IN, NP, PK. Excluidas la forma domesticada y el dingo, a las que se hace alusión como <i>Canis lupus familiaris</i> y <i>Canis lupus dingo</i>.","Populations de BT, IN, NP, PK. Exclure la forme domestiquée et le dingo, référencés comme <i>Canis lupus familiaris</i> et <i>Canis lupus dingo</i>.","The populations of Bhutan, India, Nepal and Pakistan are included in Appendix I. All other populations are included in Appendix II. The domesticated form and the dingo, which are referenced as Canis lupus familiaris and Canis lupus dingo, are not subject to the provisions of the Convention.",9,,,
SPECIES,3778,I/r,01/01/1986,AT,0,,,0,,,,,,,,,,,
SPECIES,3778,I/r,01/01/1986,BR,0,,,0,,,,,,,,,,,
SPECIES,3778,I/r,01/01/1986,PE,0,,,0,,,,,,,,,,,
SPECIES,3778,I,01/01/1986,,1,,,0,,,,,,,,,,,
SPECIES,3778,I/w,06/01/1989,AT,0,,,0,,,,,,,,,,,
SPECIES,3778,I/w,07/05/1991,BR,0,,,0,,,,,,,,,,,
SPECIES,3778,I/w,24/10/2001,PE,0,,,0,,,,,,,,,,,
SPECIES,3787,II,01/07/1975,,0,,,0,,,,"Except sspp. <i>chialtanensis, jerdoni, megaceros</i>, which are included in Appendix I","Excepto las subspecies chialtanensis, jerdoni, megaceros.","Sauf les sous-espèces chialtanensis, jerdoni, megaceros.",,,,,
SPECIES,3787,I,11/06/1992,,1,,,0,,,,All subspecies.,Todas las subespecies.,Toutes les sous-espèces.,,,,,
SPECIES,3787,DELII,11/06/1992,,0,,,0,,,,,,,,,,,
SPECIES,3833,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,3847,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,3847,II,04/02/1977,,0,,,1,312,FAMILY,,Included in Felidae spp.,Incluida en Felidae spp.,Inscrit sous Felidae spp.,,,,,
SPECIES,3847,II,28/06/1979,,1,,"AF,IN,IR,IQ,JO,KZ,KW,LB,OM,PK,SA,SY,TJ,TM,AE,UZ,YE",0,,,,Except Asian population,Excepto la población de Asia,A part la population d'Asie,The population of Asia is included in Appendix I. All other populations are included in Appendix II.,12,,,
SPECIES,3847,I,28/06/1979,,1,"AF,IN,IR,IQ,JO,KZ,KW,LB,OM,PK,SA,SY,TJ,TM,AE,UZ,YE",,0,,,,Only the population of Asia; all other populations are included in Appendix II.,Población de Asia.,Population d'Asie.,The population of Asia is included in Appendix I. All other populations are included in Appendix II.,12,,,
SPECIES,3847,I/r,28/06/1979,CH,1,,,0,,,,,,,,,,,
SPECIES,3855,III/r,22/10/2001,JP,0,,,0,,,,,,,,,,,
SPECIES,3855,III,29/10/2001,AU,0,,,0,,,,,,,,,,,
SPECIES,3855,III/r,26/03/2002,NO,0,,,0,,,,,,,,,,,
SPECIES,3855,III/r,15/07/2004,PW,0,,,0,,,,,,,,,,,
SPECIES,3855,II/r,15/07/2004,PW,1,,,0,,,,,,,,,,,
SPECIES,3855,II/r,12/01/2005,IS,1,,,0,,,,,,,,,,,
SPECIES,3855,II/r,12/01/2005,JP,1,,,0,,,,,,,,,,,
SPECIES,3855,II/r,12/01/2005,NO,1,,,0,,,,,,,,,,,
SPECIES,3855,II,12/01/2005,,1,,,0,,,,,,,,,,,
SPECIES,3855,DELIII,12/01/2005,AU,0,,,0,,,,,,,,,,,
SPECIES,3863,I,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,3870,II,01/07/1975,,1,,,0,,,,,,,,,,,
SPECIES,3897,II,01/07/1975,,0,,,0,,,,,,,,,,,
SPECIES,3897,II/r,31/10/1976,GB,0,,,0,,,,On behalf of HK.,En nombre de HK.,Au nom de HK.,On behalf of Hong Kong.,,,,
SPECIES,3897,II/w,04/02/1977,GB,0,,,0,,,,On behalf of HK.,En nombre de HK.,Au nom de HK.,On behalf of Hong Kong.,,,,
SPECIES,3897,I,04/02/1977,,0,,,0,,,,,,,,,,,
SPECIES,3897,DELII,04/02/1977,,0,,,0,,,,,,,,,,,
SPECIES,3897,I,06/06/1981,,1,,,1,173,FAMILY,,Included in Cheloniidae spp.,Incluida en Cheloniidae spp.,Inscrit sous Cheloniidae spp.,,,,,
SPECIES,3898,II,12/01/2005,,1,,,0,,,,,,,,,,,
SPECIES,3989,I,04/02/1977,,1,,,0,,,,,,,,,,,
SPECIES,4000,III,26/02/1976,GH,0,,,0,,,,,,,,,,,
