SpcRecID,LegListing,LegDateListed,CtyRecID,LegNotes
183132,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183133,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183133,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183134,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183134,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183136,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183136,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183137,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183137,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183138,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183138,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183140,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183140,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183141,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183141,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183142,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183142,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183145,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183145,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183146,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183146,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183147,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183147,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183148,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183148,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183150,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183150,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183151,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183151,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183152,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183152,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183154,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183154,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183155,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183155,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183156,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183156,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183159,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183159,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183160,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183160,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183161,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183161,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183164,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183164,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183165,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183165,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183168,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183168,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183169,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183169,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183170,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183170,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183171,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183171,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183173,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183173,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183174,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183174,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183175,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183175,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183177,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183177,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183178,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183178,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183179,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183179,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183180,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183180,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183182,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183182,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183183,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183183,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183184,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183184,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183187,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183187,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
183188,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
183188,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
75627,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
75627,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
59214,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
59214,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52030,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52030,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52186,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52186,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52201,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52201,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
43002,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
43002,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40129,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40129,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50414,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50414,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
31514,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
31514,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
30328,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
30328,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
31388,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
31388,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40234,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40234,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
167060,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
167060,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
105555,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
105555,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
45041,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
45041,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40131,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40131,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
13116,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
13116,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
59710,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
59710,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
23348,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
23348,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40130,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40130,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
111100,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
69633,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
69633,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
111100,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
16858,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
16858,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
18163,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
18163,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
18165,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
18165,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
18166,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
18166,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
18172,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
18172,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
18171,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
18171,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
18161,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
18161,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
16861,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
16861,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
31392,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
31392,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
31393,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
31393,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50415,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50415,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52019,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52019,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
13117,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
13117,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
157082,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
157082,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
31350,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
31350,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
73702,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
73702,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
42844,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
42844,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40132,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
62234,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
62234,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
109926,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
109926,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40132,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50427,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50427,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
109927,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50417,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50417,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50431,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50431,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
109927,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
51999,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50421,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50421,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50426,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50426,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
51999,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40134,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40135,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40135,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40133,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40133,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40134,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49746,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49747,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49747,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50432,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50432,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49746,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50428,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50429,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50429,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50425,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50425,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50428,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50423,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50424,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50424,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50422,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50422,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50423,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50419,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50420,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50420,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50418,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50418,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50419,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52008,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50416,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50416,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
154430,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
154430,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52008,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
184694,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
68956,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
184694,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67720,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67720,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
68956,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
184750,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
109928,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
184750,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
42846,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
42846,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
109928,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50434,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
42845,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
42845,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50433,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50433,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50434,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67721,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52187,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52187,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67719,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67719,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
67721,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
184724,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67718,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
67718,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
184753,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
184753,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
184724,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
184751,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
184752,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
184752,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
184733,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
184733,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
184751,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
31224,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
31224,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50957,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50957,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
161383,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
161383,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
73585,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
73585,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
13732,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
154961,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
154961,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
13732,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
20860,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
20860,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50435,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
24265,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24265,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50435,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
105556,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
72144,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
72144,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
105661,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
105661,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
105556,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102440,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102440,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172775,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172786,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172786,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172780,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172780,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172775,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172784,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50436,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50436,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172783,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172783,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172784,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172781,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172782,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172782,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172779,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172779,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172781,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172777,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172778,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172778,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172776,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172776,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172777,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172773,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172774,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172774,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172770,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172770,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172773,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
42011,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
42011,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
28300,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
28300,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
28301,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
28301,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
16729,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
16729,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
16731,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
16731,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
17816,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
17816,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52468,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52468,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172943,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
20865,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
20865,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
169966,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
169966,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172943,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
20866,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
20866,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
20861,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
169965,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
169965,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
20861,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
20868,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
17817,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
17817,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
20867,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
20867,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
20868,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
20863,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
20864,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
20864,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
51412,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
51412,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
20863,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
54381,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
53625,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
53625,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
61664,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
61664,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
54381,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172958,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
105047,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
105047,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172940,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172940,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
172958,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
33759,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
33759,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
80366,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
80366,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
24833,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24833,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
21037,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
21037,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
104555,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
104555,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
43088,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
43088,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52312,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52312,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
109929,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52202,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52202,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
167094,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
167094,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
109929,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
112106,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
112106,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
54417,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
20870,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
20870,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
82736,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
82736,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
54417,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
20878,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
20879,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
20879,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
20876,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
20876,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
20878,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
20872,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
20874,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
20874,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
20869,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
20869,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
20872,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
53626,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
53627,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
53627,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
54384,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
54384,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
53626,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
62089,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
54382,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
54382,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
164108,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
164108,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
62089,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172794,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
172794,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
62552,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
