SpcRecID,LegListing,LegDateListed,CtyRecID,LegNotes
69029,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50437,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50437,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50439,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50439,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50441,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50441,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50442,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50442,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50443,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50443,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50446,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50446,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50447,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50447,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50448,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50448,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50452,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50452,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50453,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50453,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50459,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50459,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50460,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50460,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50461,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50461,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50465,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50465,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50466,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50466,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50469,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50469,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50470,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50470,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50471,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50471,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50474,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50474,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50475,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50475,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50476,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50476,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50478,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50478,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50479,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50479,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50480,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50480,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50482,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50482,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50483,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50483,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50849,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50849,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49749,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49749,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49750,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49750,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49751,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49751,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49753,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49753,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49754,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49754,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49755,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49755,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49756,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49756,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49758,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49758,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49759,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49759,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49760,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49760,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49763,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49763,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49764,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49764,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49765,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49765,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49769,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49769,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49770,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49770,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49772,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49772,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49773,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49773,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49774,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
49774,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49829,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
49829,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40139,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40139,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40142,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40142,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40143,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40143,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40146,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40146,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40149,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40149,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40151,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40151,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40152,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40152,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40155,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40155,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40156,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40156,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40157,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40157,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40161,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40161,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40162,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40162,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40165,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40165,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40167,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40167,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40169,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40169,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40170,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40170,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40172,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40172,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
39373,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
39373,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40255,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40255,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40257,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40257,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40258,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40258,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40262,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40262,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40263,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40263,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40264,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40264,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40267,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40267,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40271,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40271,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
40272,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
40272,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
43027,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
43027,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
43030,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
43030,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
43115,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
43115,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
48371,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
48371,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
43312,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
43312,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
41633,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
41633,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
41727,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
41727,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
41729,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
41729,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
41731,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
41731,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
41733,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
41733,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
41738,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
41738,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
41780,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
41780,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
39629,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
39629,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52203,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52203,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52205,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52205,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52206,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52206,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52379,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52379,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
47619,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
47619,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
48786,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
48786,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
50559,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
50559,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52178,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52178,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
54383,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
54383,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
51997,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
51997,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52010,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52010,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
52011,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
52011,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
59219,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
59219,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
59220,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
59220,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
58318,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
58318,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
57560,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
57560,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
55858,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
55858,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
59711,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
59711,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
59712,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
59712,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
59713,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
59713,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24246,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
24246,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24247,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24247,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
24248,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
24248,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24250,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
24250,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24251,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24251,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
24252,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24252,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
24253,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
24253,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
43380,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
43380,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
43801,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
43801,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
43802,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
43802,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
31351,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
31351,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
31226,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
31226,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
30998,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
30998,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
31000,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
31000,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
30255,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
30255,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
30257,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
30257,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
30258,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
30258,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
30259,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
30259,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
30260,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
30260,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
30262,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
30262,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
30263,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
30263,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
30264,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
30264,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
31394,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
31394,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
31395,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
31395,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
19674,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
19674,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
16733,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
16733,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
167121,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
167121,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
167143,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
167143,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
167148,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
167148,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
157520,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
157520,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
161385,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
161385,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
161386,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
161386,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
105560,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
105560,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102677,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102677,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102682,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102682,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102684,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102684,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102687,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102687,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102689,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102689,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102690,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102690,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102691,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102691,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102696,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102696,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102699,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102699,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102703,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102703,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102704,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102704,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
103332,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
103332,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
156568,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
156568,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
157028,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
157028,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
155044,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
155044,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
109931,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
109931,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
109932,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
109932,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
109934,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
109934,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102450,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102450,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102451,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102451,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102455,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102455,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102456,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102456,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102458,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102458,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102459,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102459,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102461,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102461,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102464,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102464,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102465,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102465,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102467,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102467,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102468,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102468,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
105943,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
105943,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
87316,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
87316,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
82678,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
82678,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
82680,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
82680,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
102460,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
102460,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
184797,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
184797,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
184798,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
184798,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
184853,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
184853,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
31352,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
31352,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
14698,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
14698,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
13121,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
13121,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
155670,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
155670,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
69344,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
69344,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
14511,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
14511,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
155989,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
156029,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
156029,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
157281,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
157281,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
155989,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
155809,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
14508,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
14508,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
155791,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
155791,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
155809,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
156843,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
155980,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
155980,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
156160,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
156160,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
156843,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
14503,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
13936,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
13936,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
156030,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
156030,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
14503,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
156949,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
156003,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
156003,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
157465,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
156949,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
157465,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
14512,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
13797,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
13797,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
44621,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
44621,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
14512,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
154863,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
154226,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
154226,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
155818,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
155818,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
154863,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
156856,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
156058,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
156058,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
