Kingdom,OrdName,FamName,GenName,SpcName,SpcAuthor,SpcInfraRank,SpcInfraRank,SpcInfraEpithet,SpcInfraRankAuthor,SpcRecID,SpcStatus
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,sphaerocarpa,Engelmann & Bigelow,NULL,NULL,NULL,NULL,107832,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,spinibarbis,(Pfeiffer) A.E.Hoffmann,NULL,NULL,NULL,NULL,82467,A
Plantae,CARYOPHYLLALES,CACTACEAE,Acanthocalycium,spiniflorum,(Schumann) Backeberg,NULL,NULL,NULL,NULL,106025,A
Plantae,CARYOPHYLLALES,CACTACEAE,Austrocactus,spiniflorus,(Philippi) Ritter,NULL,NULL,NULL,NULL,82663,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,spinigemmatus,Lau,NULL,NULL,NULL,NULL,61920,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,spinosibacca,Anthony,NULL,NULL,NULL,NULL,107833,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,spinosior,(Engelmann) Toumey ex Bailey,NULL,NULL,NULL,NULL,68481,A
Plantae,CARYOPHYLLALES,CACTACEAE,Sclerocactus,spinosior,(Engelmann) Woodruff & Benson,NULL,NULL,NULL,NULL,86543,A
Plantae,CARYOPHYLLALES,CACTACEAE,Sclerocactus,spinosior,(Engelmann) Woodruff & Benson,ssp.,ssp.,blainei,(Welsh & Thorne) Hochstaetter,17013,A
Plantae,CARYOPHYLLALES,CACTACEAE,Rebutia,spinosissima,Backeberg,NULL,NULL,NULL,NULL,108035,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,spinosissima,Lemaire,NULL,NULL,NULL,NULL,15764,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,spinosissima,Lemaire,ssp.,ssp.,pilcayensis,(Bravo) Hunt,15417,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,spinosissima,Lemaire,ssp.,ssp.,spinosissima,NULL,15429,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,spinosissima,Lemaire,ssp.,ssp.,tepoxtlana,Hunt,15462,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,spinosissima,Miller,NULL,NULL,NULL,NULL,22199,A
Plantae,CARYOPHYLLALES,CACTACEAE,Arthrocereus,spinosissimus,(Buining & Brederoo) Ritter,NULL,NULL,NULL,NULL,106171,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,spinulifera,Salm-Dyck,NULL,NULL,NULL,NULL,27601,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,spinulosa,Wallich ex. Hook. 1844,NULL,NULL,NULL,NULL,107554,A
Plantae,CARYOPHYLLALES,CACTACEAE,Selenicereus,spinulosus,(De Candolle) Britton & Rose,NULL,NULL,NULL,NULL,27652,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,spiralis,Wight,NULL,NULL,NULL,NULL,59634,A
Plantae,CARYOPHYLLALES,CACTACEAE,Sclerocactus,spp,NULL,NULL,NULL,NULL,NULL,85215,A
Plantae,CARYOPHYLLALES,CACTACEAE,Rhipsalis,spp.,NULL,NULL,NULL,NULL,NULL,9184,A
Plantae,CARYOPHYLLALES,CACTACEAE,Quiabentia,spp.,NULL,NULL,NULL,NULL,NULL,173052,A
Plantae,CARYOPHYLLALES,CACTACEAE,Pereskiopsis,spp.,NULL,NULL,NULL,NULL,NULL,173051,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,spp.,NULL,NULL,NULL,NULL,NULL,173049,A
Plantae,CARYOPHYLLALES,CACTACEAE,Pelecyphora,spp.,NULL,NULL,NULL,NULL,NULL,9183,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,spp.,NULL,NULL,NULL,NULL,NULL,9057,A
Plantae,GENTIANALES,APOCYNACEAE,Hoodia,spp.,NULL,NULL,NULL,NULL,NULL,185492,A
Plantae,CARYOPHYLLALES,CACTACEAE,Discocactus,spp.,NULL,NULL,NULL,NULL,NULL,9173,A
Plantae,GENTIANALES,APOCYNACEAE,Pachypodium,spp.,NULL,NULL,NULL,NULL,NULL,9007,A
Plantae,ROSALES,BYBLIDACEAE,Byblis,spp.,NULL,NULL,NULL,NULL,NULL,9107,A
Plantae,CARYOPHYLLALES,CACTACEAE,Turbinicarpus,spp.,NULL,NULL,NULL,NULL,NULL,9195,A
Plantae,CARYOPHYLLALES,CACTACEAE,Strombocactus,spp.,NULL,NULL,NULL,NULL,NULL,9185,A
Plantae,CARYOPHYLLALES,CACTACEAE,Uebelmannia,spp.,NULL,NULL,NULL,NULL,NULL,9201,A
Plantae,Cyatheales,CYATHEACEAE,Cyatheaceae,spp.,NULL,NULL,NULL,NULL,NULL,9233,A
Plantae,LILIALES,AMARYLLIDACEAE,Sternbergia,spp.,NULL,NULL,NULL,NULL,NULL,8916,A
Plantae,LILIALES,AMARYLLIDACEAE,Galanthus,spp.,NULL,NULL,NULL,NULL,NULL,8961,A
Plantae,CARYOPHYLLALES,CACTACEAE,Cassyta,spp.,NULL,NULL,NULL,NULL,NULL,27717,A
Plantae,CARYOPHYLLALES,CACTACEAE,Cactaceae,spp.,NULL,NULL,NULL,NULL,NULL,9902,A
Plantae,CARYOPHYLLALES,DIDIEREACEAE,Didiereaceae,spp.,NULL,NULL,NULL,NULL,NULL,30014,A
Plantae,CARYOPHYLLALES,CACTACEAE,Ariocarpus,spp.,NULL,NULL,NULL,NULL,NULL,9141,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,spp.,NULL,NULL,NULL,NULL,NULL,10187,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,spraguei,J.G.Ortega,NULL,NULL,NULL,NULL,27602,A
Plantae,BROMELIALES,BROMELIACEAE,Tillandsia,sprengeliana,Klotzsch ex Mez,NULL,NULL,NULL,NULL,69111,A
Plantae,CARYOPHYLLALES,CACTACEAE,Facheiroa,squamosa,(Guerke) Braun,NULL,NULL,NULL,NULL,170,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,squamulata,(Blume 1828) R.Tryon 1970,NULL,NULL,NULL,NULL,174645,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,squamulosa,(Losch) R.C. Moran,NULL,NULL,NULL,NULL,107651,A
Plantae,CARYOPHYLLALES,CACTACEAE,Neobuxbaumia,squamulosa,Scheinvar & Sanchez-Mejorada,NULL,NULL,NULL,NULL,107250,A
Plantae,CARYOPHYLLALES,CACTACEAE,Corryocactus,squarrosus,(Vaupel) Hutchison ex Buxbaum,NULL,NULL,NULL,NULL,106788,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,standleyi,(Britton & Rose) Orcutt,NULL,NULL,NULL,NULL,15765,A
Plantae,CARYOPHYLLALES,CACTACEAE,Stenocereus,standleyi,(J.G.Ortega) Buxbaum,NULL,NULL,NULL,NULL,27660,A
Plantae,CARYOPHYLLALES,CACTACEAE,Rebutia,steinbachii,Werdermann,NULL,NULL,NULL,NULL,108036,A
Plantae,CARYOPHYLLALES,CACTACEAE,Rebutia,steinbachii,Werdermann,ssp.,ssp.,tiraquensis,(Cardenas) Hunt,16483,A
Plantae,CARYOPHYLLALES,CACTACEAE,Rebutia,steinbachii,Werdermann,ssp.,ssp.,verticillacantha,(Ritter) Donald ex Hunt,16484,A
Plantae,CARYOPHYLLALES,CACTACEAE,Rebutia,steinbachii,Werdermann,ssp.,ssp.,kruegeri,(Cardenas) Hunt,16425,A
Plantae,CARYOPHYLLALES,CACTACEAE,Rebutia,steinbachii,Werdermann,ssp.,ssp.,steinbachii,NULL,16429,A
Plantae,CARYOPHYLLALES,CACTACEAE,Rebutia,steinmannii,(Solms-Laubach) Britton & Rose,NULL,NULL,NULL,NULL,108043,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,stella-de-tacubaya,Heese,NULL,NULL,NULL,NULL,15766,A
Plantae,CARYOPHYLLALES,CACTACEAE,Gymnocalycium,stellatum,Spegazzini,NULL,NULL,NULL,NULL,107047,A
Plantae,CARYOPHYLLALES,CACTACEAE,Gymnocalycium,stellatum,Spegazzini,ssp.,ssp.,occultum,Fric ex H.Till & W.Till,13758,A
Plantae,CARYOPHYLLALES,CACTACEAE,Stenocereus,stellatus,(Pfeiffer) Riccobono,NULL,NULL,NULL,NULL,29598,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,stelligera,(Holttum 1964) R. Tryon 1970,NULL,NULL,NULL,NULL,175522,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,stenantha,K. Schumann,NULL,NULL,NULL,NULL,111104,A
Plantae,CARYOPHYLLALES,CACTACEAE,Pereskia,stenantha,Ritter,NULL,NULL,NULL,NULL,107859,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,stenarthra,Schumann,NULL,NULL,NULL,NULL,107834,A
Plantae,CARYOPHYLLALES,CACTACEAE,Cereus,stenogonus,Schumann,NULL,NULL,NULL,NULL,106350,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,stenopetala,Engelmann,NULL,NULL,NULL,NULL,15545,A
Plantae,CARYOPHYLLALES,CACTACEAE,Gymnocalycium,stenopleurum,Ritter,NULL,NULL,NULL,NULL,13760,A
Plantae,CARYOPHYLLALES,CACTACEAE,Hylocereus,stenopterus,(Weber) Britton & Rose,NULL,NULL,NULL,NULL,67994,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,stentiae,E.A.Bruce,NULL,NULL,NULL,NULL,104318,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,sternbergii,(Pohl. ex Sternb. 1820) Conant 1983,NULL,NULL,NULL,NULL,175523,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,sternbergii,(Pohl. ex Sternb. 1820) Conant 1983,var.,var.,acanthomelas,(Fée) comb. ined.,176625,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,steyermarkii,R. Tryon,NULL,NULL,NULL,NULL,8071,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,stipitipinnula,(Holttum 1962) R.Tryon 1970,NULL,NULL,NULL,NULL,174646,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,stockingeri,(Prestle) Hofacker & Braun,NULL,NULL,NULL,NULL,15937,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,stokesii,(E.Brown 1931) R. Tryon 1970,NULL,NULL,NULL,NULL,175525,A
Plantae,ROSALES,CRASSULACEAE,Dudleya,stolonifera,Moran,NULL,NULL,NULL,NULL,25466,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,stoloniferus,W.T.Marshall,NULL,NULL,NULL,NULL,155,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,stoloniferus,W.T.Marshall,ssp.,ssp.,tayopensis,(W.T.Marshall) Taylor,61921,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,stoloniferus,W.T.Marshall,ssp.,ssp.,stoloniferus,NULL,27482,A
Plantae,Cyatheales,CYATHEACEAE,Cnemidaria,stolzeana,L.D.Gómez 1982,NULL,NULL,NULL,NULL,75785,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,stolzei,A. Reid Smith ex Lellinger 1988,NULL,NULL,NULL,NULL,42145,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,straminea,Karsten,NULL,NULL,NULL,NULL,8072,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,stramineus,(Engelmann) Seitz,NULL,NULL,NULL,NULL,11939,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,stramineus,(Engelmann) Seitz,ssp.,ssp.,occidentalis,(Taylor) Taylor,61998,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,stramineus,(Engelmann) Seitz,ssp.,ssp.,stramineus,NULL,29501,A
Plantae,CARYOPHYLLALES,CACTACEAE,Eriosyce,strausiana,(Schumann) Kattermann,NULL,NULL,NULL,NULL,12433,A
Plantae,CARYOPHYLLALES,CACTACEAE,Cleistocactus,strausii,(Heese) Backeberg,NULL,NULL,NULL,NULL,106401,A
Plantae,CARYOPHYLLALES,CACTACEAE,Micranthocereus,streckeri,Heek & Criekinge,NULL,NULL,NULL,NULL,107193,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,streptacantha,Lemaire,NULL,NULL,NULL,NULL,17486,A
Plantae,CARYOPHYLLALES,CACTACEAE,Peniocereus,striatus,(Brandegee) Bauxbaum,NULL,NULL,NULL,NULL,105293,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,stricta,(Haworth) Haworth,NULL,NULL,NULL,NULL,104934,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,strigil,Engelmann,NULL,NULL,NULL,NULL,68484,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,strigillosa,(Maxon 1922) Domin 1930,NULL,NULL,NULL,NULL,8284,A
Plantae,CARYOPHYLLALES,CACTACEAE,Gymnocalycium,striglianum,Jeggle ex H.Till,NULL,NULL,NULL,NULL,107048,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,strigosa,(Christ 1897) R.Tryon 1970,NULL,NULL,NULL,NULL,174648,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,strigosa,(Salm-Dyck) Friedrich & Rowley,NULL,NULL,NULL,NULL,106621,A
Plantae,CARYOPHYLLALES,CACTACEAE,Pelecyphora,strobiliformis,(Werdermann) Fric & Schelle ex Kreuzinger,NULL,NULL,NULL,NULL,27624,A
Plantae,CARYOPHYLLALES,CACTACEAE,Gymnocalycium,stuckertii,(Spegazzini) Britton & Rose,NULL,NULL,NULL,NULL,107049,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,stuemeri,(Werdermann) Backeberg,NULL,NULL,NULL,NULL,107700,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,stuhlmannii,(Hieron. ex Engl. 1899) R.Tryon 1970,NULL,NULL,NULL,NULL,175531,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,subarborescens,Domin. 1930,NULL,NULL,NULL,NULL,8031,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,subdenudata,Cardenas,NULL,NULL,NULL,NULL,106622,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,subdubia,Alderw. 1915,NULL,NULL,NULL,NULL,175545,A
Plantae,CARYOPHYLLALES,CACTACEAE,Eriosyce,subgibbosa,(Haworth) Kattermann,NULL,NULL,NULL,NULL,12446,A
Plantae,CARYOPHYLLALES,CACTACEAE,Eriosyce,subgibbosa,(Haworth) Kattermann,ssp.,ssp.,clavata,(Soehrens ex Schumann) Kattermann,12451,A
Plantae,CARYOPHYLLALES,CACTACEAE,Eriosyce,subgibbosa,(Haworth) Kattermann,ssp.,ssp.,subgibbosa,NULL,12458,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,subincisa,(Kunze 1844) Domin 1929,NULL,NULL,NULL,NULL,174194,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,subindusiata,Domin 1929,NULL,NULL,NULL,NULL,174196,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,subindustiata,Domin 1929,var.,var.,chontilla,Domin 1929,174088,A
Plantae,CARYOPHYLLALES,CACTACEAE,Acanthocereus,subinermis,Britton & Rose,NULL,NULL,NULL,NULL,29415,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,subinermis,Salm-Dyck ex Scheer,NULL,NULL,NULL,NULL,11940,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,subinermis,Salm-Dyck ex Scheer,ssp.,ssp.,subinermis,NULL,29502,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinocereus,subinermis,Salm-Dyck ex Scheer,ssp.,ssp.,ochoterenae,(J.G.Ortega) Taylor,27470,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,submarginalis,(Domin 1929) Domin 1930,NULL,NULL,NULL,NULL,174198,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,subsessilis,(Copel. 1911) R.Tryon 1970,NULL,NULL,NULL,NULL,174651,A
Plantae,CARYOPHYLLALES,CACTACEAE,Pilosocereus,subsimilis,Rizzini & Mattos,NULL,NULL,NULL,NULL,108277,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,subsphaerocarpa,Spegazzini,NULL,NULL,NULL,NULL,107835,A
Plantae,CARYOPHYLLALES,CACTACEAE,Calymmanthium,substerile,Ritter,NULL,NULL,NULL,NULL,106222,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,subterranea,R.Fries,NULL,NULL,NULL,NULL,107836,A
Plantae,CARYOPHYLLALES,CACTACEAE,Turbinicarpus,subterraneus,(Backeberg) A.Zimmerman,NULL,NULL,NULL,NULL,170712,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,subterrranea,Ritter,NULL,NULL,NULL,NULL,107701,A
Plantae,CARYOPHYLLALES,CACTACEAE,Haageocereus,subtilispinus,Ritter,NULL,NULL,NULL,NULL,107111,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,subtripinnata,(Holttum 1962) R. Tryon 1970,NULL,NULL,NULL,NULL,175551,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,subulata,(Muehlenpfordt) Engelmann,NULL,NULL,NULL,NULL,107837,A
Plantae,GENTIANALES,APOCYNACEAE,Pachypodium,succulentum,(L.f.) Sweet,NULL,NULL,NULL,NULL,106039,A
Plantae,BROMELIALES,BROMELIACEAE,Tillandsia,sucrei,Lyman B. Smith,NULL,NULL,NULL,NULL,69113,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,sucrensis,Cardenas,NULL,NULL,NULL,NULL,106623,A
Plantae,CARYOPHYLLALES,CACTACEAE,Coryphantha,sulcata,(Engelmann) Britton & Rose,NULL,NULL,NULL,NULL,86763,A
Plantae,CARYOPHYLLALES,CACTACEAE,Rhipsalis,sulcata,Weber,NULL,NULL,NULL,NULL,488,A
Plantae,CARYOPHYLLALES,CACTACEAE,Coryphantha,sulcolanata,(Lemaire) Lemaire,NULL,NULL,NULL,NULL,27431,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,sulphurea,Gillies ex Salm-Dyck,NULL,NULL,NULL,NULL,107838,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,sulphurea,Gillies ex Salm-Dyck,ssp.,ssp.,brachyacantha,(Ritter) Braun & Esteves Pereira,15562,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,sulphurea,Gillies ex Salm-Dyck,ssp.,ssp.,spinibarbis,(Ritter) Braun & Esteves Pereira,15581,A
Plantae,CARYOPHYLLALES,CACTACEAE,Stenocactus,sulphureus,(A.Dietrich) Bravo,NULL,NULL,NULL,NULL,29736,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,suluensis,(Baker 1879) R.Tryon 1970,NULL,NULL,NULL,NULL,174656,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,sumatrana,(Baker 1880) R.Tryon 1970,NULL,NULL,NULL,NULL,175556,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,superba,(Jenm. 1898) Domin 1930,NULL,NULL,NULL,NULL,174199,A
Plantae,CARYOPHYLLALES,CACTACEAE,Espostoa,superba,Ritter,NULL,NULL,NULL,NULL,106703,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,superbospina,Griffiths,NULL,NULL,NULL,NULL,68485,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,supertexta,Martius ex Pfeiffer,NULL,NULL,NULL,NULL,15767,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,suprastrigosa,(Christ 1901) Maxon 1909,NULL,NULL,NULL,NULL,8073,A
Plantae,Cyatheales,CYATHEACEAE,Cnemidaria,suprastrigosa,R.C.Moran 1990,NULL,NULL,NULL,NULL,75787,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,surculosa,Boedeker,NULL,NULL,NULL,NULL,15768,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,surinamensis,(Miq.1843) Domin 1929,NULL,NULL,NULL,NULL,8192,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,swaziorum,D.V. Field,NULL,NULL,NULL,NULL,106103,A
Plantae,CARYOPHYLLALES,CACTACEAE,Turbinicarpus,swobodae,Diers & Esteves Pereira,NULL,NULL,NULL,NULL,104957,A
Plantae,CARYOPHYLLALES,CACTACEAE,Leptocereus,sylvestris,Britton & Rose,NULL,NULL,NULL,NULL,22132,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,tabularis,(Cels ex Ruempler) Hunt,NULL,NULL,NULL,NULL,15939,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,tabularis,(Cels ex Ruempler) Hunt,ssp.,ssp.,bommeljei,(Vliet) Hofacker,15940,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,tabularis,(Cels ex Ruempler) Hunt,ssp.,ssp.,tabularis,NULL,15942,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,tacaquirensis,(Vaupel) Friedrich & Rowley,NULL,NULL,NULL,NULL,106620,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,tacaquirensis,(Vaupel) Friedrich & Rowley,ssp.,ssp.,taquimbalensis,(Cardenas) G.Navarro,12120,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,tacaquirensis,(Vaupel) H.Friedrich & G.D.Rowley,ssp.,ssp.,tacaquirensis,NULL,30441,A
Plantae,CARYOPHYLLALES,CACTACEAE,Oreocereus,tacnaensis,Ritter,NULL,NULL,NULL,NULL,107564,A
Plantae,CARYOPHYLLALES,CACTACEAE,Cereus,tacuaralensis,Cardenas,NULL,NULL,NULL,NULL,106351,A
Plantae,CARYOPHYLLALES,CACTACEAE,Harrisia,taetra,Areces,NULL,NULL,NULL,NULL,100601,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,talbotii,S. Moore,NULL,NULL,NULL,NULL,111370,A
Plantae,CARYOPHYLLALES,CACTACEAE,Eriosyce,taltalensis,(Hutchison) Kattermann,NULL,NULL,NULL,NULL,12461,A
Plantae,CARYOPHYLLALES,CACTACEAE,Eriosyce,taltalensis,(Hutchison) Kattermann,ssp.,ssp.,echinus,(Ritter) Kattermann,12465,A
Plantae,CARYOPHYLLALES,CACTACEAE,Eriosyce,taltalensis,(Hutchison) Kattermann,ssp.,ssp.,paucicostata,(Ritter) Kattermann,12466,A
Plantae,CARYOPHYLLALES,CACTACEAE,Eriosyce,taltalensis,(Hutchison) Kattermann,ssp.,ssp.,pilispina,(Ritter) Kattermann,12484,A
Plantae,CARYOPHYLLALES,CACTACEAE,Eriosyce,taltalensis,(Hutchison) Kattermann,ssp.,ssp.,taltalensis,NULL,12487,A
Plantae,CARYOPHYLLALES,CACTACEAE,Gymnocalycium,taningaense,J.Piltz,NULL,NULL,NULL,NULL,107050,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,tanzaniana,R.Tryon 1970,NULL,NULL,NULL,NULL,175566,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,tapona,Engelmann ex Coulter,NULL,NULL,NULL,NULL,27606,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,taprobanica,H. Huber,NULL,NULL,NULL,NULL,52872,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,tarapacana,Philippi,NULL,NULL,NULL,NULL,103578,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,taratensis,(Cardenas) Friedrich & Rowley,NULL,NULL,NULL,NULL,106626,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,taratensis,Cardenas,NULL,NULL,NULL,NULL,107705,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,tarijensis,(Vaupel) Friedrich & Rowley,NULL,NULL,NULL,NULL,106627,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,tarijensis,(Vaupel) Friedrich & Rowley,ssp.,ssp.,herzogianus,(Cardenas) G.Navarro,12127,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,tarijensis,(Vaupel) Friedrich & Rowley,ssp.,ssp.,totorensis,(Cardenas) G.Navarro,12138,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,tarijensis,(Vaupel) H.Friedrich & G.D.Rowley,ssp.,ssp.,tarijensis,NULL,30444,A
Plantae,CARYOPHYLLALES,CACTACEAE,Corryocactus,tarijensis,Cardenas,NULL,NULL,NULL,NULL,106792,A
Plantae,CARYOPHYLLALES,CACTACEAE,Cleistocactus,tarijensis,Cardenas,NULL,NULL,NULL,NULL,106402,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,tarmaensis,(Rauh & Backeberg) Friedrich & Rowley,NULL,NULL,NULL,NULL,106628,A
Plantae,CARYOPHYLLALES,CACTACEAE,Harrisia,taylori,Britton,NULL,NULL,NULL,NULL,22116,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,taylorii,Britton & Rose,NULL,NULL,NULL,NULL,22200,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,tayloriorum,Glass & Foster,NULL,NULL,NULL,NULL,15770,A
Plantae,CARYOPHYLLALES,CACTACEAE,Echinopsis,tegeleriana,(Backeberg) Hunt,NULL,NULL,NULL,NULL,106629,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,tehuacana,S.Arias & L.U.Guzman,NULL,NULL,NULL,NULL,15582,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,tehuantepecana,(Bravo) Bravo,NULL,NULL,NULL,NULL,27607,A
Plantae,CARYOPHYLLALES,CACTACEAE,Eriosyce,tenebrica,(Ritter) Kattermann,NULL,NULL,NULL,NULL,12513,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,tenera,(J.Smith ex Hook. 1844) T.Moore 1861,NULL,NULL,NULL,NULL,8074,A
Plantae,Cyatheales,CYATHEACEAE,Sphaeropteris,tenggerensis,(Rosenst. 1917) R.Tryon 1970,NULL,NULL,NULL,NULL,174659,A
Plantae,GENTIANALES,ASCLEPIADACEAE,Ceropegia,teniana,Hand.-Mazz.,NULL,NULL,NULL,NULL,111140,A
Plantae,CARYOPHYLLALES,CACTACEAE,Corryocactus,tenuiculus,(Backeberg) Hutchison ex Buxbaum,NULL,NULL,NULL,NULL,106797,A
Plantae,CARYOPHYLLALES,CACTACEAE,Parodia,tenuicylindrica,(Ritter) Hunt,NULL,NULL,NULL,NULL,15943,A
Plantae,CARYOPHYLLALES,CACTACEAE,Opuntia,tenuiflora,Small,NULL,NULL,NULL,NULL,107839,A
Plantae,Cyatheales,CYATHEACEAE,Cyathea,tenuis,Brause 1911,NULL,NULL,NULL,NULL,174202,A
Plantae,Cyatheales,CYATHEACEAE,Alsophila,tenuis,Brause 1920,NULL,NULL,NULL,NULL,175575,A
Plantae,CARYOPHYLLALES,CACTACEAE,Haageocereus,tenuis,Ritter,NULL,NULL,NULL,NULL,107112,A
Plantae,CARYOPHYLLALES,CACTACEAE,Cleistocactus,tenuiserpens,Rauh & Backeberg,NULL,NULL,NULL,NULL,106403,A
Plantae,CARYOPHYLLALES,CACTACEAE,Copiapoa,tenuissima,Ritter,NULL,NULL,NULL,NULL,82596,A
Plantae,CARYOPHYLLALES,CACTACEAE,Peniocereus,tepalcatepecanus,Sánchez-Mejorada,NULL,NULL,NULL,NULL,29585,A
Plantae,CARYOPHYLLALES,CACTACEAE,Mammillaria,tepexicensis,Meyrán,NULL,NULL,NULL,NULL,104952,A
