Kingdom,SpcRecID,LegListing,LegDateListed,CtyRecID,LegNotes
Plantae,50399,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,50400,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,50400,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,50401,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,50401,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,46173,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,46173,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,31349,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,31349,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30370,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30370,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,105553,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,105553,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,63003,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,63003,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,105656,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,105656,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,67715,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,67715,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,62241,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,62241,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,105658,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,105658,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,155343,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30307,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30307,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,12870,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,12870,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,155343,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30303,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30312,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30312,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30302,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30302,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30303,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,14500,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,14696,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,14696,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30315,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30315,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,14500,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30313,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30314,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30314,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30311,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30311,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30313,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30309,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30310,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30310,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30308,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30308,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30309,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30304,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30305,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30305,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30301,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30301,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30304,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,156415,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,154848,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,154848,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,30306,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,30306,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,156415,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,176689,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,176689,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,172872,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,172872,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,177290,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,177290,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,176686,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,176686,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,172866,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,172866,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,172867,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,172867,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,172870,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,172870,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,172871,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,172871,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,172873,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,172873,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,172874,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,172874,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,172875,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,172875,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,172879,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,172879,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,20858,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,20858,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,75760,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,75760,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,53622,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,53622,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,82719,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,82719,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,82720,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,82720,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,54884,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,54884,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,54885,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,54885,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,67717,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,67717,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,50402,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,50402,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,40126,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,40126,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,67716,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,67716,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,50403,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,50403,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,5115,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,34411,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,34411,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,5115,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,159263,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,158098,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,158098,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,5114,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,5114,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,159263,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,16732,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,176729,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,176729,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,16732,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,82725,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,82726,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,82726,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,176723,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,176723,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,82725,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,12871,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,12871,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,50404,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,40127,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,40127,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,109899,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,109899,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,50404,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,24256,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,24256,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182784,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182783,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182774,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182783,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182784,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,24277,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,24277,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182774,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182793,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182807,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182807,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182779,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182793,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182779,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182803,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182770,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182770,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182780,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182780,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182803,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182798,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182812,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182798,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182789,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182789,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182812,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,34412,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182775,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182775,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,58314,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,58314,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,34412,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,161481,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,58313,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,58313,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,161478,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,161478,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,161481,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,161488,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,161477,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,161477,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,161485,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,161485,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,161488,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,161482,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,161483,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,161483,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182813,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182813,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,161482,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182810,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182811,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182811,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182809,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182809,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182810,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182806,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182808,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182808,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182805,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182805,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182806,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182802,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182804,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182804,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182801,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182801,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182802,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182799,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182800,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182800,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182797,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182797,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182799,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182795,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182796,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182796,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182794,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182794,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182795,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182791,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182792,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182792,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182790,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182790,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182791,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182787,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182788,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182788,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182786,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182786,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182787,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182781,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182782,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182782,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182778,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182778,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182781,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182776,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182777,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182777,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182773,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182773,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182776,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182771,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182772,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182772,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182785,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,182785,II/r,09/07/1975 00:00,38,ORCHIDACEAE spp.
Plantae,182771,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
Plantae,161490,II/w,15/04/1977 00:00,38,ORCHIDACEAE spp.
