Kingdom,PhyName,ClaName,OrdName,FamName,GenName,SpcName,SpcAuthor,SpcInfraRank,SpcInfraEpithet,SpcInfraRankAuthor,SynonymSpcRecID,SpcStatus,AcceptedSpcRecID
Animalia,CHORDATA,MAMMALIA,CARNIVORA,URSIDAE,Selenarctos,thibetanus,"(G. Cuvier, 1823)",NULL,NULL,NULL,41671,S,22824
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,HIPPOPOTAMIDAE,Choeropsis,liberiensis,"Morton, 1844",NULL,NULL,NULL,41673,S,10032
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Boocercus,eurycerus,"Ogilby, 1837",NULL,NULL,NULL,41674,S,22047
Animalia,CHORDATA,MAMMALIA,ARTIODACTYLA,CERVIDAE,Cervus,porcinus,"Zimmermann, 1777",ssp.,calamianensis,"(Heude, 1888)",41675,S,2446
Animalia,CHORDATA,AVES,RHEIFORMES,RHEIDAE,Rhea,pennata,"d'Orbigny, 1834",NULL,NULL,NULL,41676,S,19466
Animalia,CHORDATA,AVES,CICONIIFORMES,PHOENICOPTERIDAE,Phoenicopterus,minor,"Geoffroy, 1798",NULL,NULL,NULL,41677,S,17045
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Presbytis,femoralis,"(Martin, 1838)",ssp.,chrysomelas,NULL,41737,S,98470
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Piliocolobus,pennantii,"(Waterhouse, 1838)",ssp.,gordonorum,NULL,41752,S,18246
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Pygathrix,nemaeus,"(Linnaeus, 1771)",ssp.,cinerea,"Nadler, 1997",41756,S,98491
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,entellus,"(Dufresne, 1797)",ssp.,ajax,NULL,41762,S,98472
